time,analysed_sst
2002-06-01 09:00:00,19.88734
2002-06-02 09:00:00,20.41849
2002-06-03 09:00:00,20.565183333333334
2002-06-04 09:00:00,20.470956666666662
2002-06-05 09:00:00,20.63536333333333
2002-06-06 09:00:00,19.90824333333333
2002-06-07 09:00:00,19.94682333333333
2002-06-08 09:00:00,19.74094333333333
2002-06-09 09:00:00,19.75581
2002-06-10 09:00:00,19.803183333333333
2002-06-11 09:00:00,19.88349
2002-06-12 09:00:00,19.98986333333333
2002-06-13 09:00:00,19.64492333333333
2002-06-14 09:00:00,19.61961666666667
2002-06-15 09:00:00,19.557226666666665
2002-06-16 09:00:00,19.509846666666665
2002-06-17 09:00:00,19.421426666666665
2002-06-18 09:00:00,19.346486666666667
2002-06-19 09:00:00,19.35401333333333
2002-06-20 09:00:00,19.151986666666662
2002-06-21 09:00:00,19.1221
2002-06-22 09:00:00,19.229646666666667
2002-06-23 09:00:00,19.16549
2002-06-24 09:00:00,19.1341
2002-06-25 09:00:00,19.0412
2002-06-26 09:00:00,18.756236666666663
2002-06-27 09:00:00,18.595436666666664
2002-06-28 09:00:00,18.863416666666662
2002-06-29 09:00:00,18.83751333333333
2002-06-30 09:00:00,19.01606333333333
2002-07-01 09:00:00,19.103986666666668
2002-07-02 09:00:00,18.734756666666662
2002-07-03 09:00:00,18.559036666666668
2002-07-04 09:00:00,18.344596666666668
2002-07-05 09:00:00,18.17366666666667
2002-07-06 09:00:00,18.391526666666667
2002-07-07 09:00:00,18.36385333333333
2002-07-08 09:00:00,18.083626666666667
2002-07-09 09:00:00,18.18669
2002-07-10 09:00:00,18.02261333333333
2002-07-11 09:00:00,17.537696666666665
2002-07-12 09:00:00,17.510383333333333
2002-07-13 09:00:00,17.70909
2002-07-14 09:00:00,18.231216666666665
2002-07-15 09:00:00,17.98696
2002-07-16 09:00:00,17.831403333333334
2002-07-17 09:00:00,17.60560333333333
2002-07-18 09:00:00,18.159443333333336
2002-07-19 09:00:00,19.760606666666664
2002-07-20 09:00:00,19.68409
2002-07-21 09:00:00,19.674756666666667
2002-07-22 09:00:00,19.595323333333333
2002-07-23 09:00:00,19.4443
2002-07-24 09:00:00,19.388736666666667
2002-07-25 09:00:00,19.563236666666665
2002-07-26 09:00:00,19.626576666666665
2002-07-27 09:00:00,18.894326666666664
2002-07-28 09:00:00,18.638536666666667
2002-07-29 09:00:00,19.23841
2002-07-30 09:00:00,19.353873333333333
2002-07-31 09:00:00,19.849526666666662
2002-08-01 09:00:00,19.94012
2002-08-02 09:00:00,20.004763333333333
2002-08-03 09:00:00,19.809376666666665
2002-08-04 09:00:00,19.646996666666663
2002-08-05 09:00:00,19.18084
2002-08-06 09:00:00,17.992376666666665
2002-08-07 09:00:00,18.95341
2002-08-08 09:00:00,18.84057
2002-08-09 09:00:00,18.59278666666667
2002-08-10 09:00:00,17.913440000000005
2002-08-11 09:00:00,17.982180000000003
2002-08-12 09:00:00,18.05820333333333
2002-08-13 09:00:00,17.999163333333332
2002-08-14 09:00:00,17.897483333333334
2002-08-15 09:00:00,17.912923333333335
2002-08-16 09:00:00,17.785233333333334
2002-08-17 09:00:00,17.97356
2002-08-18 09:00:00,17.172866666666664
2002-08-19 09:00:00,17.278200000000002
2002-08-20 09:00:00,17.263916666666667
2002-08-21 09:00:00,17.279449999999997
2002-08-22 09:00:00,17.412143333333333
2002-08-23 09:00:00,18.33372
2002-08-24 09:00:00,18.457156666666663
2002-08-25 09:00:00,18.31245333333333
2002-08-26 09:00:00,18.299209999999995
2002-08-27 09:00:00,18.09073666666667
2002-08-28 09:00:00,17.795249999999996
2002-08-29 09:00:00,17.99405
2002-08-30 09:00:00,18.432883333333333
2002-08-31 09:00:00,18.25743333333333
2002-09-01 09:00:00,18.03060333333333
2002-09-02 09:00:00,18.228976666666664
2002-09-03 09:00:00,18.55739
2002-09-04 09:00:00,19.12128
2002-09-05 09:00:00,18.81197
2002-09-06 09:00:00,18.17265666666667
2002-09-07 09:00:00,17.85223
2002-09-08 09:00:00,17.836276666666667
2002-09-09 09:00:00,17.653096666666666
2002-09-10 09:00:00,17.103696666666664
2002-09-11 09:00:00,17.122383333333335
2002-09-12 09:00:00,17.271203333333332
2002-09-13 09:00:00,17.66278666666667
2002-09-14 09:00:00,17.669053333333334
2002-09-15 09:00:00,17.388013333333333
2002-09-16 09:00:00,17.92786
2002-09-17 09:00:00,17.758356666666664
2002-09-18 09:00:00,17.89112
2002-09-19 09:00:00,17.973916666666664
2002-09-20 09:00:00,17.892386666666663
2002-09-21 09:00:00,17.28983
2002-09-22 09:00:00,17.20797333333333
2002-09-23 09:00:00,16.85702
2002-09-24 09:00:00,16.77825
2002-09-25 09:00:00,16.706986666666666
2002-09-26 09:00:00,16.70556
2002-09-27 09:00:00,16.9014
2002-09-28 09:00:00,17.04908
2002-09-29 09:00:00,17.081516666666666
2002-09-30 09:00:00,17.482816666666665
2002-10-01 09:00:00,17.388906666666667
2002-10-02 09:00:00,17.059326666666667
2002-10-03 09:00:00,16.84368333333333
2002-10-04 09:00:00,16.428243333333334
2002-10-05 09:00:00,16.394423333333336
2002-10-06 09:00:00,16.22133
2002-10-07 09:00:00,15.97763333333333
2002-10-08 09:00:00,16.0815
2002-10-09 09:00:00,16.98402
2002-10-10 09:00:00,16.948506666666667
2002-10-11 09:00:00,17.074419999999996
2002-10-12 09:00:00,16.919676666666668
2002-10-13 09:00:00,18.282646666666665
2002-10-14 09:00:00,17.435436666666664
2002-10-15 09:00:00,17.44724333333333
2002-10-16 09:00:00,17.308373333333332
2002-10-17 09:00:00,17.454706666666667
2002-10-18 09:00:00,17.36385333333333
2002-10-19 09:00:00,17.628603333333334
2002-10-20 09:00:00,17.770053333333333
2002-10-21 09:00:00,17.902633333333334
2002-10-22 09:00:00,18.38776333333333
2002-10-23 09:00:00,18.39298666666667
2002-10-24 09:00:00,18.366756666666667
2002-10-25 09:00:00,18.43502
2002-10-26 09:00:00,18.45222
2002-10-27 09:00:00,18.40304666666667
2002-10-28 09:00:00,18.52417
2002-10-29 09:00:00,18.841066666666663
2002-10-30 09:00:00,18.72441333333333
2002-10-31 09:00:00,18.74738333333333
2002-11-01 09:00:00,18.49500666666667
2002-11-02 09:00:00,18.52030666666667
2002-11-03 09:00:00,18.626926666666662
2002-11-04 09:00:00,18.622743333333336
2002-11-05 09:00:00,18.599846666666664
2002-11-06 09:00:00,18.53141
2002-11-07 09:00:00,18.58021
2002-11-08 09:00:00,18.622596666666663
2002-11-09 09:00:00,18.591656666666665
2002-11-10 09:00:00,18.81042
2002-11-11 09:00:00,18.715856666666664
2002-11-12 09:00:00,18.76336333333333
2002-11-13 09:00:00,18.833076666666667
2002-11-14 09:00:00,18.80009
2002-11-15 09:00:00,18.81406
2002-11-16 09:00:00,19.02030666666667
2002-11-17 09:00:00,19.090010000000003
2002-11-18 09:00:00,19.19616
2002-11-19 09:00:00,19.017526666666665
2002-11-20 09:00:00,19.064656666666668
2002-11-21 09:00:00,19.3277
2002-11-22 09:00:00,19.384376666666668
2002-11-23 09:00:00,19.471903333333334
2002-11-24 09:00:00,19.34676333333333
2002-11-25 09:00:00,19.52603333333333
2002-11-26 09:00:00,19.47487
2002-11-27 09:00:00,19.432313333333333
2002-11-28 09:00:00,19.50616
2002-11-29 09:00:00,19.60481
2002-11-30 09:00:00,19.627356666666667
2002-12-01 09:00:00,19.518473333333333
2002-12-02 09:00:00,19.43928333333333
2002-12-03 09:00:00,19.419770000000003
2002-12-04 09:00:00,19.399086666666665
2002-12-05 09:00:00,19.27974333333333
2002-12-06 09:00:00,19.36020333333333
2002-12-07 09:00:00,19.46236666666667
2002-12-08 09:00:00,19.67333
2002-12-09 09:00:00,19.93485666666667
2002-12-10 09:00:00,19.97452333333333
2002-12-11 09:00:00,20.1102
2002-12-12 09:00:00,20.01719333333333
2002-12-13 09:00:00,20.56745
2002-12-14 09:00:00,20.77236333333333
2002-12-15 09:00:00,21.16673
2002-12-16 09:00:00,21.17219
2002-12-17 09:00:00,20.94229
2002-12-18 09:00:00,20.837346666666665
2002-12-19 09:00:00,20.734976666666668
2002-12-20 09:00:00,20.65543
2002-12-21 09:00:00,20.326756666666668
2002-12-22 09:00:00,20.724536666666665
2002-12-23 09:00:00,20.71107
2002-12-24 09:00:00,20.64637666666667
2002-12-25 09:00:00,20.60494333333333
2002-12-26 09:00:00,21.06956333333333
2002-12-27 09:00:00,21.505133333333337
2002-12-28 09:00:00,21.70055333333333
2002-12-29 09:00:00,21.598096666666667
2002-12-30 09:00:00,21.5414
2002-12-31 09:00:00,21.52889
2003-01-01 09:00:00,21.49776333333333
2003-01-02 09:00:00,21.68069333333333
2003-01-03 09:00:00,21.53835
2003-01-04 09:00:00,21.415436666666665
2003-01-05 09:00:00,21.452366666666663
2003-01-06 09:00:00,21.31979666666667
2003-01-07 09:00:00,21.306403333333336
2003-01-08 09:00:00,21.852643333333333
2003-01-09 09:00:00,21.760683333333333
2003-01-10 09:00:00,21.588716666666667
2003-01-11 09:00:00,21.43458333333333
2003-01-12 09:00:00,21.678766666666668
2003-01-13 09:00:00,21.766666666666666
2003-01-14 09:00:00,21.917806666666667
2003-01-15 09:00:00,21.151846666666668
2003-01-16 09:00:00,21.119276666666664
2003-01-17 09:00:00,21.354330000000004
2003-01-18 09:00:00,21.504876666666664
2003-01-19 09:00:00,21.664436666666667
2003-01-20 09:00:00,21.708133333333336
2003-01-21 09:00:00,21.71718
2003-01-22 09:00:00,21.878813333333333
2003-01-23 09:00:00,21.94711
2003-01-24 09:00:00,21.96367333333333
2003-01-25 09:00:00,22.108543333333333
2003-01-26 09:00:00,22.11490333333333
2003-01-27 09:00:00,22.405656666666665
2003-01-28 09:00:00,22.15460333333333
2003-01-29 09:00:00,21.772036666666665
2003-01-30 09:00:00,21.609473333333334
