time,analysed_sst
2002-06-01 09:00:00,21.099950219619327
2002-06-02 09:00:00,21.47147144948756
2002-06-03 09:00:00,21.27052415812592
2002-06-04 09:00:00,21.437380673499263
2002-06-05 09:00:00,20.89159004392387
2002-06-06 09:00:00,20.75680673499268
2002-06-07 09:00:00,21.21317862371889
2002-06-08 09:00:00,21.289095168374818
2002-06-09 09:00:00,21.333543191800874
2002-06-10 09:00:00,21.49232503660322
2002-06-11 09:00:00,21.59000146412884
2002-06-12 09:00:00,21.71747437774524
2002-06-13 09:00:00,21.259638360175693
2002-06-14 09:00:00,20.585872620790628
2002-06-15 09:00:00,20.723898975109808
2002-06-16 09:00:00,21.03860029282577
2002-06-17 09:00:00,20.99844363103953
2002-06-18 09:00:00,20.85225915080527
2002-06-19 09:00:00,20.665704245973647
2002-06-20 09:00:00,20.62712591508053
2002-06-21 09:00:00,20.71010980966325
2002-06-22 09:00:00,20.89771595900439
2002-06-23 09:00:00,20.96875402635432
2002-06-24 09:00:00,20.780502196193265
2002-06-25 09:00:00,20.5239224011713
2002-06-26 09:00:00,20.428286969253296
2002-06-27 09:00:00,20.494717423133235
2002-06-28 09:00:00,20.580915080527088
2002-06-29 09:00:00,20.482064421669108
2002-06-30 09:00:00,20.525368960468523
2002-07-01 09:00:00,20.491818448023427
2002-07-02 09:00:00,20.444301610541725
2002-07-03 09:00:00,20.244317715959006
2002-07-04 09:00:00,20.38337628111274
2002-07-05 09:00:00,20.389178623718887
2002-07-06 09:00:00,20.50088140556369
2002-07-07 09:00:00,20.23197803806735
2002-07-08 09:00:00,19.85284626647145
2002-07-09 09:00:00,19.86086530014641
2002-07-10 09:00:00,19.63510688140557
2002-07-11 09:00:00,18.95046852122987
2002-07-12 09:00:00,18.8152532942899
2002-07-13 09:00:00,19.173797950219623
2002-07-14 09:00:00,19.864219619326494
2002-07-15 09:00:00,20.07312737920937
2002-07-16 09:00:00,20.065655929721817
2002-07-17 09:00:00,20.023874084919477
2002-07-18 09:00:00,20.035411420204976
2002-07-19 09:00:00,20.68608491947291
2002-07-20 09:00:00,20.67561786237189
2002-07-21 09:00:00,20.883423133235727
2002-07-22 09:00:00,20.884038067349927
2002-07-23 09:00:00,21.001484626647144
2002-07-24 09:00:00,21.026497803806738
2002-07-25 09:00:00,20.938696925329428
2002-07-26 09:00:00,20.652762811127378
2002-07-27 09:00:00,20.605904831625185
2002-07-28 09:00:00,20.485717423133234
2002-07-29 09:00:00,20.529011713030744
2002-07-30 09:00:00,20.382878477306004
2002-07-31 09:00:00,19.81103806734993
2002-08-01 09:00:00,19.84568374816984
2002-08-02 09:00:00,20.012614934114204
2002-08-03 09:00:00,20.094522693997074
2002-08-04 09:00:00,20.16224743777452
