time,latitude,longitude,PP
1997-09-01,-31.895838,115.68751,733.2752
1997-10-01,-31.895838,115.68751,1048.9097
1997-11-01,-31.895838,115.68751,935.46045
1997-12-01,-31.895838,115.68751,940.595
1998-01-01,-31.895838,115.68751,857.6506
1998-02-01,-31.895838,115.68751,813.5128
1998-03-01,-31.895838,115.68751,746.6064
1998-04-01,-31.895838,115.68751,624.27155
1998-05-01,-31.895838,115.68751,613.43506
1998-06-01,-31.895838,115.68751,645.89307
1998-07-01,-31.895838,115.68751,462.82162
1998-08-01,-31.895838,115.68751,500.18356
1998-09-01,-31.895838,115.68751,686.52783
1998-10-01,-31.895838,115.68751,674.8609
1998-11-01,-31.895838,115.68751,834.2741
1998-12-01,-31.895838,115.68751,820.62445
1999-01-01,-31.895838,115.68751,813.3005
1999-02-01,-31.895838,115.68751,894.7473
1999-03-01,-31.895838,115.68751,828.83887
1999-04-01,-31.895838,115.68751,671.99335
1999-05-01,-31.895838,115.68751,475.9883
1999-06-01,-31.895838,115.68751,609.95526
1999-07-01,-31.895838,115.68751,566.96545
1999-08-01,-31.895838,115.68751,581.47595
1999-09-01,-31.895838,115.68751,676.391
1999-10-01,-31.895838,115.68751,847.6142
1999-11-01,-31.895838,115.68751,844.6393
1999-12-01,-31.895838,115.68751,822.00183
2000-01-01,-31.895838,115.68751,765.7831
2000-02-01,-31.895838,115.68751,1198.2787
2000-03-01,-31.895838,115.68751,904.2821
2000-04-01,-31.895838,115.68751,612.0125
2000-05-01,-31.895838,115.68751,618.58563
2000-06-01,-31.895838,115.68751,477.90625
2000-07-01,-31.895838,115.68751,551.78735
2000-08-01,-31.895838,115.68751,544.3493
2000-09-01,-31.895838,115.68751,700.73126
2000-10-01,-31.895838,115.68751,971.25964
2000-11-01,-31.895838,115.68751,750.01044
2000-12-01,-31.895838,115.68751,944.3665
2001-01-01,-31.895838,115.68751,882.2574
2001-02-01,-31.895838,115.68751,870.3166
2001-03-01,-31.895838,115.68751,882.5442
2001-04-01,-31.895838,115.68751,657.89636
2001-05-01,-31.895838,115.68751,595.2133
2001-06-01,-31.895838,115.68751,620.353
2001-07-01,-31.895838,115.68751,550.61365
2001-08-01,-31.895838,115.68751,571.68964
2001-09-01,-31.895838,115.68751,580.5119
2001-10-01,-31.895838,115.68751,710.7191
2001-11-01,-31.895838,115.68751,706.0331
2001-12-01,-31.895838,115.68751,769.8085
2002-01-01,-31.895838,115.68751,821.50323
2002-02-01,-31.895838,115.68751,849.34973
2002-03-01,-31.895838,115.68751,752.78827
2002-04-01,-31.895838,115.68751,712.5824
2002-05-01,-31.895838,115.68751,762.20197
2002-06-01,-31.895838,115.68751,524.07336
2002-07-01,-31.895838,115.68751,530.7569
2002-08-01,-31.895838,115.68751,592.81854
2002-09-01,-31.895838,115.68751,662.9401
2002-10-01,-31.895838,115.68751,718.8627
2002-11-01,-31.895838,115.68751,758.83655
2002-12-01,-31.895838,115.68751,813.9108
2003-01-01,-31.895838,115.68751,1048.3027
2003-02-01,-31.895838,115.68751,1114.1537
2003-03-01,-31.895838,115.68751,936.55927
2003-04-01,-31.895838,115.68751,803.23016
2003-05-01,-31.895838,115.68751,885.33795
2003-06-01,-31.895838,115.68751,769.85657
2003-07-01,-31.895838,115.68751,525.62714
2003-08-01,-31.895838,115.68751,700.424
2003-09-01,-31.895838,115.68751,806.6812
2003-10-01,-31.895838,115.68751,902.4341
2003-11-01,-31.895838,115.68751,782.09827
2003-12-01,-31.895838,115.68751,888.46106
2004-01-01,-31.895838,115.68751,891.7647
2004-02-01,-31.895838,115.68751,1020.51416
2004-03-01,-31.895838,115.68751,1000.7321
2004-04-01,-31.895838,115.68751,830.6817
2004-05-01,-31.895838,115.68751,853.0991
2004-06-01,-31.895838,115.68751,600.89124
2004-07-01,-31.895838,115.68751,676.1368
2004-08-01,-31.895838,115.68751,561.47034
2004-09-01,-31.895838,115.68751,660.6362
2004-10-01,-31.895838,115.68751,817.4137
2004-11-01,-31.895838,115.68751,773.74475
2004-12-01,-31.895838,115.68751,853.3273
2005-01-01,-31.895838,115.68751,971.6743
2005-02-01,-31.895838,115.68751,896.63385
2005-03-01,-31.895838,115.68751,783.20306
2005-04-01,-31.895838,115.68751,878.08636
2005-05-01,-31.895838,115.68751,944.89026
2005-06-01,-31.895838,115.68751,661.112
2005-07-01,-31.895838,115.68751,582.5204
2005-08-01,-31.895838,115.68751,584.2699
2005-09-01,-31.895838,115.68751,641.7212
2005-10-01,-31.895838,115.68751,910.12384
2005-11-01,-31.895838,115.68751,919.44366
2005-12-01,-31.895838,115.68751,878.0641
2006-01-01,-31.895838,115.68751,978.71576
2006-02-01,-31.895838,115.68751,957.50104
2006-03-01,-31.895838,115.68751,1002.28674
2006-04-01,-31.895838,115.68751,727.1848
2006-05-01,-31.895838,115.68751,722.0133
2006-06-01,-31.895838,115.68751,709.3222
2006-07-01,-31.895838,115.68751,637.8596
2006-08-01,-31.895838,115.68751,674.31555
2006-09-01,-31.895838,115.68751,709.5375
2006-10-01,-31.895838,115.68751,854.22565
2006-11-01,-31.895838,115.68751,814.21356
2006-12-01,-31.895838,115.68751,894.8824
2007-01-01,-31.895838,115.68751,1019.30347
2007-02-01,-31.895838,115.68751,1108.9706
2007-03-01,-31.895838,115.68751,1113.1063
2007-04-01,-31.895838,115.68751,743.49884
2007-05-01,-31.895838,115.68751,804.9564
2007-06-01,-31.895838,115.68751,534.24445
2007-07-01,-31.895838,115.68751,520.6427
2007-08-01,-31.895838,115.68751,619.73315
2007-09-01,-31.895838,115.68751,701.22046
2007-10-01,-31.895838,115.68751,920.8097
2007-11-01,-31.895838,115.68751,825.7005
2007-12-01,-31.895838,115.68751,823.4477
2008-01-01,-31.895838,115.68751,965.02454
2008-02-01,-31.895838,115.68751,1020.11945
2008-03-01,-31.895838,115.68751,894.4952
2008-04-01,-31.895838,115.68751,968.12103
2008-05-01,-31.895838,115.68751,776.5665
2008-06-01,-31.895838,115.68751,770.33887
2008-07-01,-31.895838,115.68751,555.08264
2008-08-01,-31.895838,115.68751,597.02734
2008-09-01,-31.895838,115.68751,621.7511
2008-10-01,-31.895838,115.68751,762.772
2008-11-01,-31.895838,115.68751,818.3305
