time,latitude,longitude,PP
1997-09-01,-32.187504,115.72917,1193.1088
1997-10-01,-32.187504,115.72917,1393.6512
1997-11-01,-32.187504,115.72917,1231.751
1997-12-01,-32.187504,115.72917,1430.4559
1998-01-01,-32.187504,115.72917,1588.3911
1998-02-01,-32.187504,115.72917,1426.8966
1998-03-01,-32.187504,115.72917,1711.4629
1998-04-01,-32.187504,115.72917,1440.7867
1998-05-01,-32.187504,115.72917,1094.3784
1998-06-01,-32.187504,115.72917,839.8789
1998-07-01,-32.187504,115.72917,639.0434
1998-08-01,-32.187504,115.72917,722.9885
1998-09-01,-32.187504,115.72917,1125.8661
1998-10-01,-32.187504,115.72917,1279.7794
1998-11-01,-32.187504,115.72917,1344.0006
1998-12-01,-32.187504,115.72917,1378.4371
1999-01-01,-32.187504,115.72917,1486.8116
1999-02-01,-32.187504,115.72917,1611.4303
1999-03-01,-32.187504,115.72917,1306.2402
1999-04-01,-32.187504,115.72917,1094.7228
1999-05-01,-32.187504,115.72917,551.5859
1999-06-01,-32.187504,115.72917,679.286
1999-07-01,-32.187504,115.72917,1170.6058
1999-08-01,-32.187504,115.72917,1649.5112
1999-09-01,-32.187504,115.72917,1213.5145
1999-10-01,-32.187504,115.72917,1272.0426
1999-11-01,-32.187504,115.72917,1416.9111
1999-12-01,-32.187504,115.72917,1276.3835
2000-01-01,-32.187504,115.72917,1399.0692
2000-02-01,-32.187504,115.72917,1686.1794
2000-03-01,-32.187504,115.72917,1365.3837
2000-04-01,-32.187504,115.72917,954.1938
2000-05-01,-32.187504,115.72917,911.1488
2000-06-01,-32.187504,115.72917,560.8881
2000-07-01,-32.187504,115.72917,800.53516
2000-08-01,-32.187504,115.72917,913.5625
2000-09-01,-32.187504,115.72917,1170.9548
2000-10-01,-32.187504,115.72917,1245.0114
2000-11-01,-32.187504,115.72917,985.9826
2000-12-01,-32.187504,115.72917,1323.4395
2001-01-01,-32.187504,115.72917,1527.6515
2001-02-01,-32.187504,115.72917,1445.1058
2001-03-01,-32.187504,115.72917,1515.2643
2001-04-01,-32.187504,115.72917,951.8496
2001-05-01,-32.187504,115.72917,779.96313
2001-06-01,-32.187504,115.72917,733.7445
2001-07-01,-32.187504,115.72917,686.633
2001-08-01,-32.187504,115.72917,766.7598
2001-09-01,-32.187504,115.72917,875.60394
2001-10-01,-32.187504,115.72917,1088.9828
2001-11-01,-32.187504,115.72917,1108.7227
