time,latitude,longitude,PP
1997-09-01,-32.520836,115.60417,911.9687
1997-10-01,-32.520836,115.60417,1045.5621
1997-11-01,-32.520836,115.60417,796.8564
1997-12-01,-32.520836,115.60417,827.4359
1998-01-01,-32.520836,115.60417,812.8108
1998-02-01,-32.520836,115.60417,863.874
1998-03-01,-32.520836,115.60417,774.3643
1998-04-01,-32.520836,115.60417,639.12994
1998-05-01,-32.520836,115.60417,674.718
1998-06-01,-32.520836,115.60417,677.9495
1998-07-01,-32.520836,115.60417,545.5484
1998-08-01,-32.520836,115.60417,650.69586
1998-09-01,-32.520836,115.60417,1228.0521
1998-10-01,-32.520836,115.60417,1042.756
1998-11-01,-32.520836,115.60417,753.175
1998-12-01,-32.520836,115.60417,736.34674
1999-01-01,-32.520836,115.60417,811.83417
1999-02-01,-32.520836,115.60417,912.8369
1999-03-01,-32.520836,115.60417,833.3194
1999-04-01,-32.520836,115.60417,645.1428
1999-05-01,-32.520836,115.60417,462.8344
1999-06-01,-32.520836,115.60417,676.3003
1999-07-01,-32.520836,115.60417,707.8018
1999-08-01,-32.520836,115.60417,1024.9156
1999-09-01,-32.520836,115.60417,1128.8398
1999-10-01,-32.520836,115.60417,1105.8319
1999-11-01,-32.520836,115.60417,803.13245
1999-12-01,-32.520836,115.60417,739.53033
2000-01-01,-32.520836,115.60417,907.9895
2000-02-01,-32.520836,115.60417,1099.2742
2000-03-01,-32.520836,115.60417,987.8167
2000-04-01,-32.520836,115.60417,683.6201
2000-05-01,-32.520836,115.60417,628.58765
2000-06-01,-32.520836,115.60417,505.14594
2000-07-01,-32.520836,115.60417,705.9163
2000-08-01,-32.520836,115.60417,960.0116
2000-09-01,-32.520836,115.60417,1317.3906
2000-10-01,-32.520836,115.60417,930.78235
2000-11-01,-32.520836,115.60417,691.18365
2000-12-01,-32.520836,115.60417,850.7876
2001-01-01,-32.520836,115.60417,843.98157
2001-02-01,-32.520836,115.60417,847.9634
2001-03-01,-32.520836,115.60417,861.6368
2001-04-01,-32.520836,115.60417,583.8323
2001-05-01,-32.520836,115.60417,619.7247
2001-06-01,-32.520836,115.60417,593.66034
2001-07-01,-32.520836,115.60417,633.09625
2001-08-01,-32.520836,115.60417,679.2556
2001-09-01,-32.520836,115.60417,660.75806
2001-10-01,-32.520836,115.60417,693.81195
2001-11-01,-32.520836,115.60417,624.997
2001-12-01,-32.520836,115.60417,706.5886
2002-01-01,-32.520836,115.60417,855.10315
2002-02-01,-32.520836,115.60417,901.9499
2002-03-01,-32.520836,115.60417,814.99567
2002-04-01,-32.520836,115.60417,752.8892
2002-05-01,-32.520836,115.60417,782.0149
2002-06-01,-32.520836,115.60417,601.7922
2002-07-01,-32.520836,115.60417,678.93463
2002-08-01,-32.520836,115.60417,901.3462
2002-09-01,-32.520836,115.60417,879.1587
2002-10-01,-32.520836,115.60417,694.52466
2002-11-01,-32.520836,115.60417,765.6049
2002-12-01,-32.520836,115.60417,688.41315
2003-01-01,-32.520836,115.60417,1000.83734
2003-02-01,-32.520836,115.60417,1019.4713
2003-03-01,-32.520836,115.60417,969.1922
2003-04-01,-32.520836,115.60417,828.1929
2003-05-01,-32.520836,115.60417,735.3333
2003-06-01,-32.520836,115.60417,649.36456
2003-07-01,-32.520836,115.60417,787.0124
2003-08-01,-32.520836,115.60417,1329.4841
2003-09-01,-32.520836,115.60417,1202.4486
2003-10-01,-32.520836,115.60417,885.17316
2003-11-01,-32.520836,115.60417,794.64557
2003-12-01,-32.520836,115.60417,897.3454
2004-01-01,-32.520836,115.60417,984.18475
2004-02-01,-32.520836,115.60417,1138.8624
2004-03-01,-32.520836,115.60417,1116.6951
2004-04-01,-32.520836,115.60417,834.0652
2004-05-01,-32.520836,115.60417,784.794
2004-06-01,-32.520836,115.60417,575.58295
2004-07-01,-32.520836,115.60417,848.2598
2004-08-01,-32.520836,115.60417,891.01044
2004-09-01,-32.520836,115.60417,1260.9265
2004-10-01,-32.520836,115.60417,901.37384
2004-11-01,-32.520836,115.60417,822.25726
2004-12-01,-32.520836,115.60417,866.41284
2005-01-01,-32.520836,115.60417,1001.588
2005-02-01,-32.520836,115.60417,934.0168
2005-03-01,-32.520836,115.60417,883.6528
2005-04-01,-32.520836,115.60417,955.45056
2005-05-01,-32.520836,115.60417,837.1605
2005-06-01,-32.520836,115.60417,714.5194
2005-07-01,-32.520836,115.60417,982.2486
2005-08-01,-32.520836,115.60417,952.76697
2005-09-01,-32.520836,115.60417,1083.0314
2005-10-01,-32.520836,115.60417,1146.8179
2005-11-01,-32.520836,115.60417,960.2649
2005-12-01,-32.520836,115.60417,797.53595
2006-01-01,-32.520836,115.60417,944.21564
2006-02-01,-32.520836,115.60417,911.3888
2006-03-01,-32.520836,115.60417,976.1261
2006-04-01,-32.520836,115.60417,699.31006
2006-05-01,-32.520836,115.60417,657.1719
2006-06-01,-32.520836,115.60417,600.8917
2006-07-01,-32.520836,115.60417,674.43665
2006-08-01,-32.520836,115.60417,786.01373
2006-09-01,-32.520836,115.60417,933.7335
2006-10-01,-32.520836,115.60417,903.61304
2006-11-01,-32.520836,115.60417,790.5701
2006-12-01,-32.520836,115.60417,932.11884
2007-01-01,-32.520836,115.60417,1029.3303
2007-02-01,-32.520836,115.60417,1168.3002
2007-03-01,-32.520836,115.60417,1137.6796
2007-04-01,-32.520836,115.60417,802.3326
2007-05-01,-32.520836,115.60417,706.6338
2007-06-01,-32.520836,115.60417,542.243
2007-07-01,-32.520836,115.60417,613.02545
2007-08-01,-32.520836,115.60417,1022.65015
2007-09-01,-32.520836,115.60417,1122.589
2007-10-01,-32.520836,115.60417,1031.6613
2007-11-01,-32.520836,115.60417,853.11395
2007-12-01,-32.520836,115.60417,849.7859
2008-01-01,-32.520836,115.60417,1004.7246
2008-02-01,-32.520836,115.60417,1160.92
2008-03-01,-32.520836,115.60417,1115.6671
2008-04-01,-32.520836,115.60417,759.11566
2008-05-01,-32.520836,115.60417,711.97095
2008-06-01,-32.520836,115.60417,797.2725
2008-07-01,-32.520836,115.60417,951.16156
2008-08-01,-32.520836,115.60417,1700.9598
2008-09-01,-32.520836,115.60417,813.6134
2008-10-01,-32.520836,115.60417,743.3557
2008-11-01,-32.520836,115.60417,823.63715
2008-12-01,-32.520836,115.60417,895.73737
2009-01-01,-32.520836,115.60417,991.07275
2009-02-01,-32.520836,115.60417,1091.5674
2009-03-01,-32.520836,115.60417,1014.12964
2009-04-01,-32.520836,115.60417,862.14825
2009-05-01,-32.520836,115.60417,929.39545
2009-06-01,-32.520836,115.60417,743.1403
2009-07-01,-32.520836,115.60417,947.09247
2009-08-01,-32.520836,115.60417,1028.1826
2009-09-01,-32.520836,115.60417,1172.9036
2009-10-01,-32.520836,115.60417,980.5
2009-11-01,-32.520836,115.60417,899.7644
2009-12-01,-32.520836,115.60417,893.55383
