time,latitude,longitude,PP
1997-09-01,-32.10417,115.68751,1171.1333
1997-10-01,-32.10417,115.68751,1418.6388
1997-11-01,-32.10417,115.68751,1240.3403
1997-12-01,-32.10417,115.68751,1419.5056
1998-01-01,-32.10417,115.68751,1491.8564
1998-02-01,-32.10417,115.68751,1339.8223
1998-03-01,-32.10417,115.68751,1490.0063
1998-04-01,-32.10417,115.68751,1067.3313
1998-05-01,-32.10417,115.68751,770.18317
1998-06-01,-32.10417,115.68751,774.7079
1998-07-01,-32.10417,115.68751,632.6719
1998-08-01,-32.10417,115.68751,630.56104
1998-09-01,-32.10417,115.68751,1234.3417
1998-10-01,-32.10417,115.68751,1273.4069
1998-11-01,-32.10417,115.68751,1325.8345
1998-12-01,-32.10417,115.68751,1272.9154
1999-01-01,-32.10417,115.68751,1281.6299
1999-02-01,-32.10417,115.68751,1508.2136
1999-03-01,-32.10417,115.68751,1321.2428
1999-04-01,-32.10417,115.68751,965.1175
1999-05-01,-32.10417,115.68751,637.04364
1999-06-01,-32.10417,115.68751,688.3967
1999-07-01,-32.10417,115.68751,975.9343
1999-08-01,-32.10417,115.68751,1199.9624
1999-09-01,-32.10417,115.68751,1178.0112
1999-10-01,-32.10417,115.68751,1261.6927
1999-11-01,-32.10417,115.68751,1360.6393
1999-12-01,-32.10417,115.68751,1341.6444
2000-01-01,-32.10417,115.68751,1512.4788
2000-02-01,-32.10417,115.68751,2549.1033
2000-03-01,-32.10417,115.68751,1535.9148
2000-04-01,-32.10417,115.68751,978.94794
2000-05-01,-32.10417,115.68751,792.10767
2000-06-01,-32.10417,115.68751,528.09454
2000-07-01,-32.10417,115.68751,626.2737
2000-08-01,-32.10417,115.68751,895.57556
2000-09-01,-32.10417,115.68751,1070.0331
2000-10-01,-32.10417,115.68751,1534.039
2000-11-01,-32.10417,115.68751,1174.9309
2000-12-01,-32.10417,115.68751,1364.6263
2001-01-01,-32.10417,115.68751,1461.6498
2001-02-01,-32.10417,115.68751,1413.9409
2001-03-01,-32.10417,115.68751,1408.5776
2001-04-01,-32.10417,115.68751,878.7485
2001-05-01,-32.10417,115.68751,754.274
2001-06-01,-32.10417,115.68751,715.8776
2001-07-01,-32.10417,115.68751,647.97186
2001-08-01,-32.10417,115.68751,832.54565
2001-09-01,-32.10417,115.68751,775.087
2001-10-01,-32.10417,115.68751,1080.51
2001-11-01,-32.10417,115.68751,1112.7628
2001-12-01,-32.10417,115.68751,1375.4065
2002-01-01,-32.10417,115.68751,1374.3815
2002-02-01,-32.10417,115.68751,1488.172
2002-03-01,-32.10417,115.68751,1296.5425
2002-04-01,-32.10417,115.68751,869.82526
2002-05-01,-32.10417,115.68751,956.62537
2002-06-01,-32.10417,115.68751,687.2422
2002-07-01,-32.10417,115.68751,719.9845
2002-08-01,-32.10417,115.68751,863.48016
2002-09-01,-32.10417,115.68751,789.8653
2002-10-01,-32.10417,115.68751,838.94916
2002-11-01,-32.10417,115.68751,1012.9468
2002-12-01,-32.10417,115.68751,1096.2252
2003-01-01,-32.10417,115.68751,1537.2534
2003-02-01,-32.10417,115.68751,1552.1545
2003-03-01,-32.10417,115.68751,1301.9
2003-04-01,-32.10417,115.68751,1108.2383
2003-05-01,-32.10417,115.68751,976.07306
2003-06-01,-32.10417,115.68751,769.0489
2003-07-01,-32.10417,115.68751,801.7235
2003-08-01,-32.10417,115.68751,1021.507
2003-09-01,-32.10417,115.68751,1310.8451
2003-10-01,-32.10417,115.68751,1243.9906
2003-11-01,-32.10417,115.68751,1119.2458
2003-12-01,-32.10417,115.68751,1272.8552
2004-01-01,-32.10417,115.68751,1513.2474
2004-02-01,-32.10417,115.68751,1497.3055
2004-03-01,-32.10417,115.68751,1542.2043
