time,latitude,longitude,PP
1997-09-01,-31.770838,115.64584,651.9036
1997-10-01,-31.770838,115.64584,721.0226
1997-11-01,-31.770838,115.64584,785.4199
1997-12-01,-31.770838,115.64584,844.5461
1998-01-01,-31.770838,115.64584,791.25555
1998-02-01,-31.770838,115.64584,700.51746
1998-03-01,-31.770838,115.64584,757.59357
1998-04-01,-31.770838,115.64584,666.595
1998-05-01,-31.770838,115.64584,627.2532
1998-06-01,-31.770838,115.64584,555.3972
1998-07-01,-31.770838,115.64584,452.754
1998-08-01,-31.770838,115.64584,489.81223
1998-09-01,-31.770838,115.64584,566.2943
1998-10-01,-31.770838,115.64584,579.11017
1998-11-01,-31.770838,115.64584,717.0428
1998-12-01,-31.770838,115.64584,691.70264
1999-01-01,-31.770838,115.64584,727.0845
1999-02-01,-31.770838,115.64584,841.9533
1999-03-01,-31.770838,115.64584,818.26794
1999-04-01,-31.770838,115.64584,625.39154
1999-05-01,-31.770838,115.64584,403.98926
1999-06-01,-31.770838,115.64584,627.27435
1999-07-01,-31.770838,115.64584,580.051
1999-08-01,-31.770838,115.64584,562.0006
1999-09-01,-31.770838,115.64584,637.45544
1999-10-01,-31.770838,115.64584,735.0643
1999-11-01,-31.770838,115.64584,735.2303
1999-12-01,-31.770838,115.64584,765.7501
2000-01-01,-31.770838,115.64584,772.7251
2000-02-01,-31.770838,115.64584,1091.9098
2000-03-01,-31.770838,115.64584,810.1258
2000-04-01,-31.770838,115.64584,555.507
2000-05-01,-31.770838,115.64584,674.0988
2000-06-01,-31.770838,115.64584,416.6507
2000-07-01,-31.770838,115.64584,511.20386
2000-08-01,-31.770838,115.64584,477.47842
2000-09-01,-31.770838,115.64584,558.60315
2000-10-01,-31.770838,115.64584,832.2972
2000-11-01,-31.770838,115.64584,649.5996
2000-12-01,-31.770838,115.64584,858.1439
2001-01-01,-31.770838,115.64584,764.457
2001-02-01,-31.770838,115.64584,767.75995
2001-03-01,-31.770838,115.64584,747.58374
2001-04-01,-31.770838,115.64584,622.1635
2001-05-01,-31.770838,115.64584,566.3295
2001-06-01,-31.770838,115.64584,495.24918
2001-07-01,-31.770838,115.64584,494.924
2001-08-01,-31.770838,115.64584,513.13617
2001-09-01,-31.770838,115.64584,554.7975
2001-10-01,-31.770838,115.64584,608.387
2001-11-01,-31.770838,115.64584,636.49506
2001-12-01,-31.770838,115.64584,662.6457
2002-01-01,-31.770838,115.64584,725.9008
2002-02-01,-31.770838,115.64584,777.8842
2002-03-01,-31.770838,115.64584,682.69714
2002-04-01,-31.770838,115.64584,674.7121
2002-05-01,-31.770838,115.64584,711.6144
2002-06-01,-31.770838,115.64584,515.6557
2002-07-01,-31.770838,115.64584,504.42883
2002-08-01,-31.770838,115.64584,558.4092
2002-09-01,-31.770838,115.64584,556.32166
2002-10-01,-31.770838,115.64584,620.4958
2002-11-01,-31.770838,115.64584,645.59753
2002-12-01,-31.770838,115.64584,795.0524
2003-01-01,-31.770838,115.64584,931.50995
2003-02-01,-31.770838,115.64584,960.8064
2003-03-01,-31.770838,115.64584,947.9028
2003-04-01,-31.770838,115.64584,806.20026
2003-05-01,-31.770838,115.64584,1165.9708
2003-06-01,-31.770838,115.64584,611.7392
2003-07-01,-31.770838,115.64584,507.4516
2003-08-01,-31.770838,115.64584,599.1832
2003-09-01,-31.770838,115.64584,682.57733
2003-10-01,-31.770838,115.64584,723.95215
2003-11-01,-31.770838,115.64584,660.86273
2003-12-01,-31.770838,115.64584,794.0157
2004-01-01,-31.770838,115.64584,920.1035
2004-02-01,-31.770838,115.64584,929.4753
2004-03-01,-31.770838,115.64584,942.7203
2004-04-01,-31.770838,115.64584,790.0116
2004-05-01,-31.770838,115.64584,786.58386
2004-06-01,-31.770838,115.64584,628.3415
2004-07-01,-31.770838,115.64584,654.7297
2004-08-01,-31.770838,115.64584,565.7042
2004-09-01,-31.770838,115.64584,666.63654
2004-10-01,-31.770838,115.64584,694.59424
2004-11-01,-31.770838,115.64584,696.11365
2004-12-01,-31.770838,115.64584,760.49054
2005-01-01,-31.770838,115.64584,868.50256
2005-02-01,-31.770838,115.64584,802.50543
2005-03-01,-31.770838,115.64584,805.0855
2005-04-01,-31.770838,115.64584,891.2413
2005-05-01,-31.770838,115.64584,813.68085
2005-06-01,-31.770838,115.64584,544.65735
2005-07-01,-31.770838,115.64584,565.6279
2005-08-01,-31.770838,115.64584,557.4927
2005-09-01,-31.770838,115.64584,573.4879
2005-10-01,-31.770838,115.64584,761.43933
2005-11-01,-31.770838,115.64584,778.9868
2005-12-01,-31.770838,115.64584,780.27576
2006-01-01,-31.770838,115.64584,866.26807
2006-02-01,-31.770838,115.64584,874.58563
2006-03-01,-31.770838,115.64584,1133.6425
2006-04-01,-31.770838,115.64584,687.1656
2006-05-01,-31.770838,115.64584,760.07007
2006-06-01,-31.770838,115.64584,783.7311
