time,latitude,longitude,KD490,ZSD,SPM
1998-01-11,-32.187504,115.35417,0.03754907,25.245928,0.5709253
1998-01-12,-32.187504,115.35417,0.035404686,27.26145,0.29684418
1998-01-13,-32.187504,115.35417,,,
1998-01-14,-32.187504,115.35417,,,
1998-01-15,-32.187504,115.35417,,,
1998-01-16,-32.187504,115.35417,,,
1998-01-17,-32.187504,115.35417,0.032834746,30.181541,0.27048227
1998-01-18,-32.187504,115.35417,,,
1998-01-19,-32.187504,115.35417,0.035971157,26.696669,0.34770736
1998-01-20,-32.187504,115.35417,0.037305254,25.459198,0.23957765
1998-01-21,-32.187504,115.35417,0.037568707,25.228914,0.5067154
1998-01-22,-32.187504,115.35417,0.038019765,24.844597,0.3270676
1998-01-23,-32.187504,115.35417,,,
1998-01-24,-32.187504,115.35417,0.035977777,26.690216,0.34772664
1998-01-25,-32.187504,115.35417,,,
1998-01-26,-32.187504,115.35417,0.03565686,27.006933,0.32543758
1998-01-27,-32.187504,115.35417,,,
1998-01-28,-32.187504,115.35417,0.03484865,27.841076,0.2948068
1998-01-29,-32.187504,115.35417,,,
1998-01-30,-32.187504,115.35417,0.03497374,27.7084,0.30263525
1998-01-31,-32.187504,115.35417,0.03504802,27.630257,0.30427188
1998-02-01,-32.187504,115.35417,0.036644377,26.056765,0.31701374
1998-02-02,-32.187504,115.35417,0.034698393,28.002241,0.29390794
1998-02-03,-32.187504,115.35417,0.036084443,26.586674,0.28569534
1998-02-04,-32.187504,115.35417,0.036315877,26.364918,0.36323464
1998-02-05,-32.187504,115.35417,,,
1998-02-06,-32.187504,115.35417,0.038567767,24.393791,0.50168324
1998-02-07,-32.187504,115.35417,,,
1998-02-08,-32.187504,115.35417,0.03759798,25.203598,0.37577724
1998-02-09,-32.187504,115.35417,,,
1998-02-10,-32.187504,115.35417,0.037628,25.177687,0.34283954
1998-02-11,-32.187504,115.35417,0.036776844,25.934635,0.35335714
1998-02-12,-32.187504,115.35417,0.03827059,24.636126,0.32241556
1998-02-13,-32.187504,115.35417,0.036797293,25.915892,0.30897892
1998-02-14,-32.187504,115.35417,0.037869472,24.971285,0.3164538
1998-02-15,-32.187504,115.35417,,,
1998-02-16,-32.187504,115.35417,,,
1998-02-17,-32.187504,115.35417,,,
1998-02-18,-32.187504,115.35417,,,
1998-02-19,-32.187504,115.35417,0.035528902,27.135447,0.3246112
1998-02-20,-32.187504,115.35417,,,
1998-02-21,-32.187504,115.35417,0.035742443,26.921692,0.32904527
1998-02-22,-32.187504,115.35417,0.035684485,26.979355,0.30558258
1998-02-23,-32.187504,115.35417,0.035931397,26.735502,0.33651847
1998-02-24,-32.187504,115.35417,,,
1998-02-25,-32.187504,115.35417,,,
1998-02-26,-32.187504,115.35417,0.040902935,22.648582,0.45798212
1998-02-27,-32.187504,115.35417,,,
1998-02-28,-32.187504,115.35417,0.039674137,23.533508,0.31121394
1998-03-01,-32.187504,115.35417,,,
1998-03-02,-32.187504,115.35417,,,
1998-03-03,-32.187504,115.35417,,,
1998-03-04,-32.187504,115.35417,0.040170707,23.167454,0.3229857
1998-03-05,-32.187504,115.35417,0.03638952,26.295172,0.2977105
1998-03-06,-32.187504,115.35417,0.037647482,25.160902,0.2658437
1998-03-07,-32.187504,115.35417,0.037171148,25.578121,0.25950128
1998-03-08,-32.187504,115.35417,,,
1998-03-09,-32.187504,115.35417,,,
1998-03-10,-32.187504,115.35417,,,
1998-03-11,-32.187504,115.35417,,,
1998-03-12,-32.187504,115.35417,,,
1998-03-13,-32.187504,115.35417,0.04495535,20.157545,0.37614006
1998-03-14,-32.187504,115.35417,,,
1998-03-15,-32.187504,115.35417,0.041247196,22.412794,0.33446455
1998-03-16,-32.187504,115.35417,0.038949955,24.089329,0.31512448
1998-03-17,-32.187504,115.35417,0.044791974,20.247189,0.31850496
1998-03-18,-32.187504,115.35417,0.039154634,23.929495,0.35717958
1998-03-19,-32.187504,115.35417,0.038853943,24.16507,0.31631896
1998-03-20,-32.187504,115.35417,,,
1998-03-21,-32.187504,115.35417,,,
1998-03-22,-32.187504,115.35417,,,
1998-03-23,-32.187504,115.35417,,,
1998-03-24,-32.187504,115.35417,0.04323675,21.14267,0.34996608
1998-03-25,-32.187504,115.35417,0.040140238,23.189577,0.3066641
1998-03-26,-32.187504,115.35417,0.038925238,24.10878,0.3290908
1998-03-27,-32.187504,115.35417,0.039873816,23.384884,0.32007444
1998-03-28,-32.187504,115.35417,0.044434827,20.445986,0.30706108
1998-03-29,-32.187504,115.35417,0.041638494,22.150822,0.3226069
1998-03-30,-32.187504,115.35417,0.04399397,20.696878,0.2555578
1998-03-31,-32.187504,115.35417,0.040479742,22.945509,0.31698093
1998-04-01,-32.187504,115.35417,,,
1998-04-02,-32.187504,115.35417,0.039034776,24.022823,0.3204987
1998-04-03,-32.187504,115.35417,,,
1998-04-04,-32.187504,115.35417,,,
1998-04-05,-32.187504,115.35417,0.04240157,21.65754,0.34747523
1998-04-06,-32.187504,115.35417,,,
1998-04-07,-32.187504,115.35417,,,
1998-04-08,-32.187504,115.35417,,,
1998-04-09,-32.187504,115.35417,,,
1998-04-10,-32.187504,115.35417,,,
1998-04-11,-32.187504,115.35417,0.04450282,20.407835,0.34144506
1998-04-12,-32.187504,115.35417,,,
1998-04-13,-32.187504,115.35417,,,
1998-04-14,-32.187504,115.35417,,,
1998-04-15,-32.187504,115.35417,,,
1998-04-16,-32.187504,115.35417,,,
1998-04-17,-32.187504,115.35417,,,
1998-04-18,-32.187504,115.35417,0.043593317,20.930353,0.4362446
1998-04-19,-32.187504,115.35417,0.05282337,16.613096,0.24135488
1998-04-20,-32.187504,115.35417,0.041620314,22.162853,0.43522358
1998-04-21,-32.187504,115.35417,,,
1998-04-22,-32.187504,115.35417,,,
1998-04-23,-32.187504,115.35417,,,
1998-04-24,-32.187504,115.35417,0.047510937,18.852245,0.3163867
1998-04-25,-32.187504,115.35417,,,
1998-04-26,-32.187504,115.35417,0.049521115,17.93828,0.33983025
1998-04-27,-32.187504,115.35417,0.044554614,20.378872,0.27220792
1998-04-28,-32.187504,115.35417,0.04419318,20.58274,0.6783077
1998-04-29,-32.187504,115.35417,0.04733065,18.938763,3.6411653
1998-04-30,-32.187504,115.35417,0.048149902,18.551863,0.3234679
1998-05-01,-32.187504,115.35417,0.054720208,15.9352665,0.28099886
1998-05-02,-32.187504,115.35417,,,
1998-05-03,-32.187504,115.35417,0.05219023,16.85205,0.3351678
1998-05-04,-32.187504,115.35417,,,
1998-05-05,-32.187504,115.35417,,,
1998-05-06,-32.187504,115.35417,,,
1998-05-07,-32.187504,115.35417,,,
1998-05-08,-32.187504,115.35417,,,
1998-05-09,-32.187504,115.35417,,,
1998-05-10,-32.187504,115.35417,,,
1998-05-11,-32.187504,115.35417,,,
1998-05-12,-32.187504,115.35417,0.043291986,21.109495,0.33598337
1998-05-13,-32.187504,115.35417,,,
1998-05-14,-32.187504,115.35417,0.046895735,19.150763,0.33926317
1998-05-15,-32.187504,115.35417,,,
1998-05-16,-32.187504,115.35417,0.049654353,17.880796,0.34670982
1998-05-17,-32.187504,115.35417,,,
1998-05-18,-32.187504,115.35417,,,
1998-05-19,-32.187504,115.35417,0.043681417,20.878555,0.31916988
1998-05-20,-32.187504,115.35417,,,
1998-05-21,-32.187504,115.35417,,,
1998-05-22,-32.187504,115.35417,0.05887294,14.623977,0.5138325
1998-05-23,-32.187504,115.35417,0.0459297,19.639067,0.32052863
1998-05-24,-32.187504,115.35417,,,
1998-05-25,-32.187504,115.35417,,,
1998-05-26,-32.187504,115.35417,,,
1998-05-27,-32.187504,115.35417,,,
1998-05-28,-32.187504,115.35417,,,
1998-05-29,-32.187504,115.35417,,,
1998-05-30,-32.187504,115.35417,,,
1998-05-31,-32.187504,115.35417,0.054876443,15.881831,0.41392976
1998-06-01,-32.187504,115.35417,0.049774982,17.829067,0.45463118
1998-06-02,-32.187504,115.35417,0.04674688,19.224417,0.471497
1998-06-03,-32.187504,115.35417,,,
1998-06-04,-32.187504,115.35417,,,
1998-06-05,-32.187504,115.35417,0.061502248,13.896269,1.2901074
1998-06-06,-32.187504,115.35417,,,
1998-06-07,-32.187504,115.35417,,,
1998-06-08,-32.187504,115.35417,,,
1998-06-09,-32.187504,115.35417,0.05428104,16.087358,0.7977454
1998-06-10,-32.187504,115.35417,,,
1998-06-11,-32.187504,115.35417,0.05797137,14.890612,4.3745375
1998-06-12,-32.187504,115.35417,,,
1998-06-13,-32.187504,115.35417,0.053098038,16.511484,0.44626173
1998-06-14,-32.187504,115.35417,,,
1998-06-15,-32.187504,115.35417,,,
1998-06-16,-32.187504,115.35417,,,
1998-06-17,-32.187504,115.35417,,,
1998-06-18,-32.187504,115.35417,,,
1998-06-19,-32.187504,115.35417,,,
1998-06-20,-32.187504,115.35417,,,
1998-06-21,-32.187504,115.35417,,,
1998-06-22,-32.187504,115.35417,0.060556095,14.149995,0.4122503
1998-06-23,-32.187504,115.35417,0.048217785,18.520508,0.332318
1998-06-24,-32.187504,115.35417,,,
1998-06-25,-32.187504,115.35417,,,
1998-06-26,-32.187504,115.35417,,,
1998-06-27,-32.187504,115.35417,,,
1998-06-28,-32.187504,115.35417,,,
1998-06-29,-32.187504,115.35417,0.070140906,11.92655,1.0203593
1998-06-30,-32.187504,115.35417,,,
1998-07-01,-32.187504,115.35417,,,
1998-07-02,-32.187504,115.35417,,,
1998-07-03,-32.187504,115.35417,,,
1998-07-04,-32.187504,115.35417,,,
1998-07-05,-32.187504,115.35417,,,
1998-07-06,-32.187504,115.35417,,,
1998-07-07,-32.187504,115.35417,,,
1998-07-08,-32.187504,115.35417,,,
1998-07-09,-32.187504,115.35417,,,
1998-07-10,-32.187504,115.35417,,,
1998-07-11,-32.187504,115.35417,,,
1998-07-12,-32.187504,115.35417,0.05278674,16.62674,0.35032293
1998-07-13,-32.187504,115.35417,0.042509332,21.589678,0.33678043
1998-07-14,-32.187504,115.35417,,,
1998-07-15,-32.187504,115.35417,0.041555107,22.206121,0.339412
1998-07-16,-32.187504,115.35417,,,
1998-07-17,-32.187504,115.35417,,,
1998-07-18,-32.187504,115.35417,,,
1998-07-19,-32.187504,115.35417,,,
1998-07-20,-32.187504,115.35417,,,
1998-07-21,-32.187504,115.35417,,,
1998-07-22,-32.187504,115.35417,,,
1998-07-23,-32.187504,115.35417,,,
1998-07-24,-32.187504,115.35417,,,
1998-07-25,-32.187504,115.35417,,,
1998-07-26,-32.187504,115.35417,,,
1998-07-27,-32.187504,115.35417,,,
1998-07-28,-32.187504,115.35417,0.050565008,17.497444,0.42020774
1998-07-29,-32.187504,115.35417,,,
1998-07-30,-32.187504,115.35417,,,
1998-07-31,-32.187504,115.35417,,,
1998-08-01,-32.187504,115.35417,,,
1998-08-02,-32.187504,115.35417,,,
1998-08-03,-32.187504,115.35417,0.056227118,15.433989,0.5539801
1998-08-04,-32.187504,115.35417,0.04919039,18.08256,0.4608907
1998-08-05,-32.187504,115.35417,,,
1998-08-06,-32.187504,115.35417,,,
1998-08-07,-32.187504,115.35417,,,
1998-08-08,-32.187504,115.35417,,,
1998-08-09,-32.187504,115.35417,,,
1998-08-10,-32.187504,115.35417,,,
1998-08-11,-32.187504,115.35417,0.043163672,21.186728,0.60399395
1998-08-12,-32.187504,115.35417,,,
1998-08-13,-32.187504,115.35417,0.048351616,18.459002,0.3453945
1998-08-14,-32.187504,115.35417,,,
1998-08-15,-32.187504,115.35417,0.051656052,17.058954,0.4768498
1998-08-16,-32.187504,115.35417,,,
1998-08-17,-32.187504,115.35417,,,
1998-08-18,-32.187504,115.35417,,,
1998-08-19,-32.187504,115.35417,,,
1998-08-20,-32.187504,115.35417,,,
1998-08-21,-32.187504,115.35417,0.046591368,19.30197,0.37341145
1998-08-22,-32.187504,115.35417,0.04200523,21.910917,0.33336017
1998-08-23,-32.187504,115.35417,,,
1998-08-24,-32.187504,115.35417,,,
1998-08-25,-32.187504,115.35417,0.049404092,17.98907,0.3388462
1998-08-26,-32.187504,115.35417,0.045068532,20.09591,0.31872347
1998-08-27,-32.187504,115.35417,,,
1998-08-28,-32.187504,115.35417,,,
1998-08-29,-32.187504,115.35417,,,
1998-08-30,-32.187504,115.35417,,,
1998-08-31,-32.187504,115.35417,,,
1998-09-01,-32.187504,115.35417,,,
1998-09-02,-32.187504,115.35417,0.055318397,15.732545,1.6074862
1998-09-03,-32.187504,115.35417,,,
1998-09-04,-32.187504,115.35417,0.055033956,15.828311,0.683371
1998-09-05,-32.187504,115.35417,0.056819867,15.24509,0.6149123
1998-09-06,-32.187504,115.35417,0.053764433,16.269928,0.4991199
1998-09-07,-32.187504,115.35417,,,
1998-09-08,-32.187504,115.35417,0.045984384,19.610762,0.42062306
1998-09-09,-32.187504,115.35417,,,
1998-09-10,-32.187504,115.35417,0.046576835,19.30925,0.59173465
1998-09-11,-32.187504,115.35417,,,
1998-09-12,-32.187504,115.35417,,,
1998-09-13,-32.187504,115.35417,0.050251357,17.627634,0.44791543
1998-09-14,-32.187504,115.35417,,,
1998-09-15,-32.187504,115.35417,0.046658672,19.26833,0.37751412
1998-09-16,-32.187504,115.35417,0.045760486,19.72718,0.3552261
1998-09-17,-32.187504,115.35417,0.05187803,16.972372,1.0403079
1998-09-18,-32.187504,115.35417,,,
1998-09-19,-32.187504,115.35417,0.04924815,18.057198,0.47467995
1998-09-20,-32.187504,115.35417,,,
1998-09-21,-32.187504,115.35417,,,
1998-09-22,-32.187504,115.35417,,,
1998-09-23,-32.187504,115.35417,0.05129545,17.201468,0.60511756
1998-09-24,-32.187504,115.35417,,,
1998-09-25,-32.187504,115.35417,0.051104635,17.277832,0.56566036
1998-09-26,-32.187504,115.35417,,,
1998-09-27,-32.187504,115.35417,,,
1998-09-28,-32.187504,115.35417,,,
1998-09-29,-32.187504,115.35417,,,
1998-09-30,-32.187504,115.35417,,,
1998-10-01,-32.187504,115.35417,,,
1998-10-02,-32.187504,115.35417,,,
1998-10-03,-32.187504,115.35417,0.043234147,21.144238,0.36383337
1998-10-04,-32.187504,115.35417,,,
1998-10-05,-32.187504,115.35417,,,
1998-10-06,-32.187504,115.35417,0.04616788,19.516373,0.43529582
1998-10-07,-32.187504,115.35417,0.04095744,22.610914,0.35963187
1998-10-08,-32.187504,115.35417,,,
1998-10-09,-32.187504,115.35417,,,
1998-10-10,-32.187504,115.35417,,,
1998-10-11,-32.187504,115.35417,,,
1998-10-12,-32.187504,115.35417,,,
1998-10-13,-32.187504,115.35417,,,
1998-10-14,-32.187504,115.35417,,,
1998-10-15,-32.187504,115.35417,,,
1998-10-16,-32.187504,115.35417,,,
1998-10-17,-32.187504,115.35417,0.045871105,19.669489,0.95457804
1998-10-18,-32.187504,115.35417,,,
1998-10-19,-32.187504,115.35417,,,
1998-10-20,-32.187504,115.35417,0.042163465,21.809036,0.41563082
1998-10-21,-32.187504,115.35417,,,
1998-10-22,-32.187504,115.35417,0.040144693,23.18634,0.3188359
1998-10-23,-32.187504,115.35417,0.042452823,21.62521,0.33696485
1998-10-24,-32.187504,115.35417,0.044741422,20.275091,0.4464987
1998-10-25,-32.187504,115.35417,,,
1998-10-26,-32.187504,115.35417,0.046227776,19.485762,0.38296247
1998-10-27,-32.187504,115.35417,,,
1998-10-28,-32.187504,115.35417,0.036692806,26.011974,0.50049394
1998-10-29,-32.187504,115.35417,0.037219997,25.534666,0.3903156
1998-10-30,-32.187504,115.35417,,,
1998-10-31,-32.187504,115.35417,0.036687467,26.016903,0.4145672
1998-11-01,-32.187504,115.35417,,,
1998-11-02,-32.187504,115.35417,,,
1998-11-03,-32.187504,115.35417,0.04133783,22.35155,0.37440783
1998-11-04,-32.187504,115.35417,,,
1998-11-05,-32.187504,115.35417,,,
1998-11-06,-32.187504,115.35417,0.0389523,24.087486,4.0372095
1998-11-07,-32.187504,115.35417,0.04170415,22.107475,0.37515217
1998-11-08,-32.187504,115.35417,,,
1998-11-09,-32.187504,115.35417,0.041517206,22.23135,0.3946765
1998-11-10,-32.187504,115.35417,,,
1998-11-11,-32.187504,115.35417,,,
1998-11-12,-32.187504,115.35417,,,
1998-11-13,-32.187504,115.35417,,,
1998-11-14,-32.187504,115.35417,0.04027277,23.093668,0.40858406
1998-11-15,-32.187504,115.35417,0.042978894,21.298958,0.36354786
1998-11-16,-32.187504,115.35417,,,
1998-11-17,-32.187504,115.35417,,,
1998-11-18,-32.187504,115.35417,,,
1998-11-19,-32.187504,115.35417,,,
1998-11-20,-32.187504,115.35417,,,
1998-11-21,-32.187504,115.35417,,,
1998-11-22,-32.187504,115.35417,,,
1998-11-23,-32.187504,115.35417,,,
1998-11-24,-32.187504,115.35417,0.041038726,22.554972,0.36577186
1998-11-25,-32.187504,115.35417,,,
1998-11-26,-32.187504,115.35417,,,
1998-11-27,-32.187504,115.35417,0.040271077,23.094887,0.3207732
1998-11-28,-32.187504,115.35417,0.040300895,23.073418,0.27719322
1998-11-29,-32.187504,115.35417,0.040493164,22.935972,0.38313204
1998-11-30,-32.187504,115.35417,,,
1998-12-01,-32.187504,115.35417,,,
1998-12-02,-32.187504,115.35417,,,
1998-12-03,-32.187504,115.35417,0.042453434,21.624825,0.4200291
1998-12-04,-32.187504,115.35417,0.038572617,24.389877,0.28824523
1998-12-05,-32.187504,115.35417,,,
1998-12-06,-32.187504,115.35417,,,
1998-12-07,-32.187504,115.35417,0.03563304,27.030758,0.29343024
1998-12-08,-32.187504,115.35417,0.03346751,29.401735,0.37001997
1998-12-09,-32.187504,115.35417,,,
1998-12-10,-32.187504,115.35417,,,
1998-12-11,-32.187504,115.35417,,,
1998-12-12,-32.187504,115.35417,0.037428968,25.350513,0.37002867
1998-12-13,-32.187504,115.35417,,,
1998-12-14,-32.187504,115.35417,0.036410227,26.275629,0.32392573
1998-12-15,-32.187504,115.35417,0.036792696,25.920103,0.4261619
1998-12-16,-32.187504,115.35417,0.03438829,28.341242,2.842718
1998-12-17,-32.187504,115.35417,,,
1998-12-18,-32.187504,115.35417,,,
1998-12-19,-32.187504,115.35417,0.040458977,22.960287,0.42759243
1998-12-20,-32.187504,115.35417,,,
1998-12-21,-32.187504,115.35417,0.038079992,24.794205,0.364866
1998-12-22,-32.187504,115.35417,,,
1998-12-23,-32.187504,115.35417,0.03638792,26.29668,0.41150296
1998-12-24,-32.187504,115.35417,,,
1998-12-25,-32.187504,115.35417,,,
1998-12-26,-32.187504,115.35417,0.0387021,24.285868,0.31126127
1998-12-27,-32.187504,115.35417,0.03940486,23.737053,0.32733676
1998-12-28,-32.187504,115.35417,0.03886953,24.152739,0.31669208
1998-12-29,-32.187504,115.35417,0.038990743,24.0573,0.30273268
1998-12-30,-32.187504,115.35417,,,
1998-12-31,-32.187504,115.35417,,,
1999-01-01,-32.187504,115.35417,,,
1999-01-02,-32.187504,115.35417,,,
1999-01-03,-32.187504,115.35417,0.03972762,23.493507,0.41785783
1999-01-04,-32.187504,115.35417,0.03955888,23.620186,0.34463173
1999-01-05,-32.187504,115.35417,0.03721529,25.538849,0.4217606
1999-01-06,-32.187504,115.35417,0.040003587,23.289331,0.31577587
1999-01-07,-32.187504,115.35417,0.037260342,25.498896,0.34714177
1999-01-08,-32.187504,115.35417,0.03753263,25.26019,0.30766302
1999-01-09,-32.187504,115.35417,,,
1999-01-10,-32.187504,115.35417,0.039748136,23.478205,0.39630413
1999-01-11,-32.187504,115.35417,,,
1999-01-12,-32.187504,115.35417,0.03795683,24.897484,0.3809097
1999-01-13,-32.187504,115.35417,,,
1999-01-14,-32.187504,115.35417,0.03887835,24.145767,0.6117269
1999-01-15,-32.187504,115.35417,0.03724842,25.509453,0.34345904
1999-01-16,-32.187504,115.35417,0.03855185,24.406649,0.33604008
1999-01-17,-32.187504,115.35417,0.039546177,23.629782,0.36893523
1999-01-18,-32.187504,115.35417,0.043084905,21.23442,0.42632753
1999-01-19,-32.187504,115.35417,0.039972555,23.312107,0.37429467
1999-01-20,-32.187504,115.35417,,,
1999-01-21,-32.187504,115.35417,,,
1999-01-22,-32.187504,115.35417,,,
1999-01-23,-32.187504,115.35417,,,
1999-01-24,-32.187504,115.35417,,,
1999-01-25,-32.187504,115.35417,,,
1999-01-26,-32.187504,115.35417,,,
1999-01-27,-32.187504,115.35417,0.03650991,26.181984,0.34296554
1999-01-28,-32.187504,115.35417,0.035558894,27.105207,0.36815673
1999-01-29,-32.187504,115.35417,0.036895264,25.826473,0.5474977
1999-01-30,-32.187504,115.35417,0.036035936,26.633656,0.3205211
1999-01-31,-32.187504,115.35417,,,
1999-02-01,-32.187504,115.35417,0.037983015,24.87545,0.38672978
1999-02-02,-32.187504,115.35417,,,
1999-02-03,-32.187504,115.35417,0.039190605,23.90163,0.4106951
1999-02-04,-32.187504,115.35417,,,
1999-02-05,-32.187504,115.35417,0.04417793,20.591433,0.46295446
