time,spco2
2021-11-01,33.805016
2021-11-02,33.655605
2021-11-03,33.942673
2021-11-04,34.101845
2021-11-05,34.01531
2021-11-06,33.9955
2021-11-07,33.90027
2021-11-08,33.82952
2021-11-09,33.725697
2021-11-10,33.771748
2021-11-11,33.960926
2021-11-12,34.14413
2021-11-13,34.297062
2021-11-14,34.45407
2021-11-15,34.920357
2021-11-16,35.65445
2021-11-17,36.279106
2021-11-18,36.229527
2021-11-19,35.792812
2021-11-20,35.89598
2021-11-21,36.183792
2021-11-22,36.067554
2021-11-23,36.007633
2021-11-24,36.31736
2021-11-25,36.61092
2021-11-26,36.915134
2021-11-27,37.50997
2021-11-28,38.204395
2021-11-29,38.101357
2021-11-30,37.490627
2021-12-01,37.283722
2021-12-02,37.229847
2021-12-03,37.07188
2021-12-04,37.035374
2021-12-05,37.16191
2021-12-06,37.148773
2021-12-07,37.22008
2021-12-08,37.794266
2021-12-09,38.27687
2021-12-10,38.179073
2021-12-11,38.151802
2021-12-12,38.185085
2021-12-13,38.099693
2021-12-14,38.03367
2021-12-15,37.81188
2021-12-16,37.63816
2021-12-17,37.56257
2021-12-18,37.55424
2021-12-19,37.88346
2021-12-20,38.1733
2021-12-21,38.194782
2021-12-22,38.293446
2021-12-23,38.38176
2021-12-24,38.41806
2021-12-25,38.646767
2021-12-26,39.19714
2021-12-27,39.794834
2021-12-28,40.37405
2021-12-29,40.93206
2021-12-30,40.972557
2021-12-31,40.3988
2022-01-01,39.632744
2022-01-02,39.179832
2022-01-03,39.198624
2022-01-04,39.339474
2022-01-05,39.607647
2022-01-06,40.175655
2022-01-07,40.41305
2022-01-08,40.05667
2022-01-09,39.353428
2022-01-10,38.820618
2022-01-11,38.829437
2022-01-12,39.28935
2022-01-13,39.57367
2022-01-14,39.57898
2022-01-15,39.48041
2022-01-16,39.07831
2022-01-17,39.009678
2022-01-18,39.67285
2022-01-19,40.372894
2022-01-20,40.884457
2022-01-21,41.300835
2022-01-22,41.495735
2022-01-23,41.61683
2022-01-24,41.1495
2022-01-25,40.31638
2022-01-26,39.83913
2022-01-27,39.747025
2022-01-28,39.85962
2022-01-29,40.272938
2022-01-30,40.64799
2022-01-31,40.360104
2022-02-01,39.80871
2022-02-02,39.49528
2022-02-03,39.71959
2022-02-04,40.22684
2022-02-05,40.755337
2022-02-06,40.708324
2022-02-07,39.957493
2022-02-08,39.84631
2022-02-09,40.018215
2022-02-10,40.142635
2022-02-11,40.774776
2022-02-12,40.83989
