time,spco2
2021-11-01,33.668434
2021-11-02,33.530724
2021-11-03,33.84408
2021-11-04,34.033653
2021-11-05,33.94149
2021-11-06,33.93869
2021-11-07,33.88472
2021-11-08,33.9043
2021-11-09,33.922188
2021-11-10,34.04133
2021-11-11,34.14884
2021-11-12,34.256958
2021-11-13,34.406532
2021-11-14,34.547043
2021-11-15,35.06665
2021-11-16,35.653084
2021-11-17,35.99099
2021-11-18,35.797066
2021-11-19,35.48284
2021-11-20,35.810375
2021-11-21,36.208946
2021-11-22,36.016857
2021-11-23,35.881657
2021-11-24,36.20381
2021-11-25,36.507145
2021-11-26,36.835342
2021-11-27,37.586605
2021-11-28,38.20543
2021-11-29,37.851532
2021-11-30,37.18727
2021-12-01,36.945145
2021-12-02,36.810555
2021-12-03,36.671036
2021-12-04,36.73661
2021-12-05,36.86607
2021-12-06,36.7871
2021-12-07,36.929058
2021-12-08,37.733784
2021-12-09,38.14003
2021-12-10,37.86075
2021-12-11,37.78274
2021-12-12,37.612633
2021-12-13,37.384163
2021-12-14,37.257824
2021-12-15,37.049976
2021-12-16,36.941174
2021-12-17,36.883953
2021-12-18,36.837402
2021-12-19,37.1471
2021-12-20,37.356792
2021-12-21,37.2637
2021-12-22,37.300575
2021-12-23,37.50074
2021-12-24,37.700726
2021-12-25,38.14155
2021-12-26,38.862186
2021-12-27,39.475357
2021-12-28,40.05028
2021-12-29,40.458076
2021-12-30,40.09897
2021-12-31,39.35572
2022-01-01,38.805023
2022-01-02,38.559547
2022-01-03,38.588352
2022-01-04,38.673264
2022-01-05,38.932545
2022-01-06,39.22538
2022-01-07,39.283764
2022-01-08,39.124702
2022-01-09,38.73758
2022-01-10,38.518585
2022-01-11,38.72824
2022-01-12,39.071884
2022-01-13,39.076355
2022-01-14,38.972603
2022-01-15,38.981197
2022-01-16,38.85061
2022-01-17,38.86544
2022-01-18,39.544502
2022-01-19,40.22239
2022-01-20,40.628616
2022-01-21,41.066692
2022-01-22,41.42631
2022-01-23,41.535645
2022-01-24,40.889847
2022-01-25,40.19906
2022-01-26,40.028126
2022-01-27,39.919476
2022-01-28,39.81614
2022-01-29,40.187252
2022-01-30,40.31626
2022-01-31,39.855583
2022-02-01,39.484894
2022-02-02,39.37053
2022-02-03,39.770557
2022-02-04,40.32365
2022-02-05,40.965305
2022-02-06,40.82801
2022-02-07,39.91838
2022-02-08,39.892273
2022-02-09,39.93506
2022-02-10,39.876
2022-02-11,40.32558
2022-02-12,40.269142
2022-02-13,40.04925
2022-02-14,40.515392
2022-02-15,41.187687
2022-02-16,41.445404
2022-02-17,41.323357
2022-02-18,41.358322
2022-02-19,41.552197
2022-02-20,41.37036
2022-02-21,41.2215
2022-02-22,41.16108
2022-02-23,40.908627
2022-02-24,40.804512
2022-02-25,40.943302
2022-02-26,40.903255
2022-02-27,40.69542
2022-02-28,40.826054
2022-03-01,40.81275
2022-03-02,40.395657
2022-03-03,40.06281
2022-03-04,39.8835
2022-03-05,39.869186
2022-03-06,40.020206
2022-03-07,40.02651
2022-03-08,39.971897
2022-03-09,40.134663
2022-03-10,40.37797
2022-03-11,40.493683
2022-03-12,40.541855
2022-03-13,40.797066
2022-03-14,41.093613
2022-03-15,40.91237
2022-03-16,40.59085
2022-03-17,40.69863
2022-03-18,40.89332
2022-03-19,40.662704
2022-03-20,40.36541
2022-03-21,40.147854
2022-03-22,39.878654
2022-03-23,39.66029
2022-03-24,39.50942
2022-03-25,39.55706
2022-03-26,39.737972
2022-03-27,39.531
2022-03-28,39.180847
2022-03-29,39.12378
2022-03-30,39.14305
2022-03-31,39.120567
2022-04-01,39.05015
2022-04-02,39.2854
2022-04-03,39.662655
2022-04-04,39.551807
2022-04-05,39.2133
2022-04-06,39.1127
2022-04-07,39.112938
2022-04-08,39.07838
2022-04-09,38.84388
2022-04-10,38.561287
2022-04-11,38.414894
2022-04-12,38.294456
