time,spco2
2021-11-01,33.9161
2021-11-02,33.793102
2021-11-03,34.13577
2021-11-04,34.30089
2021-11-05,34.17369
2021-11-06,34.12392
2021-11-07,34.009808
2021-11-08,33.990856
2021-11-09,33.956646
2021-11-10,33.99761
2021-11-11,34.12942
2021-11-12,34.275394
2021-11-13,34.43658
2021-11-14,34.57866
2021-11-15,35.09004
2021-11-16,35.744476
2021-11-17,36.29206
2021-11-18,36.28812
2021-11-19,35.893154
2021-11-20,36.032852
2021-11-21,36.310715
2021-11-22,36.17281
2021-11-23,36.055027
2021-11-24,36.331486
2021-11-25,36.635914
2021-11-26,36.92648
2021-11-27,37.48837
2021-11-28,38.062344
2021-11-29,37.883854
2021-11-30,37.321697
2021-12-01,37.08814
2021-12-02,36.96079
2021-12-03,36.811184
2021-12-04,36.8356
2021-12-05,36.987103
2021-12-06,36.92898
2021-12-07,36.970123
2021-12-08,37.598846
2021-12-09,37.996906
2021-12-10,37.806458
2021-12-11,37.812786
2021-12-12,37.795227
2021-12-13,37.650845
2021-12-14,37.568306
2021-12-15,37.386646
2021-12-16,37.299374
2021-12-17,37.32274
2021-12-18,37.38412
2021-12-19,37.747257
2021-12-20,37.985744
2021-12-21,37.940456
2021-12-22,38.04971
2021-12-23,38.21789
2021-12-24,38.307102
2021-12-25,38.55871
2021-12-26,39.033375
2021-12-27,39.50085
2021-12-28,40.04479
2021-12-29,40.589222
2021-12-30,40.51615
2021-12-31,39.911057
2022-01-01,39.246544
2022-01-02,38.903927
2022-01-03,39.025455
2022-01-04,39.19544
2022-01-05,39.42435
2022-01-06,39.895596
2022-01-07,40.066883
2022-01-08,39.702713
2022-01-09,38.943172
2022-01-10,38.45702
2022-01-11,38.657665
2022-01-12,39.18373
2022-01-13,39.38101
2022-01-14,39.261375
2022-01-15,39.11735
2022-01-16,38.772907
2022-01-17,38.75113
2022-01-18,39.544918
2022-01-19,40.24581
2022-01-20,40.59482
2022-01-21,41.033485
2022-01-22,41.286556
2022-01-23,41.2973
2022-01-24,40.733944
2022-01-25,39.96608
2022-01-26,39.68256
2022-01-27,39.63519
2022-01-28,39.63427
2022-01-29,40.046696
2022-01-30,40.40428
