time,spco2
2021-11-01,33.65324
2021-11-02,33.49963
2021-11-03,33.783257
2021-11-04,33.97899
2021-11-05,33.900566
2021-11-06,33.88061
2021-11-07,33.81668
2021-11-08,33.84275
2021-11-09,33.888596
2021-11-10,34.01964
2021-11-11,34.131443
2021-11-12,34.273743
2021-11-13,34.46793
2021-11-14,34.614777
2021-11-15,35.05287
2021-11-16,35.605644
2021-11-17,35.90365
2021-11-18,35.655037
2021-11-19,35.34424
2021-11-20,35.665333
2021-11-21,36.063076
2021-11-22,35.892906
2021-11-23,35.789368
2021-11-24,36.104935
2021-11-25,36.37467
2021-11-26,36.717175
2021-11-27,37.495495
2021-11-28,38.096664
2021-11-29,37.784134
2021-11-30,37.16317
2021-12-01,36.913574
2021-12-02,36.761337
2021-12-03,36.581333
2021-12-04,36.624016
2021-12-05,36.75219
2021-12-06,36.714783
2021-12-07,36.85949
2021-12-08,37.613632
2021-12-09,38.03197
2021-12-10,37.86302
2021-12-11,37.873493
2021-12-12,37.68294
2021-12-13,37.403534
2021-12-14,37.213684
2021-12-15,36.952507
2021-12-16,36.798286
2021-12-17,36.720688
2021-12-18,36.6565
2021-12-19,36.931267
2021-12-20,37.107365
2021-12-21,37.011723
2021-12-22,37.073822
2021-12-23,37.264126
2021-12-24,37.437588
2021-12-25,37.890198
2021-12-26,38.7031
2021-12-27,39.406647
2021-12-28,40.050114
2021-12-29,40.464355
2021-12-30,40.064384
2021-12-31,39.30979
2022-01-01,38.72921
2022-01-02,38.430195
2022-01-03,38.411488
2022-01-04,38.52087
2022-01-05,38.84632
2022-01-06,39.156517
2022-01-07,39.24202
2022-01-08,39.136158
2022-01-09,38.77648
2022-01-10,38.550323
2022-01-11,38.754578
2022-01-12,39.109715
2022-01-13,39.135155
2022-01-14,39.08466
2022-01-15,39.118584
2022-01-16,38.94388
2022-01-17,38.88819
2022-01-18,39.522064
2022-01-19,40.211372
2022-01-20,40.70578
2022-01-21,41.170517
2022-01-22,41.545486
2022-01-23,41.761635
2022-01-24,41.17161
2022-01-25,40.45069
2022-01-26,40.185688
2022-01-27,39.9788
2022-01-28,39.808746
2022-01-29,40.129383
2022-01-30,40.2443
2022-01-31,39.859013
2022-02-01,39.5532
2022-02-02,39.45936
2022-02-03,39.905212
2022-02-04,40.4233
2022-02-05,41.089516
2022-02-06,41.00938
2022-02-07,40.017982
2022-02-08,39.92054
2022-02-09,39.96738
2022-02-10,39.935055
2022-02-11,40.342648
2022-02-12,40.287266
2022-02-13,40.076946
2022-02-14,40.46827
2022-02-15,41.140747
2022-02-16,41.53353
2022-02-17,41.510086
2022-02-18,41.592304
2022-02-19,41.804276
2022-02-20,41.61683
2022-02-21,41.471283
2022-02-22,41.377136
2022-02-23,41.080315
2022-02-24,40.93551
2022-02-25,41.017128
2022-02-26,40.982758
2022-02-27,40.820057
2022-02-28,40.943943
2022-03-01,40.93563
2022-03-02,40.5453
2022-03-03,40.185272
2022-03-04,39.95639
2022-03-05,39.93797
2022-03-06,40.120846
2022-03-07,40.17849
2022-03-08,40.153202
2022-03-09,40.302917
2022-03-10,40.553295
2022-03-11,40.6982
2022-03-12,40.839436
2022-03-13,41.21828
2022-03-14,41.4847
2022-03-15,41.23986
2022-03-16,40.881756
2022-03-17,40.96024
2022-03-18,41.17809
2022-03-19,40.93085
2022-03-20,40.59587
2022-03-21,40.33625
2022-03-22,40.002373
2022-03-23,39.729637
2022-03-24,39.559
2022-03-25,39.67658
2022-03-26,39.87954
2022-03-27,39.601746
2022-03-28,39.172634
2022-03-29,39.05516
2022-03-30,39.13389
2022-03-31,39.21733
2022-04-01,39.20405
2022-04-02,39.423286
2022-04-03,39.733322
2022-04-04,39.57257
2022-04-05,39.196888
2022-04-06,39.06031
2022-04-07,39.084614
2022-04-08,39.08847
2022-04-09,38.81942
2022-04-10,38.477783
2022-04-11,38.29372
2022-04-12,38.151497
2022-04-13,37.985302
2022-04-14,37.869457
2022-04-15,37.87167
2022-04-16,37.819633
2022-04-17,37.599182
2022-04-18,37.4466
2022-04-19,37.409977
2022-04-20,37.30944
2022-04-21,37.113705
2022-04-22,36.92054
2022-04-23,36.779293
2022-04-24,36.769604
2022-04-25,36.78943
2022-04-26,36.668625
2022-04-27,36.469067
2022-04-28,36.225662
2022-04-29,36.086548
2022-04-30,36.044067
2022-05-01,35.978798
2022-05-02,35.969654
2022-05-03,35.81738
2022-05-04,35.499325
2022-05-05,35.218655
2022-05-06,35.017136
2022-05-07,34.977478
2022-05-08,35.109955
2022-05-09,35.302555
2022-05-10,35.35865
2022-05-11,35.20047
2022-05-12,34.855103
2022-05-13,34.514175
2022-05-14,34.377674
2022-05-15,34.246834
2022-05-16,34.071125
2022-05-17,34.06179
2022-05-18,34.423866
2022-05-19,35.054028
2022-05-20,35.513596
2022-05-21,35.610664
2022-05-22,35.560623
2022-05-23,35.516197
2022-05-24,35.29912
2022-05-25,35.069847
2022-05-26,34.970142
2022-05-27,34.908066
2022-05-28,34.91932
2022-05-29,34.66696
2022-05-30,34.323193
2022-05-31,34.19527
2022-06-01,34.156322
2022-06-02,34.056103
2022-06-03,33.835537
2022-06-04,33.715767
2022-06-05,33.698837
2022-06-06,33.63835
2022-06-07,33.58222
2022-06-08,33.63105
2022-06-09,33.798023
2022-06-10,33.865204
2022-06-11,33.886635
2022-06-12,33.941044
2022-06-13,33.6727
2022-06-14,33.344383
2022-06-15,33.181667
2022-06-16,33.284058
2022-06-17,33.581028
2022-06-18,33.54323
2022-06-19,33.287605
2022-06-20,33.126835
2022-06-21,33.061012
2022-06-22,33.120266
2022-06-23,33.348396
2022-06-24,33.64309
2022-06-25,33.950584
2022-06-26,34.155403
2022-06-27,34.211037
2022-06-28,33.97524
2022-06-29,33.541626
2022-06-30,33.26916
2022-07-01,33.24901
2022-07-02,33.481983
2022-07-03,33.641655
2022-07-04,33.50812
2022-07-05,33.335205
2022-07-06,33.261063
2022-07-07,33.230114
2022-07-08,33.2602
2022-07-09,33.335854
2022-07-10,33.247234
2022-07-11,33.08512
2022-07-12,32.986637
2022-07-13,32.84892
2022-07-14,32.715733
2022-07-15,32.535244
2022-07-16,32.375004
2022-07-17,32.199623
2022-07-18,32.005123
2022-07-19,31.860003
2022-07-20,31.73998
2022-07-21,31.611942
2022-07-22,31.539192
2022-07-23,31.567238
2022-07-24,31.393673
2022-07-25,31.164585
2022-07-26,31.085512
2022-07-27,31.266893
2022-07-28,31.874166
2022-07-29,32.4328
2022-07-30,32.423893
2022-07-31,32.18387
2022-08-01,32.057446
2022-08-02,31.842056
2022-08-03,31.572886
2022-08-04,31.389305
2022-08-05,31.395458
2022-08-06,31.440014
2022-08-07,31.262318
2022-08-08,31.271282
2022-08-09,31.425964
2022-08-10,31.405876
2022-08-11,31.529684
2022-08-12,31.70677
2022-08-13,31.83731
2022-08-14,32.10449
2022-08-15,32.415874
2022-08-16,32.449936
2022-08-17,32.169388
2022-08-18,32.015224
2022-08-19,32.04489
2022-08-20,32.12341
2022-08-21,32.14064
2022-08-22,31.88631
2022-08-23,31.582056
2022-08-24,31.493294
2022-08-25,31.851976
2022-08-26,32.536972
2022-08-27,32.85814
2022-08-28,32.5797
2022-08-29,32.213062
2022-08-30,31.989716
2022-08-31,31.755323
2022-09-01,31.57697
2022-09-02,31.440084
2022-09-03,31.41523
2022-09-04,31.631157
2022-09-05,31.762896
2022-09-06,31.631561
2022-09-07,31.39766
2022-09-08,31.202335
2022-09-09,31.368006
2022-09-10,31.567827
2022-09-11,31.785286
2022-09-12,31.987213
2022-09-13,31.907658
2022-09-14,31.681252
2022-09-15,31.46427
2022-09-16,31.356339
2022-09-17,31.353647
2022-09-18,31.420229
2022-09-19,31.347221
2022-09-20,31.201763
2022-09-21,31.225895
2022-09-22,31.184252
2022-09-23,31.155838
2022-09-24,31.184288
2022-09-25,31.263662
2022-09-26,31.440905
2022-09-27,31.541595
2022-09-28,31.609253
2022-09-29,31.816208
2022-09-30,31.99825
2022-10-01,32.029495
2022-10-02,31.997871
2022-10-03,32.0602
2022-10-04,32.290146
2022-10-05,32.444767
2022-10-06,32.333954
2022-10-07,32.42933
2022-10-08,32.76339
2022-10-09,32.829163
2022-10-10,32.643982
2022-10-11,32.504303
2022-10-12,32.428703
2022-10-13,32.55543
2022-10-14,32.857967
2022-10-15,33.00596
2022-10-16,32.904083
2022-10-17,32.80094
2022-10-18,33.09605
2022-10-19,33.49273
2022-10-20,33.603203
2022-10-21,33.620277
2022-10-22,33.997063
2022-10-23,34.271843
2022-10-24,34.174046
2022-10-25,34.090538
2022-10-26,34.111664
2022-10-27,34.10267
2022-10-28,33.93245
2022-10-29,33.6946
2022-10-30,33.340153
2022-10-31,33.061577
2022-11-01,33.094032
2022-11-02,33.35743
2022-11-03,33.842598
2022-11-04,34.00265
2022-11-05,33.797913
2022-11-06,33.69964
2022-11-07,33.856827
2022-11-08,34.084583
2022-11-09,34.39147
2022-11-10,34.509075
2022-11-11,34.194782
2022-11-12,33.9809
2022-11-13,33.97579
2022-11-14,34.03282
2022-11-15,34.216843
2022-11-16,34.501965
2022-11-17,34.352455
2022-11-18,33.99144
2022-11-19,33.84768
