depth,time,fe,no3,po4,si
0.49402538,2021-11-01,0.004202413,0.007125732,0.117110625,2.8868217
0.49402538,2021-11-02,0.0042332425,0.008275947,0.11672591,2.8780885
0.49402538,2021-11-03,0.0042356346,0.011337935,0.1167707,2.8717844
0.49402538,2021-11-04,0.004257531,0.008367524,0.11664286,2.868424
0.49402538,2021-11-05,0.0043301703,0.0068864156,0.11617507,2.8617992
0.49402538,2021-11-06,0.0043749316,0.0062270085,0.115670934,2.838941
0.49402538,2021-11-07,0.0043430864,0.0055167694,0.11551405,2.8083496
0.49402538,2021-11-08,0.0042774007,0.0055872407,0.11564053,2.7787278
0.49402538,2021-11-09,0.0042269025,0.006040975,0.115878016,2.7607367
0.49402538,2021-11-10,0.0041933004,0.006485231,0.11600158,2.7465234
0.49402538,2021-11-11,0.0041676983,0.006206203,0.11620143,2.733179
0.49402538,2021-11-12,0.004159912,0.0069448994,0.11640887,2.7216196
0.49402538,2021-11-13,0.004161858,0.006750697,0.11648458,2.7172267
0.49402538,2021-11-14,0.0042041475,0.007615595,0.11636553,2.7225533
0.49402538,2021-11-15,0.0042707566,0.011323376,0.1161638,2.7408872
0.49402538,2021-11-16,0.0043678023,0.0137047,0.11613959,2.7606926
0.49402538,2021-11-17,0.004347576,0.00914495,0.11631456,2.7662292
0.49402538,2021-11-18,0.0042586355,0.0052984045,0.11663979,2.7683706
0.49402538,2021-11-19,0.0042683724,0.0048405863,0.11656833,2.7629457
0.49402538,2021-11-20,0.004336916,0.0062410906,0.11638915,2.7431893
0.49402538,2021-11-21,0.0043474073,0.0061062425,0.116447546,2.726182
0.49402538,2021-11-22,0.0042726155,0.004039418,0.116739616,2.7224221
0.49402538,2021-11-23,0.004241124,0.004640899,0.11704984,2.7036505
0.49402538,2021-11-24,0.0042158696,0.005505631,0.117335655,2.6853557
0.49402538,2021-11-25,0.00421887,0.005832561,0.117446594,2.6732054
0.49402538,2021-11-26,0.004271568,0.006616183,0.11739576,2.666016
0.49402538,2021-11-27,0.004392637,0.00960575,0.11719793,2.6646552
0.49402538,2021-11-28,0.004424691,0.0075742286,0.11688726,2.6670752
0.49402538,2021-11-29,0.0043440904,0.0043781647,0.11710979,2.6693876
0.49402538,2021-11-30,0.004251913,0.003537748,0.11773418,2.6625526
0.49402538,2021-12-01,0.0041558165,0.0035073082,0.11834444,2.637683
0.49402538,2021-12-02,0.0040302556,0.003305159,0.11896384,2.612978
0.49402538,2021-12-03,0.003914441,0.0033892037,0.11947571,2.5951052
0.49402538,2021-12-04,0.00382744,0.0037812956,0.11987087,2.5830002
0.49402538,2021-12-05,0.0037521818,0.0035871058,0.12021859,2.5748398
0.49402538,2021-12-06,0.0036978035,0.0035161278,0.120529115,2.5684645
0.49402538,2021-12-07,0.0036986298,0.0047483933,0.12070425,2.563751
0.49402538,2021-12-08,0.0037779126,0.0071926187,0.120594695,2.562313
0.49402538,2021-12-09,0.0037963355,0.0057412568,0.12018509,2.564375
0.49402538,2021-12-10,0.003806577,0.0048813485,0.11992659,2.5683727
0.49402538,2021-12-11,0.0038240862,0.004233283,0.119908124,2.5695083
0.49402538,2021-12-12,0.0038225793,0.0032215933,0.12014434,2.5680792
0.49402538,2021-12-13,0.003850383,0.0032405541,0.120351836,2.561462
0.49402538,2021-12-14,0.0038332997,0.003177,0.12070468,2.5528555
0.49402538,2021-12-15,0.0037819836,0.0029523512,0.12113653,2.5446153
0.49402538,2021-12-16,0.0037325092,0.003127128,0.12147856,2.5389638
0.49402538,2021-12-17,0.0037344005,0.0031439392,0.12149165,2.5373166
0.49402538,2021-12-18,0.003773145,0.0033061402,0.12130547,2.538813
0.49402538,2021-12-19,0.0038275295,0.004001119,0.121121645,2.5394378
0.49402538,2021-12-20,0.003835326,0.0035516173,0.12122659,2.5357537
0.49402538,2021-12-21,0.0038226172,0.0032766422,0.12148031,2.5308032
0.49402538,2021-12-22,0.0038359247,0.0034467455,0.121653855,2.526541
0.49402538,2021-12-23,0.0038550873,0.0036825468,0.12176219,2.5231388
0.49402538,2021-12-24,0.0038707424,0.003760521,0.12183369,2.520207
0.49402538,2021-12-25,0.0039198594,0.0049349703,0.12188625,2.5179405
0.49402538,2021-12-26,0.0040429477,0.0074594766,0.121714115,2.517345
0.49402538,2021-12-27,0.004207193,0.009278366,0.12108613,2.5195532
0.49402538,2021-12-28,0.0043283543,0.0090854205,0.12032772,2.5224466
0.49402538,2021-12-29,0.0043249913,0.0063768625,0.1199807,2.5212846
0.49402538,2021-12-30,0.0042763227,0.00404349,0.12024109,2.5159194
0.49402538,2021-12-31,0.0041697826,0.0030974608,0.120985806,2.5114133
0.49402538,2022-01-01,0.004048099,0.0028185803,0.12164806,2.508985
0.49402538,2022-01-02,0.004011754,0.003125172,0.12194695,2.505947
0.49402538,2022-01-03,0.004013829,0.0033185482,0.12200798,2.5037463
0.49402538,2022-01-04,0.004050374,0.0036890372,0.121923864,2.5025997
0.49402538,2022-01-05,0.0040947734,0.004408734,0.12181552,2.5013227
0.49402538,2022-01-06,0.004111683,0.0039642183,0.12174538,2.499148
0.49402538,2022-01-07,0.0041008624,0.0036266437,0.121775255,2.4971993
0.49402538,2022-01-08,0.003971083,0.00269661,0.122162044,2.4958367
0.49402538,2022-01-09,0.003844246,0.0025704256,0.12270334,2.493401
0.49402538,2022-01-10,0.0037456746,0.0031406372,0.123281494,2.4908981
0.49402538,2022-01-11,0.0037210714,0.004210245,0.123636454,2.4892497
0.49402538,2022-01-12,0.003685975,0.0039328877,0.12390201,2.4871037
0.49402538,2022-01-13,0.0036376705,0.0031094064,0.124266304,2.4844549
0.49402538,2022-01-14,0.003576113,0.0031040616,0.12489654,2.4813333
0.49402538,2022-01-15,0.0034855767,0.0029678233,0.12570974,2.4776921
0.49402538,2022-01-16,0.0033857143,0.0027599004,0.126584,2.473662
0.49402538,2022-01-17,0.003344154,0.00347374,0.12723774,2.4708352
0.49402538,2022-01-18,0.003407565,0.005737463,0.12734886,2.4713326
0.49402538,2022-01-19,0.003490255,0.007222958,0.12700522,2.4739904
0.49402538,2022-01-20,0.0035930155,0.007177781,0.1263648,2.476713
0.49402538,2022-01-21,0.003722963,0.007012833,0.12562624,2.4800334
0.49402538,2022-01-22,0.0038294396,0.00646576,0.1250104,2.4826274
0.49402538,2022-01-23,0.0038219905,0.004315047,0.12509543,2.4787729
0.49402538,2022-01-24,0.0037791664,0.002948163,0.12594697,2.4710636
0.49402538,2022-01-25,0.0037432949,0.0029832616,0.12674929,2.4657803
0.49402538,2022-01-26,0.0037229378,0.0029581008,0.12726223,2.4618254
0.49402538,2022-01-27,0.0037230835,0.0029301872,0.12761112,2.4588342
0.49402538,2022-01-28,0.0037420855,0.0032257736,0.12786335,2.456277
0.49402538,2022-01-29,0.003793709,0.0039674276,0.12793958,2.4545827
0.49402538,2022-01-30,0.0038277754,0.0030601453,0.12790933,2.4531045
0.49402538,2022-01-31,0.0038625023,0.0028044884,0.12793115,2.4525342
0.49402538,2022-02-01,0.0038917935,0.0028716654,0.12797688,2.451744
0.49402538,2022-02-02,0.003920336,0.0035152836,0.12797886,2.4514096
0.49402538,2022-02-03,0.003988746,0.006023716,0.1278151,2.4537797
