depth,time,fe,no3,po4,si
0.49402538,2021-11-30,0.0030505636,0.0027608632,0.1214522,2.6804025
0.49402538,2021-12-01,0.0030489252,0.002748422,0.12153512,2.6677365
0.49402538,2021-12-02,0.0030248116,0.0026152309,0.12172392,2.6491988
0.49402538,2021-12-03,0.0029808888,0.0028294902,0.12196094,2.6301131
0.49402538,2021-12-04,0.0029409863,0.0033337926,0.12210858,2.6144662
0.49402538,2021-12-05,0.0028845614,0.003368184,0.12242604,2.6017146
0.49402538,2021-12-06,0.0027812894,0.003961402,0.12320721,2.5882277
0.49402538,2021-12-07,0.0027060704,0.0049915495,0.12377632,2.5769148
0.49402538,2021-12-08,0.0027043417,0.0068109334,0.12393911,2.5717938
0.49402538,2021-12-09,0.0025986498,0.0051827985,0.124396026,2.569276
0.49402538,2021-12-10,0.002553688,0.004232942,0.12441689,2.5746427
0.49402538,2021-12-11,0.0026162243,0.0036688847,0.12362882,2.5851285
0.49402538,2021-12-12,0.0026596673,0.0026546873,0.12315668,2.5918624
0.49402538,2021-12-13,0.00267276,0.0026763505,0.1230094,2.5893357
0.49402538,2021-12-14,0.0026716432,0.0027076663,0.12299333,2.581935
0.49402538,2021-12-15,0.002670104,0.0025659183,0.12309248,2.5729818
0.49402538,2021-12-16,0.0026657975,0.0027970446,0.12319204,2.5662782
0.49402538,2021-12-17,0.0026942617,0.0027870035,0.12300448,2.5660315
0.49402538,2021-12-18,0.002764246,0.0028506713,0.12266201,2.5715444
0.49402538,2021-12-19,0.0027800142,0.003323936,0.12291109,2.5721107
0.49402538,2021-12-20,0.0027825849,0.0028406247,0.12344675,2.563403
0.49402538,2021-12-21,0.0028150328,0.002646351,0.1236493,2.5542793
0.49402538,2021-12-22,0.0028376807,0.00283236,0.1237977,2.5468001
0.49402538,2021-12-23,0.0028327263,0.003060998,0.12435416,2.5379422
0.49402538,2021-12-24,0.00275739,0.0031397906,0.1258963,2.5239415
0.49402538,2021-12-25,0.0026920396,0.0041752537,0.12749767,2.5130455
0.49402538,2021-12-26,0.0027317477,0.0064266073,0.128118,2.509528
0.49402538,2021-12-27,0.0028299217,0.0081833415,0.12759162,2.5155509
0.49402538,2021-12-28,0.00293589,0.008130574,0.12623015,2.526937
0.49402538,2021-12-29,0.0030095237,0.005839075,0.124986716,2.534076
0.49402538,2021-12-30,0.0030790814,0.0035247412,0.124036565,2.5337532
0.49402538,2021-12-31,0.0030702048,0.0025167335,0.12402423,2.527285
0.49402538,2022-01-01,0.0029924524,0.0024282266,0.12471318,2.52007
0.49402538,2022-01-02,0.0029740278,0.0028016202,0.12510799,2.5140982
0.49402538,2022-01-03,0.0030047884,0.002970525,0.12505719,2.5108395
0.49402538,2022-01-04,0.0030320135,0.0031618034,0.12480429,2.5110097
0.49402538,2022-01-05,0.0030308196,0.0038507092,0.1245826,2.5126636
0.49402538,2022-01-06,0.0030285912,0.0035440796,0.12437728,2.5135756
0.49402538,2022-01-07,0.0030087042,0.003149068,0.124319784,2.5132675
0.49402538,2022-01-08,0.00291301,0.0022289685,0.12475773,2.5117316
0.49402538,2022-01-09,0.0028731134,0.002105779,0.12516251,2.508201
0.49402538,2022-01-10,0.002848473,0.0026439615,0.12528521,2.5039139
0.49402538,2022-01-11,0.002827458,0.0036304335,0.12527898,2.5012038
0.49402538,2022-01-12,0.002802668,0.0034641763,0.12526073,2.498942
0.49402538,2022-01-13,0.0027927964,0.0026944163,0.12533042,2.4972126
0.49402538,2022-01-14,0.0027813094,0.0026467363,0.12560298,2.4946985
0.49402538,2022-01-15,0.0027242969,0.0024909978,0.12614605,2.490863
0.49402538,2022-01-16,0.0026454788,0.0022907476,0.12688245,2.485449
0.49402538,2022-01-17,0.0025788187,0.0029756206,0.1275584,2.4800134
0.49402538,2022-01-18,0.0025774196,0.0051551247,0.1277326,2.4788983
0.49402538,2022-01-19,0.002603452,0.006501866,0.12734702,2.4825969
0.49402538,2022-01-20,0.0026604163,0.006678055,0.1266773,2.4907467
0.49402538,2022-01-21,0.0027510799,0.006669434,0.12595502,2.5015762
0.49402538,2022-01-22,0.0028048009,0.0060624294,0.12535375,2.5121617
0.49402538,2022-01-23,0.0027249896,0.0037189007,0.12516245,2.5177264
0.49402538,2022-01-24,0.0026791543,0.0023491825,0.12549286,2.5136259
0.49402538,2022-01-25,0.0026873904,0.0023798938,0.12605998,2.5048342
0.49402538,2022-01-26,0.0026703714,0.0023834584,0.12672253,2.4964848
0.49402538,2022-01-27,0.0026600156,0.002315558,0.12729944,2.4900308
0.49402538,2022-01-28,0.0026733815,0.0025590854,0.12770785,2.4851887
0.49402538,2022-01-29,0.002734486,0.0033177086,0.12785578,2.4808981
0.49402538,2022-01-30,0.0027963729,0.0025071653,0.12787169,2.4774818
0.49402538,2022-01-31,0.002795961,0.0021270283,0.12812155,2.4790657
0.49402538,2022-02-01,0.0027452318,0.0021806213,0.12859297,2.4807246
0.49402538,2022-02-02,0.0027147052,0.0027145036,0.12895218,2.4813035
0.49402538,2022-02-03,0.002725847,0.004719373,0.1290169,2.4840212
0.49402538,2022-02-04,0.0027452484,0.0061389217,0.12879047,2.4865136
0.49402538,2022-02-05,0.0027778023,0.0055582095,0.12846744,2.4851534
0.49402538,2022-02-06,0.0027598839,0.0025027418,0.12871985,2.4803479
0.49402538,2022-02-07,0.0028487027,0.0021215924,0.12887561,2.477486
0.49402538,2022-02-08,0.002947167,0.0029459205,0.12877452,2.47477
0.49402538,2022-02-09,0.0030021227,0.0025116429,0.12871186,2.4708242
0.49402538,2022-02-10,0.0030697468,0.0031956856,0.12862474,2.4676762
0.49402538,2022-02-11,0.0031640106,0.0037951353,0.1283156,2.4683807
0.49402538,2022-02-12,0.003171317,0.0024092589,0.12836468,2.4734752
0.49402538,2022-02-13,0.0031127708,0.0027762956,0.12890244,2.4781203
0.49402538,2022-02-14,0.0030023851,0.0042874403,0.1293792,2.484852
0.49402538,2022-02-15,0.0028815183,0.0047679576,0.12918139,2.4976537
0.49402538,2022-02-16,0.0028647818,0.003649252,0.12856372,2.5084832
0.49402538,2022-02-17,0.0029606682,0.0033839406,0.12803991,2.514611
0.49402538,2022-02-18,0.00304386,0.003811824,0.12748489,2.5208201
0.49402538,2022-02-19,0.003087806,0.0032363147,0.12692347,2.526732
0.49402538,2022-02-20,0.0030750071,0.002456115,0.12658407,2.5319836
0.49402538,2022-02-21,0.0030815399,0.002466901,0.12633249,2.5336585
0.49402538,2022-02-22,0.0031175422,0.0019328673,0.12645555,2.5283313
0.49402538,2022-02-23,0.0031535316,0.0018505312,0.12667078,2.521925
0.49402538,2022-02-24,0.0031941584,0.002066948,0.12670349,2.5149322
0.49402538,2022-02-25,0.0032680128,0.0022032536,0.12667198,2.5067065
0.49402538,2022-02-26,0.0033281334,0.0018634427,0.12673928,2.4994922
0.49402538,2022-02-27,0.0033674836,0.0021238609,0.12671062,2.4937701
0.49402538,2022-02-28,0.0033796928,0.0025801102,0.12644245,2.4912891
0.49402538,2022-03-01,0.0033994373,0.0020546056,0.12610272,2.4917946
0.49402538,2022-03-02,0.0034038932,0.001963179,0.12589562,2.4942892
0.49402538,2022-03-03,0.0033919015,0.0021049886,0.12594368,2.49142
0.49402538,2022-03-04,0.0033600638,0.0023132071,0.12619369,2.4853172
0.49402538,2022-03-05,0.0033125603,0.0027295204,0.12630999,2.4820108
0.49402538,2022-03-06,0.0032299527,0.0030518011,0.12613015,2.4860277
0.49402538,2022-03-07,0.0031153131,0.0028035725,0.125791,2.495923
0.49402538,2022-03-08,0.0030585474,0.0030947407,0.12537977,2.5043347
0.49402538,2022-03-09,0.0030774546,0.0036948002,0.12495984,2.5075135
0.49402538,2022-03-10,0.0031009503,0.004281588,0.12456781,2.5100183
0.49402538,2022-03-11,0.0030008282,0.0051210755,0.12396343,2.5215049
0.49402538,2022-03-12,0.002848139,0.004643205,0.123251975,2.5364437
0.49402538,2022-03-13,0.0027866205,0.0056281784,0.122564614,2.5492828
0.49402538,2022-03-14,0.0028026472,0.0044482206,0.1220073,2.5541701
0.49402538,2022-03-15,0.0028480755,0.0028948016,0.121829815,2.551464
0.49402538,2022-03-16,0.0029296542,0.0026849175,0.1217738,2.5461144
0.49402538,2022-03-17,0.0030285227,0.003096881,0.12167156,2.5400538
0.49402538,2022-03-18,0.0031274436,0.002983682,0.12179896,2.5308654
0.49402538,2022-03-19,0.0031738759,0.0023428788,0.12243278,2.5227003
0.49402538,2022-03-20,0.0031768256,0.002439841,0.12286407,2.5181468
0.49402538,2022-03-21,0.0031673226,0.002295232,0.123202115,2.5151565
0.49402538,2022-03-22,0.0031504484,0.0021680533,0.12339352,2.5129476
0.49402538,2022-03-23,0.00313822,0.002201308,0.12348649,2.5117342
0.49402538,2022-03-24,0.0031350534,0.0026182183,0.12332281,2.5129547
0.49402538,2022-03-25,0.0031297212,0.0042079645,0.122798406,2.5194583
0.49402538,2022-03-26,0.0031058153,0.004144434,0.12202938,2.5311623
0.49402538,2022-03-27,0.0030308557,0.002610057,0.121531114,2.5423908
0.49402538,2022-03-28,0.0030157613,0.0029593676,0.12108845,2.5489502
0.49402538,2022-03-29,0.003060419,0.0032994617,0.12080025,2.5509133
0.49402538,2022-03-30,0.0031083426,0.0034094064,0.120452195,2.55639
0.49402538,2022-03-31,0.003140935,0.0037197056,0.119782254,2.5661576
0.49402538,2022-04-01,0.0030579977,0.0038016113,0.118639275,2.5867012
0.49402538,2022-04-02,0.002881522,0.0041618003,0.116994806,2.6142263
0.49402538,2022-04-03,0.0027881165,0.0030438653,0.1160343,2.6276245
0.49402538,2022-04-04,0.0028451579,0.0023846903,0.1164282,2.6229482
0.49402538,2022-04-05,0.002908831,0.0025083453,0.11646439,2.617765
0.49402538,2022-04-06,0.002976092,0.0028340956,0.11636512,2.6141458
0.49402538,2022-04-07,0.0030132206,0.0032361287,0.11606171,2.6147034
0.49402538,2022-04-08,0.0030521094,0.0026102525,0.11587478,2.6156795
0.49402538,2022-04-09,0.0030478898,0.002650893,0.11564152,2.6202512
0.49402538,2022-04-10,0.0030115792,0.002757898,0.11513704,2.626997
0.49402538,2022-04-11,0.0029841287,0.0029122524,0.114581674,2.6345317
0.49402538,2022-04-12,0.0029746627,0.002554675,0.11428232,2.6391673
0.49402538,2022-04-13,0.0030226423,0.002577298,0.114351444,2.6367664
0.49402538,2022-04-14,0.0030429494,0.0029181195,0.11425155,2.6359134
0.49402538,2022-04-15,0.0030299048,0.003141177,0.11394275,2.6391032
0.49402538,2022-04-16,0.0030694657,0.0025512294,0.113901734,2.639757
0.49402538,2022-04-17,0.0030908224,0.0026450132,0.113976136,2.6415691
0.49402538,2022-04-18,0.0031210482,0.0031176321,0.113971666,2.6427453
0.49402538,2022-04-19,0.0031683156,0.003264508,0.11395394,2.643612
0.49402538,2022-04-20,0.003184714,0.0031645866,0.11403108,2.646407
0.49402538,2022-04-21,0.0031571118,0.003405796,0.11403135,2.6526856
0.49402538,2022-04-22,0.0030781585,0.0037750332,0.11372827,2.6640031
0.49402538,2022-04-23,0.0029079458,0.0038943607,0.11300045,2.6811843
0.49402538,2022-04-24,0.0026685295,0.004034363,0.11207521,2.703045
0.49402538,2022-04-25,0.0025452313,0.004159531,0.11163173,2.71776
0.49402538,2022-04-26,0.0025675376,0.0050913254,0.11150101,2.7241838
0.49402538,2022-04-27,0.0026301593,0.005528398,0.11150325,2.7275
0.49402538,2022-04-28,0.0026788032,0.006456905,0.11168697,2.7291007
0.49402538,2022-04-29,0.0027581516,0.007363791,0.111934066,2.7262347
0.49402538,2022-04-30,0.0028322465,0.0071499953,0.11215016,2.7203863
0.49402538,2022-05-01,0.002891993,0.006674438,0.112306915,2.7144122
0.49402538,2022-05-02,0.0029252004,0.0068816333,0.11240757,2.7117746
0.49402538,2022-05-03,0.0029396084,0.007974499,0.11276529,2.7093892
0.49402538,2022-05-04,0.0029440266,0.007835075,0.11296476,2.706911
0.49402538,2022-05-05,0.0029198045,0.0070294207,0.11309853,2.707126
0.49402538,2022-05-06,0.002863279,0.007098234,0.11315307,2.7106774
0.49402538,2022-05-07,0.002717942,0.007915007,0.113004245,2.719934
0.49402538,2022-05-08,0.002507921,0.007840812,0.11272742,2.7317436
0.49402538,2022-05-09,0.0024144605,0.008023778,0.112526886,2.7382972
0.49402538,2022-05-10,0.0025750468,0.007016658,0.11229797,2.736013
0.49402538,2022-05-11,0.0026934328,0.0073367897,0.112168476,2.7351959
0.49402538,2022-05-12,0.0026399489,0.00707535,0.11231476,2.7369704
0.49402538,2022-05-13,0.0026733512,0.007600459,0.1125205,2.731772
0.49402538,2022-05-14,0.002894411,0.007431673,0.11262379,2.7207606
0.49402538,2022-05-15,0.0030870175,0.008090622,0.11264662,2.714926
0.49402538,2022-05-16,0.0029889243,0.0074634645,0.1124368,2.7245028
0.49402538,2022-05-17,0.0026281946,0.0072807726,0.11218007,2.7432773
0.49402538,2022-05-18,0.0021966272,0.008614458,0.112122536,2.7590337
0.49402538,2022-05-19,0.002009477,0.0112437755,0.11208373,2.769639
0.49402538,2022-05-20,0.0021247377,0.014868612,0.112054735,2.7773495
0.49402538,2022-05-21,0.0021621059,0.014481543,0.111723915,2.783604
0.49402538,2022-05-22,0.002039116,0.010637271,0.1112883,2.7861662
0.49402538,2022-05-23,0.0021740138,0.015060784,0.11110375,2.792242
0.49402538,2022-05-24,0.002400752,0.019759042,0.11076559,2.797494
0.49402538,2022-05-25,0.0025226607,0.02034131,0.11021077,2.8042686
0.49402538,2022-05-26,0.0026326168,0.01768378,0.109773606,2.8112245
0.49402538,2022-05-27,0.0026924436,0.019775424,0.11004603,2.8175309
0.49402538,2022-05-28,0.0026466527,0.028714929,0.11160267,2.8191617
0.49402538,2022-05-29,0.002642808,0.037996422,0.113306224,2.8165562
0.49402538,2022-05-30,0.0026719205,0.035852157,0.11349721,2.8131156
0.49402538,2022-05-31,0.0027014452,0.028118633,0.11309344,2.8113832
0.49402538,2022-06-01,0.002732634,0.026489452,0.11299062,2.8157856
0.49402538,2022-06-02,0.002742282,0.032853633,0.11394184,2.8212671
0.49402538,2022-06-03,0.0027165222,0.043293744,0.1151588,2.8319979
0.49402538,2022-06-04,0.002687354,0.043421373,0.115162574,2.8443012
0.49402538,2022-06-05,0.002673328,0.037351184,0.11467456,2.8508353
0.49402538,2022-06-06,0.002637614,0.03756377,0.11478309,2.8572123
0.49402538,2022-06-07,0.0025815498,0.04397776,0.115601644,2.868386
0.49402538,2022-06-08,0.0025411798,0.048236385,0.11640925,2.882424
0.49402538,2022-06-09,0.0025324484,0.04800026,0.116437964,2.8958464
0.49402538,2022-06-10,0.0024897968,0.044037435,0.11560814,2.9003756
0.49402538,2022-06-11,0.0023736847,0.039876588,0.113953546,2.8922338
0.49402538,2022-06-12,0.0024130433,0.03647177,0.113535896,2.8918967
0.49402538,2022-06-13,0.0025230106,0.038729705,0.11360378,2.8998945
0.49402538,2022-06-14,0.0025683008,0.04091055,0.11330088,2.9063232
0.49402538,2022-06-15,0.002457753,0.041498393,0.113036916,2.9055243
0.49402538,2022-06-16,0.0023065251,0.039722554,0.112607986,2.9048018
0.49402538,2022-06-17,0.0022683828,0.03796662,0.11242686,2.9110436
0.49402538,2022-06-18,0.0022795557,0.04215947,0.112608425,2.9193807
0.49402538,2022-06-19,0.002318093,0.049977396,0.11310524,2.9287543
0.49402538,2022-06-20,0.002363928,0.05694314,0.1132344,2.941791
0.49402538,2022-06-21,0.0023531956,0.058908008,0.11336817,2.9532487
0.49402538,2022-06-22,0.00227308,0.058592398,0.11333032,2.9656286
0.49402538,2022-06-23,0.002172198,0.060615234,0.114180185,2.9766772
0.49402538,2022-06-24,0.0020348122,0.05938334,0.114712864,2.9764743
0.49402538,2022-06-25,0.0019393105,0.05449367,0.1146135,2.9767807
0.49402538,2022-06-26,0.0019488604,0.05148478,0.11440469,2.979783
0.49402538,2022-06-27,0.0020406486,0.054624952,0.11443657,2.993264
0.49402538,2022-06-28,0.0021345303,0.060029678,0.11440748,3.0099165
0.49402538,2022-06-29,0.0021752636,0.06424682,0.11428972,3.024928
0.49402538,2022-06-30,0.0021642288,0.06756287,0.11438244,3.0393178
0.49402538,2022-07-01,0.0020457164,0.06841432,0.11472798,3.047277
0.49402538,2022-07-02,0.001938212,0.06789616,0.11489346,3.0545444
0.49402538,2022-07-03,0.0019509522,0.06840409,0.11449218,3.0690567
0.49402538,2022-07-04,0.0019339215,0.077625856,0.11509736,3.0776913
0.49402538,2022-07-05,0.0019120736,0.092166945,0.11675029,3.088892
0.49402538,2022-07-06,0.001869176,0.0962129,0.116864376,3.0927455
0.49402538,2022-07-07,0.001813492,0.09252837,0.116689965,3.0917752
0.49402538,2022-07-08,0.0017407895,0.088101715,0.117145695,3.0794296
0.49402538,2022-07-09,0.0016831497,0.08872094,0.11857125,3.0649762
0.49402538,2022-07-10,0.0016845771,0.093064256,0.118824765,3.067863
0.49402538,2022-07-11,0.0017030707,0.096186504,0.11781985,3.0828567
0.49402538,2022-07-12,0.0017321275,0.09794475,0.117630824,3.0973406
0.49402538,2022-07-13,0.0017591021,0.093829855,0.11749225,3.1056883
0.49402538,2022-07-14,0.0017634481,0.08708483,0.11802915,3.1051219
0.49402538,2022-07-15,0.0018148732,0.09584591,0.11792316,3.1295948
0.49402538,2022-07-16,0.0018742736,0.107063666,0.11749807,3.1561177
0.49402538,2022-07-17,0.0018646456,0.10779275,0.118933685,3.156185
0.49402538,2022-07-18,0.0018713295,0.11778799,0.119176224,3.1653244
0.49402538,2022-07-19,0.0019023208,0.11443517,0.11761297,3.1746893
0.49402538,2022-07-20,0.0019243967,0.10453685,0.11775207,3.1673994
0.49402538,2022-07-21,0.0019294554,0.10173136,0.11827068,3.154963
0.49402538,2022-07-22,0.0018936571,0.09977009,0.11868815,3.1418657
0.49402538,2022-07-23,0.0019033174,0.10390428,0.12072451,3.1421025
0.49402538,2022-07-24,0.0019651449,0.11889756,0.122378975,3.1586008
0.49402538,2022-07-25,0.0019879828,0.119781196,0.123018846,3.1577835
0.49402538,2022-07-26,0.0019773506,0.12543738,0.12425333,3.153964
0.49402538,2022-07-27,0.0018757716,0.12567163,0.124208406,3.1359415
0.49402538,2022-07-28,0.001775691,0.10628177,0.122908786,3.110663
0.49402538,2022-07-29,0.0017913035,0.095896944,0.12309852,3.115546
0.49402538,2022-07-30,0.0018594428,0.09681918,0.12358926,3.131627
0.49402538,2022-07-31,0.0018991791,0.098780856,0.12439123,3.139214
0.49402538,2022-08-01,0.0018726718,0.09724237,0.12608778,3.1295643
0.49402538,2022-08-02,0.0018067732,0.09677299,0.12788783,3.1110392
0.49402538,2022-08-03,0.0017766973,0.10440325,0.12902305,3.0996313
0.49402538,2022-08-04,0.001817316,0.11337222,0.12919816,3.1075683
0.49402538,2022-08-05,0.0019232612,0.12537618,0.12908481,3.128158
0.49402538,2022-08-06,0.0019577327,0.12606671,0.12935129,3.1326718
0.49402538,2022-08-07,0.0018375171,0.12185704,0.12944104,3.1221147
0.49402538,2022-08-08,0.0017122447,0.109375685,0.12935898,3.1099827
0.49402538,2022-08-09,0.0017002663,0.10734883,0.12974475,3.116826
0.49402538,2022-08-10,0.0017039544,0.11475438,0.13055897,3.1163545
0.49402538,2022-08-11,0.0016953873,0.11684328,0.13116662,3.103316
0.49402538,2022-08-12,0.0016563812,0.103839174,0.1321701,3.086681
0.49402538,2022-08-13,0.0015886034,0.115542494,0.13518934,3.0855887
0.49402538,2022-08-14,0.0015027596,0.1369077,0.13759992,3.084661
0.49402538,2022-08-15,0.0014509986,0.13076752,0.13739745,3.0720527
0.49402538,2022-08-16,0.0014743401,0.11873427,0.13730302,3.0759063
0.49402538,2022-08-17,0.001485593,0.12001944,0.13757879,3.0758154
0.49402538,2022-08-18,0.0014677127,0.125855,0.13723764,3.0668879
0.49402538,2022-08-19,0.001489141,0.1287769,0.13639593,3.067875
0.49402538,2022-08-20,0.0015591921,0.12879425,0.13538161,3.0701034
0.49402538,2022-08-21,0.0016206377,0.10592437,0.13462652,3.0660982
0.49402538,2022-08-22,0.001638897,0.09462046,0.13432291,3.0524333
0.49402538,2022-08-23,0.0016247167,0.08625634,0.1329856,3.0268092
0.49402538,2022-08-24,0.0015569516,0.08008217,0.13229483,2.9971514
0.49402538,2022-08-25,0.0014689766,0.0842676,0.13225506,2.989417
0.49402538,2022-08-26,0.0014443239,0.07923688,0.13228819,2.998315
0.49402538,2022-08-27,0.001539135,0.07706602,0.13379292,3.0210373
0.49402538,2022-08-28,0.0017023599,0.0882909,0.13522208,3.050191
0.49402538,2022-08-29,0.0018150872,0.09350386,0.13438791,3.057687
0.49402538,2022-08-30,0.0018488647,0.083525784,0.13266541,3.049872
0.49402538,2022-08-31,0.0018477205,0.06940984,0.13148268,3.0356734
0.49402538,2022-09-01,0.0018478839,0.062270626,0.13071923,3.019244
0.49402538,2022-09-02,0.0018317045,0.05428022,0.13098294,3.01474
0.49402538,2022-09-03,0.0018369632,0.060149156,0.13270485,3.0331008
0.49402538,2022-09-04,0.0018905737,0.076836735,0.13409127,3.0602827
0.49402538,2022-09-05,0.0019572894,0.08271171,0.1335881,3.0744522
0.49402538,2022-09-06,0.0020024693,0.08164179,0.13230462,3.0772183
0.49402538,2022-09-07,0.001994859,0.07399422,0.1310107,3.0702963
0.49402538,2022-09-08,0.0019346098,0.070603535,0.12944323,3.0521603
0.49402538,2022-09-09,0.001842883,0.071945935,0.12729803,3.032145
0.49402538,2022-09-10,0.0017837547,0.06458443,0.1257635,3.0228946
0.49402538,2022-09-11,0.0017741524,0.07099138,0.1252293,3.0243776
0.49402538,2022-09-12,0.0017391429,0.04515001,0.12445813,3.0013285
0.49402538,2022-09-13,0.0017588639,0.040302604,0.12661439,3.0189767
0.49402538,2022-09-14,0.0018057122,0.050025366,0.1275889,3.0186257
0.49402538,2022-09-15,0.001905007,0.0504751,0.12784001,3.0219648
0.49402538,2022-09-16,0.0020190156,0.051164627,0.12747431,3.024196
0.49402538,2022-09-17,0.0020885454,0.052602623,0.12712325,3.0192444
0.49402538,2022-09-18,0.0020715795,0.045876324,0.12698708,3.0041122
0.49402538,2022-09-19,0.002063103,0.044392027,0.12876275,3.0113971
0.49402538,2022-09-20,0.0020838925,0.04628583,0.12880455,3.0070043
0.49402538,2022-09-21,0.0021012917,0.044873487,0.12855451,3.0015845
0.49402538,2022-09-22,0.0020952092,0.047489107,0.12922291,3.0017023
0.49402538,2022-09-23,0.002040129,0.04633955,0.12951586,2.990118
0.49402538,2022-09-24,0.002028738,0.04435134,0.13008778,2.9899952
0.49402538,2022-09-25,0.0020424589,0.047592632,0.13018423,2.9886067
0.49402538,2022-09-26,0.0020589177,0.041596666,0.12961799,2.9786942
0.49402538,2022-09-27,0.0020931934,0.03484855,0.12923445,2.970818
0.49402538,2022-09-28,0.0021081814,0.032826606,0.12912665,2.9612308
0.49402538,2022-09-29,0.0020746675,0.033143066,0.12907374,2.9478173
0.49402538,2022-09-30,0.001989212,0.02631601,0.12881471,2.9290028
0.49402538,2022-10-01,0.001957321,0.01980344,0.12900583,2.9333885
0.49402538,2022-10-02,0.0019580084,0.019351043,0.12981954,2.9456086
0.49402538,2022-10-03,0.0019501715,0.022207053,0.12997475,2.932057
0.49402538,2022-10-04,0.0018967134,0.02235923,0.1304341,2.9050033
0.49402538,2022-10-05,0.0019548512,0.019844806,0.13114491,2.9228594
0.49402538,2022-10-06,0.002051803,0.022538213,0.13157918,2.9376798
0.49402538,2022-10-07,0.0021220958,0.025375163,0.1310592,2.9309363
0.49402538,2022-10-08,0.0021692521,0.02541382,0.13038245,2.9113235
0.49402538,2022-10-09,0.00221946,0.01883313,0.12993935,2.9015923
0.49402538,2022-10-10,0.002308662,0.02434951,0.1310646,2.9205556
0.49402538,2022-10-11,0.0024027072,0.037571028,0.13158417,2.9162803
0.49402538,2022-10-12,0.002467541,0.038715,0.13097675,2.9033217
0.49402538,2022-10-13,0.002508731,0.0334061,0.1295461,2.8836684
0.49402538,2022-10-14,0.002530716,0.027503222,0.12820823,2.8626947
0.49402538,2022-10-15,0.002502938,0.018329654,0.12734908,2.8441098
0.49402538,2022-10-16,0.0024609976,0.013162055,0.12717248,2.837514
0.49402538,2022-10-17,0.0024874215,0.012679288,0.12710014,2.8509023
0.49402538,2022-10-18,0.0025371304,0.0148023255,0.12674464,2.854399
0.49402538,2022-10-19,0.002538126,0.015418811,0.12644199,2.8386297
0.49402538,2022-10-20,0.0024718472,0.016768865,0.12689137,2.8238697
0.49402538,2022-10-21,0.002349426,0.01731099,0.12789908,2.8069818
0.49402538,2022-10-22,0.0022119128,0.019130608,0.12880352,2.7872329
0.49402538,2022-10-23,0.0021355788,0.014897652,0.12895176,2.7737422
0.49402538,2022-10-24,0.0022524053,0.011224978,0.12847099,2.7943082
0.49402538,2022-10-25,0.0024018711,0.012849845,0.12786072,2.8164496
0.49402538,2022-10-26,0.0024865533,0.013689116,0.1270392,2.8122988
0.49402538,2022-10-27,0.0025347588,0.013720957,0.12667239,2.8026626
0.49402538,2022-10-28,0.002570368,0.017900445,0.12685665,2.7927432
0.49402538,2022-10-29,0.002608044,0.02486621,0.1272104,2.7863817
0.49402538,2022-10-30,0.002636167,0.028259294,0.1265774,2.7778344
0.49402538,2022-10-31,0.002612458,0.023007983,0.12544052,2.7630794
0.49402538,2022-11-01,0.0025663814,0.01841679,0.124948636,2.7455945
0.49402538,2022-11-02,0.0025411833,0.015050741,0.124727994,2.7288575
0.49402538,2022-11-03,0.0025255154,0.01525216,0.124868505,2.7174568
