depth,time,fe,no3,po4,si
0.49402538,2022-04-27,0.002229045,0.0058063827,0.11114589,2.7561138
0.49402538,2022-04-28,0.0022602787,0.007902324,0.11159002,2.7574377
0.49402538,2022-04-29,0.002261285,0.0080621345,0.111762844,2.7578611
0.49402538,2022-04-30,0.0022520835,0.0067807385,0.11172843,2.7573745
0.49402538,2022-05-01,0.0022379598,0.0059143337,0.11166208,2.7565706
0.49402538,2022-05-02,0.0022194711,0.005614892,0.11163348,2.7565556
0.49402538,2022-05-03,0.0022227594,0.0052969134,0.11179409,2.7543209
0.49402538,2022-05-04,0.0022274654,0.005469263,0.11202101,2.7505434
0.49402538,2022-05-05,0.0022171799,0.0053764917,0.11223341,2.7470226
0.49402538,2022-05-06,0.002196574,0.0053663887,0.112357445,2.7474787
0.49402538,2022-05-07,0.002074632,0.005756296,0.112461895,2.7531803
0.49402538,2022-05-08,0.0019762875,0.0063755712,0.11251873,2.7593527
0.49402538,2022-05-09,0.0020426929,0.0069223507,0.11240118,2.7629402
0.49402538,2022-05-10,0.0020871556,0.006691649,0.11227641,2.7645972
0.49402538,2022-05-11,0.0019231172,0.006990354,0.11227522,2.767435
0.49402538,2022-05-12,0.0019629363,0.006523987,0.112273,2.7664845
0.49402538,2022-05-13,0.0021765085,0.0075393547,0.11216537,2.7636712
0.49402538,2022-05-14,0.0023723065,0.00784545,0.11206553,2.7604172
0.49402538,2022-05-15,0.0023659784,0.008184094,0.112048216,2.7621176
0.49402538,2022-05-16,0.0021105076,0.0067100557,0.11208841,2.7666283
0.49402538,2022-05-17,0.0017557641,0.006195974,0.112218685,2.7688987
0.49402538,2022-05-18,0.001620497,0.0073772357,0.11213711,2.7724574
0.49402538,2022-05-19,0.0016777863,0.010220721,0.11213815,2.7790911
0.49402538,2022-05-20,0.0017246344,0.0131953,0.11209786,2.7875874
0.49402538,2022-05-21,0.0016736743,0.01183055,0.111205906,2.795353
0.49402538,2022-05-22,0.0017535794,0.009093101,0.110100396,2.7987902
0.49402538,2022-05-23,0.002026479,0.013065084,0.1096176,2.8030722
0.49402538,2022-05-24,0.0022278186,0.01735194,0.10930253,2.8072822
0.49402538,2022-05-25,0.0023194905,0.019205322,0.109272264,2.8140936
0.49402538,2022-05-26,0.0023279965,0.019087313,0.109743655,2.8176985
0.49402538,2022-05-27,0.0022326394,0.019454723,0.11096337,2.8197193
0.49402538,2022-05-28,0.0021560264,0.022662016,0.112217754,2.8209486
0.49402538,2022-05-29,0.0021827922,0.03082452,0.113581985,2.8236494
0.49402538,2022-05-30,0.002227052,0.033324476,0.1141732,2.829048
0.49402538,2022-05-31,0.0022400608,0.031137152,0.11433644,2.8336837
0.49402538,2022-06-01,0.0022415037,0.03097985,0.11436223,2.844349
0.49402538,2022-06-02,0.0022525776,0.03061886,0.114348434,2.8509667
0.49402538,2022-06-03,0.002247853,0.03242113,0.114427865,2.8590672
0.49402538,2022-06-04,0.002231263,0.032162305,0.114302464,2.8669336
0.49402538,2022-06-05,0.0022178579,0.031517997,0.11426171,2.87335
0.49402538,2022-06-06,0.0022097442,0.031369675,0.11443714,2.8776348
0.49402538,2022-06-07,0.0021867545,0.031976186,0.11466706,2.8793983
0.49402538,2022-06-08,0.002184848,0.034130137,0.11488879,2.8797665
0.49402538,2022-06-09,0.0021808571,0.03585426,0.11422875,2.8765795
0.49402538,2022-06-10,0.0020906688,0.031892408,0.11276072,2.8656628
0.49402538,2022-06-11,0.002022699,0.028969139,0.1117061,2.861076
0.49402538,2022-06-12,0.0020688663,0.025621274,0.11132353,2.8613281
0.49402538,2022-06-13,0.0020930155,0.028499171,0.1113596,2.870139
0.49402538,2022-06-14,0.0020107746,0.03185442,0.11142818,2.8806975
0.49402538,2022-06-15,0.0018839799,0.033375178,0.11152739,2.887597
0.49402538,2022-06-16,0.0018356611,0.031872097,0.110862374,2.8938532
0.49402538,2022-06-17,0.0018604059,0.027841588,0.110476196,2.8934765
0.49402538,2022-06-18,0.0019000769,0.031042302,0.11104103,2.8939726
0.49402538,2022-06-19,0.0019283108,0.03751308,0.11165667,2.9006717
0.49402538,2022-06-20,0.0019195915,0.046502654,0.11233911,2.9206154
0.49402538,2022-06-21,0.0018341317,0.04725972,0.11287239,2.9313145
0.49402538,2022-06-22,0.0017075605,0.044386342,0.113654055,2.9319127
0.49402538,2022-06-23,0.0016070242,0.044715,0.11478749,2.9353802
0.49402538,2022-06-24,0.0015709265,0.041646916,0.11450285,2.937809
0.49402538,2022-06-25,0.0016071199,0.039037682,0.113522656,2.9477894
0.49402538,2022-06-26,0.0016917057,0.03763731,0.11234308,2.9610527
0.49402538,2022-06-27,0.0017899051,0.03811424,0.1116389,2.975521
0.49402538,2022-06-28,0.0018205993,0.038946435,0.11132484,2.9855661
0.49402538,2022-06-29,0.0017858343,0.041172624,0.11162237,2.9972618
0.49402538,2022-06-30,0.0016582782,0.0427912,0.112425186,3.0018442
0.49402538,2022-07-01,0.0015031028,0.044403274,0.11319682,3.0023108
0.49402538,2022-07-02,0.001467546,0.04628919,0.11248705,3.0149748
0.49402538,2022-07-03,0.0014819046,0.04700005,0.11146074,3.0282671
0.49402538,2022-07-04,0.0014596181,0.04987377,0.11139997,3.024799
0.49402538,2022-07-05,0.0014310759,0.055655014,0.11295956,3.0173206
0.49402538,2022-07-06,0.0013922806,0.056362342,0.113766104,3.0107343
0.49402538,2022-07-07,0.0013490563,0.055303827,0.114387415,3.0112896
0.49402538,2022-07-08,0.0013116146,0.051619265,0.11523417,2.999528
0.49402538,2022-07-09,0.0013111979,0.048082676,0.116237365,2.9813254
0.49402538,2022-07-10,0.0013397495,0.05199306,0.11636647,2.9871185
0.49402538,2022-07-11,0.0013459463,0.06007034,0.11682627,3.008237
0.49402538,2022-07-12,0.0013417996,0.0655381,0.11743135,3.0315378
0.49402538,2022-07-13,0.001361006,0.06213447,0.116873644,3.0463474
0.49402538,2022-07-14,0.0014300126,0.054248277,0.11578978,3.0479581
0.49402538,2022-07-15,0.0015122421,0.0602604,0.11468226,3.066247
0.49402538,2022-07-16,0.0015217572,0.07044029,0.11455455,3.0860317
0.49402538,2022-07-17,0.0015209476,0.06878498,0.11531954,3.0781806
0.49402538,2022-07-18,0.001569508,0.07560293,0.11575534,3.0825264
0.49402538,2022-07-19,0.0016161571,0.07286089,0.115278184,3.0833747
0.49402538,2022-07-20,0.0016016039,0.06136502,0.115750074,3.0566006
0.49402538,2022-07-21,0.0015482322,0.057627257,0.117077224,3.0342538
0.49402538,2022-07-22,0.001513702,0.059099942,0.11852411,3.0300639
0.49402538,2022-07-23,0.0015392603,0.0625258,0.12025082,3.034797
0.49402538,2022-07-24,0.0015645412,0.076841325,0.12158605,3.0556004
0.49402538,2022-07-25,0.0015560774,0.079120435,0.12213399,3.058809
0.49402538,2022-07-26,0.0015118803,0.08247375,0.12285329,3.0535688
0.49402538,2022-07-27,0.001426571,0.07913867,0.122374274,3.039778
0.49402538,2022-07-28,0.0013449779,0.063156866,0.12198549,3.0172193
0.49402538,2022-07-29,0.0013131701,0.055178314,0.12291241,3.0034916
0.49402538,2022-07-30,0.0013360954,0.059818983,0.12418609,3.0128775
0.49402538,2022-07-31,0.0013336394,0.063908465,0.12530392,3.0219147
0.49402538,2022-08-01,0.001259168,0.060354333,0.12672973,2.9962265
0.49402538,2022-08-02,0.0011818925,0.068255804,0.12860852,2.9632418
0.49402538,2022-08-03,0.0011885419,0.08853351,0.13011684,2.9582567
0.49402538,2022-08-04,0.0012589188,0.10508006,0.13034827,2.986447
0.49402538,2022-08-05,0.0013085996,0.11755865,0.13050912,3.0297425
0.49402538,2022-08-06,0.0012709914,0.10754038,0.12942769,3.0337532
0.49402538,2022-08-07,0.0012078044,0.08617886,0.12750141,3.0124938
0.49402538,2022-08-08,0.0011835174,0.068883955,0.12734178,2.9857152
0.49402538,2022-08-09,0.0011738195,0.07193757,0.12972324,2.9777706
0.49402538,2022-08-10,0.0011763364,0.093202084,0.13278407,3.0004272
0.49402538,2022-08-11,0.0011848427,0.09924632,0.13390271,3.0168982
0.49402538,2022-08-12,0.0011527396,0.08890614,0.13436793,3.0082462
0.49402538,2022-08-13,0.0010964619,0.09149776,0.13639165,2.9948232
0.49402538,2022-08-14,0.0010549139,0.1028428,0.13682999,2.9936411
0.49402538,2022-08-15,0.0010507065,0.09086307,0.13435484,2.9816046
0.49402538,2022-08-16,0.0011019084,0.07392193,0.13204806,2.954281
0.49402538,2022-08-17,0.0011515709,0.077300705,0.131453,2.9437284
0.49402538,2022-08-18,0.0011640857,0.091261305,0.1321597,2.9558809
0.49402538,2022-08-19,0.0012014393,0.11003381,0.13409282,2.9987729
0.49402538,2022-08-20,0.0012492206,0.109903656,0.13440526,3.020564
0.49402538,2022-08-21,0.001273137,0.08581158,0.13345626,3.0022104
0.49402538,2022-08-22,0.0012659687,0.07728565,0.13397647,2.9809065
0.49402538,2022-08-23,0.0012543168,0.0774378,0.13393305,2.9735098
0.49402538,2022-08-24,0.0012625398,0.07366066,0.1336626,2.9822216
0.49402538,2022-08-25,0.0013464815,0.07632033,0.13317977,3.0145404
0.49402538,2022-08-26,0.0014676674,0.066767216,0.13114513,3.0212345
0.49402538,2022-08-27,0.0015546806,0.055260133,0.12979011,3.0020132
0.49402538,2022-08-28,0.0015892485,0.0642793,0.12990756,3.007826
0.49402538,2022-08-29,0.0015877578,0.07090614,0.12940623,3.0151854
0.49402538,2022-08-30,0.0015797244,0.06487367,0.12848638,3.0126479
0.49402538,2022-08-31,0.0015835337,0.05778514,0.12813704,3.0083542
0.49402538,2022-09-01,0.0016093726,0.05757703,0.12855399,3.0159094
0.49402538,2022-09-02,0.0016310381,0.053800765,0.1294309,3.0232458
0.49402538,2022-09-03,0.0016561571,0.05858809,0.13091548,3.0299594
0.49402538,2022-09-04,0.0016362179,0.069511324,0.13049784,3.022178
0.49402538,2022-09-05,0.0015780343,0.062865995,0.12744719,2.9890416
0.49402538,2022-09-06,0.0015101532,0.057087272,0.12545656,2.9659863
0.49402538,2022-09-07,0.0014345492,0.051924974,0.12424851,2.951519
0.49402538,2022-09-08,0.0013380564,0.051368352,0.12363961,2.9422987
0.49402538,2022-09-09,0.0012513825,0.055599984,0.12341825,2.9385169
0.49402538,2022-09-10,0.0012428638,0.052620392,0.12344202,2.9352264
0.49402538,2022-09-11,0.0012563722,0.061171204,0.12440308,2.9543831
0.49402538,2022-09-12,0.0012143578,0.03476207,0.12318168,2.9011877
0.49402538,2022-09-13,0.0012672304,0.032977957,0.124146044,2.8727458
0.49402538,2022-09-14,0.0013208174,0.04727989,0.12542655,2.8674164
0.49402538,2022-09-15,0.0013921318,0.050924823,0.12607594,2.8806086
0.49402538,2022-09-16,0.0014646202,0.051067043,0.12619707,2.9053125
0.49402538,2022-09-17,0.0014893613,0.05412134,0.12659813,2.926193
0.49402538,2022-09-18,0.0014417631,0.039097745,0.12591846,2.9017723
0.49402538,2022-09-19,0.0014398446,0.03347635,0.12672785,2.8886406
0.49402538,2022-09-20,0.0014340798,0.03750321,0.12747933,2.889816
0.49402538,2022-09-21,0.0014168663,0.036154736,0.12778535,2.8876383
0.49402538,2022-09-22,0.001386601,0.03688268,0.12868947,2.8811042
0.49402538,2022-09-23,0.0013187301,0.0349419,0.12941678,2.8626497
0.49402538,2022-09-24,0.0013129687,0.031241097,0.12989774,2.8471458
0.49402538,2022-09-25,0.0013190024,0.036381572,0.13055374,2.8439724
0.49402538,2022-09-26,0.001334567,0.033468816,0.13056159,2.8383863
0.49402538,2022-09-27,0.0013745337,0.030480133,0.13057001,2.8398015
0.49402538,2022-09-28,0.0014098486,0.029750882,0.13071473,2.843153
0.49402538,2022-09-29,0.0014272198,0.027121624,0.13071918,2.8397977
0.49402538,2022-09-30,0.0014298804,0.022289747,0.13077919,2.830365
0.49402538,2022-10-01,0.0014444297,0.016964292,0.13111073,2.823798
0.49402538,2022-10-02,0.0014436884,0.017135264,0.13213879,2.816239
0.49402538,2022-10-03,0.0014337315,0.020259801,0.13280995,2.8052855
0.49402538,2022-10-04,0.0014020066,0.020842806,0.13332172,2.7905865
0.49402538,2022-10-05,0.0014377354,0.016837908,0.13343996,2.7883637
0.49402538,2022-10-06,0.0014753286,0.01856614,0.13372384,2.787288
0.49402538,2022-10-07,0.001500497,0.022492236,0.13383001,2.7899125
0.49402538,2022-10-08,0.0015100795,0.023660505,0.13373277,2.7890732
0.49402538,2022-10-09,0.0015208613,0.020482766,0.1335098,2.787898
0.49402538,2022-10-10,0.0015894485,0.020057017,0.13384469,2.8053703
0.49402538,2022-10-11,0.001655951,0.026245018,0.13403778,2.8195388
0.49402538,2022-10-12,0.0016942607,0.02585803,0.13353305,2.824086
0.49402538,2022-10-13,0.0017091922,0.024454221,0.13268743,2.8212845
0.49402538,2022-10-14,0.0017006648,0.02317215,0.13201179,2.8102791
0.49402538,2022-10-15,0.0016790851,0.01669921,0.13136521,2.7957077
0.49402538,2022-10-16,0.0016627772,0.012324829,0.13115111,2.7873428
0.49402538,2022-10-17,0.0016944814,0.011379298,0.13128538,2.7921438
0.49402538,2022-10-18,0.0017336878,0.013509746,0.13141662,2.7893355
0.49402538,2022-10-19,0.001706379,0.014989956,0.13164628,2.7739935
0.49402538,2022-10-20,0.0015866099,0.016750487,0.13241832,2.7477853
0.49402538,2022-10-21,0.0014712289,0.016138365,0.133054,2.7194948
0.49402538,2022-10-22,0.0014202484,0.0169114,0.1331692,2.7068987
0.49402538,2022-10-23,0.0014112763,0.013245975,0.13257247,2.6986983
0.49402538,2022-10-24,0.0015272734,0.010082687,0.13179477,2.713586
0.49402538,2022-10-25,0.0016829195,0.010306173,0.13127704,2.7442472
0.49402538,2022-10-26,0.0017603915,0.0109521225,0.13069905,2.7582521
0.49402538,2022-10-27,0.0017812498,0.011094221,0.13021012,2.7522202
0.49402538,2022-10-28,0.0017830372,0.019209571,0.13062027,2.7341125
0.49402538,2022-10-29,0.001823167,0.04069523,0.13258389,2.717271
0.49402538,2022-10-30,0.0019165942,0.061944317,0.13410582,2.7118206
0.49402538,2022-10-31,0.0019953896,0.05479798,0.13301323,2.7116678
0.49402538,2022-11-01,0.0020360693,0.034522288,0.1309677,2.7106516
0.49402538,2022-11-02,0.0020748407,0.021945892,0.12949994,2.7096167
