depth,latitude,longitude,time,chl,phyc
0.49402538,-32.25,115.25,2022-04-07,0.10913617,0.96962357
0.49402538,-32.25,115.25,2022-04-08,0.108166814,0.9738433
0.49402538,-32.25,115.25,2022-04-09,0.10782104,0.971769
0.49402538,-32.25,115.25,2022-04-10,0.10551547,0.96379995
0.49402538,-32.25,115.25,2022-04-11,0.10363623,0.9601608
0.49402538,-32.25,115.25,2022-04-12,0.10379738,0.9534652
0.49402538,-32.25,115.25,2022-04-13,0.10477751,0.9475315
0.49402538,-32.25,115.25,2022-04-14,0.10355059,0.94419587
0.49402538,-32.25,115.25,2022-04-15,0.10177864,0.9450527
0.49402538,-32.25,115.25,2022-04-16,0.10223642,0.9501681
0.49402538,-32.25,115.25,2022-04-17,0.103593014,0.9473569
0.49402538,-32.25,115.25,2022-04-18,0.10446972,0.9434702
0.49402538,-32.25,115.25,2022-04-19,0.10776609,0.9471171
0.49402538,-32.25,115.25,2022-04-20,0.11455748,0.96134734
0.49402538,-32.25,115.25,2022-04-21,0.1210648,0.98448557
0.49402538,-32.25,115.25,2022-04-22,0.122204654,0.9933002
0.49402538,-32.25,115.25,2022-04-23,0.119204015,0.9748223
0.49402538,-32.25,115.25,2022-04-24,0.12070268,0.9604386
0.49402538,-32.25,115.25,2022-04-25,0.1304973,0.9911105
0.49402538,-32.25,115.25,2022-04-26,0.14004335,1.0287976
0.49402538,-32.25,115.25,2022-04-27,0.15049613,1.0734396
0.49402538,-32.25,115.25,2022-04-28,0.16632187,1.1373279
0.49402538,-32.25,115.25,2022-04-29,0.17846172,1.1954666
0.49402538,-32.25,115.25,2022-04-30,0.17936851,1.2010791
0.49402538,-32.25,115.25,2022-05-01,0.17163128,1.1700732
0.49402538,-32.25,115.25,2022-05-02,0.16137962,1.1293676
0.49402538,-32.25,115.25,2022-05-03,0.15912864,1.105992
0.49402538,-32.25,115.25,2022-05-04,0.15826437,1.1001283
0.49402538,-32.25,115.25,2022-05-05,0.15712975,1.1050133
0.49402538,-32.25,115.25,2022-05-06,0.15380023,1.1119268
0.49402538,-32.25,115.25,2022-05-07,0.15055051,1.123366
0.49402538,-32.25,115.25,2022-05-08,0.14517742,1.1135288
0.49402538,-32.25,115.25,2022-05-09,0.14250207,1.1136054
0.49402538,-32.25,115.25,2022-05-10,0.13895337,1.119836
0.49402538,-32.25,115.25,2022-05-11,0.13416122,1.1050416
0.49402538,-32.25,115.25,2022-05-12,0.13519426,1.0709307
0.49402538,-32.25,115.25,2022-05-13,0.15260015,1.1000575
0.49402538,-32.25,115.25,2022-05-14,0.15428643,1.1364732
0.49402538,-32.25,115.25,2022-05-15,0.14698951,1.1484731
0.49402538,-32.25,115.25,2022-05-16,0.13869001,1.1364498
0.49402538,-32.25,115.25,2022-05-17,0.13333113,1.1150563
0.49402538,-32.25,115.25,2022-05-18,0.13042301,1.0856708
0.49402538,-32.25,115.25,2022-05-19,0.13255863,1.0755764
0.49402538,-32.25,115.25,2022-05-20,0.13179958,1.0715773
0.49402538,-32.25,115.25,2022-05-21,0.13105671,1.0685066
0.49402538,-32.25,115.25,2022-05-22,0.14463386,1.0929159
0.49402538,-32.25,115.25,2022-05-23,0.16869335,1.1501347
0.49402538,-32.25,115.25,2022-05-24,0.18249105,1.2019048
0.49402538,-32.25,115.25,2022-05-25,0.19025867,1.2795948
0.49402538,-32.25,115.25,2022-05-26,0.19463478,1.3354404
0.49402538,-32.25,115.25,2022-05-27,0.2024174,1.3617774
0.49402538,-32.25,115.25,2022-05-28,0.21838737,1.3638618
0.49402538,-32.25,115.25,2022-05-29,0.24134013,1.3597124
0.49402538,-32.25,115.25,2022-05-30,0.25476715,1.4152051
0.49402538,-32.25,115.25,2022-05-31,0.24028471,1.4192408
0.49402538,-32.25,115.25,2022-06-01,0.22118348,1.3686192
0.49402538,-32.25,115.25,2022-06-02,0.2241135,1.3209435
0.49402538,-32.25,115.25,2022-06-03,0.23706312,1.3174783
0.49402538,-32.25,115.25,2022-06-04,0.23903048,1.3244166
0.49402538,-32.25,115.25,2022-06-05,0.23256385,1.3133423
0.49402538,-32.25,115.25,2022-06-06,0.22799534,1.2750647
0.49402538,-32.25,115.25,2022-06-07,0.23437066,1.25424
0.49402538,-32.25,115.25,2022-06-08,0.2306363,1.2029127
0.49402538,-32.25,115.25,2022-06-09,0.22551839,1.175693
0.49402538,-32.25,115.25,2022-06-10,0.21704398,1.1509087
0.49402538,-32.25,115.25,2022-06-11,0.21176237,1.1749098
0.49402538,-32.25,115.25,2022-06-12,0.20615478,1.1663349
0.49402538,-32.25,115.25,2022-06-13,0.21435063,1.193844
0.49402538,-32.25,115.25,2022-06-14,0.21145779,1.2073421
0.49402538,-32.25,115.25,2022-06-15,0.2060023,1.1568066
0.49402538,-32.25,115.25,2022-06-16,0.21758388,1.1422765
0.49402538,-32.25,115.25,2022-06-17,0.22190404,1.1222432
0.49402538,-32.25,115.25,2022-06-18,0.23052153,1.1049068
0.49402538,-32.25,115.25,2022-06-19,0.24973343,1.1510185
0.49402538,-32.25,115.25,2022-06-20,0.25828728,1.2000171
0.49402538,-32.25,115.25,2022-06-21,0.24895436,1.1984134
0.49402538,-32.25,115.25,2022-06-22,0.23761839,1.2307512
0.49402538,-32.25,115.25,2022-06-23,0.21640004,1.1966841
0.49402538,-32.25,115.25,2022-06-24,0.20405428,1.1847869
0.49402538,-32.25,115.25,2022-06-25,0.20017934,1.1663182
0.49402538,-32.25,115.25,2022-06-26,0.2138881,1.1618551
0.49402538,-32.25,115.25,2022-06-27,0.2311628,1.1501833
0.49402538,-32.25,115.25,2022-06-28,0.24658214,1.1557856
0.49402538,-32.25,115.25,2022-06-29,0.24587598,1.1734496
0.49402538,-32.25,115.25,2022-06-30,0.2355617,1.1786988
0.49402538,-32.25,115.25,2022-07-01,0.22109886,1.1811659
0.49402538,-32.25,115.25,2022-07-02,0.22047912,1.1980727
0.49402538,-32.25,115.25,2022-07-03,0.23407431,1.2339277
0.49402538,-32.25,115.25,2022-07-04,0.2524823,1.2349031
0.49402538,-32.25,115.25,2022-07-05,0.23051558,1.1026672
0.49402538,-32.25,115.25,2022-07-06,0.23678087,1.114146
0.49402538,-32.25,115.25,2022-07-07,0.22841008,1.141917
0.49402538,-32.25,115.25,2022-07-08,0.22827917,1.13962
0.49402538,-32.25,115.25,2022-07-09,0.22422205,1.094486
0.49402538,-32.25,115.25,2022-07-10,0.24546486,1.1544206
0.49402538,-32.25,115.25,2022-07-11,0.24505928,1.23177
0.49402538,-32.25,115.25,2022-07-12,0.23406935,1.2497908
0.49402538,-32.25,115.25,2022-07-13,0.22565192,1.2461388
0.49402538,-32.25,115.25,2022-07-14,0.23013718,1.209318
0.49402538,-32.25,115.25,2022-07-15,0.24298988,1.2391394
0.49402538,-32.25,115.25,2022-07-16,0.2377665,1.2683737
0.49402538,-32.25,115.25,2022-07-17,0.2194453,1.1532044
0.49402538,-32.25,115.25,2022-07-18,0.2514953,1.2287855
0.49402538,-32.25,115.25,2022-07-19,0.26313567,1.3363774
0.49402538,-32.25,115.25,2022-07-20,0.2550722,1.2686809
0.49402538,-32.25,115.25,2022-07-21,0.26179925,1.247899
0.49402538,-32.25,115.25,2022-07-22,0.25598168,1.2530986
0.49402538,-32.25,115.25,2022-07-23,0.24825892,1.1569065
0.49402538,-32.25,115.25,2022-07-24,0.26824206,1.1598822
0.49402538,-32.25,115.25,2022-07-25,0.2931455,1.224708
0.49402538,-32.25,115.25,2022-07-26,0.29974774,1.2208482
0.49402538,-32.25,115.25,2022-07-27,0.3273135,1.3133782
0.49402538,-32.25,115.25,2022-07-28,0.3257713,1.412219
0.49402538,-32.25,115.25,2022-07-29,0.28606582,1.3412316
0.49402538,-32.25,115.25,2022-07-30,0.27666622,1.2996551
0.49402538,-32.25,115.25,2022-07-31,0.27292296,1.2556019
0.49402538,-32.25,115.25,2022-08-01,0.25979355,1.1741877
0.49402538,-32.25,115.25,2022-08-02,0.26606745,1.1808463
0.49402538,-32.25,115.25,2022-08-03,0.30043542,1.2916698
0.49402538,-32.25,115.25,2022-08-04,0.34085324,1.451074
0.49402538,-32.25,115.25,2022-08-05,0.35442913,1.553458
0.49402538,-32.25,115.25,2022-08-06,0.34325528,1.5240963
0.49402538,-32.25,115.25,2022-08-07,0.33394003,1.5166719
0.49402538,-32.25,115.25,2022-08-08,0.30226138,1.4267621
0.49402538,-32.25,115.25,2022-08-09,0.2916196,1.3619833
0.49402538,-32.25,115.25,2022-08-10,0.2961794,1.3871306
0.49402538,-32.25,115.25,2022-08-11,0.2802901,1.4323496
0.49402538,-32.25,115.25,2022-08-12,0.28194568,1.4260194
0.49402538,-32.25,115.25,2022-08-13,0.2952141,1.3518178
0.49402538,-32.25,115.25,2022-08-14,0.31678566,1.3826463
0.49402538,-32.25,115.25,2022-08-15,0.32312608,1.4500759
0.49402538,-32.25,115.25,2022-08-16,0.31381655,1.4051732
0.49402538,-32.25,115.25,2022-08-17,0.31051892,1.3406987
0.49402538,-32.25,115.25,2022-08-18,0.32690495,1.3640782
0.49402538,-32.25,115.25,2022-08-19,0.3423605,1.4901268
0.49402538,-32.25,115.25,2022-08-20,0.30840698,1.5534135
0.49402538,-32.25,115.25,2022-08-21,0.30648732,1.529906
0.49402538,-32.25,115.25,2022-08-22,0.3420242,1.5745097
0.49402538,-32.25,115.25,2022-08-23,0.34490174,1.679142
0.49402538,-32.25,115.25,2022-08-24,0.31155562,1.6663979
0.49402538,-32.25,115.25,2022-08-25,0.2752993,1.6154568
0.49402538,-32.25,115.25,2022-08-26,0.2639505,1.5627208
0.49402538,-32.25,115.25,2022-08-27,0.32131815,1.5556579
0.49402538,-32.25,115.25,2022-08-28,0.35132402,1.5167284
0.49402538,-32.25,115.25,2022-08-29,0.37666413,1.6114671
0.49402538,-32.25,115.25,2022-08-30,0.35904223,1.6601883
0.49402538,-32.25,115.25,2022-08-31,0.31936854,1.5934186
0.49402538,-32.25,115.25,2022-09-01,0.2880755,1.5189315
0.49402538,-32.25,115.25,2022-09-02,0.27910057,1.4321139
0.49402538,-32.25,115.25,2022-09-03,0.28288186,1.2985555
0.49402538,-32.25,115.25,2022-09-04,0.3130059,1.2858579
0.49402538,-32.25,115.25,2022-09-05,0.37123194,1.474583
0.49402538,-32.25,115.25,2022-09-06,0.39636716,1.6258645
0.49402538,-32.25,115.25,2022-09-07,0.37725657,1.6441872
0.49402538,-32.25,115.25,2022-09-08,0.31669575,1.5349561
0.49402538,-32.25,115.25,2022-09-09,0.24985483,1.4320452
0.49402538,-32.25,115.25,2022-09-10,0.210367,1.3721411
0.49402538,-32.25,115.25,2022-09-11,0.18746105,1.3515705
0.49402538,-32.25,115.25,2022-09-12,0.19934128,1.3630167
0.49402538,-32.25,115.25,2022-09-13,0.27000043,1.444256
0.49402538,-32.25,115.25,2022-09-14,0.32327005,1.5647651
0.49402538,-32.25,115.25,2022-09-15,0.3542901,1.7041075
0.49402538,-32.25,115.25,2022-09-16,0.35046512,1.7910427
0.49402538,-32.25,115.25,2022-09-17,0.3065204,1.7298132
0.49402538,-32.25,115.25,2022-09-18,0.27295324,1.6303544
0.49402538,-32.25,115.25,2022-09-19,0.28930682,1.5680391
0.49402538,-32.25,115.25,2022-09-20,0.30787626,1.6104528
0.49402538,-32.25,115.25,2022-09-21,0.30516234,1.6486634
0.49402538,-32.25,115.25,2022-09-22,0.30646715,1.6467254
0.49402538,-32.25,115.25,2022-09-23,0.2945033,1.6249665
0.49402538,-32.25,115.25,2022-09-24,0.28674304,1.5954297
0.49402538,-32.25,115.25,2022-09-25,0.28494704,1.5982299
0.49402538,-32.25,115.25,2022-09-26,0.26308274,1.5836985
0.49402538,-32.25,115.25,2022-09-27,0.23776165,1.552496
0.49402538,-32.25,115.25,2022-09-28,0.2188349,1.4936606
0.49402538,-32.25,115.25,2022-09-29,0.2015911,1.4209552
0.49402538,-32.25,115.25,2022-09-30,0.18235593,1.3605051
0.49402538,-32.25,115.25,2022-10-01,0.18153927,1.3503008
0.49402538,-32.25,115.25,2022-10-02,0.20255966,1.37038
0.49402538,-32.25,115.25,2022-10-03,0.20924124,1.3991567
0.49402538,-32.25,115.25,2022-10-04,0.19357961,1.3894488
0.49402538,-32.25,115.25,2022-10-05,0.21081021,1.4457706
0.49402538,-32.25,115.25,2022-10-06,0.2244039,1.4760957
0.49402538,-32.25,115.25,2022-10-07,0.20940554,1.4787045
0.49402538,-32.25,115.25,2022-10-08,0.1802619,1.4257234
0.49402538,-32.25,115.25,2022-10-09,0.17559056,1.3946891
0.49402538,-32.25,115.25,2022-10-10,0.2421485,1.5247808
0.49402538,-32.25,115.25,2022-10-11,0.28856814,1.653037
0.49402538,-32.25,115.25,2022-10-12,0.30136666,1.7277311
0.49402538,-32.25,115.25,2022-10-13,0.2853292,1.7698323
0.49402538,-32.25,115.25,2022-10-14,0.23708978,1.7002943
0.49402538,-32.25,115.25,2022-10-15,0.19318011,1.5583792
0.49402538,-32.25,115.25,2022-10-16,0.17309922,1.4331595
0.49402538,-32.25,115.25,2022-10-17,0.17139378,1.385502
0.49402538,-32.25,115.25,2022-10-18,0.1632033,1.3591713
0.49402538,-32.25,115.25,2022-10-19,0.14508843,1.3075982
0.49402538,-32.25,115.25,2022-10-20,0.13345784,1.2619903
0.49402538,-32.25,115.25,2022-10-21,0.124904215,1.2221109
0.49402538,-32.25,115.25,2022-10-22,0.114325345,1.1731037
0.49402538,-32.25,115.25,2022-10-23,0.11699122,1.1533005
0.49402538,-32.25,115.25,2022-10-24,0.16260959,1.2762669
0.49402538,-32.25,115.25,2022-10-25,0.19456641,1.3912992
0.49402538,-32.25,115.25,2022-10-26,0.19821458,1.4212645
0.49402538,-32.25,115.25,2022-10-27,0.21568963,1.4891337
0.49402538,-32.25,115.25,2022-10-28,0.26314372,1.6544093
0.49402538,-32.25,115.25,2022-10-29,0.2942666,1.7250425
0.49402538,-32.25,115.25,2022-10-30,0.3087708,1.7710208
0.49402538,-32.25,115.25,2022-10-31,0.29086116,1.8114147
0.49402538,-32.25,115.25,2022-11-01,0.26056048,1.779079
0.49402538,-32.25,115.25,2022-11-02,0.22981404,1.727372
0.49402538,-32.25,115.25,2022-11-03,0.19512145,1.6320351
0.49402538,-32.25,115.25,2022-11-04,0.17585145,1.5515698
0.49402538,-32.25,115.25,2022-11-05,0.17767362,1.5296555
0.49402538,-32.25,115.25,2022-11-06,0.18055098,1.503292
0.49402538,-32.25,115.25,2022-11-07,0.1768963,1.4855909
0.49402538,-32.25,115.25,2022-11-08,0.16010629,1.4374164
0.49402538,-32.25,115.25,2022-11-09,0.13719498,1.3493034
0.49402538,-32.25,115.25,2022-11-10,0.13477626,1.3037418
0.49402538,-32.25,115.25,2022-11-11,0.15860194,1.3314209
0.49402538,-32.25,115.25,2022-11-12,0.15678515,1.2933744
0.49402538,-32.25,115.25,2022-11-13,0.15561828,1.2819446
0.49402538,-32.25,115.25,2022-11-14,0.15472251,1.2943488
0.49402538,-32.25,115.25,2022-11-15,0.14822751,1.3035052
0.49402538,-32.25,115.25,2022-11-16,0.13888301,1.2918828
0.49402538,-32.25,115.25,2022-11-17,0.15129991,1.3266078
0.49402538,-32.25,115.25,2022-11-18,0.18329838,1.4235059
0.49402538,-32.25,115.25,2022-11-19,0.18803318,1.4457431
0.49402538,-32.25,115.25,2022-11-20,0.17422335,1.4295787
0.49402538,-32.25,115.25,2022-11-21,0.15088247,1.381458
0.49402538,-32.25,115.25,2022-11-22,0.1269466,1.3081611
0.49402538,-32.25,115.25,2022-11-23,0.10600665,1.2108858
0.49402538,-32.25,115.25,2022-11-24,0.09675058,1.1526185
0.49402538,-32.25,115.25,2022-11-25,0.09720881,1.1434
0.49402538,-32.25,115.25,2022-11-26,0.109560065,1.17543
0.49402538,-32.25,115.25,2022-11-27,0.122130364,1.2045032
0.49402538,-32.25,115.25,2022-11-28,0.12192315,1.195006
0.49402538,-32.25,115.25,2022-11-29,0.11680967,1.1786087
0.49402538,-32.25,115.25,2022-11-30,0.10937006,1.1466615
0.49402538,-32.25,115.25,2022-12-01,0.10850373,1.1429112
0.49402538,-32.25,115.25,2022-12-02,0.10797318,1.1421897
0.49402538,-32.25,115.25,2022-12-03,0.10866835,1.1310216
0.49402538,-32.25,115.25,2022-12-04,0.11193999,1.1250424
0.49402538,-32.25,115.25,2022-12-05,0.11965448,1.1459733
0.49402538,-32.25,115.25,2022-12-06,0.13644029,1.1973902
0.49402538,-32.25,115.25,2022-12-07,0.14748621,1.242061
0.49402538,-32.25,115.25,2022-12-08,0.1466937,1.262423
0.49402538,-32.25,115.25,2022-12-09,0.14209573,1.2638878
0.49402538,-32.25,115.25,2022-12-10,0.13957955,1.2507797
0.49402538,-32.25,115.25,2022-12-11,0.14591667,1.2629731
0.49402538,-32.25,115.25,2022-12-12,0.15522775,1.3032118
0.49402538,-32.25,115.25,2022-12-13,0.1576473,1.3304819
0.49402538,-32.25,115.25,2022-12-14,0.1504737,1.319163
0.49402538,-32.25,115.25,2022-12-15,0.13783607,1.261859
0.49402538,-32.25,115.25,2022-12-16,0.12455656,1.1813824
0.49402538,-32.25,115.25,2022-12-17,0.11343863,1.1117283
