depth,latitude,longitude,time,chl,phyc
0.49402538,-32.25,115.5,2021-11-01,0.25726265,1.9340723
0.49402538,-32.25,115.5,2021-11-02,0.25263315,1.9123728
0.49402538,-32.25,115.5,2021-11-03,0.22930849,1.8349967
0.49402538,-32.25,115.5,2021-11-04,0.22031626,1.7959907
0.49402538,-32.25,115.5,2021-11-05,0.23569645,1.8558905
0.49402538,-32.25,115.5,2021-11-06,0.2520502,1.9436356
0.49402538,-32.25,115.5,2021-11-07,0.24770002,1.9503201
0.49402538,-32.25,115.5,2021-11-08,0.235154,1.9120275
0.49402538,-32.25,115.5,2021-11-09,0.22847213,1.872884
0.49402538,-32.25,115.5,2021-11-10,0.22750655,1.8905848
0.49402538,-32.25,115.5,2021-11-11,0.22499415,1.9104407
0.49402538,-32.25,115.5,2021-11-12,0.21743745,1.8874699
0.49402538,-32.25,115.5,2021-11-13,0.20868298,1.844151
0.49402538,-32.25,115.5,2021-11-14,0.20126948,1.8187925
0.49402538,-32.25,115.5,2021-11-15,0.18975371,1.7858341
0.49402538,-32.25,115.5,2021-11-16,0.17531234,1.7371871
0.49402538,-32.25,115.5,2021-11-17,0.16597614,1.674257
0.49402538,-32.25,115.5,2021-11-18,0.16992645,1.6053333
0.49402538,-32.25,115.5,2021-11-19,0.186178,1.6232915
0.49402538,-32.25,115.5,2021-11-20,0.19646369,1.6807976
0.49402538,-32.25,115.5,2021-11-21,0.19315356,1.6649114
0.49402538,-32.25,115.5,2021-11-22,0.2127574,1.7202804
0.49402538,-32.25,115.5,2021-11-23,0.21775082,1.7576301
0.49402538,-32.25,115.5,2021-11-24,0.20603393,1.7387922
0.49402538,-32.25,115.5,2021-11-25,0.19087486,1.6845362
0.49402538,-32.25,115.5,2021-11-26,0.17815523,1.6367779
0.49402538,-32.25,115.5,2021-11-27,0.16909868,1.6241987
0.49402538,-32.25,115.5,2021-11-28,0.15907525,1.5756116
0.49402538,-32.25,115.5,2021-11-29,0.15938242,1.5207531
0.49402538,-32.25,115.5,2021-11-30,0.18559475,1.6048777
0.49402538,-32.25,115.5,2021-12-01,0.20214927,1.6914176
0.49402538,-32.25,115.5,2021-12-02,0.189255,1.6522734
0.49402538,-32.25,115.5,2021-12-03,0.17620155,1.597754
0.49402538,-32.25,115.5,2021-12-04,0.16727044,1.5637718
0.49402538,-32.25,115.5,2021-12-05,0.16333407,1.5550991
0.49402538,-32.25,115.5,2021-12-06,0.16299075,1.5604162
0.49402538,-32.25,115.5,2021-12-07,0.1594201,1.5571126
0.49402538,-32.25,115.5,2021-12-08,0.15208474,1.5571227
0.49402538,-32.25,115.5,2021-12-09,0.14307928,1.5056577
0.49402538,-32.25,115.5,2021-12-10,0.1372851,1.4536072
0.49402538,-32.25,115.5,2021-12-11,0.13583107,1.4378881
0.49402538,-32.25,115.5,2021-12-12,0.1441877,1.4649558
0.49402538,-32.25,115.5,2021-12-13,0.1518616,1.5117704
0.49402538,-32.25,115.5,2021-12-14,0.15439343,1.546484
0.49402538,-32.25,115.5,2021-12-15,0.14802678,1.529157
0.49402538,-32.25,115.5,2021-12-16,0.14136921,1.4999255
0.49402538,-32.25,115.5,2021-12-17,0.13860342,1.4930868
0.49402538,-32.25,115.5,2021-12-18,0.13726202,1.4803715
0.49402538,-32.25,115.5,2021-12-19,0.1330379,1.4549408
0.49402538,-32.25,115.5,2021-12-20,0.12961817,1.4530528
0.49402538,-32.25,115.5,2021-12-21,0.13005711,1.4798104
0.49402538,-32.25,115.5,2021-12-22,0.1280085,1.4811245
0.49402538,-32.25,115.5,2021-12-23,0.12624188,1.4672068
0.49402538,-32.25,115.5,2021-12-24,0.12530072,1.4591519
0.49402538,-32.25,115.5,2021-12-25,0.12524362,1.4725866
0.49402538,-32.25,115.5,2021-12-26,0.1266973,1.508301
0.49402538,-32.25,115.5,2021-12-27,0.1274845,1.5160114
0.49402538,-32.25,115.5,2021-12-28,0.12687469,1.503381
0.49402538,-32.25,115.5,2021-12-29,0.12360949,1.473845
0.49402538,-32.25,115.5,2021-12-30,0.11903208,1.4317201
0.49402538,-32.25,115.5,2021-12-31,0.11908263,1.4007773
0.49402538,-32.25,115.5,2022-01-01,0.12435439,1.418652
0.49402538,-32.25,115.5,2022-01-02,0.1290914,1.4557014
0.49402538,-32.25,115.5,2022-01-03,0.12935504,1.4797437
0.49402538,-32.25,115.5,2022-01-04,0.12703198,1.4796859
0.49402538,-32.25,115.5,2022-01-05,0.124593146,1.4803953
0.49402538,-32.25,115.5,2022-01-06,0.122955926,1.4833407
0.49402538,-32.25,115.5,2022-01-07,0.121794,1.4745784
0.49402538,-32.25,115.5,2022-01-08,0.12492814,1.4628596
0.49402538,-32.25,115.5,2022-01-09,0.12761043,1.4753965
0.49402538,-32.25,115.5,2022-01-10,0.12457076,1.4604927
0.49402538,-32.25,115.5,2022-01-11,0.1207347,1.441316
0.49402538,-32.25,115.5,2022-01-12,0.11773412,1.4269766
0.49402538,-32.25,115.5,2022-01-13,0.11661171,1.4152496
0.49402538,-32.25,115.5,2022-01-14,0.117584735,1.4191056
0.49402538,-32.25,115.5,2022-01-15,0.119845025,1.426229
0.49402538,-32.25,115.5,2022-01-16,0.11949791,1.4192147
0.49402538,-32.25,115.5,2022-01-17,0.117382236,1.4106451
0.49402538,-32.25,115.5,2022-01-18,0.11632072,1.424218
0.49402538,-32.25,115.5,2022-01-19,0.11620827,1.4391061
0.49402538,-32.25,115.5,2022-01-20,0.117393,1.4563322
0.49402538,-32.25,115.5,2022-01-21,0.11932642,1.4821264
0.49402538,-32.25,115.5,2022-01-22,0.118785165,1.4803245
0.49402538,-32.25,115.5,2022-01-23,0.11146414,1.3900335
0.49402538,-32.25,115.5,2022-01-24,0.10901917,1.3339416
0.49402538,-32.25,115.5,2022-01-25,0.11227937,1.3402779
0.49402538,-32.25,115.5,2022-01-26,0.11572419,1.34858
0.49402538,-32.25,115.5,2022-01-27,0.11819122,1.3573116
0.49402538,-32.25,115.5,2022-01-28,0.11917716,1.3690745
0.49402538,-32.25,115.5,2022-01-29,0.12087442,1.3997401
0.49402538,-32.25,115.5,2022-01-30,0.1216516,1.4078437
0.49402538,-32.25,115.5,2022-01-31,0.12196483,1.3943168
0.49402538,-32.25,115.5,2022-02-01,0.12257271,1.381492
0.49402538,-32.25,115.5,2022-02-02,0.12245105,1.3773791
0.49402538,-32.25,115.5,2022-02-03,0.12152141,1.3843117
0.49402538,-32.25,115.5,2022-02-04,0.119877055,1.3825793
0.49402538,-32.25,115.5,2022-02-05,0.11725976,1.3730292
0.49402538,-32.25,115.5,2022-02-06,0.11272185,1.3230959
0.49402538,-32.25,115.5,2022-02-07,0.11508077,1.3344797
0.49402538,-32.25,115.5,2022-02-08,0.11660539,1.3655998
0.49402538,-32.25,115.5,2022-02-09,0.11759283,1.387403
0.49402538,-32.25,115.5,2022-02-10,0.1194674,1.4175594
0.49402538,-32.25,115.5,2022-02-11,0.12038378,1.4411839
0.49402538,-32.25,115.5,2022-02-12,0.11873182,1.4101737
0.49402538,-32.25,115.5,2022-02-13,0.11936036,1.410697
0.49402538,-32.25,115.5,2022-02-14,0.12134101,1.440184
0.49402538,-32.25,115.5,2022-02-15,0.121469826,1.4439288
0.49402538,-32.25,115.5,2022-02-16,0.119687326,1.4289042
0.49402538,-32.25,115.5,2022-02-17,0.11961646,1.4415406
0.49402538,-32.25,115.5,2022-02-18,0.11949749,1.453699
