depth,latitude,longitude,time,chl,phyc
0.49402538,-31.75,115.5,2021-11-01,0.2017102,1.7591763
0.49402538,-31.75,115.5,2021-11-02,0.19434333,1.6982363
0.49402538,-31.75,115.5,2021-11-03,0.17608716,1.5884503
0.49402538,-31.75,115.5,2021-11-04,0.17515288,1.602104
0.49402538,-31.75,115.5,2021-11-05,0.18710662,1.6965222
0.49402538,-31.75,115.5,2021-11-06,0.19734707,1.7725024
0.49402538,-31.75,115.5,2021-11-07,0.20648429,1.8221893
0.49402538,-31.75,115.5,2021-11-08,0.21350214,1.8320267
0.49402538,-31.75,115.5,2021-11-09,0.21885462,1.8238286
0.49402538,-31.75,115.5,2021-11-10,0.21957925,1.8413116
0.49402538,-31.75,115.5,2021-11-11,0.21306536,1.8480482
0.49402538,-31.75,115.5,2021-11-12,0.20895201,1.8496075
0.49402538,-31.75,115.5,2021-11-13,0.21034446,1.8634871
0.49402538,-31.75,115.5,2021-11-14,0.20018837,1.8273125
0.49402538,-31.75,115.5,2021-11-15,0.16153617,1.5900488
0.49402538,-31.75,115.5,2021-11-16,0.13153683,1.3897103
0.49402538,-31.75,115.5,2021-11-17,0.11907822,1.3112308
0.49402538,-31.75,115.5,2021-11-18,0.12664853,1.3364502
0.49402538,-31.75,115.5,2021-11-19,0.15941636,1.4964299
0.49402538,-31.75,115.5,2021-11-20,0.17865697,1.6059961
0.49402538,-31.75,115.5,2021-11-21,0.18012744,1.6051979
0.49402538,-31.75,115.5,2021-11-22,0.19106326,1.6559988
0.49402538,-31.75,115.5,2021-11-23,0.19790521,1.7223766
0.49402538,-31.75,115.5,2021-11-24,0.1934906,1.7240885
0.49402538,-31.75,115.5,2021-11-25,0.18754204,1.7001659
0.49402538,-31.75,115.5,2021-11-26,0.18030578,1.681612
0.49402538,-31.75,115.5,2021-11-27,0.16915105,1.6512146
0.49402538,-31.75,115.5,2021-11-28,0.15294942,1.5603555
0.49402538,-31.75,115.5,2021-11-29,0.1533798,1.5249276
0.49402538,-31.75,115.5,2021-11-30,0.18814895,1.6728426
0.49402538,-31.75,115.5,2021-12-01,0.1948966,1.7045083
0.49402538,-31.75,115.5,2021-12-02,0.187907,1.6594251
0.49402538,-31.75,115.5,2021-12-03,0.18071587,1.6042564
0.49402538,-31.75,115.5,2021-12-04,0.1746436,1.5608745
0.49402538,-31.75,115.5,2021-12-05,0.17061916,1.5443002
0.49402538,-31.75,115.5,2021-12-06,0.16851206,1.5419334
0.49402538,-31.75,115.5,2021-12-07,0.16607115,1.5443816
0.49402538,-31.75,115.5,2021-12-08,0.15891333,1.530107
0.49402538,-31.75,115.5,2021-12-09,0.14159293,1.4250085
0.49402538,-31.75,115.5,2021-12-10,0.12811974,1.331209
0.49402538,-31.75,115.5,2021-12-11,0.12510386,1.3186779
0.49402538,-31.75,115.5,2021-12-12,0.14037147,1.41547
0.49402538,-31.75,115.5,2021-12-13,0.15926027,1.5535575
0.49402538,-31.75,115.5,2021-12-14,0.15920736,1.580292
0.49402538,-31.75,115.5,2021-12-15,0.15483254,1.5534508
0.49402538,-31.75,115.5,2021-12-16,0.14928395,1.5107782
0.49402538,-31.75,115.5,2021-12-17,0.1433211,1.4693878
0.49402538,-31.75,115.5,2021-12-18,0.1380893,1.4303147
0.49402538,-31.75,115.5,2021-12-19,0.13556238,1.4260433
0.49402538,-31.75,115.5,2021-12-20,0.14003524,1.4974794
0.49402538,-31.75,115.5,2021-12-21,0.14168978,1.5298928
0.49402538,-31.75,115.5,2021-12-22,0.1398325,1.523468
0.49402538,-31.75,115.5,2021-12-23,0.13923024,1.5131546
0.49402538,-31.75,115.5,2021-12-24,0.13735253,1.496198
0.49402538,-31.75,115.5,2021-12-25,0.13506623,1.48594
0.49402538,-31.75,115.5,2021-12-26,0.13447088,1.4987018
0.49402538,-31.75,115.5,2021-12-27,0.13206972,1.4852198
0.49402538,-31.75,115.5,2021-12-28,0.12558948,1.4276135
0.49402538,-31.75,115.5,2021-12-29,0.12018375,1.3861444
0.49402538,-31.75,115.5,2021-12-30,0.1197441,1.399007
0.49402538,-31.75,115.5,2021-12-31,0.12514278,1.4304397
0.49402538,-31.75,115.5,2022-01-01,0.13181454,1.4463485
