depth,latitude,longitude,time,chl,phyc
0.49402538,-32.0,115.25,2021-11-01,0.124633804,1.091058
0.49402538,-32.0,115.25,2021-11-02,0.12323898,1.1053834
0.49402538,-32.0,115.25,2021-11-03,0.10893423,1.075556
0.49402538,-32.0,115.25,2021-11-04,0.09688836,1.0372856
0.49402538,-32.0,115.25,2021-11-05,0.090995386,1.007519
0.49402538,-32.0,115.25,2021-11-06,0.09325068,0.9965447
0.49402538,-32.0,115.25,2021-11-07,0.099829294,1.0026858
0.49402538,-32.0,115.25,2021-11-08,0.10779598,1.0170774
0.49402538,-32.0,115.25,2021-11-09,0.11388973,1.0387849
0.49402538,-32.0,115.25,2021-11-10,0.11785964,1.0762974
0.49402538,-32.0,115.25,2021-11-11,0.11865895,1.1048187
0.49402538,-32.0,115.25,2021-11-12,0.111420795,1.0951196
0.49402538,-32.0,115.25,2021-11-13,0.103764996,1.0776846
0.49402538,-32.0,115.25,2021-11-14,0.1032155,1.0857571
0.49402538,-32.0,115.25,2021-11-15,0.10130686,1.0926344
0.49402538,-32.0,115.25,2021-11-16,0.09370347,1.0677722
0.49402538,-32.0,115.25,2021-11-17,0.08845928,1.0420784
0.49402538,-32.0,115.25,2021-11-18,0.08886394,1.0199858
0.49402538,-32.0,115.25,2021-11-19,0.089763135,1.006783
0.49402538,-32.0,115.25,2021-11-20,0.08774703,0.99275804
0.49402538,-32.0,115.25,2021-11-21,0.08562448,0.98192185
0.49402538,-32.0,115.25,2021-11-22,0.087030485,0.97706205
0.49402538,-32.0,115.25,2021-11-23,0.08796839,0.9730982
0.49402538,-32.0,115.25,2021-11-24,0.086900644,0.9659412
0.49402538,-32.0,115.25,2021-11-25,0.0863208,0.9609315
0.49402538,-32.0,115.25,2021-11-26,0.08667383,0.9623593
0.49402538,-32.0,115.25,2021-11-27,0.0890458,0.9863273
0.49402538,-32.0,115.25,2021-11-28,0.09066672,1.0086263
0.49402538,-32.0,115.25,2021-11-29,0.09254394,1.0159632
0.49402538,-32.0,115.25,2021-11-30,0.09465785,1.0071052
0.49402538,-32.0,115.25,2021-12-01,0.09674237,0.9859719
0.49402538,-32.0,115.25,2021-12-02,0.10837962,0.9816445
0.49402538,-32.0,115.25,2021-12-03,0.12633373,1.0019926
0.49402538,-32.0,115.25,2021-12-04,0.13297002,1.0169214
0.49402538,-32.0,115.25,2021-12-05,0.13502108,1.0272558
0.49402538,-32.0,115.25,2021-12-06,0.13911703,1.0440962
0.49402538,-32.0,115.25,2021-12-07,0.13338959,1.0305753
0.49402538,-32.0,115.25,2021-12-08,0.121495895,1.0106757
0.49402538,-32.0,115.25,2021-12-09,0.109464146,1.0009133
0.49402538,-32.0,115.25,2021-12-10,0.102953106,1.0053396
0.49402538,-32.0,115.25,2021-12-11,0.10168875,1.0204778
0.49402538,-32.0,115.25,2021-12-12,0.10502955,1.040378
0.49402538,-32.0,115.25,2021-12-13,0.10593435,1.0286183
0.49402538,-32.0,115.25,2021-12-14,0.10815751,1.0178428
0.49402538,-32.0,115.25,2021-12-15,0.115119524,1.0195864
0.49402538,-32.0,115.25,2021-12-16,0.118949175,1.027056
0.49402538,-32.0,115.25,2021-12-17,0.114590526,1.0469992
0.49402538,-32.0,115.25,2021-12-18,0.10782018,1.0527442
0.49402538,-32.0,115.25,2021-12-19,0.10041113,1.0264468
0.49402538,-32.0,115.25,2021-12-20,0.094077006,0.99375564
0.49402538,-32.0,115.25,2021-12-21,0.09128866,0.9765815
0.49402538,-32.0,115.25,2021-12-22,0.09000371,0.97017664
0.49402538,-32.0,115.25,2021-12-23,0.08737019,0.95196813
0.49402538,-32.0,115.25,2021-12-24,0.08498565,0.93265545
0.49402538,-32.0,115.25,2021-12-25,0.08594445,0.93333846
0.49402538,-32.0,115.25,2021-12-26,0.0890949,0.9595585
0.49402538,-32.0,115.25,2021-12-27,0.09515258,1.024008
0.49402538,-32.0,115.25,2021-12-28,0.098460555,1.07713
0.49402538,-32.0,115.25,2021-12-29,0.09678162,1.0754055
0.49402538,-32.0,115.25,2021-12-30,0.093030386,1.0467619
0.49402538,-32.0,115.25,2021-12-31,0.08997221,1.0159749
0.49402538,-32.0,115.25,2022-01-01,0.0886601,0.9912308
0.49402538,-32.0,115.25,2022-01-02,0.08858709,0.9788732
0.49402538,-32.0,115.25,2022-01-03,0.088636145,0.9769631
0.49402538,-32.0,115.25,2022-01-04,0.087195896,0.9675381
0.49402538,-32.0,115.25,2022-01-05,0.085381344,0.9611586
0.49402538,-32.0,115.25,2022-01-06,0.08432143,0.9622439
0.49402538,-32.0,115.25,2022-01-07,0.083546415,0.9621927
0.49402538,-32.0,115.25,2022-01-08,0.08317293,0.9465871
0.49402538,-32.0,115.25,2022-01-09,0.08478686,0.92899054
0.49402538,-32.0,115.25,2022-01-10,0.0863521,0.9276092
0.49402538,-32.0,115.25,2022-01-11,0.08671499,0.94315344
0.49402538,-32.0,115.25,2022-01-12,0.08593127,0.95406985
0.49402538,-32.0,115.25,2022-01-13,0.085306905,0.9532842
0.49402538,-32.0,115.25,2022-01-14,0.08496718,0.9552387
0.49402538,-32.0,115.25,2022-01-15,0.08456014,0.95528156
0.49402538,-32.0,115.25,2022-01-16,0.084326066,0.95246935
0.49402538,-32.0,115.25,2022-01-17,0.08482405,0.9644815
0.49402538,-32.0,115.25,2022-01-18,0.08493524,0.98708403
0.49402538,-32.0,115.25,2022-01-19,0.085002735,1.0040252
