depth,latitude,longitude,time,chl,phyc
0.49402538,-32.5,115.5,2021-11-01,0.28071028,2.1366322
0.49402538,-32.5,115.5,2021-11-02,0.2762376,2.1074862
0.49402538,-32.5,115.5,2021-11-03,0.26091734,2.0457635
0.49402538,-32.5,115.5,2021-11-04,0.26045725,2.0447779
0.49402538,-32.5,115.5,2021-11-05,0.26980278,2.1087632
0.49402538,-32.5,115.5,2021-11-06,0.26354188,2.1200664
0.49402538,-32.5,115.5,2021-11-07,0.2509855,2.1017716
0.49402538,-32.5,115.5,2021-11-08,0.23776814,2.0622165
0.49402538,-32.5,115.5,2021-11-09,0.23171352,2.0185566
0.49402538,-32.5,115.5,2021-11-10,0.22721584,1.99551
0.49402538,-32.5,115.5,2021-11-11,0.22286111,1.9887171
0.49402538,-32.5,115.5,2021-11-12,0.21543993,1.95764
0.49402538,-32.5,115.5,2021-11-13,0.20976494,1.9179442
0.49402538,-32.5,115.5,2021-11-14,0.20640408,1.8934945
0.49402538,-32.5,115.5,2021-11-15,0.19965526,1.9061334
0.49402538,-32.5,115.5,2021-11-16,0.19139908,1.9274014
0.49402538,-32.5,115.5,2021-11-17,0.18591179,1.8592486
0.49402538,-32.5,115.5,2021-11-18,0.2028903,1.8217028
0.49402538,-32.5,115.5,2021-11-19,0.22804642,1.8903831
0.49402538,-32.5,115.5,2021-11-20,0.224245,1.9017974
0.49402538,-32.5,115.5,2021-11-21,0.21180543,1.8562261
0.49402538,-32.5,115.5,2021-11-22,0.2226253,1.8891884
0.49402538,-32.5,115.5,2021-11-23,0.2141116,1.863827
0.49402538,-32.5,115.5,2021-11-24,0.19914946,1.806639
0.49402538,-32.5,115.5,2021-11-25,0.18664059,1.7388393
0.49402538,-32.5,115.5,2021-11-26,0.1747314,1.6724039
0.49402538,-32.5,115.5,2021-11-27,0.16495976,1.6330075
0.49402538,-32.5,115.5,2021-11-28,0.15931427,1.6024667
0.49402538,-32.5,115.5,2021-11-29,0.1766081,1.6530354
0.49402538,-32.5,115.5,2021-11-30,0.20556614,1.787931
0.49402538,-32.5,115.5,2021-12-01,0.19909991,1.7847916
0.49402538,-32.5,115.5,2021-12-02,0.18463925,1.7506825
0.49402538,-32.5,115.5,2021-12-03,0.17349364,1.7211965
0.49402538,-32.5,115.5,2021-12-04,0.16429426,1.6885289
0.49402538,-32.5,115.5,2021-12-05,0.15879111,1.6710216
0.49402538,-32.5,115.5,2021-12-06,0.1548018,1.6600374
0.49402538,-32.5,115.5,2021-12-07,0.14874545,1.6315106
0.49402538,-32.5,115.5,2021-12-08,0.141539,1.5994889
0.49402538,-32.5,115.5,2021-12-09,0.137346,1.5849059
0.49402538,-32.5,115.5,2021-12-10,0.13563535,1.5542381
0.49402538,-32.5,115.5,2021-12-11,0.13633196,1.5268687
0.49402538,-32.5,115.5,2021-12-12,0.15083866,1.5934516
0.49402538,-32.5,115.5,2021-12-13,0.15348421,1.6344107
0.49402538,-32.5,115.5,2021-12-14,0.14624546,1.6264564
0.49402538,-32.5,115.5,2021-12-15,0.14007008,1.6172265
0.49402538,-32.5,115.5,2021-12-16,0.13590781,1.602057
0.49402538,-32.5,115.5,2021-12-17,0.1343463,1.5927093
0.49402538,-32.5,115.5,2021-12-18,0.13431132,1.5835565
0.49402538,-32.5,115.5,2021-12-19,0.13232161,1.5644246
0.49402538,-32.5,115.5,2021-12-20,0.13076623,1.5690241
0.49402538,-32.5,115.5,2021-12-21,0.12857242,1.576462
0.49402538,-32.5,115.5,2021-12-22,0.12636407,1.5736017
0.49402538,-32.5,115.5,2021-12-23,0.12596849,1.5684628
0.49402538,-32.5,115.5,2021-12-24,0.12575932,1.5619507
0.49402538,-32.5,115.5,2021-12-25,0.12477954,1.5508331
0.49402538,-32.5,115.5,2021-12-26,0.12432821,1.552606
0.49402538,-32.5,115.5,2021-12-27,0.12728985,1.5961485
0.49402538,-32.5,115.5,2021-12-28,0.1296918,1.6261263
0.49402538,-32.5,115.5,2021-12-29,0.12516686,1.5741729
0.49402538,-32.5,115.5,2021-12-30,0.1203802,1.5149565
0.49402538,-32.5,115.5,2021-12-31,0.12700666,1.546261
0.49402538,-32.5,115.5,2022-01-01,0.13618751,1.6090405
0.49402538,-32.5,115.5,2022-01-02,0.13810073,1.6348388
0.49402538,-32.5,115.5,2022-01-03,0.13612495,1.6324829
0.49402538,-32.5,115.5,2022-01-04,0.13301824,1.6144588
0.49402538,-32.5,115.5,2022-01-05,0.12908125,1.5856576
0.49402538,-32.5,115.5,2022-01-06,0.12652539,1.5687053
0.49402538,-32.5,115.5,2022-01-07,0.12595513,1.5672208
0.49402538,-32.5,115.5,2022-01-08,0.13041054,1.5976089
0.49402538,-32.5,115.5,2022-01-09,0.1315164,1.6172945
0.49402538,-32.5,115.5,2022-01-10,0.12923087,1.6073426
0.49402538,-32.5,115.5,2022-01-11,0.12611976,1.5852332
0.49402538,-32.5,115.5,2022-01-12,0.123364426,1.5601059
0.49402538,-32.5,115.5,2022-01-13,0.12368353,1.5556749
0.49402538,-32.5,115.5,2022-01-14,0.12479491,1.5626496
0.49402538,-32.5,115.5,2022-01-15,0.12537058,1.5682539
0.49402538,-32.5,115.5,2022-01-16,0.1242912,1.5592281
0.49402538,-32.5,115.5,2022-01-17,0.12234102,1.5394552
0.49402538,-32.5,115.5,2022-01-18,0.12022681,1.5224631
0.49402538,-32.5,115.5,2022-01-19,0.11961792,1.5250463
0.49402538,-32.5,115.5,2022-01-20,0.12056501,1.5382968
0.49402538,-32.5,115.5,2022-01-21,0.121880114,1.5549958
0.49402538,-32.5,115.5,2022-01-22,0.12185692,1.5577316
0.49402538,-32.5,115.5,2022-01-23,0.1174055,1.4990498
0.49402538,-32.5,115.5,2022-01-24,0.12150675,1.5136418
0.49402538,-32.5,115.5,2022-01-25,0.12554662,1.5380285
0.49402538,-32.5,115.5,2022-01-26,0.12722337,1.5433176
0.49402538,-32.5,115.5,2022-01-27,0.12901874,1.5535178
0.49402538,-32.5,115.5,2022-01-28,0.12947167,1.5540488
0.49402538,-32.5,115.5,2022-01-29,0.12960239,1.5517821
0.49402538,-32.5,115.5,2022-01-30,0.129696,1.5506759
0.49402538,-32.5,115.5,2022-01-31,0.13088112,1.5597959
0.49402538,-32.5,115.5,2022-02-01,0.13147582,1.5632708
0.49402538,-32.5,115.5,2022-02-02,0.13074301,1.555611
0.49402538,-32.5,115.5,2022-02-03,0.1299976,1.5614997
0.49402538,-32.5,115.5,2022-02-04,0.12991294,1.5793586
0.49402538,-32.5,115.5,2022-02-05,0.12755214,1.5687505
0.49402538,-32.5,115.5,2022-02-06,0.1233386,1.5097063
0.49402538,-32.5,115.5,2022-02-07,0.12808819,1.5412593
0.49402538,-32.5,115.5,2022-02-08,0.12836562,1.5482711
0.49402538,-32.5,115.5,2022-02-09,0.12798332,1.5498328
0.49402538,-32.5,115.5,2022-02-10,0.12729068,1.5473281
0.49402538,-32.5,115.5,2022-02-11,0.12665902,1.5479662
0.49402538,-32.5,115.5,2022-02-12,0.12662043,1.5457584
0.49402538,-32.5,115.5,2022-02-13,0.12617122,1.5378463
0.49402538,-32.5,115.5,2022-02-14,0.1261912,1.542071
