time,poc
2003-01-16 00:00:00,52.501923
2003-02-16 00:00:00,64.08607
2003-03-16 00:00:00,66.88578
2003-04-16 00:00:00,91.765625
2003-05-16 00:00:00,100.08489
2003-06-16 00:00:00,123.50231
2003-07-16 00:00:00,117.58026
2003-08-16 00:00:00,113.54844
2003-09-16 00:00:00,97.73449
2003-10-16 00:00:00,69.23273
2003-11-16 00:00:00,59.697277
2003-12-16 00:00:00,69.46104
2004-01-16 00:00:00,47.656185
2004-02-16 00:00:00,52.404713
2004-03-16 00:00:00,71.78713
2004-04-16 00:00:00,89.57236
2004-05-16 00:00:00,120.12109
2004-06-16 00:00:00,139.98589
2004-07-16 00:00:00,133.46736
2004-08-16 00:00:00,125.678246
2004-09-16 00:00:00,115.2147
2004-10-16 00:00:00,69.35235
2004-11-16 00:00:00,54.343826
2004-12-16 00:00:00,56.979645
2005-01-16 00:00:00,57.98557
2005-02-16 00:00:00,61.706207
2005-03-16 00:00:00,58.58969
2005-04-16 00:00:00,110.30027
2005-05-16 00:00:00,111.502235
2005-06-16 00:00:00,149.54442
2005-07-16 00:00:00,129.52737
2005-08-16 00:00:00,116.15143
2005-09-16 00:00:00,98.24435
2005-10-16 00:00:00,82.697365
2005-11-16 00:00:00,61.214504
2005-12-16 00:00:00,59.262863
2006-01-16 00:00:00,58.460403
2006-02-16 00:00:00,54.4012
2006-03-16 00:00:00,74.58779
2006-04-16 00:00:00,92.40408
2006-05-16 00:00:00,113.11855
2006-06-16 00:00:00,140.50201
2006-07-16 00:00:00,149.09773
2006-08-16 00:00:00,133.57796
2006-09-16 00:00:00,100.04746
2006-10-16 00:00:00,83.88118
2006-11-16 00:00:00,61.36918
2006-12-16 00:00:00,55.95071
2007-01-16 00:00:00,64.59373
2007-02-16 00:00:00,63.244965
2007-03-16 00:00:00,82.166
2007-04-16 00:00:00,106.43317
2007-05-16 00:00:00,136.25522
2007-06-16 00:00:00,115.36692
2007-07-16 00:00:00,131.86407
2007-08-16 00:00:00,137.00102
2007-09-16 00:00:00,125.38206
2007-10-16 00:00:00,76.863205
2007-11-16 00:00:00,56.927197
2007-12-16 00:00:00,54.604866
2008-01-16 00:00:00,51.702232
2008-02-16 00:00:00,74.36127
2008-03-16 00:00:00,94.453125
2008-04-16 00:00:00,96.79384
2008-05-16 00:00:00,108.80672
2008-06-16 00:00:00,172.48329
2008-07-16 00:00:00,148.07458
2008-08-16 00:00:00,102.243286
2008-09-16 00:00:00,93.624916
2008-10-16 00:00:00,72.03279
2008-11-16 00:00:00,65.63614
2008-12-16 00:00:00,61.533062
2009-01-16 00:00:00,60.06926
2009-02-16 00:00:00,65.64992
2009-03-16 00:00:00,99.7311
2009-04-16 00:00:00,121.80895
2009-05-16 00:00:00,148.18678
2009-06-16 00:00:00,149.6249
2009-07-16 00:00:00,129.3407
2009-08-16 00:00:00,104.30596
2009-09-16 00:00:00,126.602516
2009-10-16 00:00:00,75.50112
2009-11-16 00:00:00,63.47412
2009-12-16 00:00:00,60.42807
2010-01-16 00:00:00,54.567833
2010-02-16 00:00:00,61.334896
2010-03-16 00:00:00,77.11257
