time,poc
2003-01-16 00:00:00,135.66571
2003-02-16 00:00:00,155.74602
2003-03-16 00:00:00,187.88966
2003-04-16 00:00:00,190.31348
2003-05-16 00:00:00,275.36688
2003-06-16 00:00:00,266.89178
2003-07-16 00:00:00,185.91057
2003-08-16 00:00:00,189.78708
2003-09-16 00:00:00,169.93796
2003-10-16 00:00:00,219.601
2003-11-16 00:00:00,123.051994
2003-12-16 00:00:00,120.45522
2004-01-16 00:00:00,106.7521
2004-02-16 00:00:00,148.2373
2004-03-16 00:00:00,226.68172
2004-04-16 00:00:00,172.59575
2004-05-16 00:00:00,225.7444
2004-06-16 00:00:00,237.20665
2004-07-16 00:00:00,251.93097
2004-08-16 00:00:00,194.18382
2004-09-16 00:00:00,151.58447
2004-10-16 00:00:00,156.84944
2004-11-16 00:00:00,115.89915
2004-12-16 00:00:00,140.55118
2005-01-16 00:00:00,135.55394
2005-02-16 00:00:00,105.67832
2005-03-16 00:00:00,221.97195
2005-04-16 00:00:00,188.1488
2005-05-16 00:00:00,235.09547
2005-06-16 00:00:00,333.87527
2005-07-16 00:00:00,177.73747
2005-08-16 00:00:00,151.29669
2005-09-16 00:00:00,140.64604
2005-10-16 00:00:00,169.527
2005-11-16 00:00:00,146.0629
2005-12-16 00:00:00,152.16515
2006-01-16 00:00:00,115.0008
2006-02-16 00:00:00,132.59813
2006-03-16 00:00:00,225.05019
2006-04-16 00:00:00,186.75768
2006-05-16 00:00:00,208.90424
2006-06-16 00:00:00,275.02252
2006-07-16 00:00:00,254.71664
2006-08-16 00:00:00,207.49922
2006-09-16 00:00:00,163.66324
2006-10-16 00:00:00,143.16388
2006-11-16 00:00:00,113.164955
2006-12-16 00:00:00,114.45829
2007-01-16 00:00:00,126.600006
2007-02-16 00:00:00,157.6486
2007-03-16 00:00:00,213.43712
2007-04-16 00:00:00,203.64848
2007-05-16 00:00:00,287.75476
2007-06-16 00:00:00,216.1694
2007-07-16 00:00:00,187.4563
2007-08-16 00:00:00,182.72179
2007-09-16 00:00:00,160.78632
2007-10-16 00:00:00,165.80473
2007-11-16 00:00:00,132.03813
2007-12-16 00:00:00,108.244606
2008-01-16 00:00:00,110.87564
2008-02-16 00:00:00,121.97974
2008-03-16 00:00:00,233.67873
2008-04-16 00:00:00,204.54733
2008-05-16 00:00:00,205.1104
2008-06-16 00:00:00,344.51855
2008-07-16 00:00:00,222.2018
2008-08-16 00:00:00,154.70607
2008-09-16 00:00:00,134.45993
2008-10-16 00:00:00,132.71846
2008-11-16 00:00:00,111.67092
2008-12-16 00:00:00,136.52415
2009-01-16 00:00:00,136.49341
2009-02-16 00:00:00,165.59619
2009-03-16 00:00:00,220.52875
2009-04-16 00:00:00,305.02808
2009-05-16 00:00:00,336.65808
2009-06-16 00:00:00,244.12398
2009-07-16 00:00:00,191.60805
2009-08-16 00:00:00,164.61229
2009-09-16 00:00:00,201.57927
2009-10-16 00:00:00,216.38069
2009-11-16 00:00:00,133.7843
2009-12-16 00:00:00,133.32213
2010-01-16 00:00:00,123.46599
2010-02-16 00:00:00,142.9951
2010-03-16 00:00:00,239.3667
2010-04-16 00:00:00,229.21056
2010-05-16 00:00:00,257.22025
2010-06-16 00:00:00,306.28525
2010-07-16 00:00:00,219.3617
2010-08-16 00:00:00,158.2791
2010-09-16 00:00:00,129.6557
2010-10-16 00:00:00,109.27695
2010-11-16 00:00:00,107.418495
2010-12-16 00:00:00,103.06308
2011-01-16 00:00:00,106.40566
2011-02-16 00:00:00,211.55727
2011-03-16 00:00:00,267.49875
2011-04-16 00:00:00,227.41476
2011-05-16 00:00:00,245.45978
2011-06-16 00:00:00,213.44032
2011-07-16 00:00:00,163.0277
2011-08-16 00:00:00,172.91951
2011-09-16 00:00:00,191.61461
2011-10-16 00:00:00,165.48805
2011-11-16 00:00:00,117.82224
2011-12-16 00:00:00,93.173584
2012-01-16 00:00:00,125.39121
2012-02-16 00:00:00,129.67982
2012-03-16 00:00:00,-39.65863
2012-04-16 00:00:00,178.62022
2012-05-16 00:00:00,252.9843
2012-06-16 00:00:00,178.71999
2012-07-16 00:00:00,160.20665
2012-08-16 00:00:00,134.27522
2012-09-16 00:00:00,142.27373
2012-10-16 00:00:00,140.22905
2012-11-16 00:00:00,137.5436
2012-12-16 00:00:00,114.56616
2013-01-16 00:00:00,152.18034
2013-02-16 00:00:00,151.7212
2013-03-16 00:00:00,176.51653
2013-04-16 00:00:00,154.1406
2013-05-16 00:00:00,214.53912
2013-06-16 00:00:00,171.80699
2013-07-16 00:00:00,196.65977
2013-08-16 00:00:00,137.88483
2013-09-16 00:00:00,152.00455
2013-10-16 00:00:00,210.06345
2013-11-16 00:00:00,129.48302
2013-12-16 00:00:00,123.1785
2014-01-16 00:00:00,138.81102
2014-02-16 00:00:00,127.110596
2014-03-16 00:00:00,166.6334
2014-04-16 00:00:00,180.93547
2014-05-16 00:00:00,185.32477
2014-06-16 00:00:00,245.44704
2014-07-16 00:00:00,205.275
2014-08-16 00:00:00,164.11998
2014-09-16 00:00:00,151.05331
2014-10-16 00:00:00,174.575
2014-11-16 00:00:00,133.4
2014-12-16 00:00:00,102.399994
2015-01-16 00:00:00,112.850006
2015-02-16 00:00:00,132.02667
2015-03-16 00:00:00,250.45334
2015-04-16 00:00:00,202.34668
2015-05-16 00:00:00,236.3125
2015-06-16 00:00:00,226.9
2015-07-16 00:00:00,263.38666
2015-08-16 00:00:00,196.75
2015-09-16 00:00:00,191.57501
2015-10-16 00:00:00,113.36
2015-11-16 00:00:00,119.05334
2015-12-16 00:00:00,126.666664
2016-01-16 00:00:00,112.57334
2016-02-16 00:00:00,112.16
2016-03-16 00:00:00,161.3875
2016-04-16 00:00:00,169.20001
2016-05-16 00:00:00,283.42355
2016-06-16 00:00:00,217.7875
2016-07-16 00:00:00,180.36
2016-08-16 00:00:00,150.62666
2016-09-16 00:00:00,158.15999
2016-10-16 00:00:00,111.84
2016-11-16 00:00:00,123.0
2016-12-16 00:00:00,112.5875
2017-01-16 00:00:00,133.17499
2017-02-16 00:00:00,221.89333
2017-03-16 00:00:00,308.1625
2017-04-16 00:00:00,233.0
2017-05-16 00:00:00,222.8125
2017-06-16 00:00:00,333.41248
2017-07-16 00:00:00,155.32
2017-08-16 00:00:00,170.85333
2017-09-16 00:00:00,184.44
2017-10-16 00:00:00,171.7875
2017-11-16 00:00:00,259.78824
2017-12-16 00:00:00,118.7625
2018-01-16 00:00:00,112.07059
2018-02-16 00:00:00,185.38824
2018-03-16 00:00:00,173.29411
2018-04-16 00:00:00,177.12943
2018-05-16 00:00:00,253.0
2018-06-16 00:00:00,203.2
2018-07-16 00:00:00,234.45
2018-08-16 00:00:00,283.40002
2018-09-16 00:00:00,464.025
2018-10-16 00:00:00,184.95293
2018-11-16 00:00:00,135.86249
2018-12-16 00:00:00,105.325005
2019-01-16 00:00:00,129.03749
2019-02-16 00:00:00,135.65881
2019-03-16 00:00:00,457.1375
2019-04-16 00:00:00,244.76471
2019-05-16 00:00:00,212.64706
2019-06-16 00:00:00,187.425
2019-07-16 00:00:00,204.07777
2019-08-16 00:00:00,185.32942
2019-09-16 00:00:00,165.42352
2019-10-16 00:00:00,182.44707
2019-11-16 00:00:00,169.25882
2019-12-16 00:00:00,96.4625
2020-01-16 00:00:00,150.91765
2020-02-16 00:00:00,133.38824
2020-03-16 00:00:00,217.65
2020-04-16 00:00:00,248.74118
2020-05-16 00:00:00,252.34117
2020-06-16 00:00:00,289.075
2020-07-16 00:00:00,194.68236
2020-08-16 00:00:00,223.225
2020-09-16 00:00:00,146.9125
2020-10-16 00:00:00,126.31766
2020-11-16 00:00:00,189.18823
2020-12-16 00:00:00,145.65
2021-01-16 00:00:00,126.97648
2021-02-16 00:00:00,163.225
2021-03-16 00:00:00,458.6941
2021-04-16 00:00:00,236.1647
