time,poc
2003-01-16 00:00:00,111.85612
2003-02-16 00:00:00,141.59749
2003-03-16 00:00:00,153.8611
2003-04-16 00:00:00,170.75577
2003-05-16 00:00:00,172.79869
2003-06-16 00:00:00,190.70805
2003-07-16 00:00:00,458.92148
2003-08-16 00:00:00,405.89545
2003-09-16 00:00:00,352.06332
2003-10-16 00:00:00,186.91562
2003-11-16 00:00:00,109.182205
2003-12-16 00:00:00,109.95023
2004-01-16 00:00:00,127.20567
2004-02-16 00:00:00,139.63
2004-03-16 00:00:00,237.93355
2004-04-16 00:00:00,176.55637
2004-05-16 00:00:00,206.0697
2004-06-16 00:00:00,244.62479
2004-07-16 00:00:00,368.77655
2004-08-16 00:00:00,257.94318
2004-09-16 00:00:00,283.166
2004-10-16 00:00:00,186.14626
2004-11-16 00:00:00,115.88289
2004-12-16 00:00:00,112.28102
2005-01-16 00:00:00,104.73068
2005-02-16 00:00:00,128.21918
2005-03-16 00:00:00,208.7179
2005-04-16 00:00:00,194.51018
2005-05-16 00:00:00,219.44667
2005-06-16 00:00:00,442.68207
2005-07-16 00:00:00,343.67798
2005-08-16 00:00:00,283.3555
2005-09-16 00:00:00,298.88837
2005-10-16 00:00:00,203.97914
2005-11-16 00:00:00,147.15411
2005-12-16 00:00:00,95.92652
2006-01-16 00:00:00,109.49652
2006-02-16 00:00:00,182.60117
2006-03-16 00:00:00,294.94977
2006-04-16 00:00:00,154.94658
2006-05-16 00:00:00,173.2894
2006-06-16 00:00:00,203.25082
2006-07-16 00:00:00,197.16975
2006-08-16 00:00:00,262.42188
2006-09-16 00:00:00,189.46407
2006-10-16 00:00:00,173.3656
2006-11-16 00:00:00,113.94891
2006-12-16 00:00:00,98.592804
2007-01-16 00:00:00,110.39653
2007-02-16 00:00:00,144.6741
2007-03-16 00:00:00,234.56822
2007-04-16 00:00:00,183.91084
2007-05-16 00:00:00,206.64072
2007-06-16 00:00:00,177.16194
2007-07-16 00:00:00,205.59041
