time,poc
2003-01-16 00:00:00,64.969475
2003-02-16 00:00:00,77.80523
2003-03-16 00:00:00,83.302155
2003-04-16 00:00:00,109.10148
2003-05-16 00:00:00,141.32072
2003-06-16 00:00:00,193.16562
2003-07-16 00:00:00,139.24756
2003-08-16 00:00:00,128.45837
2003-09-16 00:00:00,101.56784
2003-10-16 00:00:00,83.84325
2003-11-16 00:00:00,69.199455
2003-12-16 00:00:00,70.4997
2004-01-16 00:00:00,61.125263
2004-02-16 00:00:00,65.4864
2004-03-16 00:00:00,88.78578
2004-04-16 00:00:00,108.33988
2004-05-16 00:00:00,157.50725
2004-06-16 00:00:00,165.43152
2004-07-16 00:00:00,168.81856
2004-08-16 00:00:00,153.7541
2004-09-16 00:00:00,120.50419
2004-10-16 00:00:00,78.61877
2004-11-16 00:00:00,65.313835
2004-12-16 00:00:00,65.63708
2005-01-16 00:00:00,68.83574
2005-02-16 00:00:00,67.742615
2005-03-16 00:00:00,69.91218
2005-04-16 00:00:00,123.653404
2005-05-16 00:00:00,152.21425
2005-06-16 00:00:00,217.36966
2005-07-16 00:00:00,142.41917
2005-08-16 00:00:00,128.98119
2005-09-16 00:00:00,106.981186
2005-10-16 00:00:00,91.68474
2005-11-16 00:00:00,80.782585
2005-12-16 00:00:00,74.08875
2006-01-16 00:00:00,70.28539
2006-02-16 00:00:00,70.43422
2006-03-16 00:00:00,101.84343
2006-04-16 00:00:00,109.3575
2006-05-16 00:00:00,137.93666
2006-06-16 00:00:00,251.37473
2006-07-16 00:00:00,175.11746
2006-08-16 00:00:00,156.421
2006-09-16 00:00:00,113.41909
2006-10-16 00:00:00,87.43011
2006-11-16 00:00:00,72.750854
2006-12-16 00:00:00,67.929726
2007-01-16 00:00:00,77.67071
2007-02-16 00:00:00,73.48589
2007-03-16 00:00:00,102.36572
2007-04-16 00:00:00,117.89446
2007-05-16 00:00:00,169.33655
2007-06-16 00:00:00,145.67305
2007-07-16 00:00:00,154.77118
2007-08-16 00:00:00,130.61156
2007-09-16 00:00:00,130.95583
2007-10-16 00:00:00,107.91452
2007-11-16 00:00:00,66.09596
2007-12-16 00:00:00,65.84156
2008-01-16 00:00:00,62.199924
2008-02-16 00:00:00,84.54732
2008-03-16 00:00:00,120.31765
2008-04-16 00:00:00,134.13713
2008-05-16 00:00:00,184.01384
2008-06-16 00:00:00,325.4637
2008-07-16 00:00:00,179.01749
2008-08-16 00:00:00,124.00004
2008-09-16 00:00:00,96.38795
2008-10-16 00:00:00,87.84224
2008-11-16 00:00:00,74.838326
2008-12-16 00:00:00,69.270584
2009-01-16 00:00:00,78.144905
2009-02-16 00:00:00,90.00592
2009-03-16 00:00:00,127.06897
2009-04-16 00:00:00,224.10863
2009-05-16 00:00:00,220.9428
2009-06-16 00:00:00,307.6124
2009-07-16 00:00:00,171.33835
2009-08-16 00:00:00,143.93343
2009-09-16 00:00:00,130.21835
2009-10-16 00:00:00,99.071495
2009-11-16 00:00:00,73.37423
2009-12-16 00:00:00,70.76385
2010-01-16 00:00:00,69.296074
2010-02-16 00:00:00,76.32841
2010-03-16 00:00:00,96.58367
2010-04-16 00:00:00,116.012054
2010-05-16 00:00:00,184.79382
2010-06-16 00:00:00,276.99142
2010-07-16 00:00:00,156.93953
2010-08-16 00:00:00,124.295815
2010-09-16 00:00:00,93.05229
2010-10-16 00:00:00,74.06552
2010-11-16 00:00:00,62.373898
2010-12-16 00:00:00,61.756363
2011-01-16 00:00:00,70.48983
2011-02-16 00:00:00,88.187294
2011-03-16 00:00:00,167.73468
2011-04-16 00:00:00,167.86375
2011-05-16 00:00:00,185.94482
2011-06-16 00:00:00,241.98044
2011-07-16 00:00:00,147.13445
2011-08-16 00:00:00,160.41658
2011-09-16 00:00:00,133.02522
2011-10-16 00:00:00,91.282646
2011-11-16 00:00:00,65.7384
2011-12-16 00:00:00,52.54278
2012-01-16 00:00:00,64.74288
2012-02-16 00:00:00,80.6978
2012-03-16 00:00:00,110.40717
2012-04-16 00:00:00,116.49227
2012-05-16 00:00:00,169.1481
2012-06-16 00:00:00,142.31133
2012-07-16 00:00:00,127.324776
2012-08-16 00:00:00,104.08439
2012-09-16 00:00:00,98.16189
2012-10-16 00:00:00,68.91041
2012-11-16 00:00:00,65.96261
2012-12-16 00:00:00,64.75603
2013-01-16 00:00:00,87.124794
2013-02-16 00:00:00,93.98358
2013-03-16 00:00:00,93.56506
2013-04-16 00:00:00,94.07188
2013-05-16 00:00:00,161.41188
2013-06-16 00:00:00,163.4013
2013-07-16 00:00:00,132.69014
2013-08-16 00:00:00,108.43414
2013-09-16 00:00:00,129.64659
2013-10-16 00:00:00,107.61656
2013-11-16 00:00:00,68.50402
2013-12-16 00:00:00,70.22318
2014-01-16 00:00:00,83.2205
2014-02-16 00:00:00,74.97471
2014-03-16 00:00:00,92.75487
2014-04-16 00:00:00,111.65472
2014-05-16 00:00:00,138.40955
2014-06-16 00:00:00,271.76575
2014-07-16 00:00:00,157.7257
2014-08-16 00:00:00,123.92571
2014-09-16 00:00:00,109.06286
2014-10-16 00:00:00,96.26857
2014-11-16 00:00:00,74.08572
2014-12-16 00:00:00,57.36571
2015-01-16 00:00:00,55.645718
2015-02-16 00:00:00,66.508575
2015-03-16 00:00:00,81.64
2015-04-16 00:00:00,134.03427
2015-05-16 00:00:00,157.0743
2015-06-16 00:00:00,183.49713
2015-07-16 00:00:00,198.57715
2015-08-16 00:00:00,122.40572
2015-09-16 00:00:00,99.45715
2015-10-16 00:00:00,66.54857
2015-11-16 00:00:00,64.37715
2015-12-16 00:00:00,61.77714
2016-01-16 00:00:00,55.04571
2016-02-16 00:00:00,64.67999
2016-03-16 00:00:00,67.05143
2016-04-16 00:00:00,87.79429
2016-05-16 00:00:00,142.38286
2016-06-16 00:00:00,182.70857
2016-07-16 00:00:00,136.23999
2016-08-16 00:00:00,130.14857
2016-09-16 00:00:00,105.10286
2016-10-16 00:00:00,74.86857
2016-11-16 00:00:00,58.77714
2016-12-16 00:00:00,59.77714
2017-01-16 00:00:00,65.22857
2017-02-16 00:00:00,103.86857
2017-03-16 00:00:00,123.27999
2017-04-16 00:00:00,115.942856
2017-05-16 00:00:00,150.26857
2017-06-16 00:00:00,259.2914
2017-07-16 00:00:00,144.96571
2017-08-16 00:00:00,123.11429
2017-09-16 00:00:00,105.457146
2017-10-16 00:00:00,83.65714
2017-11-16 00:00:00,77.84571
2017-12-16 00:00:00,70.057144
2018-01-16 00:00:00,64.44572
2018-02-16 00:00:00,71.70857
2018-03-16 00:00:00,97.005714
2018-04-16 00:00:00,132.47427
2018-05-16 00:00:00,231.76572
2018-06-16 00:00:00,154.69144
2018-07-16 00:00:00,178.59428
2018-08-16 00:00:00,152.0057
2018-09-16 00:00:00,122.82285
2018-10-16 00:00:00,82.417145
2018-11-16 00:00:00,76.12571
2018-12-16 00:00:00,61.645718
2019-01-16 00:00:00,62.862854
2019-02-16 00:00:00,62.502853
2019-03-16 00:00:00,122.171425
2019-04-16 00:00:00,117.32572
2019-05-16 00:00:00,152.41142
2019-06-16 00:00:00,145.77142
2019-07-16 00:00:00,161.66286
2019-08-16 00:00:00,129.6
2019-09-16 00:00:00,96.4
2019-10-16 00:00:00,71.88571
2019-11-16 00:00:00,75.46286
2019-12-16 00:00:00,51.17143
2020-01-16 00:00:00,64.81715
2020-02-16 00:00:00,72.38857
2020-03-16 00:00:00,107.211426
2020-04-16 00:00:00,256.6743
2020-05-16 00:00:00,177.32573
2020-06-16 00:00:00,307.33142
2020-07-16 00:00:00,150.87999
2020-08-16 00:00:00,160.78857
2020-09-16 00:00:00,95.34286
2020-10-16 00:00:00,79.32
2020-11-16 00:00:00,87.622856
2020-12-16 00:00:00,81.09143
2021-01-16 00:00:00,72.28571
2021-02-16 00:00:00,90.46857
2021-03-16 00:00:00,239.74286
2021-04-16 00:00:00,158.70857
2021-05-16 00:00:00,146.2
2021-06-16 00:00:00,151.21713
2021-07-16 00:00:00,160.09143
2021-08-16 00:00:00,121.90857
2021-09-16 00:00:00,100.92
2021-10-16 00:00:00,78.2
2021-11-16 00:00:00,77.828575
2021-12-16 00:00:00,67.71429
2022-01-16 00:00:00,68.59428
2022-02-16 00:00:00,68.079994
2022-03-16 00:00:00,91.417145
2022-03-16 00:00:00,89.188576
2022-04-16 00:00:00,139.68571
2022-04-16 00:00:00,110.01714
2022-05-16 00:00:00,129.7657
2022-05-16 00:00:00,111.92
2022-06-16 00:00:00,127.542854
2022-07-16 00:00:00,139.37143
2022-08-16 00:00:00,114.954285
2022-09-16 00:00:00,89.57143
2022-10-16 00:00:00,69.78285
2022-11-16 00:00:00,54.719997
2022-12-16 00:00:00,54.754284
2023-01-16 00:00:00,48.25143
2023-02-16 00:00:00,50.50286
2023-03-16 00:00:00,63.925713
2023-04-16 00:00:00,77.748566
2023-05-16 00:00:00,78.34286
2023-06-16 00:00:00,96.01714
2023-07-16 00:00:00,94.405716
2023-08-16 00:00:00,74.96572
2023-09-16 00:00:00,71.13714
2023-10-16 00:00:00,61.434284
2023-11-16 00:00:00,54.954285
2023-12-16 00:00:00,57.54286
2024-01-16 00:00:00,62.840004
2024-02-16 00:00:00,62.211426
2024-03-16 00:00:00,72.634285
2024-04-16 00:00:00,79.13715
2024-05-16 00:00:00,76.70286
2024-06-16 00:00:00,140.98857
2024-07-16 00:00:00,136.49715
2024-08-16 00:00:00,117.26286
2024-09-16 00:00:00,83.11429
