time,par
2003-01-16 00:00:00,64.2735
2003-02-16 00:00:00,54.347248
2003-03-16 00:00:00,47.003822
2003-04-16 00:00:00,32.685688
2003-05-16 00:00:00,24.717001
2003-06-16 00:00:00,19.598608
2003-07-16 00:00:00,19.51008
2003-08-16 00:00:00,28.113203
2003-09-16 00:00:00,36.08297
2003-10-16 00:00:00,48.994984
2003-11-16 00:00:00,61.8438
2003-12-16 00:00:00,65.14895
2004-01-16 00:00:00,63.690674
2004-02-16 00:00:00,56.050926
2004-03-16 00:00:00,48.401028
2004-04-16 00:00:00,32.429646
2004-05-16 00:00:00,25.116507
2004-06-16 00:00:00,18.58717
2004-07-16 00:00:00,22.681135
2004-08-16 00:00:00,29.068766
2004-09-16 00:00:00,40.222168
2004-10-16 00:00:00,49.455235
2004-11-16 00:00:00,57.04918
2004-12-16 00:00:00,65.87811
2005-01-16 00:00:00,65.715195
2005-02-16 00:00:00,57.413494
2005-03-16 00:00:00,41.228786
2005-04-16 00:00:00,32.33009
2005-05-16 00:00:00,23.69458
2005-06-16 00:00:00,16.561438
2005-07-16 00:00:00,23.614206
2005-08-16 00:00:00,28.42527
2005-09-16 00:00:00,37.40038
2005-10-16 00:00:00,48.582317
2005-11-16 00:00:00,62.647877
2005-12-16 00:00:00,62.525936
2006-01-16 00:00:00,54.535667
2006-02-16 00:00:00,57.85887
2006-03-16 00:00:00,46.290073
2006-04-16 00:00:00,34.004143
2006-05-16 00:00:00,25.916922
2006-06-16 00:00:00,20.97918
2006-07-16 00:00:00,21.330172
2006-08-16 00:00:00,28.034021
2006-09-16 00:00:00,38.57847
2006-10-16 00:00:00,51.85378
2006-11-16 00:00:00,53.959732
2006-12-16 00:00:00,64.734955
2007-01-16 00:00:00,57.579662
2007-02-16 00:00:00,56.151855
2007-03-16 00:00:00,48.161903
2007-04-16 00:00:00,34.17587
2007-05-16 00:00:00,22.382938
2007-06-16 00:00:00,21.276558
2007-07-16 00:00:00,19.888615
2007-08-16 00:00:00,25.706268
2007-09-16 00:00:00,34.784702
2007-10-16 00:00:00,49.40541
2007-11-16 00:00:00,61.838264
2007-12-16 00:00:00,62.543156
2008-01-16 00:00:00,62.88591
2008-02-16 00:00:00,53.40552
2008-03-16 00:00:00,45.71325
2008-04-16 00:00:00,32.54684
2008-05-16 00:00:00,23.24905
2008-06-16 00:00:00,20.873484
2008-07-16 00:00:00,20.889568
2008-08-16 00:00:00,31.876003
2008-09-16 00:00:00,38.073917
2008-10-16 00:00:00,47.401928
2008-11-16 00:00:00,58.188347
2008-12-16 00:00:00,66.00618
2009-01-16 00:00:00,61.556534
2009-02-16 00:00:00,53.36549
2009-03-16 00:00:00,44.151073
2009-04-16 00:00:00,35.552174
2009-05-16 00:00:00,25.807919
2009-06-16 00:00:00,19.912098
2009-07-16 00:00:00,22.499245
2009-08-16 00:00:00,27.223387
2009-09-16 00:00:00,36.338337
2009-10-16 00:00:00,51.424183
2009-11-16 00:00:00,56.29072
