time,par
2003-01-16 00:00:00,64.8348
2003-02-16 00:00:00,54.25101
2003-03-16 00:00:00,45.711132
2003-04-16 00:00:00,32.718155
2003-05-16 00:00:00,25.42542
2003-06-16 00:00:00,20.935701
2003-07-16 00:00:00,21.199718
2003-08-16 00:00:00,28.159933
2003-09-16 00:00:00,38.14942
2003-10-16 00:00:00,49.725586
2003-11-16 00:00:00,61.25443
2003-12-16 00:00:00,65.37246
2004-01-16 00:00:00,63.48461
2004-02-16 00:00:00,54.7155
2004-03-16 00:00:00,47.630367
2004-04-16 00:00:00,32.94525
2004-05-16 00:00:00,24.256655
2004-06-16 00:00:00,18.648245
2004-07-16 00:00:00,24.051018
2004-08-16 00:00:00,28.047651
2004-09-16 00:00:00,40.879463
2004-10-16 00:00:00,52.210667
2004-11-16 00:00:00,57.09907
2004-12-16 00:00:00,61.908676
2005-01-16 00:00:00,64.01627
2005-02-16 00:00:00,56.408276
2005-03-16 00:00:00,39.9009
2005-04-16 00:00:00,33.520157
2005-05-16 00:00:00,24.77304
2005-06-16 00:00:00,16.56376
2005-07-16 00:00:00,23.661345
2005-08-16 00:00:00,29.070192
2005-09-16 00:00:00,36.46406
2005-10-16 00:00:00,51.270344
2005-11-16 00:00:00,60.31828
2005-12-16 00:00:00,63.42744
2006-01-16 00:00:00,55.699184
2006-02-16 00:00:00,55.737324
2006-03-16 00:00:00,46.06416
2006-04-16 00:00:00,36.585674
2006-05-16 00:00:00,26.128572
2006-06-16 00:00:00,21.882845
2006-07-16 00:00:00,22.253641
2006-08-16 00:00:00,28.041723
2006-09-16 00:00:00,39.147366
2006-10-16 00:00:00,52.817863
2006-11-16 00:00:00,60.790707
2006-12-16 00:00:00,61.48971
2007-01-16 00:00:00,58.72132
2007-02-16 00:00:00,56.68781
2007-03-16 00:00:00,49.177708
2007-04-16 00:00:00,33.79535
2007-05-16 00:00:00,25.760895
2007-06-16 00:00:00,22.053375
2007-07-16 00:00:00,19.33419
2007-08-16 00:00:00,26.146456
2007-09-16 00:00:00,38.8155
2007-10-16 00:00:00,50.196903
2007-11-16 00:00:00,62.65773
2007-12-16 00:00:00,60.511086
2008-01-16 00:00:00,64.28416
2008-02-16 00:00:00,52.99554
2008-03-16 00:00:00,46.973732
2008-04-16 00:00:00,35.376156
2008-05-16 00:00:00,23.744062
2008-06-16 00:00:00,21.896183
2008-07-16 00:00:00,19.82974
2008-08-16 00:00:00,30.588964
2008-09-16 00:00:00,37.89955
2008-10-16 00:00:00,50.614445
2008-11-16 00:00:00,56.336037
2008-12-16 00:00:00,65.1398
2009-01-16 00:00:00,61.801033
2009-02-16 00:00:00,53.40488
2009-03-16 00:00:00,47.77446
2009-04-16 00:00:00,35.28571
2009-05-16 00:00:00,27.174913
2009-06-16 00:00:00,19.770071
