time,par
2003-01-16 00:00:00,64.50666
2003-02-16 00:00:00,54.981487
2003-03-16 00:00:00,46.728806
2003-04-16 00:00:00,32.337536
2003-05-16 00:00:00,24.204123
2003-06-16 00:00:00,19.771479
2003-07-16 00:00:00,19.722128
2003-08-16 00:00:00,27.70864
2003-09-16 00:00:00,36.056717
2003-10-16 00:00:00,48.529423
2003-11-16 00:00:00,60.41009
2003-12-16 00:00:00,65.69345
2004-01-16 00:00:00,63.923615
2004-02-16 00:00:00,56.11183
2004-03-16 00:00:00,48.26592
2004-04-16 00:00:00,31.711723
2004-05-16 00:00:00,25.339651
2004-06-16 00:00:00,17.98603
2004-07-16 00:00:00,22.283272
2004-08-16 00:00:00,27.469336
2004-09-16 00:00:00,40.212845
2004-10-16 00:00:00,49.79533
2004-11-16 00:00:00,56.627167
2004-12-16 00:00:00,65.37046
2005-01-16 00:00:00,65.80657
2005-02-16 00:00:00,57.920033
2005-03-16 00:00:00,41.171467
2005-04-16 00:00:00,32.22783
2005-05-16 00:00:00,23.368372
2005-06-16 00:00:00,16.924025
2005-07-16 00:00:00,23.760832
2005-08-16 00:00:00,26.809519
2005-09-16 00:00:00,36.318974
2005-10-16 00:00:00,48.484486
2005-11-16 00:00:00,62.273727
2005-12-16 00:00:00,60.84222
2006-01-16 00:00:00,54.265274
2006-02-16 00:00:00,57.195484
2006-03-16 00:00:00,45.26674
2006-04-16 00:00:00,34.43356
2006-05-16 00:00:00,25.973219
2006-06-16 00:00:00,20.734575
2006-07-16 00:00:00,21.342415
2006-08-16 00:00:00,27.964424
2006-09-16 00:00:00,38.15856
2006-10-16 00:00:00,51.71728
2006-11-16 00:00:00,54.26839
2006-12-16 00:00:00,64.77152
2007-01-16 00:00:00,56.457027
2007-02-16 00:00:00,55.297394
2007-03-16 00:00:00,48.258785
2007-04-16 00:00:00,33.255466
2007-05-16 00:00:00,22.821035
2007-06-16 00:00:00,20.96572
2007-07-16 00:00:00,19.500051
2007-08-16 00:00:00,24.80951
2007-09-16 00:00:00,34.574043
2007-10-16 00:00:00,49.50389
2007-11-16 00:00:00,61.68379
2007-12-16 00:00:00,61.795628
2008-01-16 00:00:00,62.08994
2008-02-16 00:00:00,53.410828
2008-03-16 00:00:00,45.909298
2008-04-16 00:00:00,32.597866
2008-05-16 00:00:00,23.24591
2008-06-16 00:00:00,20.708296
2008-07-16 00:00:00,20.255205
2008-08-16 00:00:00,31.601952
2008-09-16 00:00:00,38.288692
2008-10-16 00:00:00,46.37459
2008-11-16 00:00:00,58.273132
2008-12-16 00:00:00,65.511086
2009-01-16 00:00:00,62.49618
2009-02-16 00:00:00,54.531574
2009-03-16 00:00:00,44.729954
2009-04-16 00:00:00,35.835228
2009-05-16 00:00:00,25.722132
2009-06-16 00:00:00,20.009985
2009-07-16 00:00:00,22.002182
2009-08-16 00:00:00,27.436804
2009-09-16 00:00:00,36.150253
2009-10-16 00:00:00,51.848007
2009-11-16 00:00:00,55.91573
2009-12-16 00:00:00,63.301697
2010-01-16 00:00:00,63.325016
2010-02-16 00:00:00,55.269535
2010-03-16 00:00:00,46.33302
2010-04-16 00:00:00,32.47293
2010-05-16 00:00:00,25.492668
2010-06-16 00:00:00,19.697943
2010-07-16 00:00:00,22.386856
2010-08-16 00:00:00,28.715261
2010-09-16 00:00:00,42.570183
2010-10-16 00:00:00,53.215103
2010-11-16 00:00:00,59.654408
2010-12-16 00:00:00,60.278034
2011-01-16 00:00:00,58.113888
2011-02-16 00:00:00,57.354267
2011-03-16 00:00:00,49.135006
2011-04-16 00:00:00,34.468616
2011-05-16 00:00:00,25.496397
2011-06-16 00:00:00,17.953054
2011-07-16 00:00:00,18.105131
2011-08-16 00:00:00,27.89741
2011-09-16 00:00:00,39.62827
2011-10-16 00:00:00,47.72568
2011-11-16 00:00:00,53.61438
2011-12-16 00:00:00,56.319504
2012-01-16 00:00:00,63.535618
2012-02-16 00:00:00,56.09081
2012-03-16 00:00:00,49.364994
2012-04-16 00:00:00,31.064566
2012-05-16 00:00:00,24.417578
2012-06-16 00:00:00,18.261532
2012-07-16 00:00:00,22.526405
2012-08-16 00:00:00,28.179186
2012-09-16 00:00:00,38.42845
2012-10-16 00:00:00,50.704483
2012-11-16 00:00:00,55.65837
2012-12-16 00:00:00,65.41525
2013-01-16 00:00:00,58.6557
2013-02-16 00:00:00,53.685734
2013-03-16 00:00:00,45.948074
2013-04-16 00:00:00,31.189692
2013-05-16 00:00:00,23.326399
2013-06-16 00:00:00,20.767673
2013-07-16 00:00:00,20.407196
2013-08-16 00:00:00,26.503288
2013-09-16 00:00:00,33.80708
2013-10-16 00:00:00,49.009007
2013-11-16 00:00:00,59.52502
2013-12-16 00:00:00,66.144875
2014-01-16 00:00:00,65.01455
