time,par
2003-01-16 00:00:00,64.51689
2003-02-16 00:00:00,53.708977
2003-03-16 00:00:00,46.90439
2003-04-16 00:00:00,32.947765
2003-05-16 00:00:00,24.455956
2003-06-16 00:00:00,19.294703
2003-07-16 00:00:00,19.4666
2003-08-16 00:00:00,27.79424
2003-09-16 00:00:00,36.416466
2003-10-16 00:00:00,49.961296
2003-11-16 00:00:00,61.220795
2003-12-16 00:00:00,65.07818
2004-01-16 00:00:00,63.47123
2004-02-16 00:00:00,55.65966
2004-03-16 00:00:00,48.17693
2004-04-16 00:00:00,33.102547
2004-05-16 00:00:00,25.002323
2004-06-16 00:00:00,17.945744
2004-07-16 00:00:00,23.042658
2004-08-16 00:00:00,28.81568
2004-09-16 00:00:00,40.130352
2004-10-16 00:00:00,50.24155
2004-11-16 00:00:00,57.201736
2004-12-16 00:00:00,64.46238
2005-01-16 00:00:00,65.52196
2005-02-16 00:00:00,57.1381
2005-03-16 00:00:00,39.968388
2005-04-16 00:00:00,33.158463
2005-05-16 00:00:00,23.575645
2005-06-16 00:00:00,15.476291
2005-07-16 00:00:00,23.49323
2005-08-16 00:00:00,27.72859
2005-09-16 00:00:00,37.99754
2005-10-16 00:00:00,47.57496
2005-11-16 00:00:00,61.780884
2005-12-16 00:00:00,61.03309
2006-01-16 00:00:00,54.915604
2006-02-16 00:00:00,56.860313
2006-03-16 00:00:00,46.609543
2006-04-16 00:00:00,34.58024
2006-05-16 00:00:00,25.52986
2006-06-16 00:00:00,21.317945
2006-07-16 00:00:00,21.548996
2006-08-16 00:00:00,27.709576
2006-09-16 00:00:00,39.226986
2006-10-16 00:00:00,51.773617
2006-11-16 00:00:00,55.437153
2006-12-16 00:00:00,64.87742
2007-01-16 00:00:00,59.822254
2007-02-16 00:00:00,55.983616
2007-03-16 00:00:00,47.069016
2007-04-16 00:00:00,34.33208
2007-05-16 00:00:00,22.399597
2007-06-16 00:00:00,21.63831
2007-07-16 00:00:00,20.381765
2007-08-16 00:00:00,25.815676
2007-09-16 00:00:00,35.370953
2007-10-16 00:00:00,47.84818
2007-11-16 00:00:00,62.210148
2007-12-16 00:00:00,62.53181
2008-01-16 00:00:00,64.025185
2008-02-16 00:00:00,55.697155
2008-03-16 00:00:00,45.32507
2008-04-16 00:00:00,32.707893
2008-05-16 00:00:00,23.319027
2008-06-16 00:00:00,21.005732
2008-07-16 00:00:00,20.653172
2008-08-16 00:00:00,31.816631
2008-09-16 00:00:00,37.8967
2008-10-16 00:00:00,47.57592
2008-11-16 00:00:00,58.62387
2008-12-16 00:00:00,66.19167
2009-01-16 00:00:00,62.230377
2009-02-16 00:00:00,54.67088
2009-03-16 00:00:00,44.772404
2009-04-16 00:00:00,35.360462
2009-05-16 00:00:00,25.886127
2009-06-16 00:00:00,19.55272
2009-07-16 00:00:00,22.420311
2009-08-16 00:00:00,26.934237
2009-09-16 00:00:00,36.081722
2009-10-16 00:00:00,51.31719
2009-11-16 00:00:00,56.919285
2009-12-16 00:00:00,63.82545
2010-01-16 00:00:00,63.331554
2010-02-16 00:00:00,54.074116
2010-03-16 00:00:00,47.309357
2010-04-16 00:00:00,33.25158
2010-05-16 00:00:00,25.119354
2010-06-16 00:00:00,19.602604
2010-07-16 00:00:00,22.595026
2010-08-16 00:00:00,30.246183
2010-09-16 00:00:00,42.732674
2010-10-16 00:00:00,52.313854
2010-11-16 00:00:00,60.335148
2010-12-16 00:00:00,61.006153
2011-01-16 00:00:00,60.934364
2011-02-16 00:00:00,57.223866
2011-03-16 00:00:00,49.43071
2011-04-16 00:00:00,33.963905
2011-05-16 00:00:00,24.911325
2011-06-16 00:00:00,18.97496
2011-07-16 00:00:00,19.81163
2011-08-16 00:00:00,28.019962
2011-09-16 00:00:00,40.579018
2011-10-16 00:00:00,49.724537
2011-11-16 00:00:00,53.241653
2011-12-16 00:00:00,57.40458
2012-01-16 00:00:00,62.46348
2012-02-16 00:00:00,53.94689
2012-03-16 00:00:00,48.789703
2012-04-16 00:00:00,32.632946
2012-05-16 00:00:00,24.948917
2012-06-16 00:00:00,18.131382
2012-07-16 00:00:00,23.145512
2012-08-16 00:00:00,29.005713
2012-09-16 00:00:00,40.283726
2012-10-16 00:00:00,51.07467
2012-11-16 00:00:00,59.631573
2012-12-16 00:00:00,64.42031
2013-01-16 00:00:00,61.742138
2013-02-16 00:00:00,54.152214
2013-03-16 00:00:00,45.18659
2013-04-16 00:00:00,30.62588
2013-05-16 00:00:00,24.675747
2013-06-16 00:00:00,21.129837
2013-07-16 00:00:00,20.837767
2013-08-16 00:00:00,28.017227
2013-09-16 00:00:00,33.89716
2013-10-16 00:00:00,49.94939
2013-11-16 00:00:00,59.55526
2013-12-16 00:00:00,66.401665
2014-01-16 00:00:00,64.632835
2014-02-16 00:00:00,59.65826
2014-03-16 00:00:00,44.350277
2014-04-16 00:00:00,34.07478
2014-05-16 00:00:00,21.687626
2014-06-16 00:00:00,19.527159
2014-07-16 00:00:00,21.521475
2014-08-16 00:00:00,28.243366
2014-09-16 00:00:00,36.694897
2014-10-16 00:00:00,50.750683
2014-11-16 00:00:00,57.123894
2014-12-16 00:00:00,64.80374
2015-01-16 00:00:00,63.49179
2015-02-16 00:00:00,53.07247
2015-03-16 00:00:00,46.215366
2015-04-16 00:00:00,31.683947
2015-05-16 00:00:00,26.098263
2015-06-16 00:00:00,19.809053
2015-07-16 00:00:00,20.87995
2015-08-16 00:00:00,28.416946
2015-09-16 00:00:00,39.91947
2015-10-16 00:00:00,49.980053
2015-11-16 00:00:00,60.11374
2015-12-16 00:00:00,64.44484
2016-01-16 00:00:00,56.49263
2016-02-16 00:00:00,58.82311
2016-03-16 00:00:00,43.932316
2016-04-16 00:00:00,31.137156
2016-05-16 00:00:00,24.18305
2016-06-16 00:00:00,19.434738
2016-07-16 00:00:00,22.184631
2016-08-16 00:00:00,26.62863
2016-09-16 00:00:00,37.520527
