SITECODE,LOCATION,JULIANDATE,DATE,X (EPSG32750),Y (EPSG32750),LAT (EPSG7844),LON (EPSG7844),TEMPERATURE (C),SALINITY (pss),DENSITY (kgm-3),DEPTH (m),CONDUCTIVITY (sm),VELOCITY (ms-1)
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,8.5263,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,9.4737,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,10.4211,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,11.3684,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,12.3158,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,13.2632,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,14.2105,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,15.1579,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,16.1053,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,17.0526,  NaN,  NaN
GI1,GARDEN IS,     92086,19920326 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.1900,35.9400,25.1589,18.0000,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,35.9800,25.1620,0.0947,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,35.9800,25.1620,0.4737,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,35.9800,25.1620,0.9474,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,1.8947,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,2.8421,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,3.7895,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,4.7368,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,5.6842,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,6.6316,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,7.5789,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,8.5263,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,9.4737,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,10.4211,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,11.3684,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,12.3158,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,13.2632,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,14.2105,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,15.1579,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,16.1053,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0200,25.1924,17.0526,  NaN,  NaN
GI1,GARDEN IS,     92084,19920324 00:00:00,370149.0000,6443943.0000,-32.133431,115.623337,21.2900,36.0400,25.2076,18.0000,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,0.0889,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,0.4444,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,0.8889,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,1.7778,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,2.6667,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,3.5556,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,4.4444,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,5.3333,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,6.2222,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,7.1111,  NaN,  NaN
GI2,GARDEN IS,     92086,19920326 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.0400,35.9100,25.1774,8.0000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,0.1000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,0.5000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,1.0000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,2.0000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,3.0000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,4.0000,  NaN,  NaN
GI2,GARDEN IS,     92071,19920311 00:00:00,368577.0000,6443923.0000,-32.133429,115.606672,21.9900,36.0700,25.0354,5.0000,  NaN,  NaN
