SITECODE,LOCATION,JULIANDATE,DATE,X (EPSG32750),Y (EPSG32750),LAT (EPSG7844),LON (EPSG7844),TEMPERATURE (C),SALINITY (pss),DENSITY (kgm-3),DEPTH (m),CONDUCTIVITY (sm),VELOCITY (ms-1)
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5300,25.4037,0.1118,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5700,25.4340,0.5588,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5700,25.4340,1.1176,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5700,25.4340,2.2353,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5700,25.4340,3.3529,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5700,25.4340,4.4706,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5700,25.4340,5.5882,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,6.7059,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,7.8235,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,8.9412,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,10.0588,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,11.1765,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,12.2941,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,13.4118,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,14.5294,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,15.6471,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,16.7647,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,17.8824,  NaN,  NaN
MN34,MANDURAH,     92087,19920327 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,21.9250,36.5800,25.4416,19.0000,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,0.1118,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5200,25.0319,0.5588,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5300,25.0394,1.1176,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,2.2353,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,3.3529,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,4.4706,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,5.5882,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,6.7059,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,7.8235,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,8.9412,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,10.0588,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,11.1765,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,12.2941,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,13.4118,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,14.5294,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,15.6471,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,16.7647,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,17.8824,  NaN,  NaN
MN34,MANDURAH,     92073,19920313 00:00:00,381179.0000,6421903.0000,-32.333434,115.737505,23.1950,36.5400,25.0469,19.0000,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8450,36.5800,25.4641,0.0947,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,0.4737,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,0.9474,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,1.8947,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,2.8421,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,3.7895,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,4.7368,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,5.6842,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,6.6316,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,7.5789,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,8.5263,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,9.4737,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,10.4211,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,11.3684,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,12.3158,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,13.2632,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,14.2105,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,15.1579,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,16.1053,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,17.0526,  NaN,  NaN
MN33,MANDURAH,     92087,19920327 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,21.8950,36.6100,25.4729,18.0000,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,0.1059,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,0.5294,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,1.0588,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,2.1176,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,3.1765,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,4.2353,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,5.2941,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,6.3529,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,7.4118,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,8.4706,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,9.5294,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,10.5882,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,11.6471,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,12.7059,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,13.7647,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,14.8235,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,15.8824,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,16.9412,  NaN,  NaN
MN33,MANDURAH,     92073,19920313 00:00:00,379218.0000,6421880.0000,-32.333431,115.716670,22.9950,36.5300,25.0977,18.0000,  NaN,  NaN
MN36,MANDURAH,     92087,19920327 00:00:00,378613.0000,6420025.0000,-32.350096,115.710006,21.8750,36.5900,25.4633,0.1667,  NaN,  NaN
MN36,MANDURAH,     92087,19920327 00:00:00,378613.0000,6420025.0000,-32.350096,115.710006,21.8750,36.6000,25.4709,0.8333,  NaN,  NaN
MN36,MANDURAH,     92087,19920327 00:00:00,378613.0000,6420025.0000,-32.350096,115.710006,21.8750,36.6000,25.4709,1.6667,  NaN,  NaN
MN36,MANDURAH,     92087,19920327 00:00:00,378613.0000,6420025.0000,-32.350096,115.710006,21.8750,36.6000,25.4709,3.3333,  NaN,  NaN
MN36,MANDURAH,     92087,19920327 00:00:00,378613.0000,6420025.0000,-32.350096,115.710006,21.8750,36.6000,25.4709,5.0000,  NaN,  NaN
MN36,MANDURAH,     92073,19920313 00:00:00,378613.0000,6420025.0000,-32.350096,115.710006,22.7450,36.5500,25.1851,0.1667,  NaN,  NaN
