SITECODE,LOCATION,JULIANDATE,DATE,X (EPSG32750),Y (EPSG32750),LAT (EPSG7844),LON (EPSG7844),TEMPERATURE (C),SALINITY (pss),DENSITY (kgm-3),DEPTH (m),CONDUCTIVITY (sm),VELOCITY (ms-1)
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0300,25.6327,0.0917,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,0.4583,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,0.9167,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,1.8333,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,2.7500,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,3.6667,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,4.5833,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,5.5000,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,6.4167,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,7.3333,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,8.2500,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,9.1667,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,10.0833,  NaN,  NaN
MA3,MANDURAH,     91233,19910821 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.6000,35.0400,25.6404,11.0000,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.5500,35.4200,25.9440,0.0323,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,0.1618,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,0.3235,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,0.6471,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,0.9706,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,1.2941,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,1.6177,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,1.9412,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,2.2647,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,2.5882,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,2.9118,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,3.2353,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,3.5588,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,3.8823,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,4.2059,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,4.5294,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,4.8529,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,5.1765,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,5.5000,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,5.8235,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,6.1471,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,6.4706,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,6.7941,  NaN,  NaN
MA3,MANDURAH,     91232,19910820 00:00:00,372278.0000,6443416.0000,-32.138427,115.645833,16.4500,35.4200,25.9674,7.1177,  NaN,  NaN
