time,pic
2003-01-16 00:00:00,3.8914284e-05
2003-02-16 00:00:00,3.902857e-05
2003-03-16 00:00:00,2.1257143e-05
2003-04-16 00:00:00,6.1942854e-05
2003-05-16 00:00:00,0.00011114286
2003-06-16 00:00:00,0.00016745715
2003-07-16 00:00:00,0.0004512857
2003-08-16 00:00:00,0.0003542
2003-09-16 00:00:00,0.00044657142
2003-10-16 00:00:00,9.242858e-05
2003-11-16 00:00:00,4.182857e-05
2003-12-16 00:00:00,0.000102228565
2004-01-16 00:00:00,7.062858e-05
2004-02-16 00:00:00,1.5885715e-05
2004-03-16 00:00:00,3.025714e-05
2004-04-16 00:00:00,1.8542856e-05
2004-05-16 00:00:00,9.611429e-05
2004-06-16 00:00:00,0.0006980857
2004-07-16 00:00:00,0.00014162857
2004-08-16 00:00:00,0.0008258285
2004-09-16 00:00:00,0.00033437143
2004-10-16 00:00:00,0.00010357142
2004-11-16 00:00:00,4.4971428e-05
2004-12-16 00:00:00,3.4e-05
2005-01-16 00:00:00,5.842857e-05
2005-02-16 00:00:00,1.3914285e-05
2005-03-16 00:00:00,1.4264706e-05
2005-04-16 00:00:00,5.9e-05
2005-05-16 00:00:00,0.00013825715
2005-06-16 00:00:00,0.0003489143
2005-07-16 00:00:00,0.00024885713
2005-08-16 00:00:00,0.0002662
2005-09-16 00:00:00,0.00048008573
2005-10-16 00:00:00,0.00025808573
2005-11-16 00:00:00,0.00013002857
2005-12-16 00:00:00,7.182858e-05
2006-01-16 00:00:00,2.9485713e-05
2006-02-16 00:00:00,1.6885715e-05
2006-03-16 00:00:00,2.742857e-05
2006-04-16 00:00:00,2.0857142e-05
2006-05-16 00:00:00,1.7314285e-05
2006-06-16 00:00:00,8.7485714e-05
2006-07-16 00:00:00,9.705714e-05
2006-08-16 00:00:00,0.00061782857
2006-09-16 00:00:00,0.00031822856
2006-10-16 00:00:00,0.0002848
2006-11-16 00:00:00,1.9000001e-05
2006-12-16 00:00:00,3.1228574e-05
2007-01-16 00:00:00,3.8314287e-05
2007-02-16 00:00:00,4.494286e-05
2007-03-16 00:00:00,1.88e-05
2007-04-16 00:00:00,0.00010605714
2007-05-16 00:00:00,0.00029579998
2007-06-16 00:00:00,3.5085715e-05
2007-07-16 00:00:00,0.00041148573
2007-08-16 00:00:00,0.0004981714
2007-09-16 00:00:00,0.0005312
2007-10-16 00:00:00,0.00013717143
2007-11-16 00:00:00,4.9542854e-05
2007-12-16 00:00:00,4.28e-05
2008-01-16 00:00:00,2.3085713e-05
2008-02-16 00:00:00,1.3685713e-05
2008-03-16 00:00:00,2.22e-05
2008-04-16 00:00:00,4.02e-05
2008-05-16 00:00:00,6.102857e-05
2008-06-16 00:00:00,7.08e-05
2008-07-16 00:00:00,0.00026802858
2008-08-16 00:00:00,6.528571e-05
2008-09-16 00:00:00,0.00015828572
2008-10-16 00:00:00,7.9342855e-05
2008-11-16 00:00:00,8.2314284e-05
2008-12-16 00:00:00,3.1914286e-05
2009-01-16 00:00:00,2.3257144e-05
2009-02-16 00:00:00,1.4171428e-05
2009-03-16 00:00:00,1.58e-05
2009-04-16 00:00:00,2.7542857e-05
2009-05-16 00:00:00,3.2e-05
