depth,time,dissic,ph,talk
0.49402538,2021-11-01,2.1069326,8.10355,2.4043207
0.49402538,2021-11-02,2.1074595,8.105143,2.4047146
0.49402538,2021-11-03,2.1079862,8.10202,2.4051085
0.49402538,2021-11-04,2.1085129,8.099751,2.4055023
0.49402538,2021-11-05,2.1090398,8.100439,2.4058962
0.49402538,2021-11-06,2.1095667,8.100645,2.40629
0.49402538,2021-11-07,2.110022,8.1016865,2.4068956
0.49402538,2021-11-08,2.110478,8.101461,2.4075007
0.49402538,2021-11-09,2.1109338,8.10088,2.4081063
0.49402538,2021-11-10,2.1113894,8.09987,2.4087117
0.49402538,2021-11-11,2.111845,8.098648,2.409317
0.49402538,2021-11-12,2.1123009,8.096646,2.4099226
0.49402538,2021-11-13,2.1127567,8.094091,2.4105277
0.49402538,2021-11-14,2.1129503,8.091907,2.410762
0.49402538,2021-11-15,2.1131434,8.086921,2.410996
0.49402538,2021-11-16,2.1133373,8.080325,2.4112306
0.49402538,2021-11-17,2.1135306,8.076646,2.4114647
0.49402538,2021-11-18,2.1137242,8.079514,2.4116988
0.49402538,2021-11-19,2.1139178,8.083286,2.411933
0.49402538,2021-11-20,2.1141114,8.080864,2.412167
0.49402538,2021-11-21,2.1143684,8.077005,2.4126527
0.49402538,2021-11-22,2.1146255,8.078335,2.4131384
0.49402538,2021-11-23,2.1148825,8.079599,2.4136243
0.49402538,2021-11-24,2.1151395,8.07681,2.4141097
0.49402538,2021-11-25,2.1153965,8.073971,2.4145956
0.49402538,2021-11-26,2.1156535,8.070408,2.4150813
0.49402538,2021-11-27,2.1159105,8.062719,2.415567
0.49402538,2021-11-28,2.1158757,8.055958,2.4158173
0.49402538,2021-11-29,2.115841,8.058475,2.4160676
0.49402538,2021-11-30,2.1158059,8.065275,2.416318
0.49402538,2021-12-01,2.1157713,8.068833,2.4165683
0.49402538,2021-12-02,2.115736,8.071106,2.4168186
0.49402538,2021-12-03,2.1157012,8.073212,2.417069
0.49402538,2021-12-04,2.1156664,8.07296,2.4173193
0.49402538,2021-12-05,2.1157494,8.071583,2.4175029
0.49402538,2021-12-06,2.1158319,8.071801,2.4176865
0.49402538,2021-12-07,2.1159146,8.070487,2.41787
0.49402538,2021-12-08,2.1159973,8.0633545,2.4180539
0.49402538,2021-12-09,2.11608,8.059154,2.4182377
0.49402538,2021-12-10,2.1161628,8.059971,2.4184213
0.49402538,2021-12-11,2.1162455,8.0591755,2.418605
0.49402538,2021-12-12,2.116285,8.060774,2.418715
0.49402538,2021-12-13,2.1163244,8.06419,2.4188251
0.49402538,2021-12-14,2.116364,8.067246,2.418935
0.49402538,2021-12-15,2.1164036,8.07091,2.4190447
0.49402538,2021-12-16,2.116443,8.072935,2.419155
0.49402538,2021-12-17,2.1164825,8.073732,2.4192648
0.49402538,2021-12-18,2.1165218,8.074291,2.419375
0.49402538,2021-12-19,2.1166644,8.071501,2.419549
0.49402538,2021-12-20,2.1168065,8.0695,2.419723
0.49402538,2021-12-21,2.116949,8.069996,2.419897
0.49402538,2021-12-22,2.1170917,8.068955,2.4200711
0.49402538,2021-12-23,2.1172342,8.066656,2.4202452
0.49402538,2021-12-24,2.1173766,8.064874,2.4204187
0.49402538,2021-12-25,2.117519,8.060661,2.4205928
0.49402538,2021-12-26,2.1174667,8.05268,2.4206061
0.49402538,2021-12-27,2.1174145,8.046221,2.4206192
0.49402538,2021-12-28,2.117362,8.040436,2.4206321
0.49402538,2021-12-29,2.1173096,8.035225,2.4206452
0.49402538,2021-12-30,2.1172574,8.037544,2.4206583
0.49402538,2021-12-31,2.1172051,8.044454,2.4206715
0.49402538,2022-01-01,2.1171527,8.05048,2.4206846
0.49402538,2022-01-02,2.1169953,8.054117,2.4205444
0.49402538,2022-01-03,2.1168375,8.054468,2.4204044
0.49402538,2022-01-04,2.11668,8.053009,2.4202642
0.49402538,2022-01-05,2.1165223,8.049541,2.420124
0.49402538,2022-01-06,2.116365,8.046585,2.4199839
0.49402538,2022-01-07,2.1162071,8.04561,2.4198442
0.49402538,2022-01-08,2.1160495,8.0463505,2.419704
0.49402538,2022-01-09,2.1159048,8.050385,2.4195871
0.49402538,2022-01-10,2.1157598,8.053398,2.4194703
0.49402538,2022-01-11,2.1156151,8.051774,2.419354
0.49402538,2022-01-12,2.1154704,8.048161,2.4192371
0.49402538,2022-01-13,2.1153255,8.047472,2.4191203
0.49402538,2022-01-14,2.1151807,8.047958,2.419004
0.49402538,2022-01-15,2.115036,8.047688,2.4188871
0.49402538,2022-01-16,2.1152043,8.049194,2.4191558
0.49402538,2022-01-17,2.1153731,8.049638,2.4194245
0.49402538,2022-01-18,2.1155417,8.043866,2.4196932
0.49402538,2022-01-19,2.1157103,8.037488,2.419962
0.49402538,2022-01-20,2.115879,8.032879,2.4202306
0.49402538,2022-01-21,2.1160474,8.028074,2.4204993
0.49402538,2022-01-22,2.1162162,8.023823,2.420768
0.49402538,2022-01-23,2.116334,8.0212145,2.4208572
0.49402538,2022-01-24,2.116452,8.026236,2.4209461
0.49402538,2022-01-25,2.11657,8.033693,2.4210348
0.49402538,2022-01-26,2.116688,8.03697,2.421124
0.49402538,2022-01-27,2.116806,8.038909,2.4212127
0.49402538,2022-01-28,2.1169238,8.040331,2.4213018
0.49402538,2022-01-29,2.1170416,8.037516,2.4213908
0.49402538,2022-01-30,2.1172953,8.03628,2.421685
0.49402538,2022-01-31,2.117549,8.039551,2.4219792
0.49402538,2022-02-01,2.1178021,8.042986,2.4222736
0.49402538,2022-02-02,2.1180558,8.044622,2.4225678
0.49402538,2022-02-03,2.1183095,8.040112,2.422862
0.49402538,2022-02-04,2.1185632,8.035241,2.4231563
0.49402538,2022-02-05,2.1188166,8.029638,2.4234507
0.49402538,2022-02-06,2.118959,8.029692,2.4236302
0.49402538,2022-02-07,2.119101,8.038762,2.4238095
0.49402538,2022-02-08,2.1192431,8.040636,2.4239888
0.49402538,2022-02-09,2.1193857,8.040604,2.4241683
0.49402538,2022-02-10,2.1195278,8.040567,2.4243476
0.49402538,2022-02-11,2.1196702,8.036613,2.4245272
0.49402538,2022-02-12,2.1198125,8.036947,2.4247065
0.49402538,2022-02-13,2.1199226,8.038605,2.4250145
0.49402538,2022-02-14,2.1200333,8.034662,2.425323
0.49402538,2022-02-15,2.1201434,8.028212,2.425631
0.49402538,2022-02-16,2.1202536,8.024496,2.425939
0.49402538,2022-02-17,2.120364,8.024622,2.4262476
0.49402538,2022-02-18,2.1204743,8.023969,2.4265556
