depth,time,dissic,ph,talk
0.49402538,2021-11-01,2.0989535,8.103275,2.4050581
0.49402538,2021-11-02,2.0993776,8.104945,2.4052298
0.49402538,2021-11-03,2.099802,8.101884,2.4054015
0.49402538,2021-11-04,2.100226,8.100146,2.405573
0.49402538,2021-11-05,2.1006503,8.101095,2.4057446
0.49402538,2021-11-06,2.1010745,8.101313,2.4059162
0.49402538,2021-11-07,2.1015863,8.102366,2.4060657
0.49402538,2021-11-08,2.1020985,8.103132,2.406215
0.49402538,2021-11-09,2.1026103,8.104322,2.4063644
0.49402538,2021-11-10,2.1031222,8.103899,2.4065137
0.49402538,2021-11-11,2.103634,8.10188,2.4066632
0.49402538,2021-11-12,2.104146,8.09994,2.4068127
0.49402538,2021-11-13,2.1046581,8.098333,2.406962
0.49402538,2021-11-14,2.104614,8.096695,2.407163
0.49402538,2021-11-15,2.10457,8.091766,2.407364
0.49402538,2021-11-16,2.1045258,8.084119,2.4075649
0.49402538,2021-11-17,2.1044817,8.077735,2.4077659
0.49402538,2021-11-18,2.1044374,8.078182,2.4079669
0.49402538,2021-11-19,2.1043932,8.082662,2.4081678
0.49402538,2021-11-20,2.1043491,8.081653,2.4083688
0.49402538,2021-11-21,2.1048365,8.078683,2.4085636
0.49402538,2021-11-22,2.1053236,8.079852,2.4087582
0.49402538,2021-11-23,2.1058109,8.080539,2.408953
0.49402538,2021-11-24,2.1062982,8.07745,2.4091475
0.49402538,2021-11-25,2.1067853,8.074527,2.4093423
0.49402538,2021-11-26,2.1072726,8.0715275,2.4095368
0.49402538,2021-11-27,2.10776,8.065695,2.4097316
0.49402538,2021-11-28,2.1080823,8.058915,2.4100113
0.49402538,2021-11-29,2.1084046,8.059817,2.410291
0.49402538,2021-11-30,2.1087272,8.065767,2.4105706
0.49402538,2021-12-01,2.1090496,8.06786,2.41085
0.49402538,2021-12-02,2.1093721,8.068441,2.4111297
0.49402538,2021-12-03,2.1096947,8.070035,2.4114096
0.49402538,2021-12-04,2.110017,8.070423,2.411689
0.49402538,2021-12-05,2.110046,8.069192,2.411925
0.49402538,2021-12-06,2.1100743,8.069344,2.4121614
0.49402538,2021-12-07,2.1101031,8.068707,2.4123976
0.49402538,2021-12-08,2.1101317,8.063135,2.4126337
