depth,time,dissic,ph,talk
0.49402538,2022-01-23,2.1102083,8.030589,2.4165761
0.49402538,2022-01-24,2.11005,8.036343,2.4164565
0.49402538,2022-01-25,2.1098917,8.043498,2.4163368
0.49402538,2022-01-26,2.1097329,8.045549,2.416217
0.49402538,2022-01-27,2.1095746,8.04592,2.4160974
0.49402538,2022-01-28,2.1094162,8.046147,2.4159775
0.49402538,2022-01-29,2.109258,8.0423975,2.415858
0.49402538,2022-01-30,2.109331,8.039962,2.4159634
0.49402538,2022-01-31,2.1094043,8.043663,2.4160688
0.49402538,2022-02-01,2.1094778,8.047978,2.4161742
0.49402538,2022-02-02,2.1095512,8.049892,2.41628
0.49402538,2022-02-03,2.1096246,8.046793,2.4163857
0.49402538,2022-02-04,2.109698,8.041409,2.4164913
0.49402538,2022-02-05,2.1097713,8.035869,2.4165967
0.49402538,2022-02-06,2.1100032,8.036881,2.4168603
0.49402538,2022-02-07,2.1102352,8.044418,2.4171243
0.49402538,2022-02-08,2.1104672,8.044982,2.4173882
0.49402538,2022-02-09,2.1106992,8.044309,2.417652
0.49402538,2022-02-10,2.1109312,8.044303,2.4179158
0.49402538,2022-02-11,2.1111634,8.039145,2.4181798
0.49402538,2022-02-12,2.1113951,8.038764,2.4184434
0.49402538,2022-02-13,2.110757,8.041057,2.418247
0.49402538,2022-02-14,2.1101189,8.036881,2.4180508
0.49402538,2022-02-15,2.1094809,8.031783,2.417854
0.49402538,2022-02-16,2.1088426,8.030603,2.4176579
0.49402538,2022-02-17,2.1082046,8.031903,2.4174614
0.49402538,2022-02-18,2.1075666,8.032016,2.4172652
0.49402538,2022-02-19,2.106928,8.030318,2.4170687
0.49402538,2022-02-20,2.106692,8.031407,2.4168985
0.49402538,2022-02-21,2.1064556,8.032849,2.4167283
0.49402538,2022-02-22,2.106219,8.03292,2.416558
0.49402538,2022-02-23,2.105983,8.034631,2.4163878
0.49402538,2022-02-24,2.1057465,8.036189,2.4162176
0.49402538,2022-02-25,2.10551,8.035047,2.4160473
0.49402538,2022-02-26,2.105274,8.035428,2.415877
0.49402538,2022-02-27,2.1053712,8.037932,2.4159591
0.49402538,2022-02-28,2.1054685,8.036786,2.4160411
0.49402538,2022-03-01,2.1055663,8.0365,2.4161232
0.49402538,2022-03-02,2.1056635,8.039842,2.4162052
0.49402538,2022-03-03,2.105761,8.043212,2.4162872
0.49402538,2022-03-04,2.1058586,8.045669,2.4163692
0.49402538,2022-03-05,2.1059558,8.046025,2.4164512
0.49402538,2022-03-06,2.1056356,8.044537,2.4163985
0.49402538,2022-03-07,2.1053152,8.044083,2.4163463
0.49402538,2022-03-08,2.104995,8.044356,2.4162939
0.49402538,2022-03-09,2.1046746,8.04301,2.4162414
0.49402538,2022-03-10,2.1043541,8.041152,2.416189
0.49402538,2022-03-11,2.1040342,8.039691,2.4161365
0.49402538,2022-03-12,2.1037138,8.03902,2.416084
0.49402538,2022-03-13,2.1035676,8.037404,2.4160378
0.49402538,2022-03-14,2.1034214,8.034446,2.4159918
0.49402538,2022-03-15,2.1032753,8.035491,2.4159455
0.49402538,2022-03-16,2.1031291,8.038392,2.4158993
0.49402538,2022-03-17,2.1029828,8.037892,2.4158533
0.49402538,2022-03-18,2.1028368,8.036705,2.415807
0.49402538,2022-03-19,2.1026907,8.038556,2.4157608
0.49402538,2022-03-20,2.1025722,8.041245,2.4156365
0.49402538,2022-03-21,2.1024535,8.0433235,2.4155126
0.49402538,2022-03-22,2.1023347,8.045708,2.4153888
0.49402538,2022-03-23,2.1022165,8.047565,2.4152646
0.49402538,2022-03-24,2.1020975,8.048909,2.4151406
0.49402538,2022-03-25,2.101979,8.0483265,2.4150164
0.49402538,2022-03-26,2.1018603,8.0454645,2.4148927
0.49402538,2022-03-27,2.1006036,8.046073,2.4140463
0.49402538,2022-03-28,2.099347,8.049254,2.4132001
0.49402538,2022-03-29,2.0980902,8.050232,2.4123542
0.49402538,2022-03-30,2.0968335,8.05093,2.4115078
0.49402538,2022-03-31,2.095577,8.05083,2.410662
0.49402538,2022-04-01,2.09432,8.049937,2.4098158
0.49402538,2022-04-02,2.0930634,8.046514,2.4089696
0.49402538,2022-04-03,2.0925987,8.042846,2.408714
0.49402538,2022-04-04,2.0921335,8.044578,2.4084585
0.49402538,2022-04-05,2.0916688,8.048049,2.408203
0.49402538,2022-04-06,2.0912035,8.049171,2.4079473
0.49402538,2022-04-07,2.0907385,8.049187,2.4076917
0.49402538,2022-04-08,2.0902739,8.049583,2.4074361
0.49402538,2022-04-09,2.0898087,8.0517435,2.4071805
0.49402538,2022-04-10,2.0899622,8.0541,2.4073584
0.49402538,2022-04-11,2.0901155,8.055272,2.4075367
0.49402538,2022-04-12,2.0902689,8.056321,2.407715
0.49402538,2022-04-13,2.0904222,8.057757,2.407893
0.49402538,2022-04-14,2.0905757,8.058771,2.4080715
0.49402538,2022-04-15,2.090729,8.05912,2.4082496
0.49402538,2022-04-16,2.090882,8.059754,2.4084275
0.49402538,2022-04-17,2.090699,8.061516,2.408267
0.49402538,2022-04-18,2.0905159,8.063123,2.4081066
0.49402538,2022-04-19,2.0903323,8.064109,2.4079463
0.49402538,2022-04-20,2.0901492,8.065154,2.4077861
0.49402538,2022-04-21,2.0899656,8.066475,2.407626
0.49402538,2022-04-22,2.0897825,8.067571,2.4074652
0.49402538,2022-04-23,2.0895994,8.067803,2.407305
0.49402538,2022-04-24,2.0892441,8.067198,2.406936
0.49402538,2022-04-25,2.088889,8.06792,2.4065673
0.49402538,2022-04-26,2.0885336,8.069932,2.4061983
0.49402538,2022-04-27,2.0881786,8.071001,2.4058292
0.49402538,2022-04-28,2.0878234,8.07191,2.4054601
0.49402538,2022-04-29,2.0874681,8.073165,2.4050913
0.49402538,2022-04-30,2.0871131,8.07407,2.4047225
0.49402538,2022-05-01,2.087573,8.074735,2.4050758
0.49402538,2022-05-02,2.088033,8.074834,2.405429
0.49402538,2022-05-03,2.088493,8.075887,2.405782
0.49402538,2022-05-04,2.0889528,8.078011,2.4061353
0.49402538,2022-05-05,2.0894125,8.080112,2.4064884
0.49402538,2022-05-06,2.0898726,8.082091,2.406842
0.49402538,2022-05-07,2.0903323,8.082402,2.407195
0.49402538,2022-05-08,2.0900915,8.080544,2.4069262
0.49402538,2022-05-09,2.0898507,8.079965,2.406657
0.49402538,2022-05-10,2.0896099,8.081487,2.406388
0.49402538,2022-05-11,2.089369,8.081249,2.4061193
0.49402538,2022-05-12,2.0891283,8.081012,2.4058502
0.49402538,2022-05-13,2.0888875,8.084174,2.4055812
0.49402538,2022-05-14,2.0886464,8.088002,2.4053123
0.49402538,2022-05-15,2.0877454,8.089265,2.4044623
0.49402538,2022-05-16,2.0868447,8.087127,2.4036124
0.49402538,2022-05-17,2.085944,8.083526,2.4027624
0.49402538,2022-05-18,2.085043,8.080537,2.4019125
0.49402538,2022-05-19,2.0841422,8.07785,2.4010625
0.49402538,2022-05-20,2.0832415,8.075722,2.4002125
0.49402538,2022-05-21,2.0823405,8.07335,2.3993626
0.49402538,2022-05-22,2.0819714,8.071483,2.398967
0.49402538,2022-05-23,2.0816023,8.073741,2.3985713
0.49402538,2022-05-24,2.0812333,8.077279,2.3981755
0.49402538,2022-05-25,2.0808644,8.078865,2.3977797
0.49402538,2022-05-26,2.0804954,8.079768,2.3973837
0.49402538,2022-05-27,2.0801265,8.07993,2.396988
0.49402538,2022-05-28,2.0797575,8.079354,2.3965924
0.49402538,2022-05-29,2.0799932,8.080719,2.3967986
0.49402538,2022-05-30,2.080229,8.08316,2.397005
0.49402538,2022-05-31,2.0804648,8.084827,2.3972116
0.49402538,2022-06-01,2.0807006,8.085919,2.397418
0.49402538,2022-06-02,2.0809367,8.086183,2.3976245
0.49402538,2022-06-03,2.0811722,8.086288,2.397831
0.49402538,2022-06-04,2.0814083,8.086436,2.3980372
0.49402538,2022-06-05,2.0808756,8.086552,2.3975513
0.49402538,2022-06-06,2.0803425,8.086996,2.3970652
0.49402538,2022-06-07,2.07981,8.088195,2.3965795
0.49402538,2022-06-08,2.0792773,8.090449,2.3960934
0.49402538,2022-06-09,2.0787446,8.093636,2.3956072
0.49402538,2022-06-10,2.078212,8.094246,2.3951213
0.49402538,2022-06-11,2.0776792,8.092396,2.3946354
0.49402538,2022-06-12,2.0774748,8.09298,2.3945725
0.49402538,2022-06-13,2.0772703,8.095536,2.3945096
0.49402538,2022-06-14,2.0770657,8.095843,2.3944466
0.49402538,2022-06-15,2.0768611,8.09425,2.3943834
0.49402538,2022-06-16,2.0766566,8.093019,2.3943207
0.49402538,2022-06-17,2.0764523,8.09234,2.3942573
0.49402538,2022-06-18,2.0762477,8.092786,2.3941944
0.49402538,2022-06-19,2.076515,8.093811,2.3945246
0.49402538,2022-06-20,2.076782,8.093776,2.3948548
0.49402538,2022-06-21,2.077049,8.091599,2.3951852
0.49402538,2022-06-22,2.0773165,8.087876,2.3955154
0.49402538,2022-06-23,2.0775836,8.084947,2.3958457
0.49402538,2022-06-24,2.077851,8.084507,2.3961759
0.49402538,2022-06-25,2.078118,8.085278,2.396506
0.49402538,2022-06-26,2.078059,8.086747,2.3966296
0.49402538,2022-06-27,2.0779994,8.088127,2.396753
0.49402538,2022-06-28,2.0779402,8.089495,2.3968766
0.49402538,2022-06-29,2.0778809,8.091281,2.3970006
0.49402538,2022-06-30,2.0778217,8.091782,2.397124
0.49402538,2022-07-01,2.0777624,8.090264,2.3972476
0.49402538,2022-07-02,2.077703,8.089402,2.397371
0.49402538,2022-07-03,2.0781484,8.090615,2.3976352
0.49402538,2022-07-04,2.078594,8.092239,2.397899
0.49402538,2022-07-05,2.0790393,8.093133,2.398163
0.49402538,2022-07-06,2.079485,8.093329,2.398427
0.49402538,2022-07-07,2.0799303,8.093321,2.3986907
0.49402538,2022-07-08,2.080376,8.092261,2.3989549
0.49402538,2022-07-09,2.0808213,8.092183,2.3992188
0.49402538,2022-07-10,2.0806272,8.095379,2.3990633
0.49402538,2022-07-11,2.0804334,8.097959,2.3989074
0.49402538,2022-07-12,2.0802393,8.099121,2.398752
0.49402538,2022-07-13,2.0800452,8.100551,2.3985965
0.49402538,2022-07-14,2.0798514,8.103272,2.3984408
0.49402538,2022-07-15,2.0796573,8.107698,2.3982852
0.49402538,2022-07-16,2.0794635,8.109646,2.3981297
0.49402538,2022-07-17,2.079641,8.109921,2.3980844
0.49402538,2022-07-18,2.079819,8.111386,2.3980393
0.49402538,2022-07-19,2.0799968,8.113024,2.3979938
0.49402538,2022-07-20,2.0801747,8.113706,2.3979485
0.49402538,2022-07-21,2.0803528,8.111894,2.3979034
0.49402538,2022-07-22,2.0805304,8.109393,2.397858
0.49402538,2022-07-23,2.0807083,8.109071,2.3978128
0.49402538,2022-07-24,2.0812247,8.110463,2.39803
0.49402538,2022-07-25,2.081741,8.111257,2.3982475
0.49402538,2022-07-26,2.0822575,8.110164,2.3984647
0.49402538,2022-07-27,2.082774,8.107276,2.3986819
0.49402538,2022-07-28,2.0832903,8.104173,2.3988993
0.49402538,2022-07-29,2.083807,8.102299,2.3991163
0.49402538,2022-07-30,2.0843236,8.102969,2.3993337
0.49402538,2022-07-31,2.0845926,8.104432,2.3992052
0.49402538,2022-08-01,2.0848615,8.102923,2.3990767
0.49402538,2022-08-02,2.085131,8.100704,2.3989484
0.49402538,2022-08-03,2.0854,8.101758,2.39882
0.49402538,2022-08-04,2.085669,8.105319,2.3986914
0.49402538,2022-08-05,2.0859382,8.107938,2.3985631
0.49402538,2022-08-06,2.0862074,8.108371,2.3984346
0.49402538,2022-08-07,2.0865033,8.106743,2.39852
0.49402538,2022-08-08,2.0867991,8.1051445,2.3986056
0.49402538,2022-08-09,2.087095,8.1064005,2.3986912
0.49402538,2022-08-10,2.0873907,8.107957,2.398777
0.49402538,2022-08-11,2.0876863,8.10814,2.3988624
0.49402538,2022-08-12,2.087982,8.108248,2.398948
0.49402538,2022-08-13,2.088278,8.107348,2.3990333
0.49402538,2022-08-14,2.0881553,8.105145,2.3989453
0.49402538,2022-08-15,2.0880325,8.104154,2.3988574
0.49402538,2022-08-16,2.0879095,8.105209,2.3987691
0.49402538,2022-08-17,2.0877864,8.105896,2.3986812
0.49402538,2022-08-18,2.087664,8.104426,2.398593
0.49402538,2022-08-19,2.0875409,8.102684,2.3985047
0.49402538,2022-08-20,2.0874178,8.102222,2.3984168
0.49402538,2022-08-21,2.0873568,8.101609,2.3984482
0.49402538,2022-08-22,2.0872953,8.101623,2.3984802
0.49402538,2022-08-23,2.0872338,8.102176,2.398512
0.49402538,2022-08-24,2.0871727,8.102359,2.3985436
0.49402538,2022-08-25,2.0871112,8.102541,2.398575
0.49402538,2022-08-26,2.08705,8.104782,2.3986065
0.49402538,2022-08-27,2.0869887,8.109633,2.3986385
0.49402538,2022-08-28,2.0868351,8.113664,2.3985348
0.49402538,2022-08-29,2.086682,8.115118,2.398431
0.49402538,2022-08-30,2.0865285,8.115483,2.3983276
0.49402538,2022-08-31,2.086375,8.115756,2.3982239
0.49402538,2022-09-01,2.0862217,8.115876,2.3981202
0.49402538,2022-09-02,2.0860684,8.1168165,2.3980167
0.49402538,2022-09-03,2.0859149,8.118274,2.397913
0.49402538,2022-09-04,2.0858052,8.119115,2.3979146
0.49402538,2022-09-05,2.085696,8.119645,2.397916
0.49402538,2022-09-06,2.085586,8.119552,2.397918
0.49402538,2022-09-07,2.0854766,8.118927,2.3979197
0.49402538,2022-09-08,2.085367,8.11822,2.3979213
0.49402538,2022-09-09,2.0852573,8.115319,2.397923
0.49402538,2022-09-10,2.0851476,8.113274,2.3979247
0.49402538,2022-09-11,2.0854409,8.1116495,2.3979528
0.49402538,2022-09-12,2.0857337,8.110904,2.397981
0.49402538,2022-09-13,2.086027,8.113518,2.3980088
0.49402538,2022-09-14,2.0863197,8.116141,2.3980372
0.49402538,2022-09-15,2.086613,8.1181555,2.398065
0.49402538,2022-09-16,2.086906,8.119464,2.3980932
0.49402538,2022-09-17,2.087199,8.119049,2.398121
0.49402538,2022-09-18,2.087692,8.11807,2.3983889
0.49402538,2022-09-19,2.0881846,8.11959,2.3986564
0.49402538,2022-09-20,2.0886772,8.121383,2.3989236
0.49402538,2022-09-21,2.0891702,8.1209755,2.3991914
0.49402538,2022-09-22,2.0896628,8.120479,2.399459
0.49402538,2022-09-23,2.0901556,8.118785,2.3997262
0.49402538,2022-09-24,2.0906484,8.117734,2.3999937
0.49402538,2022-09-25,2.0910194,8.116256,2.4001617
0.49402538,2022-09-26,2.0913901,8.114247,2.4003296
0.49402538,2022-09-27,2.0917609,8.113275,2.4004977
0.49402538,2022-09-28,2.0921316,8.112248,2.400666
0.49402538,2022-09-29,2.0925024,8.111266,2.4008338
0.49402538,2022-09-30,2.0928733,8.11006,2.4010022
0.49402538,2022-10-01,2.093244,8.109647,2.4011703
0.49402538,2022-10-02,2.0935476,8.110185,2.4013214
0.49402538,2022-10-03,2.0938509,8.109681,2.4014728
0.49402538,2022-10-04,2.0941544,8.107275,2.401624
0.49402538,2022-10-05,2.0944579,8.10631,2.4017754
0.49402538,2022-10-06,2.0947614,8.106967,2.401927
0.49402538,2022-10-07,2.0950649,8.105592,2.402078
0.49402538,2022-10-08,2.0953684,8.103264,2.4022293
0.49402538,2022-10-09,2.095642,8.102629,2.402334
0.49402538,2022-10-10,2.0959165,8.104493,2.4024384
0.49402538,2022-10-11,2.0961905,8.10642,2.4025428
0.49402538,2022-10-12,2.0964644,8.107515,2.4026477
0.49402538,2022-10-13,2.0967386,8.106784,2.4027522
0.49402538,2022-10-14,2.0970128,8.103989,2.4028563
0.49402538,2022-10-15,2.097287,8.102499,2.402961
0.49402538,2022-10-16,2.0974376,8.103354,2.4030838
0.49402538,2022-10-17,2.0975888,8.104766,2.4032063
0.49402538,2022-10-18,2.0977395,8.103183,2.403329
0.49402538,2022-10-19,2.0978909,8.100124,2.4034517
0.49402538,2022-10-20,2.0980415,8.097905,2.4035742
0.49402538,2022-10-21,2.0981927,8.096157,2.4036973
0.49402538,2022-10-22,2.0983436,8.093162,2.4038198
0.49402538,2022-10-23,2.0986195,8.09288,2.403773
0.49402538,2022-10-24,2.0988953,8.095495,2.4037263
0.49402538,2022-10-25,2.099171,8.097087,2.4036794
0.49402538,2022-10-26,2.0994465,8.097284,2.4036326
0.49402538,2022-10-27,2.0997221,8.0979395,2.4035857
0.49402538,2022-10-28,2.0999982,8.1001425,2.4035387
0.49402538,2022-10-29,2.1002738,8.10172,2.4034922
0.49402538,2022-10-30,2.1007187,8.103448,2.403673
0.49402538,2022-10-31,2.1011631,8.104969,2.403854
0.49402538,2022-11-01,2.101608,8.105799,2.404035
0.49402538,2022-11-02,2.1035905,8.105035,2.404863
0.49402538,2022-11-03,2.1035745,8.100654,2.4048529
0.49402538,2022-11-04,2.103481,8.099503,2.4047182
0.49402538,2022-11-05,2.1033926,8.1025305,2.404641
0.49402538,2022-11-06,2.1034038,8.1034,2.40462
0.49402538,2022-11-07,2.1035666,8.100504,2.4048312
0.49402538,2022-11-08,2.1033866,8.097041,2.404938
0.49402538,2022-11-09,2.1029394,8.094244,2.405008
0.49402538,2022-11-10,2.1021922,8.0936,2.4047658
0.49402538,2022-11-11,2.1022398,8.0964575,2.4049022
0.49402538,2022-11-12,2.1026008,8.098548,2.4051805
0.49402538,2022-11-13,2.1031282,8.098749,2.4055908
0.49402538,2022-11-14,2.1035304,8.0986395,2.405991
0.49402538,2022-11-15,2.1040118,8.097531,2.4063609
0.49402538,2022-11-16,2.1040134,8.094924,2.4062603
0.49402538,2022-11-17,2.1040075,8.096036,2.4059417
0.49402538,2022-11-18,2.1042683,8.099454,2.4060926
0.49402538,2022-11-19,2.1042988,8.100408,2.4062116
0.49402538,2022-11-20,2.1047192,8.09845,2.4065456
0.49402538,2022-11-21,2.1050646,8.095309,2.4068253
0.49402538,2022-11-22,2.1052225,8.091409,2.4069335
0.49402538,2022-11-23,2.1046064,8.087648,2.4067476
0.49402538,2022-11-24,2.1048038,8.084473,2.407356
0.49402538,2022-11-25,2.1047277,8.081599,2.4076145
0.49402538,2022-11-26,2.1051474,8.081083,2.407855
0.49402538,2022-11-27,2.10553,8.082563,2.4080055
0.49402538,2022-11-28,2.1059406,8.083215,2.4081876
0.49402538,2022-11-29,2.106507,8.080547,2.4084857
0.49402538,2022-11-30,2.1055787,8.077638,2.4080362
0.49402538,2022-12-01,2.1052608,8.076648,2.4080446
0.49402538,2022-12-02,2.1049435,8.075404,2.4079804
0.49402538,2022-12-03,2.1051495,8.074422,2.408023
0.49402538,2022-12-04,2.1055045,8.0746565,2.4081786
0.49402538,2022-12-05,2.1058676,8.0748625,2.4084094
0.49402538,2022-12-06,2.1062872,8.076182,2.4087138
0.49402538,2022-12-07,2.1066015,8.077793,2.4088302
0.49402538,2022-12-08,2.107445,8.076785,2.409493
0.49402538,2022-12-09,2.1077888,8.074889,2.4098408
0.49402538,2022-12-10,2.1079988,8.075413,2.4100332
0.49402538,2022-12-11,2.1080148,8.077285,2.4100916
0.49402538,2022-12-12,2.1079094,8.078561,2.4100301
0.49402538,2022-12-13,2.1079252,8.080161,2.4100943
0.49402538,2022-12-14,2.1085396,8.07946,2.4104996
0.49402538,2022-12-15,2.108841,8.076463,2.4107435
0.49402538,2022-12-16,2.1089299,8.0744095,2.4109237
0.49402538,2022-12-17,2.1088412,8.072415,2.4109685
0.49402538,2022-12-18,2.1086922,8.06889,2.41102
0.49402538,2022-12-19,2.1084642,8.065993,2.4110298
0.49402538,2022-12-20,2.1086009,8.064258,2.4112678
0.49402538,2022-12-21,2.108802,8.061641,2.411587
0.49402538,2022-12-22,2.1086044,8.05861,2.4115803
0.49402538,2022-12-23,2.1085327,8.053889,2.4116275
0.49402538,2022-12-24,2.1086457,8.051415,2.411726
0.49402538,2022-12-25,2.1089494,8.053482,2.4119294
0.49402538,2022-12-26,2.1091998,8.056683,2.4120638
0.49402538,2022-12-27,2.1095474,8.059382,2.4122694
0.49402538,2022-12-28,2.1099455,8.061086,2.4125774
0.49402538,2022-12-29,2.1106942,8.0599375,2.4131186
0.49402538,2022-12-30,2.1107256,8.05734,2.413179
0.49402538,2022-12-31,2.110983,8.059338,2.4134347
0.49402538,2023-01-01,2.1112945,8.062637,2.4136398
0.49402538,2023-01-02,2.1114767,8.06398,2.4137244
0.49402538,2023-01-03,2.1119545,8.064157,2.4140387
0.49402538,2023-01-04,2.112786,8.062647,2.414678
0.49402538,2023-01-05,2.1126432,8.058242,2.4146454
0.49402538,2023-01-06,2.1122878,8.058748,2.4143517
0.49402538,2023-01-07,2.111954,8.06503,2.4140337
0.49402538,2023-01-08,2.1118824,8.068309,2.413835
0.49402538,2023-01-09,2.112232,8.067349,2.4139774
0.49402538,2023-01-10,2.1127245,8.063815,2.4144394
0.49402538,2023-01-11,2.113558,8.062316,2.4152348
0.49402538,2023-01-12,2.1139343,8.061172,2.4155908
0.49402538,2023-01-13,2.1137094,8.060397,2.4154685
0.49402538,2023-01-14,2.1124408,8.0629835,2.4145525
0.49402538,2023-01-15,2.1106768,8.06519,2.4132237
0.49402538,2023-01-16,2.109991,8.068045,2.4127772
0.49402538,2023-01-17,2.1097772,8.071204,2.412639
0.49402538,2023-01-18,2.1102164,8.071698,2.4129894
0.49402538,2023-01-19,2.1117742,8.068778,2.4143097
0.49402538,2023-01-20,2.113557,8.061504,2.4157858
0.49402538,2023-01-21,2.1140957,8.051892,2.4162843
0.49402538,2023-01-22,2.1131532,8.044018,2.4156983
0.49402538,2023-01-23,2.1126053,8.039693,2.415636
0.49402538,2023-01-24,2.1127017,8.04321,2.4159894
0.49402538,2023-01-25,2.1124632,8.050202,2.4159584
0.49402538,2023-01-26,2.1116726,8.052102,2.4153402
0.49402538,2023-01-27,2.110953,8.05385,2.4147453
0.49402538,2023-01-28,2.1102552,8.056362,2.4142158
0.49402538,2023-01-29,2.1100333,8.056411,2.4140706
0.49402538,2023-01-30,2.1102772,8.053228,2.4144287
0.49402538,2023-01-31,2.110315,8.051297,2.414739
0.49402538,2023-02-01,2.110177,8.052468,2.414934
0.49402538,2023-02-02,2.1097338,8.053306,2.4148355
0.49402538,2023-02-03,2.1095655,8.052548,2.4149694
0.49402538,2023-02-04,2.1086745,8.050551,2.4145296
0.49402538,2023-02-05,2.1065962,8.047376,2.4131978
0.49402538,2023-02-06,2.1062078,8.046225,2.4131434
0.49402538,2023-02-07,2.1063473,8.046953,2.4133968
0.49402538,2023-02-08,2.1062903,8.045587,2.4134462
0.49402538,2023-02-09,2.1062381,8.044312,2.4133525
0.49402538,2023-02-10,2.1062412,8.044043,2.4132574
0.49402538,2023-02-11,2.1064847,8.045623,2.413388
0.49402538,2023-02-12,2.1070826,8.046924,2.4138498
0.49402538,2023-02-13,2.1073453,8.045058,2.4140723
0.49402538,2023-02-14,2.1077454,8.044739,2.414385
