depth,latitude,longitude,time,fe,no3,po4,si
0.49402538,-31.75,115.5,2021-11-30,0.0033811852,0.0034951896,0.12473951,2.7734025
0.49402538,-31.75,115.5,2021-12-01,0.0033141773,0.0035111895,0.12365966,2.7720706
0.49402538,-31.75,115.5,2021-12-02,0.0032625347,0.0035461208,0.12250705,2.755058
0.49402538,-31.75,115.5,2021-12-03,0.0031981338,0.003672446,0.12203434,2.7309852
0.49402538,-31.75,115.5,2021-12-04,0.0031499576,0.0041801776,0.122135386,2.7066927
0.49402538,-31.75,115.5,2021-12-05,0.0031394006,0.0041778157,0.12220894,2.688918
0.49402538,-31.75,115.5,2021-12-06,0.0031190568,0.0038847323,0.12224611,2.672866
0.49402538,-31.75,115.5,2021-12-07,0.0031349214,0.0049745175,0.12245675,2.659483
0.49402538,-31.75,115.5,2021-12-08,0.0031994223,0.0070941,0.122646436,2.6575804
0.49402538,-31.75,115.5,2021-12-09,0.00304822,0.005522764,0.122962035,2.6573493
0.49402538,-31.75,115.5,2021-12-10,0.0028409655,0.00401234,0.123123206,2.6630843
0.49402538,-31.75,115.5,2021-12-11,0.0028419464,0.0036395865,0.12310374,2.6706574
0.49402538,-31.75,115.5,2021-12-12,0.0030087507,0.002804617,0.12280473,2.6775725
0.49402538,-31.75,115.5,2021-12-13,0.0032191025,0.0029087856,0.12236113,2.680808
0.49402538,-31.75,115.5,2021-12-14,0.0032927636,0.0031194407,0.1219184,2.6711805
0.49402538,-31.75,115.5,2021-12-15,0.0032091655,0.0031014169,0.12170421,2.649912
0.49402538,-31.75,115.5,2021-12-16,0.0031013486,0.0032715043,0.12168716,2.6327302
0.49402538,-31.75,115.5,2021-12-17,0.0030183054,0.0029373232,0.12172058,2.6330328
0.49402538,-31.75,115.5,2021-12-18,0.002930823,0.0027727,0.12200021,2.642471
0.49402538,-31.75,115.5,2021-12-19,0.0029480804,0.0034438502,0.122160636,2.6468465
0.49402538,-31.75,115.5,2021-12-20,0.0032195237,0.0035737671,0.12128049,2.6477962
0.49402538,-31.75,115.5,2021-12-21,0.0033811268,0.0036366223,0.12063477,2.6405778
0.49402538,-31.75,115.5,2021-12-22,0.0034321542,0.0039649913,0.12036178,2.6301248
0.49402538,-31.75,115.5,2021-12-23,0.0034468074,0.0040163225,0.120347746,2.6181712
0.49402538,-31.75,115.5,2021-12-24,0.0034316364,0.0040734205,0.12075305,2.6040447
0.49402538,-31.75,115.5,2021-12-25,0.0034677298,0.0046473774,0.121238224,2.5927064
0.49402538,-31.75,115.5,2021-12-26,0.0036373024,0.005864061,0.1211125,2.5944865
0.49402538,-31.75,115.5,2021-12-27,0.003804626,0.0064155227,0.120402545,2.6155949
0.49402538,-31.75,115.5,2021-12-28,0.0037780858,0.0064586853,0.12024493,2.635747
0.49402538,-31.75,115.5,2021-12-29,0.0036764354,0.0055907243,0.12028966,2.6407666
0.49402538,-31.75,115.5,2021-12-30,0.0036819456,0.0044534183,0.120071955,2.6356623
0.49402538,-31.75,115.5,2021-12-31,0.0035747592,0.0033862656,0.120598346,2.6168792
0.49402538,-31.75,115.5,2022-01-01,0.003350256,0.0030213774,0.1217367,2.5953052
0.49402538,-31.75,115.5,2022-01-02,0.0032739535,0.0034634748,0.12230528,2.5774467
0.49402538,-31.75,115.5,2022-01-03,0.0033308696,0.004114259,0.12234146,2.5684824
0.49402538,-31.75,115.5,2022-01-04,0.0034103564,0.004135893,0.12215623,2.5648952
0.49402538,-31.75,115.5,2022-01-05,0.0035064449,0.005034581,0.12190312,2.5646236
0.49402538,-31.75,115.5,2022-01-06,0.0036219186,0.0054563456,0.12154603,2.5637174
0.49402538,-31.75,115.5,2022-01-07,0.0036319548,0.004686195,0.1215559,2.5561857
0.49402538,-31.75,115.5,2022-01-08,0.0033842123,0.003385201,0.12265914,2.5470266
0.49402538,-31.75,115.5,2022-01-09,0.0032033557,0.0029567475,0.123533875,2.5408623
0.49402538,-31.75,115.5,2022-01-10,0.0032628453,0.0035459972,0.12356466,2.5355124
0.49402538,-31.75,115.5,2022-01-11,0.0033718734,0.004489347,0.12350396,2.534174
0.49402538,-31.75,115.5,2022-01-12,0.0034780137,0.005168439,0.123342745,2.5350013
0.49402538,-31.75,115.5,2022-01-13,0.003570973,0.004469468,0.12302294,2.5333807
0.49402538,-31.75,115.5,2022-01-14,0.0036466138,0.0041260105,0.1228645,2.5285485
0.49402538,-31.75,115.5,2022-01-15,0.0035217418,0.0036871466,0.12336081,2.5234249
0.49402538,-31.75,115.5,2022-01-16,0.0032838054,0.0032710847,0.12421004,2.5202835
0.49402538,-31.75,115.5,2022-01-17,0.0032875913,0.0042460305,0.12446468,2.5173275
0.49402538,-31.75,115.5,2022-01-18,0.003378996,0.0064608785,0.124552965,2.5208693
0.49402538,-31.75,115.5,2022-01-19,0.0034976576,0.007098826,0.12428442,2.5297532
0.49402538,-31.75,115.5,2022-01-20,0.00360318,0.007250568,0.12399738,2.5457275
0.49402538,-31.75,115.5,2022-01-21,0.003437105,0.006229329,0.12401387,2.556651
0.49402538,-31.75,115.5,2022-01-22,0.0033715195,0.0055307685,0.123501815,2.5600796
0.49402538,-31.75,115.5,2022-01-23,0.0034198356,0.0042656204,0.12302388,2.5556612
0.49402538,-31.75,115.5,2022-01-24,0.003360436,0.0033109186,0.12349133,2.5437376
0.49402538,-31.75,115.5,2022-01-25,0.003220687,0.0034572543,0.12447196,2.5337384
0.49402538,-31.75,115.5,2022-01-26,0.003047294,0.003369473,0.1251275,2.5307004
0.49402538,-31.75,115.5,2022-01-27,0.0030240174,0.0031868697,0.12548615,2.5266833
0.49402538,-31.75,115.5,2022-01-28,0.0030688369,0.0034553516,0.12579852,2.5218031
0.49402538,-31.75,115.5,2022-01-29,0.0031673277,0.0044226674,0.12589565,2.5191832
0.49402538,-31.75,115.5,2022-01-30,0.003293159,0.003997579,0.12554654,2.5175161
0.49402538,-31.75,115.5,2022-01-31,0.0033101903,0.0031018993,0.12546748,2.5147145
0.49402538,-31.75,115.5,2022-02-01,0.0032030342,0.0030839958,0.1260494,2.5120883
0.49402538,-31.75,115.5,2022-02-02,0.0030690283,0.003153061,0.12679979,2.5112088
0.49402538,-31.75,115.5,2022-02-03,0.0030775466,0.0046332832,0.12703851,2.5146062
0.49402538,-31.75,115.5,2022-02-04,0.0031509744,0.0064944844,0.12694785,2.521484
0.49402538,-31.75,115.5,2022-02-05,0.0031830708,0.0057741194,0.12670861,2.5243297
0.49402538,-31.75,115.5,2022-02-06,0.003020333,0.0028370207,0.12696074,2.5216134
0.49402538,-31.75,115.5,2022-02-07,0.0030469631,0.0023835597,0.12709612,2.5211058
0.49402538,-31.75,115.5,2022-02-08,0.003234444,0.0030638457,0.12690948,2.5172434
0.49402538,-31.75,115.5,2022-02-09,0.0033538092,0.0027633677,0.126814,2.509593
0.49402538,-31.75,115.5,2022-02-10,0.0034764865,0.003340614,0.12665233,2.5047662
0.49402538,-31.75,115.5,2022-02-11,0.0035389357,0.0041746497,0.12643014,2.5119765
0.49402538,-31.75,115.5,2022-02-12,0.003387394,0.0027972672,0.1268029,2.522637
0.49402538,-31.75,115.5,2022-02-13,0.003245273,0.0029922894,0.12753314,2.527873
0.49402538,-31.75,115.5,2022-02-14,0.0031116186,0.004405514,0.12821051,2.5400429
0.49402538,-31.75,115.5,2022-02-15,0.0030770958,0.004765298,0.12823035,2.5533578
0.49402538,-31.75,115.5,2022-02-16,0.0031340378,0.0037757186,0.1278909,2.5574672
0.49402538,-31.75,115.5,2022-02-17,0.0032245736,0.0032392507,0.12750912,2.5580173
0.49402538,-31.75,115.5,2022-02-18,0.0033102373,0.0036078026,0.12702538,2.5633886
0.49402538,-31.75,115.5,2022-02-19,0.0033439621,0.0034806705,0.12643628,2.5721357
0.49402538,-31.75,115.5,2022-02-20,0.0033093258,0.0024970486,0.12609677,2.572338
0.49402538,-31.75,115.5,2022-02-21,0.003328356,0.0025694666,0.12605251,2.5667968
0.49402538,-31.75,115.5,2022-02-22,0.003304419,0.0023316983,0.1264628,2.5595672
0.49402538,-31.75,115.5,2022-02-23,0.0032688326,0.002208221,0.12690996,2.5522165
0.49402538,-31.75,115.5,2022-02-24,0.0032926116,0.0025349732,0.12679742,2.5429718
0.49402538,-31.75,115.5,2022-02-25,0.0033475014,0.0028745737,0.12656978,2.5372539
0.49402538,-31.75,115.5,2022-02-26,0.003398507,0.0021816269,0.12630299,2.5330105
0.49402538,-31.75,115.5,2022-02-27,0.0034523227,0.0023986234,0.12608859,2.527153
0.49402538,-31.75,115.5,2022-02-28,0.003488067,0.0029578058,0.12587743,2.5236979
0.49402538,-31.75,115.5,2022-03-01,0.0034718679,0.0022564828,0.12549584,2.525753
0.49402538,-31.75,115.5,2022-03-02,0.0035063776,0.0021327133,0.12521885,2.5256228
0.49402538,-31.75,115.5,2022-03-03,0.0035238352,0.0023644061,0.12502365,2.5221207
0.49402538,-31.75,115.5,2022-03-04,0.0034837045,0.0025362328,0.1250564,2.5195136
0.49402538,-31.75,115.5,2022-03-05,0.0034741908,0.0029168003,0.12521738,2.5167289
0.49402538,-31.75,115.5,2022-03-06,0.0034977836,0.003141177,0.12514186,2.516143
0.49402538,-31.75,115.5,2022-03-07,0.0035490983,0.002954136,0.12483097,2.5178785
0.49402538,-31.75,115.5,2022-03-08,0.0035924294,0.0030622017,0.124536365,2.5205145
0.49402538,-31.75,115.5,2022-03-09,0.0036105355,0.0034753564,0.12423012,2.525049
0.49402538,-31.75,115.5,2022-03-10,0.0035571028,0.003819794,0.12382151,2.5345314
0.49402538,-31.75,115.5,2022-03-11,0.0034394145,0.0051327096,0.123339206,2.5505009
0.49402538,-31.75,115.5,2022-03-12,0.003191671,0.004354814,0.12274989,2.568403
0.49402538,-31.75,115.5,2022-03-13,0.0029606374,0.005115172,0.12228267,2.5834243
0.49402538,-31.75,115.5,2022-03-14,0.0028714915,0.004897804,0.121832915,2.5906286
0.49402538,-31.75,115.5,2022-03-15,0.0028435993,0.0033883797,0.12148559,2.590274
0.49402538,-31.75,115.5,2022-03-16,0.0028501803,0.0032525714,0.121271536,2.59033
0.49402538,-31.75,115.5,2022-03-17,0.0030024454,0.0034004413,0.1211158,2.5862794
0.49402538,-31.75,115.5,2022-03-18,0.0033434473,0.0035618076,0.1210735,2.5754983
0.49402538,-31.75,115.5,2022-03-19,0.0035177527,0.0030543827,0.12142776,2.564861
0.49402538,-31.75,115.5,2022-03-20,0.0034775203,0.0028742368,0.12174386,2.559174
0.49402538,-31.75,115.5,2022-03-21,0.0034511797,0.0027363359,0.12192253,2.5501666
0.49402538,-31.75,115.5,2022-03-22,0.0034513173,0.0026521613,0.12217355,2.539324
0.49402538,-31.75,115.5,2022-03-23,0.0034285632,0.002623907,0.122331165,2.5328605
0.49402538,-31.75,115.5,2022-03-24,0.003432852,0.002804084,0.12228563,2.5307746
0.49402538,-31.75,115.5,2022-03-25,0.0034632816,0.0043813502,0.12188382,2.5387976
0.49402538,-31.75,115.5,2022-03-26,0.003373322,0.0046470454,0.12079784,2.5638318
0.49402538,-31.75,115.5,2022-03-27,0.0033097675,0.0027336641,0.120275445,2.57498
0.49402538,-31.75,115.5,2022-03-28,0.003422213,0.002966074,0.120176524,2.574663
0.49402538,-31.75,115.5,2022-03-29,0.0035298583,0.0035465553,0.12000629,2.5760512
0.49402538,-31.75,115.5,2022-03-30,0.0034594545,0.0033974627,0.11964383,2.589036
0.49402538,-31.75,115.5,2022-03-31,0.0032516515,0.0033352883,0.11882458,2.6094766
0.49402538,-31.75,115.5,2022-04-01,0.0029913462,0.0032363276,0.11746995,2.6329675
0.49402538,-31.75,115.5,2022-04-02,0.002790438,0.00430445,0.11590895,2.6549034
0.49402538,-31.75,115.5,2022-04-03,0.0027498568,0.0035596087,0.11483108,2.6642582
0.49402538,-31.75,115.5,2022-04-04,0.0029564064,0.0023444318,0.115174174,2.6540093
0.49402538,-31.75,115.5,2022-04-05,0.0031823632,0.0026703838,0.115519285,2.6450894
0.49402538,-31.75,115.5,2022-04-06,0.0032233994,0.0029385963,0.11550047,2.6430483
0.49402538,-31.75,115.5,2022-04-07,0.0032234867,0.0033176492,0.11532687,2.6454477
0.49402538,-31.75,115.5,2022-04-08,0.0031389159,0.002550326,0.11480251,2.6530046
0.49402538,-31.75,115.5,2022-04-09,0.003083069,0.0024933151,0.11425419,2.6606948
0.49402538,-31.75,115.5,2022-04-10,0.0029739023,0.0026337465,0.11359424,2.668555
0.49402538,-31.75,115.5,2022-04-11,0.0028377082,0.0028836837,0.11289455,2.6797986
0.49402538,-31.75,115.5,2022-04-12,0.002857534,0.002411527,0.112579994,2.6840882
0.49402538,-31.75,115.5,2022-04-13,0.0030076657,0.0026784376,0.112605974,2.6815362
0.49402538,-31.75,115.5,2022-04-14,0.0030587043,0.0029292852,0.11260788,2.6798718
0.49402538,-31.75,115.5,2022-04-15,0.0030404732,0.0031073135,0.11253335,2.6823306
0.49402538,-31.75,115.5,2022-04-16,0.0030695444,0.00262786,0.11229313,2.684421
0.49402538,-31.75,115.5,2022-04-17,0.003102464,0.0025015564,0.11213033,2.6867023
0.49402538,-31.75,115.5,2022-04-18,0.0030810342,0.0028832217,0.11206723,2.690437
0.49402538,-31.75,115.5,2022-04-19,0.003099102,0.0029333262,0.11195514,2.6931274
0.49402538,-31.75,115.5,2022-04-20,0.003158551,0.002835856,0.11181588,2.6952662
0.49402538,-31.75,115.5,2022-04-21,0.0032309452,0.003001532,0.11170881,2.6984334
0.49402538,-31.75,115.5,2022-04-22,0.0032208168,0.0030929386,0.11155188,2.7059207
0.49402538,-31.75,115.5,2022-04-23,0.00307958,0.0030648343,0.11123114,2.7183764
0.49402538,-31.75,115.5,2022-04-24,0.0030331393,0.003442783,0.11098124,2.7294915
0.49402538,-31.75,115.5,2022-04-25,0.0031184133,0.0038356388,0.11098663,2.7350633
0.49402538,-31.75,115.5,2022-04-26,0.0030684294,0.0044348985,0.11102407,2.7433994
0.49402538,-31.75,115.5,2022-04-27,0.0029496443,0.0046411203,0.111022085,2.7505414
0.49402538,-31.75,115.5,2022-04-28,0.0028932467,0.004896175,0.11107423,2.7552044
0.49402538,-31.75,115.5,2022-04-29,0.0029270768,0.004826752,0.11109402,2.7563148
0.49402538,-31.75,115.5,2022-04-30,0.0030800363,0.0049824845,0.11109999,2.7525702
0.49402538,-31.75,115.5,2022-05-01,0.0031375713,0.0056247106,0.11111086,2.7514548
0.49402538,-31.75,115.5,2022-05-02,0.003143681,0.005679293,0.11107901,2.751695
0.49402538,-31.75,115.5,2022-05-03,0.003169546,0.0047716736,0.1110203,2.7503676
0.49402538,-31.75,115.5,2022-05-04,0.0031646674,0.004950288,0.111032896,2.7495122
0.49402538,-31.75,115.5,2022-05-05,0.0031215358,0.004994898,0.11105256,2.7502546
0.49402538,-31.75,115.5,2022-05-06,0.0031817334,0.0050225426,0.111050025,2.7538877
0.49402538,-31.75,115.5,2022-05-07,0.0031001878,0.0060678283,0.111227,2.7608793
0.49402538,-31.75,115.5,2022-05-08,0.0030490567,0.007650966,0.111438565,2.7686894
0.49402538,-31.75,115.5,2022-05-09,0.003259493,0.008082371,0.111374244,2.7739506
0.49402538,-31.75,115.5,2022-05-10,0.0031027386,0.007703844,0.11135473,2.7777426
0.49402538,-31.75,115.5,2022-05-11,0.0025751065,0.0081454925,0.11153133,2.7802522
0.49402538,-31.75,115.5,2022-05-12,0.0026991123,0.00716391,0.11148257,2.7763243
0.49402538,-31.75,115.5,2022-05-13,0.0030643577,0.0075200824,0.11141353,2.773179
0.49402538,-31.75,115.5,2022-05-14,0.0031387573,0.0070573515,0.111240044,2.7749643
0.49402538,-31.75,115.5,2022-05-15,0.0029467894,0.007752395,0.11116902,2.7806242
0.49402538,-31.75,115.5,2022-05-16,0.002480653,0.0061383573,0.111086614,2.7814903
0.49402538,-31.75,115.5,2022-05-17,0.0019429089,0.005735355,0.11129441,2.77896
0.49402538,-31.75,115.5,2022-05-18,0.0021100536,0.0070232735,0.11110766,2.7802544
0.49402538,-31.75,115.5,2022-05-19,0.0024350313,0.011362695,0.110818885,2.7938328
0.49402538,-31.75,115.5,2022-05-20,0.0024467306,0.014082221,0.110700116,2.8052766
0.49402538,-31.75,115.5,2022-05-21,0.0024092833,0.011680802,0.110190764,2.8042662
0.49402538,-31.75,115.5,2022-05-22,0.0026420185,0.008982342,0.1095145,2.7957642
0.49402538,-31.75,115.5,2022-05-23,0.0029538772,0.010982028,0.10866038,2.8017843
0.49402538,-31.75,115.5,2022-05-24,0.003024098,0.0124009345,0.108108155,2.8100863
0.49402538,-31.75,115.5,2022-05-25,0.0030689281,0.014157277,0.108058706,2.8208194
0.49402538,-31.75,115.5,2022-05-26,0.0030371356,0.0151272,0.10804159,2.8269973
0.49402538,-31.75,115.5,2022-05-27,0.002904753,0.016536357,0.10845603,2.8343158
0.49402538,-31.75,115.5,2022-05-28,0.0028301638,0.01585156,0.108996786,2.8391354
0.49402538,-31.75,115.5,2022-05-29,0.0029801314,0.016167505,0.10937669,2.851211
0.49402538,-31.75,115.5,2022-05-30,0.0031996514,0.020859314,0.110032536,2.8767285
0.49402538,-31.75,115.5,2022-05-31,0.0032441635,0.021678237,0.110540845,2.8944454
0.49402538,-31.75,115.5,2022-06-01,0.003243528,0.023204748,0.111254774,2.913938
0.49402538,-31.75,115.5,2022-06-02,0.0031535665,0.022155581,0.11182914,2.9122376
0.49402538,-31.75,115.5,2022-06-03,0.0030226312,0.02187775,0.1122114,2.9103072
0.49402538,-31.75,115.5,2022-06-04,0.0030382497,0.022023203,0.11255301,2.917412
0.49402538,-31.75,115.5,2022-06-05,0.0031378851,0.02256892,0.11303433,2.9333441
0.49402538,-31.75,115.5,2022-06-06,0.0031403578,0.02239089,0.11332741,2.9397278
0.49402538,-31.75,115.5,2022-06-07,0.0029817943,0.022272198,0.11330894,2.9234
0.49402538,-31.75,115.5,2022-06-08,0.002919736,0.024818739,0.11300133,2.9059675
0.49402538,-31.75,115.5,2022-06-09,0.0028727863,0.031088458,0.11186945,2.8864129
0.49402538,-31.75,115.5,2022-06-10,0.0027680509,0.027415784,0.11033884,2.8710136
0.49402538,-31.75,115.5,2022-06-11,0.0027059,0.026573662,0.109400816,2.8817747
0.49402538,-31.75,115.5,2022-06-12,0.0026774234,0.022870407,0.10846488,2.8888438
0.49402538,-31.75,115.5,2022-06-13,0.0025759502,0.024373569,0.10819178,2.9057207
0.49402538,-31.75,115.5,2022-06-14,0.0024599233,0.026648652,0.1084332,2.9213102
0.49402538,-31.75,115.5,2022-06-15,0.0023742248,0.027391171,0.10848908,2.927333
0.49402538,-31.75,115.5,2022-06-16,0.0023200002,0.027779495,0.10802722,2.9356537
0.49402538,-31.75,115.5,2022-06-17,0.0023620038,0.023572385,0.107553065,2.9288461
0.49402538,-31.75,115.5,2022-06-18,0.0023922287,0.024077663,0.107748605,2.9255497
0.49402538,-31.75,115.5,2022-06-19,0.0023747203,0.029501058,0.10849337,2.9385176
0.49402538,-31.75,115.5,2022-06-20,0.002346706,0.040457774,0.10998698,2.97345
0.49402538,-31.75,115.5,2022-06-21,0.0022562055,0.037828717,0.11013727,2.9741676
0.49402538,-31.75,115.5,2022-06-22,0.0021026472,0.03831083,0.11104919,2.9762135
0.49402538,-31.75,115.5,2022-06-23,0.0019925255,0.042766575,0.11247204,2.9917727
0.49402538,-31.75,115.5,2022-06-24,0.0020218422,0.037132066,0.111986704,2.9930413
0.49402538,-31.75,115.5,2022-06-25,0.0021104652,0.035712946,0.11181027,3.0057003
0.49402538,-31.75,115.5,2022-06-26,0.0021961953,0.03642467,0.11129557,3.0213425
0.49402538,-31.75,115.5,2022-06-27,0.002275362,0.03671995,0.11026004,3.0300112
0.49402538,-31.75,115.5,2022-06-28,0.0023363824,0.035342254,0.10976036,3.0335326
0.49402538,-31.75,115.5,2022-06-29,0.0023299945,0.036497213,0.11012402,3.0430593
0.49402538,-31.75,115.5,2022-06-30,0.0021352828,0.038129065,0.11070908,3.0455925
0.49402538,-31.75,115.5,2022-07-01,0.0019220682,0.040824234,0.11144034,3.0540714
0.49402538,-31.75,115.5,2022-07-02,0.0018482124,0.0425554,0.11153251,3.0683825
0.49402538,-31.75,115.5,2022-07-03,0.0018436143,0.042431373,0.11059445,3.0732105
0.49402538,-31.75,115.5,2022-07-04,0.0018492677,0.040259503,0.10918166,3.056774
0.49402538,-31.75,115.5,2022-07-05,0.0018593644,0.046052143,0.11017581,3.0517786
0.49402538,-31.75,115.5,2022-07-06,0.0018178307,0.049922206,0.11080061,3.0608191
0.49402538,-31.75,115.5,2022-07-07,0.0017180162,0.051266026,0.11145774,3.0777693
0.49402538,-31.75,115.5,2022-07-08,0.0016720581,0.043205023,0.1111784,3.0607383
0.49402538,-31.75,115.5,2022-07-09,0.0016797759,0.03678455,0.11128733,3.0319686
0.49402538,-31.75,115.5,2022-07-10,0.001666285,0.044139344,0.112418555,3.0473566
0.49402538,-31.75,115.5,2022-07-11,0.0016520381,0.053606667,0.1142083,3.089504
0.49402538,-31.75,115.5,2022-07-12,0.0016385457,0.05820045,0.11588019,3.1262414
0.49402538,-31.75,115.5,2022-07-13,0.0016456296,0.058450382,0.11633129,3.145826
0.49402538,-31.75,115.5,2022-07-14,0.00174752,0.05015299,0.114636846,3.1283767
0.49402538,-31.75,115.5,2022-07-15,0.0018534116,0.056773126,0.11320075,3.1355102
0.49402538,-31.75,115.5,2022-07-16,0.0018768666,0.06737602,0.113613226,3.16215
0.49402538,-31.75,115.5,2022-07-17,0.0019072928,0.06512283,0.11385953,3.144509
0.49402538,-31.75,115.5,2022-07-18,0.0019623928,0.06725885,0.1146474,3.135277
0.49402538,-31.75,115.5,2022-07-19,0.0020066835,0.06695518,0.11499375,3.135205
0.49402538,-31.75,115.5,2022-07-20,0.0019928862,0.056825355,0.11479386,3.1035872
0.49402538,-31.75,115.5,2022-07-21,0.0019249939,0.052895546,0.11551433,3.0888066
0.49402538,-31.75,115.5,2022-07-22,0.0019008265,0.05601032,0.116753206,3.1057682
0.49402538,-31.75,115.5,2022-07-23,0.0019082892,0.05385967,0.117690325,3.1110706
0.49402538,-31.75,115.5,2022-07-24,0.0019060583,0.06514597,0.118972175,3.1425493
0.49402538,-31.75,115.5,2022-07-25,0.0019073673,0.06205769,0.11852028,3.1400113
0.49402538,-31.75,115.5,2022-07-26,0.0018618248,0.06336064,0.11821269,3.126164
0.49402538,-31.75,115.5,2022-07-27,0.0017977007,0.06252551,0.11826719,3.1214893
0.49402538,-31.75,115.5,2022-07-28,0.001698256,0.051575422,0.11848999,3.0955732
0.49402538,-31.75,115.5,2022-07-29,0.001592776,0.04585822,0.119804546,3.0718331
0.49402538,-31.75,115.5,2022-07-30,0.0015589262,0.050986297,0.12175457,3.090067
0.49402538,-31.75,115.5,2022-07-31,0.0015606812,0.055701695,0.12323192,3.1119337
0.49402538,-31.75,115.5,2022-08-01,0.0014937939,0.04636092,0.12230435,3.058621
0.49402538,-31.75,115.5,2022-08-02,0.001387841,0.04716038,0.12153777,3.0045254
0.49402538,-31.75,115.5,2022-08-03,0.0013575999,0.055640396,0.12223268,3.0035415
0.49402538,-31.75,115.5,2022-08-04,0.0013814722,0.066889144,0.12406569,3.0547786
0.49402538,-31.75,115.5,2022-08-05,0.0014352229,0.0823035,0.12662402,3.128192
0.49402538,-31.75,115.5,2022-08-06,0.0014599523,0.07832051,0.12582186,3.120967
0.49402538,-31.75,115.5,2022-08-07,0.00143034,0.06540399,0.123771444,3.0897448
0.49402538,-31.75,115.5,2022-08-08,0.0013965329,0.05364394,0.12340027,3.056571
0.49402538,-31.75,115.5,2022-08-09,0.0013337114,0.057197608,0.12525958,3.0507517
0.49402538,-31.75,115.5,2022-08-10,0.0013823434,0.08529498,0.13006677,3.1356182
0.49402538,-31.75,115.5,2022-08-11,0.0014997314,0.095142186,0.1328428,3.2145083
0.49402538,-31.75,115.5,2022-08-12,0.0014841935,0.07553577,0.132541,3.2062068
0.49402538,-31.75,115.5,2022-08-13,0.0014306837,0.06966965,0.13240965,3.1494355
0.49402538,-31.75,115.5,2022-08-14,0.001398849,0.08719398,0.13234274,3.1323056
0.49402538,-31.75,115.5,2022-08-15,0.0014410847,0.07709347,0.12945183,3.1036382
0.49402538,-31.75,115.5,2022-08-16,0.0015177366,0.052306656,0.12509106,3.0256567
0.49402538,-31.75,115.5,2022-08-17,0.0015529537,0.052392304,0.123867765,3.0013456
0.49402538,-31.75,115.5,2022-08-18,0.0015869129,0.065899104,0.12536825,3.049082
0.49402538,-31.75,115.5,2022-08-19,0.0016597089,0.091285415,0.12952536,3.16346
0.49402538,-31.75,115.5,2022-08-20,0.0016722173,0.08444663,0.1303916,3.1773458
0.49402538,-31.75,115.5,2022-08-21,0.0016024292,0.06201595,0.12996872,3.1212332
0.49402538,-31.75,115.5,2022-08-22,0.0015532646,0.053178295,0.13127859,3.0972092
0.49402538,-31.75,115.5,2022-08-23,0.0016148995,0.06031584,0.13380179,3.137904
