depth,latitude,longitude,time,fe,no3,po4,si
0.49402538,-32.25,115.5,2021-11-01,0.0030513308,0.010149917,0.12444955,2.8717403
0.49402538,-32.25,115.5,2021-11-02,0.003088298,0.012208975,0.124322645,2.8720732
0.49402538,-32.25,115.5,2021-11-03,0.0030640913,0.016599307,0.12502508,2.8618073
0.49402538,-32.25,115.5,2021-11-04,0.0030522773,0.011644966,0.12490912,2.8562994
0.49402538,-32.25,115.5,2021-11-05,0.003167362,0.010105193,0.12371633,2.872058
0.49402538,-32.25,115.5,2021-11-06,0.0033385213,0.009275128,0.12215323,2.8805559
0.49402538,-32.25,115.5,2021-11-07,0.0034754032,0.008244991,0.12053146,2.8678389
0.49402538,-32.25,115.5,2021-11-08,0.003544148,0.008374004,0.11943815,2.841316
0.49402538,-32.25,115.5,2021-11-09,0.0035393778,0.00904833,0.119222954,2.8171449
0.49402538,-32.25,115.5,2021-11-10,0.0036183675,0.009800587,0.11872953,2.8110292
0.49402538,-32.25,115.5,2021-11-11,0.0037434553,0.0096429875,0.11810874,2.8127632
0.49402538,-32.25,115.5,2021-11-12,0.0038312336,0.010665732,0.117716424,2.8115866
0.49402538,-32.25,115.5,2021-11-13,0.0038383906,0.009677328,0.11758465,2.805893
0.49402538,-32.25,115.5,2021-11-14,0.003822908,0.010566003,0.11798893,2.805731
0.49402538,-32.25,115.5,2021-11-15,0.0036639138,0.016633417,0.11995311,2.813322
0.49402538,-32.25,115.5,2021-11-16,0.0035451502,0.020170314,0.122554846,2.8166928
0.49402538,-32.25,115.5,2021-11-17,0.003497942,0.014064612,0.1235534,2.8081434
0.49402538,-32.25,115.5,2021-11-18,0.0034197913,0.007390541,0.12347615,2.795794
0.49402538,-32.25,115.5,2021-11-19,0.0034555523,0.0063053383,0.12216224,2.796699
0.49402538,-32.25,115.5,2021-11-20,0.0036077292,0.008562218,0.12047246,2.80066
0.49402538,-32.25,115.5,2021-11-21,0.0035940276,0.0079270145,0.120207354,2.7891312
0.49402538,-32.25,115.5,2021-11-22,0.0034958457,0.0049908105,0.120468356,2.7852204
0.49402538,-32.25,115.5,2021-11-23,0.0035370213,0.005737453,0.12004921,2.783838
0.49402538,-32.25,115.5,2021-11-24,0.003639705,0.0074032345,0.11941812,2.7778857
0.49402538,-32.25,115.5,2021-11-25,0.0037423698,0.008320435,0.11886721,2.770351
0.49402538,-32.25,115.5,2021-11-26,0.003833849,0.009364081,0.1184492,2.7667022
0.49402538,-32.25,115.5,2021-11-27,0.0039300867,0.01379058,0.11841134,2.7700896
0.49402538,-32.25,115.5,2021-11-28,0.0037961625,0.011490762,0.119072825,2.7649515
0.49402538,-32.25,115.5,2021-11-29,0.00360099,0.0057056514,0.119568355,2.7544835
0.49402538,-32.25,115.5,2021-11-30,0.0035854087,0.0040823077,0.11928226,2.7525072
0.49402538,-32.25,115.5,2021-12-01,0.003623513,0.0040330887,0.11923969,2.739451
0.49402538,-32.25,115.5,2021-12-02,0.0036380438,0.0037782616,0.11933323,2.7107131
0.49402538,-32.25,115.5,2021-12-03,0.0036108713,0.0039362838,0.11959458,2.678283
0.49402538,-32.25,115.5,2021-12-04,0.0035738838,0.004709153,0.11982908,2.6513572
0.49402538,-32.25,115.5,2021-12-05,0.0035212487,0.0045655724,0.12006251,2.6321912
0.49402538,-32.25,115.5,2021-12-06,0.0034311237,0.0045468356,0.12050204,2.615938
0.49402538,-32.25,115.5,2021-12-07,0.00339779,0.0066380207,0.12083888,2.602179
0.49402538,-32.25,115.5,2021-12-08,0.0035207116,0.010485827,0.12064944,2.599492
0.49402538,-32.25,115.5,2021-12-09,0.0033835436,0.007890826,0.12121241,2.598724
0.49402538,-32.25,115.5,2021-12-10,0.0032093348,0.0063839974,0.121912055,2.605372
0.49402538,-32.25,115.5,2021-12-11,0.0032357827,0.005416957,0.12181941,2.6148899
0.49402538,-32.25,115.5,2021-12-12,0.0032667231,0.0036854486,0.12168968,2.6128423
0.49402538,-32.25,115.5,2021-12-13,0.0033088408,0.003670452,0.12139341,2.6041577
0.49402538,-32.25,115.5,2021-12-14,0.003323138,0.0037307527,0.121128954,2.594191
