time,latitude,longitude,analysed_sst
2002-06-01 09:00:00,-32.44,115.69,19.753
2002-06-02 09:00:00,-32.44,115.69,20.308
2002-06-03 09:00:00,-32.44,115.69,20.91
2002-06-04 09:00:00,-32.44,115.69,20.937
2002-06-05 09:00:00,-32.44,115.69,20.736
2002-06-06 09:00:00,-32.44,115.69,20.215
2002-06-07 09:00:00,-32.44,115.69,20.11
2002-06-08 09:00:00,-32.44,115.69,19.705
2002-06-09 09:00:00,-32.44,115.69,19.62
2002-06-10 09:00:00,-32.44,115.69,19.721
2002-06-11 09:00:00,-32.44,115.69,19.826
2002-06-12 09:00:00,-32.44,115.69,19.583
2002-06-13 09:00:00,-32.44,115.69,19.148
2002-06-14 09:00:00,-32.44,115.69,19.121
2002-06-15 09:00:00,-32.44,115.69,19.421
2002-06-16 09:00:00,-32.44,115.69,19.424
2002-06-17 09:00:00,-32.44,115.69,19.149
2002-06-18 09:00:00,-32.44,115.69,18.654
2002-06-19 09:00:00,-32.44,115.69,18.599
2002-06-20 09:00:00,-32.44,115.69,18.902
2002-06-21 09:00:00,-32.44,115.69,19.114
2002-06-22 09:00:00,-32.44,115.69,19.156
2002-06-23 09:00:00,-32.44,115.69,19.172
2002-06-24 09:00:00,-32.44,115.69,19.132
2002-06-25 09:00:00,-32.44,115.69,19.3
2002-06-26 09:00:00,-32.44,115.69,19.026
2002-06-27 09:00:00,-32.44,115.69,18.727
2002-06-28 09:00:00,-32.44,115.69,18.824
2002-06-29 09:00:00,-32.44,115.69,18.786
2002-06-30 09:00:00,-32.44,115.69,19.103
2002-07-01 09:00:00,-32.44,115.69,19.138
2002-07-02 09:00:00,-32.44,115.69,18.658
2002-07-03 09:00:00,-32.44,115.69,18.667
2002-07-04 09:00:00,-32.44,115.69,18.445
2002-07-05 09:00:00,-32.44,115.69,18.215
2002-07-06 09:00:00,-32.44,115.69,18.482
2002-07-07 09:00:00,-32.44,115.69,18.338
2002-07-08 09:00:00,-32.44,115.69,18.108
2002-07-09 09:00:00,-32.44,115.69,18.284
2002-07-10 09:00:00,-32.44,115.69,18.077
2002-07-11 09:00:00,-32.44,115.69,17.659
2002-07-12 09:00:00,-32.44,115.69,17.567
2002-07-13 09:00:00,-32.44,115.69,17.667
2002-07-14 09:00:00,-32.44,115.69,18.371
2002-07-15 09:00:00,-32.44,115.69,18.265
2002-07-16 09:00:00,-32.44,115.69,18.14
2002-07-17 09:00:00,-32.44,115.69,17.852
2002-07-18 09:00:00,-32.44,115.69,18.088
2002-07-19 09:00:00,-32.44,115.69,20.153
2002-07-20 09:00:00,-32.44,115.69,20.052
2002-07-21 09:00:00,-32.44,115.69,20.083
2002-07-22 09:00:00,-32.44,115.69,20.014
2002-07-23 09:00:00,-32.44,115.69,19.857
2002-07-24 09:00:00,-32.44,115.69,19.83
2002-07-25 09:00:00,-32.44,115.69,20.107
2002-07-26 09:00:00,-32.44,115.69,19.892
2002-07-27 09:00:00,-32.44,115.69,19.02
2002-07-28 09:00:00,-32.44,115.69,18.769
2002-07-29 09:00:00,-32.44,115.69,19.436
2002-07-30 09:00:00,-32.44,115.69,19.616
2002-07-31 09:00:00,-32.44,115.69,19.935
2002-08-01 09:00:00,-32.44,115.69,20.0
2002-08-02 09:00:00,-32.44,115.69,20.103
2002-08-03 09:00:00,-32.44,115.69,19.911
2002-08-04 09:00:00,-32.44,115.69,19.74
2002-08-05 09:00:00,-32.44,115.69,19.057
2002-08-06 09:00:00,-32.44,115.69,17.731
2002-08-07 09:00:00,-32.44,115.69,18.894
2002-08-08 09:00:00,-32.44,115.69,18.783
2002-08-09 09:00:00,-32.44,115.69,18.472
2002-08-10 09:00:00,-32.44,115.69,17.834
2002-08-11 09:00:00,-32.44,115.69,17.939999999999998
2002-08-12 09:00:00,-32.44,115.69,18.048
2002-08-13 09:00:00,-32.44,115.69,17.993
2002-08-14 09:00:00,-32.44,115.69,17.96
2002-08-15 09:00:00,-32.44,115.69,17.904
2002-08-16 09:00:00,-32.44,115.69,17.707
2002-08-17 09:00:00,-32.44,115.69,17.935
2002-08-18 09:00:00,-32.44,115.69,17.124
2002-08-19 09:00:00,-32.44,115.69,17.182
2002-08-20 09:00:00,-32.44,115.69,17.207
2002-08-21 09:00:00,-32.44,115.69,17.414
2002-08-22 09:00:00,-32.44,115.69,17.831
2002-08-23 09:00:00,-32.44,115.69,18.491
2002-08-24 09:00:00,-32.44,115.69,18.614
2002-08-25 09:00:00,-32.44,115.69,18.082
