time,latitude,longitude,analysed_sst
2002-06-01 09:00:00,-32.14,115.54,20.915
2002-06-02 09:00:00,-32.14,115.54,21.16
2002-06-03 09:00:00,-32.14,115.54,21.291
2002-06-04 09:00:00,-32.14,115.54,21.321
2002-06-05 09:00:00,-32.14,115.54,20.874
2002-06-06 09:00:00,-32.14,115.54,20.491
2002-06-07 09:00:00,-32.14,115.54,20.563
2002-06-08 09:00:00,-32.14,115.54,20.628
2002-06-09 09:00:00,-32.14,115.54,20.343
2002-06-10 09:00:00,-32.14,115.54,20.277
2002-06-11 09:00:00,-32.14,115.54,20.359
2002-06-12 09:00:00,-32.14,115.54,20.448
2002-06-13 09:00:00,-32.14,115.54,20.167
2002-06-14 09:00:00,-32.14,115.54,19.822
2002-06-15 09:00:00,-32.14,115.54,20.126
2002-06-16 09:00:00,-32.14,115.54,20.524
2002-06-17 09:00:00,-32.14,115.54,20.633
2002-06-18 09:00:00,-32.14,115.54,20.47
2002-06-19 09:00:00,-32.14,115.54,19.969
2002-06-20 09:00:00,-32.14,115.54,19.828
2002-06-21 09:00:00,-32.14,115.54,19.759
2002-06-22 09:00:00,-32.14,115.54,19.851
2002-06-23 09:00:00,-32.14,115.54,19.861
2002-06-24 09:00:00,-32.14,115.54,19.76
2002-06-25 09:00:00,-32.14,115.54,19.736
2002-06-26 09:00:00,-32.14,115.54,19.434
2002-06-27 09:00:00,-32.14,115.54,19.403
2002-06-28 09:00:00,-32.14,115.54,19.341
2002-06-29 09:00:00,-32.14,115.54,19.185
2002-06-30 09:00:00,-32.14,115.54,19.564
2002-07-01 09:00:00,-32.14,115.54,19.567
2002-07-02 09:00:00,-32.14,115.54,19.579
2002-07-03 09:00:00,-32.14,115.54,19.411
2002-07-04 09:00:00,-32.14,115.54,19.284
2002-07-05 09:00:00,-32.14,115.54,19.279
2002-07-06 09:00:00,-32.14,115.54,19.35
2002-07-07 09:00:00,-32.14,115.54,18.942
2002-07-08 09:00:00,-32.14,115.54,18.947
2002-07-09 09:00:00,-32.14,115.54,18.835
2002-07-10 09:00:00,-32.14,115.54,18.411
2002-07-11 09:00:00,-32.14,115.54,18.178
2002-07-12 09:00:00,-32.14,115.54,18.114
2002-07-13 09:00:00,-32.14,115.54,18.163
2002-07-14 09:00:00,-32.14,115.54,18.44
2002-07-15 09:00:00,-32.14,115.54,19.556
2002-07-16 09:00:00,-32.14,115.54,19.95
2002-07-17 09:00:00,-32.14,115.54,19.639
2002-07-18 09:00:00,-32.14,115.54,19.598
2002-07-19 09:00:00,-32.14,115.54,20.427
2002-07-20 09:00:00,-32.14,115.54,20.436
2002-07-21 09:00:00,-32.14,115.54,20.463
2002-07-22 09:00:00,-32.14,115.54,20.415
2002-07-23 09:00:00,-32.14,115.54,20.463
2002-07-24 09:00:00,-32.14,115.54,20.399
2002-07-25 09:00:00,-32.14,115.54,20.589
2002-07-26 09:00:00,-32.14,115.54,20.27
2002-07-27 09:00:00,-32.14,115.54,19.226
2002-07-28 09:00:00,-32.14,115.54,19.169
2002-07-29 09:00:00,-32.14,115.54,19.745
2002-07-30 09:00:00,-32.14,115.54,19.889
2002-07-31 09:00:00,-32.14,115.54,19.915
2002-08-01 09:00:00,-32.14,115.54,19.964
2002-08-02 09:00:00,-32.14,115.54,20.104
2002-08-03 09:00:00,-32.14,115.54,19.985
2002-08-04 09:00:00,-32.14,115.54,19.875
2002-08-05 09:00:00,-32.14,115.54,19.096
2002-08-06 09:00:00,-32.14,115.54,18.763
2002-08-07 09:00:00,-32.14,115.54,18.956
2002-08-08 09:00:00,-32.14,115.54,18.776
2002-08-09 09:00:00,-32.14,115.54,18.615
2002-08-10 09:00:00,-32.14,115.54,18.341
2002-08-11 09:00:00,-32.14,115.54,18.827
2002-08-12 09:00:00,-32.14,115.54,19.402
2002-08-13 09:00:00,-32.14,115.54,19.393
2002-08-14 09:00:00,-32.14,115.54,19.231
2002-08-15 09:00:00,-32.14,115.54,18.142
2002-08-16 09:00:00,-32.14,115.54,18.14
2002-08-17 09:00:00,-32.14,115.54,18.419
