time,latitude,longitude,analysed_sst
2002-06-01 09:00:00,-32.35,115.44,20.589
2002-06-02 09:00:00,-32.35,115.44,21.141
2002-06-03 09:00:00,-32.35,115.44,21.198
2002-06-04 09:00:00,-32.35,115.44,21.306
2002-06-05 09:00:00,-32.35,115.44,20.865
2002-06-06 09:00:00,-32.35,115.44,20.558
2002-06-07 09:00:00,-32.35,115.44,20.854
2002-06-08 09:00:00,-32.35,115.44,20.992
2002-06-09 09:00:00,-32.35,115.44,21.107
2002-06-10 09:00:00,-32.35,115.44,21.202
2002-06-11 09:00:00,-32.35,115.44,21.022
2002-06-12 09:00:00,-32.35,115.44,20.894
2002-06-13 09:00:00,-32.35,115.44,20.152
2002-06-14 09:00:00,-32.35,115.44,20.101
2002-06-15 09:00:00,-32.35,115.44,20.197
2002-06-16 09:00:00,-32.35,115.44,20.621
2002-06-17 09:00:00,-32.35,115.44,20.627
2002-06-18 09:00:00,-32.35,115.44,20.112
2002-06-19 09:00:00,-32.35,115.44,19.824
2002-06-20 09:00:00,-32.35,115.44,20.078
2002-06-21 09:00:00,-32.35,115.44,20.109
2002-06-22 09:00:00,-32.35,115.44,20.115
2002-06-23 09:00:00,-32.35,115.44,20.087
2002-06-24 09:00:00,-32.35,115.44,19.9
2002-06-25 09:00:00,-32.35,115.44,19.848
2002-06-26 09:00:00,-32.35,115.44,19.613
2002-06-27 09:00:00,-32.35,115.44,19.658
2002-06-28 09:00:00,-32.35,115.44,20.063
2002-06-29 09:00:00,-32.35,115.44,20.108
2002-06-30 09:00:00,-32.35,115.44,20.142
2002-07-01 09:00:00,-32.35,115.44,19.814
2002-07-02 09:00:00,-32.35,115.44,19.474
2002-07-03 09:00:00,-32.35,115.44,19.386
2002-07-04 09:00:00,-32.35,115.44,19.3
2002-07-05 09:00:00,-32.35,115.44,19.3
2002-07-06 09:00:00,-32.35,115.44,19.387
2002-07-07 09:00:00,-32.35,115.44,19.06
2002-07-08 09:00:00,-32.35,115.44,19.046
2002-07-09 09:00:00,-32.35,115.44,19.238
2002-07-10 09:00:00,-32.35,115.44,19.122
2002-07-11 09:00:00,-32.35,115.44,18.797
2002-07-12 09:00:00,-32.35,115.44,18.364
2002-07-13 09:00:00,-32.35,115.44,18.339
2002-07-14 09:00:00,-32.35,115.44,19.259
2002-07-15 09:00:00,-32.35,115.44,19.726
2002-07-16 09:00:00,-32.35,115.44,19.747
2002-07-17 09:00:00,-32.35,115.44,19.55
2002-07-18 09:00:00,-32.35,115.44,19.708
2002-07-19 09:00:00,-32.35,115.44,20.219
2002-07-20 09:00:00,-32.35,115.44,20.047
2002-07-21 09:00:00,-32.35,115.44,20.168
2002-07-22 09:00:00,-32.35,115.44,20.338
2002-07-23 09:00:00,-32.35,115.44,20.407
2002-07-24 09:00:00,-32.35,115.44,20.391
2002-07-25 09:00:00,-32.35,115.44,20.358
2002-07-26 09:00:00,-32.35,115.44,19.964
2002-07-27 09:00:00,-32.35,115.44,19.99
2002-07-28 09:00:00,-32.35,115.44,20.186
2002-07-29 09:00:00,-32.35,115.44,20.144
2002-07-30 09:00:00,-32.35,115.44,19.954
2002-07-31 09:00:00,-32.35,115.44,19.868
2002-08-01 09:00:00,-32.35,115.44,19.953
2002-08-02 09:00:00,-32.35,115.44,20.05
2002-08-03 09:00:00,-32.35,115.44,19.828
2002-08-04 09:00:00,-32.35,115.44,19.664
2002-08-05 09:00:00,-32.35,115.44,19.203
2002-08-06 09:00:00,-32.35,115.44,18.445
2002-08-07 09:00:00,-32.35,115.44,19.155
2002-08-08 09:00:00,-32.35,115.44,19.517
2002-08-09 09:00:00,-32.35,115.44,19.665
2002-08-10 09:00:00,-32.35,115.44,19.581
2002-08-11 09:00:00,-32.35,115.44,19.124
2002-08-12 09:00:00,-32.35,115.44,18.556
2002-08-13 09:00:00,-32.35,115.44,18.534
2002-08-14 09:00:00,-32.35,115.44,18.562
2002-08-15 09:00:00,-32.35,115.44,18.62
2002-08-16 09:00:00,-32.35,115.44,18.619
2002-08-17 09:00:00,-32.35,115.44,18.564
2002-08-18 09:00:00,-32.35,115.44,18.018
2002-08-19 09:00:00,-32.35,115.44,18.149
2002-08-20 09:00:00,-32.35,115.44,18.623
2002-08-21 09:00:00,-32.35,115.44,19.08
2002-08-22 09:00:00,-32.35,115.44,19.153
2002-08-23 09:00:00,-32.35,115.44,19.422
2002-08-24 09:00:00,-32.35,115.44,19.273
2002-08-25 09:00:00,-32.35,115.44,18.899
2002-08-26 09:00:00,-32.35,115.44,18.813
2002-08-27 09:00:00,-32.35,115.44,18.829
2002-08-28 09:00:00,-32.35,115.44,18.726
2002-08-29 09:00:00,-32.35,115.44,18.667
2002-08-30 09:00:00,-32.35,115.44,18.369
2002-08-31 09:00:00,-32.35,115.44,18.335
2002-09-01 09:00:00,-32.35,115.44,18.321
2002-09-02 09:00:00,-32.35,115.44,18.389
2002-09-03 09:00:00,-32.35,115.44,18.567
2002-09-04 09:00:00,-32.35,115.44,19.017
2002-09-05 09:00:00,-32.35,115.44,18.778
2002-09-06 09:00:00,-32.35,115.44,18.633
2002-09-07 09:00:00,-32.35,115.44,18.506
2002-09-08 09:00:00,-32.35,115.44,18.258
2002-09-09 09:00:00,-32.35,115.44,17.976
2002-09-10 09:00:00,-32.35,115.44,17.803
2002-09-11 09:00:00,-32.35,115.44,17.748
2002-09-12 09:00:00,-32.35,115.44,17.961
2002-09-13 09:00:00,-32.35,115.44,18.389
2002-09-14 09:00:00,-32.35,115.44,18.428
2002-09-15 09:00:00,-32.35,115.44,17.692999999999998
2002-09-16 09:00:00,-32.35,115.44,18.209
2002-09-17 09:00:00,-32.35,115.44,18.251
2002-09-18 09:00:00,-32.35,115.44,18.31
2002-09-19 09:00:00,-32.35,115.44,18.333
2002-09-20 09:00:00,-32.35,115.44,18.371
2002-09-21 09:00:00,-32.35,115.44,18.325
2002-09-22 09:00:00,-32.35,115.44,18.327
2002-09-23 09:00:00,-32.35,115.44,16.793
2002-09-24 09:00:00,-32.35,115.44,16.903
2002-09-25 09:00:00,-32.35,115.44,17.268
2002-09-26 09:00:00,-32.35,115.44,17.422
2002-09-27 09:00:00,-32.35,115.44,18.191
2002-09-28 09:00:00,-32.35,115.44,18.172
2002-09-29 09:00:00,-32.35,115.44,18.116
2002-09-30 09:00:00,-32.35,115.44,18.047
2002-10-01 09:00:00,-32.35,115.44,17.500999999999998
2002-10-02 09:00:00,-32.35,115.44,17.31
2002-10-03 09:00:00,-32.35,115.44,17.247
2002-10-04 09:00:00,-32.35,115.44,17.238
2002-10-05 09:00:00,-32.35,115.44,16.999000000000002
2002-10-06 09:00:00,-32.35,115.44,16.674
2002-10-07 09:00:00,-32.35,115.44,16.906
2002-10-08 09:00:00,-32.35,115.44,17.262
2002-10-09 09:00:00,-32.35,115.44,18.232
2002-10-10 09:00:00,-32.35,115.44,17.72
2002-10-11 09:00:00,-32.35,115.44,17.415
2002-10-12 09:00:00,-32.35,115.44,17.367
2002-10-13 09:00:00,-32.35,115.44,18.373
2002-10-14 09:00:00,-32.35,115.44,18.216
2002-10-15 09:00:00,-32.35,115.44,18.317
2002-10-16 09:00:00,-32.35,115.44,18.254
2002-10-17 09:00:00,-32.35,115.44,18.047
2002-10-18 09:00:00,-32.35,115.44,17.905
2002-10-19 09:00:00,-32.35,115.44,18.582
2002-10-20 09:00:00,-32.35,115.44,18.695
2002-10-21 09:00:00,-32.35,115.44,18.743
2002-10-22 09:00:00,-32.35,115.44,18.774
2002-10-23 09:00:00,-32.35,115.44,18.771
2002-10-24 09:00:00,-32.35,115.44,18.875
2002-10-25 09:00:00,-32.35,115.44,18.939
2002-10-26 09:00:00,-32.35,115.44,18.941
2002-10-27 09:00:00,-32.35,115.44,18.859
2002-10-28 09:00:00,-32.35,115.44,18.901
2002-10-29 09:00:00,-32.35,115.44,19.145
2002-10-30 09:00:00,-32.35,115.44,19.047
2002-10-31 09:00:00,-32.35,115.44,19.014
2002-11-01 09:00:00,-32.35,115.44,18.91
2002-11-02 09:00:00,-32.35,115.44,18.703
2002-11-03 09:00:00,-32.35,115.44,18.876
2002-11-04 09:00:00,-32.35,115.44,18.879
2002-11-05 09:00:00,-32.35,115.44,18.907
2002-11-06 09:00:00,-32.35,115.44,18.652
2002-11-07 09:00:00,-32.35,115.44,18.518
2002-11-08 09:00:00,-32.35,115.44,18.497
2002-11-09 09:00:00,-32.35,115.44,18.672
2002-11-10 09:00:00,-32.35,115.44,18.755
2002-11-11 09:00:00,-32.35,115.44,18.557
2002-11-12 09:00:00,-32.35,115.44,18.649
2002-11-13 09:00:00,-32.35,115.44,18.741
2002-11-14 09:00:00,-32.35,115.44,18.707
2002-11-15 09:00:00,-32.35,115.44,18.643
2002-11-16 09:00:00,-32.35,115.44,18.523
2002-11-17 09:00:00,-32.35,115.44,18.751
2002-11-18 09:00:00,-32.35,115.44,18.798
2002-11-19 09:00:00,-32.35,115.44,18.798
2002-11-20 09:00:00,-32.35,115.44,18.773
2002-11-21 09:00:00,-32.35,115.44,18.886
2002-11-22 09:00:00,-32.35,115.44,18.853
2002-11-23 09:00:00,-32.35,115.44,18.906
2002-11-24 09:00:00,-32.35,115.44,18.818
2002-11-25 09:00:00,-32.35,115.44,18.981
2002-11-26 09:00:00,-32.35,115.44,19.002
2002-11-27 09:00:00,-32.35,115.44,19.075
2002-11-28 09:00:00,-32.35,115.44,18.945
2002-11-29 09:00:00,-32.35,115.44,19.083
2002-11-30 09:00:00,-32.35,115.44,19.181
2002-12-01 09:00:00,-32.35,115.44,19.367
2002-12-02 09:00:00,-32.35,115.44,19.146
2002-12-03 09:00:00,-32.35,115.44,19.163
2002-12-04 09:00:00,-32.35,115.44,19.142
2002-12-05 09:00:00,-32.35,115.44,18.965
2002-12-06 09:00:00,-32.35,115.44,19.193
2002-12-07 09:00:00,-32.35,115.44,19.231
2002-12-08 09:00:00,-32.35,115.44,19.456
2002-12-09 09:00:00,-32.35,115.44,19.663
2002-12-10 09:00:00,-32.35,115.44,19.814
2002-12-11 09:00:00,-32.35,115.44,19.996
2002-12-12 09:00:00,-32.35,115.44,20.049
2002-12-13 09:00:00,-32.35,115.44,19.901
2002-12-14 09:00:00,-32.35,115.44,20.259
2002-12-15 09:00:00,-32.35,115.44,20.671
2002-12-16 09:00:00,-32.35,115.44,20.746
2002-12-17 09:00:00,-32.35,115.44,20.59
2002-12-18 09:00:00,-32.35,115.44,20.703
2002-12-19 09:00:00,-32.35,115.44,20.893
2002-12-20 09:00:00,-32.35,115.44,20.728
2002-12-21 09:00:00,-32.35,115.44,20.567
2002-12-22 09:00:00,-32.35,115.44,20.775
2002-12-23 09:00:00,-32.35,115.44,21.46
2002-12-24 09:00:00,-32.35,115.44,21.458
2002-12-25 09:00:00,-32.35,115.44,21.435
2002-12-26 09:00:00,-32.35,115.44,21.569
2002-12-27 09:00:00,-32.35,115.44,22.006
2002-12-28 09:00:00,-32.35,115.44,21.969
2002-12-29 09:00:00,-32.35,115.44,21.452
2002-12-30 09:00:00,-32.35,115.44,21.161
2002-12-31 09:00:00,-32.35,115.44,21.1
2003-01-01 09:00:00,-32.35,115.44,20.908
2003-01-02 09:00:00,-32.35,115.44,20.818
2003-01-03 09:00:00,-32.35,115.44,20.859
2003-01-04 09:00:00,-32.35,115.44,21.017
2003-01-05 09:00:00,-32.35,115.44,21.043
2003-01-06 09:00:00,-32.35,115.44,20.974
2003-01-07 09:00:00,-32.35,115.44,20.969
2003-01-08 09:00:00,-32.35,115.44,21.302
2003-01-09 09:00:00,-32.35,115.44,21.326
2003-01-10 09:00:00,-32.35,115.44,21.259
2003-01-11 09:00:00,-32.35,115.44,21.152
