time,latitude,longitude,analysed_sst
2002-06-01 09:00:00,-32.14,115.72,20.076
2002-06-02 09:00:00,-32.14,115.72,20.743
2002-06-03 09:00:00,-32.14,115.72,21.113
2002-06-04 09:00:00,-32.14,115.72,21.128
2002-06-05 09:00:00,-32.14,115.72,20.854
2002-06-06 09:00:00,-32.14,115.72,20.271
2002-06-07 09:00:00,-32.14,115.72,19.88
2002-06-08 09:00:00,-32.14,115.72,19.514
2002-06-09 09:00:00,-32.14,115.72,19.415
2002-06-10 09:00:00,-32.14,115.72,19.542
2002-06-11 09:00:00,-32.14,115.72,19.656
2002-06-12 09:00:00,-32.14,115.72,19.628
2002-06-13 09:00:00,-32.14,115.72,19.357
2002-06-14 09:00:00,-32.14,115.72,19.371
2002-06-15 09:00:00,-32.14,115.72,19.633
2002-06-16 09:00:00,-32.14,115.72,19.698
2002-06-17 09:00:00,-32.14,115.72,19.597
2002-06-18 09:00:00,-32.14,115.72,19.212
2002-06-19 09:00:00,-32.14,115.72,18.984
2002-06-20 09:00:00,-32.14,115.72,18.95
2002-06-21 09:00:00,-32.14,115.72,19.185
2002-06-22 09:00:00,-32.14,115.72,19.283
2002-06-23 09:00:00,-32.14,115.72,19.245
2002-06-24 09:00:00,-32.14,115.72,19.185
2002-06-25 09:00:00,-32.14,115.72,19.494
2002-06-26 09:00:00,-32.14,115.72,19.108
2002-06-27 09:00:00,-32.14,115.72,18.856
2002-06-28 09:00:00,-32.14,115.72,18.757
2002-06-29 09:00:00,-32.14,115.72,18.693
2002-06-30 09:00:00,-32.14,115.72,19.386
2002-07-01 09:00:00,-32.14,115.72,19.332
2002-07-02 09:00:00,-32.14,115.72,19.186
2002-07-03 09:00:00,-32.14,115.72,19.056
2002-07-04 09:00:00,-32.14,115.72,18.685
2002-07-05 09:00:00,-32.14,115.72,18.401
2002-07-06 09:00:00,-32.14,115.72,18.62
2002-07-07 09:00:00,-32.14,115.72,18.452
2002-07-08 09:00:00,-32.14,115.72,18.058
2002-07-09 09:00:00,-32.14,115.72,18.177
2002-07-10 09:00:00,-32.14,115.72,17.942
2002-07-11 09:00:00,-32.14,115.72,17.765
2002-07-12 09:00:00,-32.14,115.72,17.611
2002-07-13 09:00:00,-32.14,115.72,17.791
2002-07-14 09:00:00,-32.14,115.72,18.381
2002-07-15 09:00:00,-32.14,115.72,18.469
2002-07-16 09:00:00,-32.14,115.72,18.325
2002-07-17 09:00:00,-32.14,115.72,18.311
2002-07-18 09:00:00,-32.14,115.72,18.347
2002-07-19 09:00:00,-32.14,115.72,20.509
2002-07-20 09:00:00,-32.14,115.72,20.471
2002-07-21 09:00:00,-32.14,115.72,20.477
2002-07-22 09:00:00,-32.14,115.72,20.367
2002-07-23 09:00:00,-32.14,115.72,20.292
2002-07-24 09:00:00,-32.14,115.72,20.322
2002-07-25 09:00:00,-32.14,115.72,20.6
2002-07-26 09:00:00,-32.14,115.72,20.207
2002-07-27 09:00:00,-32.14,115.72,18.921
2002-07-28 09:00:00,-32.14,115.72,18.605
2002-07-29 09:00:00,-32.14,115.72,19.22
2002-07-30 09:00:00,-32.14,115.72,19.636
2002-07-31 09:00:00,-32.14,115.72,19.948
2002-08-01 09:00:00,-32.14,115.72,20.027
2002-08-02 09:00:00,-32.14,115.72,20.176
2002-08-03 09:00:00,-32.14,115.72,20.017
2002-08-04 09:00:00,-32.14,115.72,19.854
2002-08-05 09:00:00,-32.14,115.72,18.89
