time,latitude,longitude,analysed_sst
2002-06-01 09:00:00,-32.07,115.7,20.498
2002-06-02 09:00:00,-32.07,115.7,20.889
2002-06-03 09:00:00,-32.07,115.7,21.117
2002-06-04 09:00:00,-32.07,115.7,21.126
2002-06-05 09:00:00,-32.07,115.7,20.873
2002-06-06 09:00:00,-32.07,115.7,20.244
2002-06-07 09:00:00,-32.07,115.7,19.769
2002-06-08 09:00:00,-32.07,115.7,19.456
2002-06-09 09:00:00,-32.07,115.7,19.526
2002-06-10 09:00:00,-32.07,115.7,19.62
2002-06-11 09:00:00,-32.07,115.7,19.66
2002-06-12 09:00:00,-32.07,115.7,19.701
2002-06-13 09:00:00,-32.07,115.7,19.467
2002-06-14 09:00:00,-32.07,115.7,19.438
2002-06-15 09:00:00,-32.07,115.7,19.599
2002-06-16 09:00:00,-32.07,115.7,19.647
2002-06-17 09:00:00,-32.07,115.7,19.527
2002-06-18 09:00:00,-32.07,115.7,19.113
2002-06-19 09:00:00,-32.07,115.7,18.952
2002-06-20 09:00:00,-32.07,115.7,18.978
2002-06-21 09:00:00,-32.07,115.7,19.203
2002-06-22 09:00:00,-32.07,115.7,19.347
2002-06-23 09:00:00,-32.07,115.7,19.287
2002-06-24 09:00:00,-32.07,115.7,19.21
2002-06-25 09:00:00,-32.07,115.7,19.537
2002-06-26 09:00:00,-32.07,115.7,19.103
2002-06-27 09:00:00,-32.07,115.7,18.922
2002-06-28 09:00:00,-32.07,115.7,18.866
2002-06-29 09:00:00,-32.07,115.7,18.821
2002-06-30 09:00:00,-32.07,115.7,19.494
2002-07-01 09:00:00,-32.07,115.7,19.405
2002-07-02 09:00:00,-32.07,115.7,19.372
2002-07-03 09:00:00,-32.07,115.7,19.185
2002-07-04 09:00:00,-32.07,115.7,18.77
2002-07-05 09:00:00,-32.07,115.7,18.51
2002-07-06 09:00:00,-32.07,115.7,18.685
2002-07-07 09:00:00,-32.07,115.7,18.533
2002-07-08 09:00:00,-32.07,115.7,18.118
2002-07-09 09:00:00,-32.07,115.7,18.194
2002-07-10 09:00:00,-32.07,115.7,17.955
2002-07-11 09:00:00,-32.07,115.7,17.863
2002-07-12 09:00:00,-32.07,115.7,17.593
2002-07-13 09:00:00,-32.07,115.7,17.807
2002-07-14 09:00:00,-32.07,115.7,18.211
2002-07-15 09:00:00,-32.07,115.7,18.148
2002-07-16 09:00:00,-32.07,115.7,18.177
2002-07-17 09:00:00,-32.07,115.7,18.247
2002-07-18 09:00:00,-32.07,115.7,18.202
2002-07-19 09:00:00,-32.07,115.7,20.562
2002-07-20 09:00:00,-32.07,115.7,20.541
2002-07-21 09:00:00,-32.07,115.7,20.532
2002-07-22 09:00:00,-32.07,115.7,20.408
2002-07-23 09:00:00,-32.07,115.7,20.342
2002-07-24 09:00:00,-32.07,115.7,20.372
2002-07-25 09:00:00,-32.07,115.7,20.661
2002-07-26 09:00:00,-32.07,115.7,20.277
2002-07-27 09:00:00,-32.07,115.7,18.962
2002-07-28 09:00:00,-32.07,115.7,18.659
2002-07-29 09:00:00,-32.07,115.7,19.134
2002-07-30 09:00:00,-32.07,115.7,19.56
2002-07-31 09:00:00,-32.07,115.7,19.928
2002-08-01 09:00:00,-32.07,115.7,20.02
2002-08-02 09:00:00,-32.07,115.7,20.178
2002-08-03 09:00:00,-32.07,115.7,20.028
2002-08-04 09:00:00,-32.07,115.7,19.864
2002-08-05 09:00:00,-32.07,115.7,18.858
2002-08-06 09:00:00,-32.07,115.7,17.848
2002-08-07 09:00:00,-32.07,115.7,18.418
2002-08-08 09:00:00,-32.07,115.7,18.326
2002-08-09 09:00:00,-32.07,115.7,18.259
2002-08-10 09:00:00,-32.07,115.7,17.907
2002-08-11 09:00:00,-32.07,115.7,18.145
2002-08-12 09:00:00,-32.07,115.7,18.051
2002-08-13 09:00:00,-32.07,115.7,18.048
2002-08-14 09:00:00,-32.07,115.7,18.126
2002-08-15 09:00:00,-32.07,115.7,18.045
2002-08-16 09:00:00,-32.07,115.7,18.0
2002-08-17 09:00:00,-32.07,115.7,18.14
2002-08-18 09:00:00,-32.07,115.7,17.715
2002-08-19 09:00:00,-32.07,115.7,17.535
2002-08-20 09:00:00,-32.07,115.7,17.509
2002-08-21 09:00:00,-32.07,115.7,17.681
2002-08-22 09:00:00,-32.07,115.7,17.657
2002-08-23 09:00:00,-32.07,115.7,17.953
2002-08-24 09:00:00,-32.07,115.7,18.178
2002-08-25 09:00:00,-32.07,115.7,17.668
2002-08-26 09:00:00,-32.07,115.7,17.712
2002-08-27 09:00:00,-32.07,115.7,17.612000000000002
2002-08-28 09:00:00,-32.07,115.7,17.439
2002-08-29 09:00:00,-32.07,115.7,17.469
2002-08-30 09:00:00,-32.07,115.7,18.082
2002-08-31 09:00:00,-32.07,115.7,18.123
2002-09-01 09:00:00,-32.07,115.7,17.84
2002-09-02 09:00:00,-32.07,115.7,17.79
2002-09-03 09:00:00,-32.07,115.7,18.205
2002-09-04 09:00:00,-32.07,115.7,18.441
2002-09-05 09:00:00,-32.07,115.7,18.251
2002-09-06 09:00:00,-32.07,115.7,18.119
2002-09-07 09:00:00,-32.07,115.7,18.09
2002-09-08 09:00:00,-32.07,115.7,17.986
2002-09-09 09:00:00,-32.07,115.7,17.672
2002-09-10 09:00:00,-32.07,115.7,17.425
2002-09-11 09:00:00,-32.07,115.7,17.195999999999998
2002-09-12 09:00:00,-32.07,115.7,17.912
2002-09-13 09:00:00,-32.07,115.7,18.126
2002-09-14 09:00:00,-32.07,115.7,18.112
2002-09-15 09:00:00,-32.07,115.7,17.326999999999998
2002-09-16 09:00:00,-32.07,115.7,18.347
2002-09-17 09:00:00,-32.07,115.7,18.026
2002-09-18 09:00:00,-32.07,115.7,18.332
2002-09-19 09:00:00,-32.07,115.7,18.396
2002-09-20 09:00:00,-32.07,115.7,18.106
2002-09-21 09:00:00,-32.07,115.7,17.306
2002-09-22 09:00:00,-32.07,115.7,17.214
2002-09-23 09:00:00,-32.07,115.7,16.451999999999998
2002-09-24 09:00:00,-32.07,115.7,16.869999999999997
2002-09-25 09:00:00,-32.07,115.7,17.085
2002-09-26 09:00:00,-32.07,115.7,17.105
2002-09-27 09:00:00,-32.07,115.7,17.095
2002-09-28 09:00:00,-32.07,115.7,17.288
2002-09-29 09:00:00,-32.07,115.7,17.323
2002-09-30 09:00:00,-32.07,115.7,17.805
2002-10-01 09:00:00,-32.07,115.7,17.671
2002-10-02 09:00:00,-32.07,115.7,16.707
2002-10-03 09:00:00,-32.07,115.7,16.61
2002-10-04 09:00:00,-32.07,115.7,16.67
2002-10-05 09:00:00,-32.07,115.7,16.517
2002-10-06 09:00:00,-32.07,115.7,16.18
2002-10-07 09:00:00,-32.07,115.7,16.188000000000002
2002-10-08 09:00:00,-32.07,115.7,16.305
2002-10-09 09:00:00,-32.07,115.7,17.672
2002-10-10 09:00:00,-32.07,115.7,17.336
2002-10-11 09:00:00,-32.07,115.7,17.349
2002-10-12 09:00:00,-32.07,115.7,17.381999999999998
2002-10-13 09:00:00,-32.07,115.7,18.398
2002-10-14 09:00:00,-32.07,115.7,17.490000000000002
2002-10-15 09:00:00,-32.07,115.7,17.663
2002-10-16 09:00:00,-32.07,115.7,17.57
2002-10-17 09:00:00,-32.07,115.7,17.756
2002-10-18 09:00:00,-32.07,115.7,17.778
2002-10-19 09:00:00,-32.07,115.7,17.873
2002-10-20 09:00:00,-32.07,115.7,18.352
2002-10-21 09:00:00,-32.07,115.7,18.678
2002-10-22 09:00:00,-32.07,115.7,18.828
2002-10-23 09:00:00,-32.07,115.7,19.029
2002-10-24 09:00:00,-32.07,115.7,19.271
2002-10-25 09:00:00,-32.07,115.7,19.312
2002-10-26 09:00:00,-32.07,115.7,19.087
2002-10-27 09:00:00,-32.07,115.7,18.671
2002-10-28 09:00:00,-32.07,115.7,19.095
2002-10-29 09:00:00,-32.07,115.7,19.303
2002-10-30 09:00:00,-32.07,115.7,19.412
2002-10-31 09:00:00,-32.07,115.7,19.446
2002-11-01 09:00:00,-32.07,115.7,18.816
2002-11-02 09:00:00,-32.07,115.7,18.799
2002-11-03 09:00:00,-32.07,115.7,19.095
2002-11-04 09:00:00,-32.07,115.7,19.111
2002-11-05 09:00:00,-32.07,115.7,18.997
2002-11-06 09:00:00,-32.07,115.7,19.335
2002-11-07 09:00:00,-32.07,115.7,19.604
2002-11-08 09:00:00,-32.07,115.7,19.463
2002-11-09 09:00:00,-32.07,115.7,19.026
