depth,latitude,longitude,time,kd
0.49402538,-32.25,115.5,2023-11-15,0.041780267
0.49402538,-32.25,115.5,2023-11-16,0.039774142
0.49402538,-32.25,115.5,2023-11-17,0.037864193
0.49402538,-32.25,115.5,2023-11-18,0.036504958
0.49402538,-32.25,115.5,2023-11-19,0.035068642
0.49402538,-32.25,115.5,2023-11-20,0.034687888
0.49402538,-32.25,115.5,2023-11-21,0.035288025
0.49402538,-32.25,115.5,2023-11-22,0.035146326
0.49402538,-32.25,115.5,2023-11-23,0.034073427
0.49402538,-32.25,115.5,2023-11-24,0.03459
0.49402538,-32.25,115.5,2023-11-25,0.03459
0.49402538,-32.25,115.5,2023-11-26,0.033951942
0.49402538,-32.25,115.5,2023-11-27,0.03288
0.49402538,-32.25,115.5,2023-11-28,0.03288
0.49402538,-32.25,115.5,2023-11-29,0.03288
0.49402538,-32.25,115.5,2023-11-30,0.03288
0.49402538,-32.25,115.5,2023-12-01,0.031891003
0.49402538,-32.25,115.5,2023-12-02,0.03131
0.49402538,-32.25,115.5,2023-12-03,0.03131
0.49402538,-32.25,115.5,2023-12-04,0.03131
0.49402538,-32.25,115.5,2023-12-05,0.03131
0.49402538,-32.25,115.5,2023-12-06,0.030822745
0.49402538,-32.25,115.5,2023-12-07,0.030778449
0.49402538,-32.25,115.5,2023-12-08,0.031509284
0.49402538,-32.25,115.5,2023-12-09,0.03178074
0.49402538,-32.25,115.5,2023-12-10,0.03178074
0.49402538,-32.25,115.5,2023-12-11,0.03178074
0.49402538,-32.25,115.5,2023-12-12,0.03178074
0.49402538,-32.25,115.5,2023-12-13,0.032804172
0.49402538,-32.25,115.5,2023-12-14,0.03178074
0.49402538,-32.25,115.5,2023-12-15,0.031321354
0.49402538,-32.25,115.5,2023-12-16,0.031384
0.49402538,-32.25,115.5,2023-12-17,0.032417543
0.49402538,-32.25,115.5,2023-12-18,0.034317717
0.49402538,-32.25,115.5,2023-12-19,0.035317477
0.49402538,-32.25,115.5,2023-12-20,0.03663285
0.49402538,-32.25,115.5,2023-12-21,0.036922593
0.49402538,-32.25,115.5,2023-12-22,0.036919188
0.49402538,-32.25,115.5,2023-12-23,0.037035074
0.49402538,-32.25,115.5,2023-12-24,0.037035074
0.49402538,-32.25,115.5,2023-12-25,0.035673555
0.49402538,-32.25,115.5,2023-12-26,0.035110842
0.49402538,-32.25,115.5,2023-12-27,0.034578614
0.49402538,-32.25,115.5,2023-12-28,0.03396681
0.49402538,-32.25,115.5,2023-12-29,0.03340395
0.49402538,-32.25,115.5,2023-12-30,0.03340395
0.49402538,-32.25,115.5,2023-12-31,0.03340395
0.49402538,-32.25,115.5,2024-01-01,0.033877045
0.49402538,-32.25,115.5,2024-01-02,0.03340395
0.49402538,-32.25,115.5,2024-01-03,0.03340395
0.49402538,-32.25,115.5,2024-01-04,0.03340395
0.49402538,-32.25,115.5,2024-01-05,0.03340395
0.49402538,-32.25,115.5,2024-01-06,0.033652328
0.49402538,-32.25,115.5,2024-01-07,0.033971664
0.49402538,-32.25,115.5,2024-01-08,0.033971664
0.49402538,-32.25,115.5,2024-01-09,0.0331984
