depth,latitude,longitude,time,kd
0.49402538,-31.75,115.5,2023-11-15,0.04289
0.49402538,-31.75,115.5,2023-11-16,0.041872084
0.49402538,-31.75,115.5,2023-11-17,0.04056129
0.49402538,-31.75,115.5,2023-11-18,0.03890468
0.49402538,-31.75,115.5,2023-11-19,0.038365476
0.49402538,-31.75,115.5,2023-11-20,0.03642923
0.49402538,-31.75,115.5,2023-11-21,0.03592267
0.49402538,-31.75,115.5,2023-11-22,0.03459
0.49402538,-31.75,115.5,2023-11-23,0.034448452
0.49402538,-31.75,115.5,2023-11-24,0.032891467
0.49402538,-31.75,115.5,2023-11-25,0.032890033
0.49402538,-31.75,115.5,2023-11-26,0.03249013
0.49402538,-31.75,115.5,2023-11-27,0.031320527
0.49402538,-31.75,115.5,2023-11-28,0.03131636
0.49402538,-31.75,115.5,2023-11-29,0.03131614
0.49402538,-31.75,115.5,2023-11-30,0.031320527
0.49402538,-31.75,115.5,2023-12-01,0.032035287
0.49402538,-31.75,115.5,2023-12-02,0.03288
0.49402538,-31.75,115.5,2023-12-03,0.03287693
0.49402538,-31.75,115.5,2023-12-04,0.032869473
0.49402538,-31.75,115.5,2023-12-05,0.031439956
0.49402538,-31.75,115.5,2023-12-06,0.031312414
0.49402538,-31.75,115.5,2023-12-07,0.03255511
0.49402538,-31.75,115.5,2023-12-08,0.033351798
0.49402538,-31.75,115.5,2023-12-09,0.035671808
0.49402538,-31.75,115.5,2023-12-10,0.03829646
0.49402538,-31.75,115.5,2023-12-11,0.03842
0.49402538,-31.75,115.5,2023-12-12,0.03842
0.49402538,-31.75,115.5,2023-12-13,0.03842
0.49402538,-31.75,115.5,2023-12-14,0.03841305
0.49402538,-31.75,115.5,2023-12-15,0.037823964
0.49402538,-31.75,115.5,2023-12-16,0.036417663
0.49402538,-31.75,115.5,2023-12-17,0.03611305
0.49402538,-31.75,115.5,2023-12-18,0.0347122
0.49402538,-31.75,115.5,2023-12-19,0.036442786
0.49402538,-31.75,115.5,2023-12-20,0.03645776
0.49402538,-31.75,115.5,2023-12-21,0.03610666
0.49402538,-31.75,115.5,2023-12-22,0.034607615
0.49402538,-31.75,115.5,2023-12-23,0.034602337
0.49402538,-31.75,115.5,2023-12-24,0.034602337
0.49402538,-31.75,115.5,2023-12-25,0.034602337
0.49402538,-31.75,115.5,2023-12-26,0.034602337
0.49402538,-31.75,115.5,2023-12-27,0.034602337
0.49402538,-31.75,115.5,2023-12-28,0.034602337
0.49402538,-31.75,115.5,2023-12-29,0.036277696
0.49402538,-31.75,115.5,2023-12-30,0.03635385
0.49402538,-31.75,115.5,2023-12-31,0.034602337
0.49402538,-31.75,115.5,2024-01-01,0.034598738
0.49402538,-31.75,115.5,2024-01-02,0.03459
0.49402538,-31.75,115.5,2024-01-03,0.034980275
0.49402538,-31.75,115.5,2024-01-04,0.03643
0.49402538,-31.75,115.5,2024-01-05,0.03643
0.49402538,-31.75,115.5,2024-01-06,0.03643
0.49402538,-31.75,115.5,2024-01-07,0.03521156
0.49402538,-31.75,115.5,2024-01-08,0.034602337
0.49402538,-31.75,115.5,2024-01-09,0.034598995
0.49402538,-31.75,115.5,2024-01-10,0.03459
0.49402538,-31.75,115.5,2024-01-11,0.03459
0.49402538,-31.75,115.5,2024-01-12,0.03459
0.49402538,-31.75,115.5,2024-01-13,0.03459
0.49402538,-31.75,115.5,2024-01-14,0.03459
0.49402538,-31.75,115.5,2024-01-15,0.03459
0.49402538,-31.75,115.5,2024-01-16,0.03459
0.49402538,-31.75,115.5,2024-01-17,0.03459
0.49402538,-31.75,115.5,2024-01-18,0.03313917
0.49402538,-31.75,115.5,2024-01-19,0.03459
0.49402538,-31.75,115.5,2024-01-20,0.0345857
0.49402538,-31.75,115.5,2024-01-21,0.034578532
0.49402538,-31.75,115.5,2024-01-22,0.034578532
0.49402538,-31.75,115.5,2024-01-23,0.034579728
0.49402538,-31.75,115.5,2024-01-24,0.03486039
0.49402538,-31.75,115.5,2024-01-25,0.03835845
0.49402538,-31.75,115.5,2024-01-26,0.04271479
0.49402538,-31.75,115.5,2024-01-27,0.04290683
0.49402538,-31.75,115.5,2024-01-28,0.04290683
0.49402538,-31.75,115.5,2024-01-29,0.042900518
0.49402538,-31.75,115.5,2024-01-30,0.041009214
0.49402538,-31.75,115.5,2024-01-31,0.040425714
0.49402538,-31.75,115.5,2024-02-01,0.03842
0.49402538,-31.75,115.5,2024-02-02,0.03841444
0.49402538,-31.75,115.5,2024-02-03,0.038406655
0.49402538,-31.75,115.5,2024-02-04,0.037994854
0.49402538,-31.75,115.5,2024-02-05,0.036433615
0.49402538,-31.75,115.5,2024-02-06,0.036443345
0.49402538,-31.75,115.5,2024-02-07,0.036443345
0.49402538,-31.75,115.5,2024-02-08,0.036443345
0.49402538,-31.75,115.5,2024-02-09,0.03643306
0.49402538,-31.75,115.5,2024-02-10,0.03643
0.49402538,-31.75,115.5,2024-02-11,0.03570655
0.49402538,-31.75,115.5,2024-02-12,0.034596168
0.49402538,-31.75,115.5,2024-02-13,0.03459
0.49402538,-31.75,115.5,2024-02-14,0.03459
