depth,latitude,longitude,time,kd
0.49402538,-32.0,115.25,2023-11-15,0.035835396
0.49402538,-32.0,115.25,2023-11-16,0.03596881
0.49402538,-32.0,115.25,2023-11-17,0.03435807
0.49402538,-32.0,115.25,2023-11-18,0.033481956
0.49402538,-32.0,115.25,2023-11-19,0.032676037
0.49402538,-32.0,115.25,2023-11-20,0.032790765
0.49402538,-32.0,115.25,2023-11-21,0.03288
0.49402538,-32.0,115.25,2023-11-22,0.032850254
0.49402538,-32.0,115.25,2023-11-23,0.031736884
0.49402538,-32.0,115.25,2023-11-24,0.03131
0.49402538,-32.0,115.25,2023-11-25,0.030617194
0.49402538,-32.0,115.25,2023-11-26,0.029939465
0.49402538,-32.0,115.25,2023-11-27,0.02984
0.49402538,-32.0,115.25,2023-11-28,0.02881221
0.49402538,-32.0,115.25,2023-11-29,0.028610576
0.49402538,-32.0,115.25,2023-11-30,0.028599614
0.49402538,-32.0,115.25,2023-12-01,0.02849
0.49402538,-32.0,115.25,2023-12-02,0.02849
0.49402538,-32.0,115.25,2023-12-03,0.02849
0.49402538,-32.0,115.25,2023-12-04,0.02849
0.49402538,-32.0,115.25,2023-12-05,0.02849
0.49402538,-32.0,115.25,2023-12-06,0.030381806
0.49402538,-32.0,115.25,2023-12-07,0.035518408
0.49402538,-32.0,115.25,2023-12-08,0.041473053
0.49402538,-32.0,115.25,2023-12-09,0.04399564
0.49402538,-32.0,115.25,2023-12-10,0.041490667
0.49402538,-32.0,115.25,2023-12-11,0.03846068
0.49402538,-32.0,115.25,2023-12-12,0.037135594
0.49402538,-32.0,115.25,2023-12-13,0.037513316
0.49402538,-32.0,115.25,2023-12-14,0.03770028
0.49402538,-32.0,115.25,2023-12-15,0.037267417
0.49402538,-32.0,115.25,2023-12-16,0.036047842
0.49402538,-32.0,115.25,2023-12-17,0.037884068
0.49402538,-32.0,115.25,2023-12-18,0.041463237
0.49402538,-32.0,115.25,2023-12-19,0.042852327
0.49402538,-32.0,115.25,2023-12-20,0.042454764
0.49402538,-32.0,115.25,2023-12-21,0.041342042
0.49402538,-32.0,115.25,2023-12-22,0.039082535
0.49402538,-32.0,115.25,2023-12-23,0.03708532
0.49402538,-32.0,115.25,2023-12-24,0.036197763
0.49402538,-32.0,115.25,2023-12-25,0.03475932
0.49402538,-32.0,115.25,2023-12-26,0.03459
0.49402538,-32.0,115.25,2023-12-27,0.03459
0.49402538,-32.0,115.25,2023-12-28,0.03459
0.49402538,-32.0,115.25,2023-12-29,0.034404874
0.49402538,-32.0,115.25,2023-12-30,0.0343551
0.49402538,-32.0,115.25,2023-12-31,0.03369893
0.49402538,-32.0,115.25,2024-01-01,0.032676037
0.49402538,-32.0,115.25,2024-01-02,0.034070894
0.49402538,-32.0,115.25,2024-01-03,0.0343551
0.49402538,-32.0,115.25,2024-01-04,0.03436785
0.49402538,-32.0,115.25,2024-01-05,0.033236977
0.49402538,-32.0,115.25,2024-01-06,0.032676037
0.49402538,-32.0,115.25,2024-01-07,0.032676037
0.49402538,-32.0,115.25,2024-01-08,0.032676037
0.49402538,-32.0,115.25,2024-01-09,0.033568192
0.49402538,-32.0,115.25,2024-01-10,0.034057878
0.49402538,-32.0,115.25,2024-01-11,0.032752525
0.49402538,-32.0,115.25,2024-01-12,0.032676037
0.49402538,-32.0,115.25,2024-01-13,0.032676037
0.49402538,-32.0,115.25,2024-01-14,0.032752525
0.49402538,-32.0,115.25,2024-01-15,0.03288
0.49402538,-32.0,115.25,2024-01-16,0.03288
0.49402538,-32.0,115.25,2024-01-17,0.03270371
0.49402538,-32.0,115.25,2024-01-18,0.03131
0.49402538,-32.0,115.25,2024-01-19,0.03131
0.49402538,-32.0,115.25,2024-01-20,0.03131
0.49402538,-32.0,115.25,2024-01-21,0.03131
0.49402538,-32.0,115.25,2024-01-22,0.03131
0.49402538,-32.0,115.25,2024-01-23,0.03131
0.49402538,-32.0,115.25,2024-01-24,0.032421105
0.49402538,-32.0,115.25,2024-01-25,0.040733125
0.49402538,-32.0,115.25,2024-01-26,0.045787014
0.49402538,-32.0,115.25,2024-01-27,0.040521562
0.49402538,-32.0,115.25,2024-01-28,0.039738785
0.49402538,-32.0,115.25,2024-01-29,0.042579938
0.49402538,-32.0,115.25,2024-01-30,0.042722218
0.49402538,-32.0,115.25,2024-01-31,0.040290684
0.49402538,-32.0,115.25,2024-02-01,0.038497947
0.49402538,-32.0,115.25,2024-02-02,0.0379483
0.49402538,-32.0,115.25,2024-02-03,0.03643
0.49402538,-32.0,115.25,2024-02-04,0.03901343
0.49402538,-32.0,115.25,2024-02-05,0.042554148
0.49402538,-32.0,115.25,2024-02-06,0.042978317
0.49402538,-32.0,115.25,2024-02-07,0.041609537
0.49402538,-32.0,115.25,2024-02-08,0.039907463
0.49402538,-32.0,115.25,2024-02-09,0.038008094
0.49402538,-32.0,115.25,2024-02-10,0.035420902
0.49402538,-32.0,115.25,2024-02-11,0.033203986
0.49402538,-32.0,115.25,2024-02-12,0.032917026
0.49402538,-32.0,115.25,2024-02-13,0.03288
0.49402538,-32.0,115.25,2024-02-14,0.03288
0.49402538,-32.0,115.25,2024-02-15,0.03288
0.49402538,-32.0,115.25,2024-02-16,0.03288
0.49402538,-32.0,115.25,2024-02-17,0.03288
0.49402538,-32.0,115.25,2024-02-18,0.03288
0.49402538,-32.0,115.25,2024-02-19,0.03288
0.49402538,-32.0,115.25,2024-02-20,0.03288
0.49402538,-32.0,115.25,2024-02-21,0.03288
0.49402538,-32.0,115.25,2024-02-22,0.03288
0.49402538,-32.0,115.25,2024-02-23,0.03288
0.49402538,-32.0,115.25,2024-02-24,0.03288
0.49402538,-32.0,115.25,2024-02-25,0.03288
0.49402538,-32.0,115.25,2024-02-26,0.03288
0.49402538,-32.0,115.25,2024-02-27,0.03288
0.49402538,-32.0,115.25,2024-02-28,0.03288
0.49402538,-32.0,115.25,2024-02-29,0.03393543
0.49402538,-32.0,115.25,2024-03-01,0.036832232
0.49402538,-32.0,115.25,2024-03-02,0.03816147
0.49402538,-32.0,115.25,2024-03-03,0.03816147
0.49402538,-32.0,115.25,2024-03-04,0.036466073
0.49402538,-32.0,115.25,2024-03-05,0.03643
0.49402538,-32.0,115.25,2024-03-06,0.03643
0.49402538,-32.0,115.25,2024-03-07,0.03595008
0.49402538,-32.0,115.25,2024-03-08,0.03482904
0.49402538,-32.0,115.25,2024-03-09,0.035462752
0.49402538,-32.0,115.25,2024-03-10,0.036538217
0.49402538,-32.0,115.25,2024-03-11,0.0389799
0.49402538,-32.0,115.25,2024-03-12,0.040279914
0.49402538,-32.0,115.25,2024-03-13,0.03876616
0.49402538,-32.0,115.25,2024-03-14,0.037186563
0.49402538,-32.0,115.25,2024-03-15,0.03657004
0.49402538,-32.0,115.25,2024-03-16,0.036063112
0.49402538,-32.0,115.25,2024-03-17,0.035416428
0.49402538,-32.0,115.25,2024-03-18,0.037364125
0.49402538,-32.0,115.25,2024-03-19,0.041053828
0.49402538,-32.0,115.25,2024-03-20,0.042309288
0.49402538,-32.0,115.25,2024-03-21,0.041917842
0.49402538,-32.0,115.25,2024-03-22,0.040258218
0.49402538,-32.0,115.25,2024-03-23,0.038530562
0.49402538,-32.0,115.25,2024-03-24,0.03842
0.49402538,-32.0,115.25,2024-03-25,0.03842
0.49402538,-32.0,115.25,2024-03-26,0.03772761
