time,latitude,longitude,poc
2003-01-16 00:00:00,-32.187504,115.72917,315.7998
2003-02-16 00:00:00,-32.187504,115.72917,329.73325
2003-03-16 00:00:00,-32.187504,115.72917,364.9333
2003-04-16 00:00:00,-32.187504,115.72917,446.96646
2003-05-16 00:00:00,-32.187504,115.72917,339.52936
2003-06-16 00:00:00,-32.187504,115.72917,362.40005
2003-07-16 00:00:00,-32.187504,115.72917,-2147.4836
2003-08-16 00:00:00,-32.187504,115.72917,875.38635
2003-09-16 00:00:00,-32.187504,115.72917,265.3999
2003-10-16 00:00:00,-32.187504,115.72917,432.73325
2003-11-16 00:00:00,-32.187504,115.72917,384.7998
2003-12-16 00:00:00,-32.187504,115.72917,
2004-01-16 00:00:00,-32.187504,115.72917,252.67938
2004-02-16 00:00:00,-32.187504,115.72917,351.02454
2004-03-16 00:00:00,-32.187504,115.72917,587.27136
2004-04-16 00:00:00,-32.187504,115.72917,432.65353
2004-05-16 00:00:00,-32.187504,115.72917,287.98608
2004-06-16 00:00:00,-32.187504,115.72917,367.10013
2004-07-16 00:00:00,-32.187504,115.72917,371.4665
2004-08-16 00:00:00,-32.187504,115.72917,335.33316
2004-09-16 00:00:00,-32.187504,115.72917,356.59985
2004-10-16 00:00:00,-32.187504,115.72917,846.2737
2004-11-16 00:00:00,-32.187504,115.72917,
2004-12-16 00:00:00,-32.187504,115.72917,247.7998
2005-01-16 00:00:00,-32.187504,115.72917,274.6667
2005-02-16 00:00:00,-32.187504,115.72917,437.3332
2005-03-16 00:00:00,-32.187504,115.72917,400.49985
2005-04-16 00:00:00,-32.187504,115.72917,356.10236
2005-05-16 00:00:00,-32.187504,115.72917,228.40007
2005-06-16 00:00:00,-32.187504,115.72917,1469.3334
2005-07-16 00:00:00,-32.187504,115.72917,-2147.4836
2005-08-16 00:00:00,-32.187504,115.72917,410.36655
2005-09-16 00:00:00,-32.187504,115.72917,531.0
2005-10-16 00:00:00,-32.187504,115.72917,344.19983
2005-11-16 00:00:00,-32.187504,115.72917,
2005-12-16 00:00:00,-32.187504,115.72917,254.3999
2006-01-16 00:00:00,-32.187504,115.72917,293.4998
2006-02-16 00:00:00,-32.187504,115.72917,368.69113
2006-03-16 00:00:00,-32.187504,115.72917,329.49588
2006-04-16 00:00:00,-32.187504,115.72917,333.62384
2006-05-16 00:00:00,-32.187504,115.72917,239.59259
2006-06-16 00:00:00,-32.187504,115.72917,234.2068
2006-07-16 00:00:00,-32.187504,115.72917,255.0083
2006-08-16 00:00:00,-32.187504,115.72917,327.60013
2006-09-16 00:00:00,-32.187504,115.72917,368.06854
2006-10-16 00:00:00,-32.187504,115.72917,365.6001
2006-11-16 00:00:00,-32.187504,115.72917,
2006-12-16 00:00:00,-32.187504,115.72917,
2007-01-16 00:00:00,-32.187504,115.72917,339.3999
2007-02-16 00:00:00,-32.187504,115.72917,537.0
2007-03-16 00:00:00,-32.187504,115.72917,327.16656
2007-04-16 00:00:00,-32.187504,115.72917,323.1333
2007-05-16 00:00:00,-32.187504,115.72917,
2007-06-16 00:00:00,-32.187504,115.72917,266.99988
2007-07-16 00:00:00,-32.187504,115.72917,234.44688
2007-08-16 00:00:00,-32.187504,115.72917,264.99988
2007-09-16 00:00:00,-32.187504,115.72917,340.1997
2007-10-16 00:00:00,-32.187504,115.72917,386.1333
2007-11-16 00:00:00,-32.187504,115.72917,272.66806
2007-12-16 00:00:00,-32.187504,115.72917,243.6129
2008-01-16 00:00:00,-32.187504,115.72917,289.3999
2008-02-16 00:00:00,-32.187504,115.72917,
2008-03-16 00:00:00,-32.187504,115.72917,435.38138
2008-04-16 00:00:00,-32.187504,115.72917,274.30933
2008-05-16 00:00:00,-32.187504,115.72917,492.7998
2008-06-16 00:00:00,-32.187504,115.72917,330.89093
2008-07-16 00:00:00,-32.187504,115.72917,
2008-08-16 00:00:00,-32.187504,115.72917,1495.8009
2008-09-16 00:00:00,-32.187504,115.72917,539.8999
2008-10-16 00:00:00,-32.187504,115.72917,271.3999
2008-11-16 00:00:00,-32.187504,115.72917,267.80005
2008-12-16 00:00:00,-32.187504,115.72917,227.66649
2009-01-16 00:00:00,-32.187504,115.72917,301.78577
2009-02-16 00:00:00,-32.187504,115.72917,322.19974
2009-03-16 00:00:00,-32.187504,115.72917,391.19757
2009-04-16 00:00:00,-32.187504,115.72917,288.75986
2009-05-16 00:00:00,-32.187504,115.72917,328.37827
2009-06-16 00:00:00,-32.187504,115.72917,313.8602
2009-07-16 00:00:00,-32.187504,115.72917,393.59988
2009-08-16 00:00:00,-32.187504,115.72917,603.22986
2009-09-16 00:00:00,-32.187504,115.72917,
2009-10-16 00:00:00,-32.187504,115.72917,378.84998
2009-11-16 00:00:00,-32.187504,115.72917,282.19864
2009-12-16 00:00:00,-32.187504,115.72917,302.86664
2010-01-16 00:00:00,-32.187504,115.72917,270.8999
2010-02-16 00:00:00,-32.187504,115.72917,296.32382
2010-03-16 00:00:00,-32.187504,115.72917,386.37488
2010-04-16 00:00:00,-32.187504,115.72917,384.44345
2010-05-16 00:00:00,-32.187504,115.72917,263.4633
2010-06-16 00:00:00,-32.187504,115.72917,348.2666
2010-07-16 00:00:00,-32.187504,115.72917,314.9999
2010-08-16 00:00:00,-32.187504,115.72917,219.47256
2010-09-16 00:00:00,-32.187504,115.72917,204.6233
2010-10-16 00:00:00,-32.187504,115.72917,241.06741
2010-11-16 00:00:00,-32.187504,115.72917,
2010-12-16 00:00:00,-32.187504,115.72917,244.8999
2011-01-16 00:00:00,-32.187504,115.72917,
2011-02-16 00:00:00,-32.187504,115.72917,254.49976
2011-03-16 00:00:00,-32.187504,115.72917,353.4151
2011-04-16 00:00:00,-32.187504,115.72917,345.33472
2011-05-16 00:00:00,-32.187504,115.72917,285.46664
2011-06-16 00:00:00,-32.187504,115.72917,334.7998
2011-07-16 00:00:00,-32.187504,115.72917,
2011-08-16 00:00:00,-32.187504,115.72917,406.00003
2011-09-16 00:00:00,-32.187504,115.72917,379.6686
2011-10-16 00:00:00,-32.187504,115.72917,383.08386
2011-11-16 00:00:00,-32.187504,115.72917,246.19997
2011-12-16 00:00:00,-32.187504,115.72917,269.46664
2012-01-16 00:00:00,-32.187504,115.72917,325.0
2012-02-16 00:00:00,-32.187504,115.72917,373.0
2012-03-16 00:00:00,-32.187504,115.72917,376.19995
2012-04-16 00:00:00,-32.187504,115.72917,304.74985
2012-05-16 00:00:00,-32.187504,115.72917,436.74988
2012-06-16 00:00:00,-32.187504,115.72917,366.09985
2012-07-16 00:00:00,-32.187504,115.72917,340.95547
2012-08-16 00:00:00,-32.187504,115.72917,260.09985
2012-09-16 00:00:00,-32.187504,115.72917,251.4
2012-10-16 00:00:00,-32.187504,115.72917,332.73325
2012-11-16 00:00:00,-32.187504,115.72917,247.86655
2012-12-16 00:00:00,-32.187504,115.72917,283.85782
2013-01-16 00:00:00,-32.187504,115.72917,
2013-02-16 00:00:00,-32.187504,115.72917,345.13666
2013-03-16 00:00:00,-32.187504,115.72917,508.9999
2013-04-16 00:00:00,-32.187504,115.72917,360.73325
2013-05-16 00:00:00,-32.187504,115.72917,337.74652
2013-06-16 00:00:00,-32.187504,115.72917,310.29276
2013-07-16 00:00:00,-32.187504,115.72917,262.6332
2013-08-16 00:00:00,-32.187504,115.72917,
2013-09-16 00:00:00,-32.187504,115.72917,336.6001
2013-10-16 00:00:00,-32.187504,115.72917,
2013-11-16 00:00:00,-32.187504,115.72917,302.7998
2013-12-16 00:00:00,-32.187504,115.72917,263.06656
2014-01-16 00:00:00,-32.187504,115.72917,220.09985
2014-02-16 00:00:00,-32.187504,115.72917,302.32993
2014-03-16 00:00:00,-32.187504,115.72917,400.78726
2014-04-16 00:00:00,-32.187504,115.72917,301.08743
2014-05-16 00:00:00,-32.187504,115.72917,259.3999
2014-06-16 00:00:00,-32.187504,115.72917,374.0
2014-07-16 00:00:00,-32.187504,115.72917,540.8
2014-08-16 00:00:00,-32.187504,115.72917,1203.4
2014-09-16 00:00:00,-32.187504,115.72917,398.2
2014-10-16 00:00:00,-32.187504,115.72917,382.2
2014-11-16 00:00:00,-32.187504,115.72917,
2014-12-16 00:00:00,-32.187504,115.72917,254.6
2015-01-16 00:00:00,-32.187504,115.72917,297.8
2015-02-16 00:00:00,-32.187504,115.72917,431.2
2015-03-16 00:00:00,-32.187504,115.72917,659.6
2015-04-16 00:00:00,-32.187504,115.72917,357.0
2015-05-16 00:00:00,-32.187504,115.72917,325.0
2015-06-16 00:00:00,-32.187504,115.72917,411.8
2015-07-16 00:00:00,-32.187504,115.72917,558.4
2015-08-16 00:00:00,-32.187504,115.72917,285.0
2015-09-16 00:00:00,-32.187504,115.72917,580.8
2015-10-16 00:00:00,-32.187504,115.72917,336.4
2015-11-16 00:00:00,-32.187504,115.72917,
2015-12-16 00:00:00,-32.187504,115.72917,275.4
2016-01-16 00:00:00,-32.187504,115.72917,227.4
2016-02-16 00:00:00,-32.187504,115.72917,259.8
2016-03-16 00:00:00,-32.187504,115.72917,306.2
2016-04-16 00:00:00,-32.187504,115.72917,312.0
2016-05-16 00:00:00,-32.187504,115.72917,343.8
2016-06-16 00:00:00,-32.187504,115.72917,428.6
2016-07-16 00:00:00,-32.187504,115.72917,406.2
2016-08-16 00:00:00,-32.187504,115.72917,476.8
2016-09-16 00:00:00,-32.187504,115.72917,455.4
2016-10-16 00:00:00,-32.187504,115.72917,294.2
2016-11-16 00:00:00,-32.187504,115.72917,249.8
2016-12-16 00:00:00,-32.187504,115.72917,
2017-01-16 00:00:00,-32.187504,115.72917,292.4
2017-02-16 00:00:00,-32.187504,115.72917,331.8
2017-03-16 00:00:00,-32.187504,115.72917,766.8
2017-04-16 00:00:00,-32.187504,115.72917,360.0
2017-05-16 00:00:00,-32.187504,115.72917,469.8
2017-06-16 00:00:00,-32.187504,115.72917,206.6
2017-07-16 00:00:00,-32.187504,115.72917,305.4
2017-08-16 00:00:00,-32.187504,115.72917,
2017-09-16 00:00:00,-32.187504,115.72917,643.0
2017-10-16 00:00:00,-32.187504,115.72917,493.4
2017-11-16 00:00:00,-32.187504,115.72917,308.4
2017-12-16 00:00:00,-32.187504,115.72917,
2018-01-16 00:00:00,-32.187504,115.72917,253.4
2018-02-16 00:00:00,-32.187504,115.72917,419.6
2018-03-16 00:00:00,-32.187504,115.72917,308.4
2018-04-16 00:00:00,-32.187504,115.72917,277.0
2018-05-16 00:00:00,-32.187504,115.72917,319.4
2018-06-16 00:00:00,-32.187504,115.72917,360.2
2018-07-16 00:00:00,-32.187504,115.72917,
2018-08-16 00:00:00,-32.187504,115.72917,
2018-09-16 00:00:00,-32.187504,115.72917,428.8
2018-10-16 00:00:00,-32.187504,115.72917,431.6
2018-11-16 00:00:00,-32.187504,115.72917,443.8
2018-12-16 00:00:00,-32.187504,115.72917,
2019-01-16 00:00:00,-32.187504,115.72917,273.4
2019-02-16 00:00:00,-32.187504,115.72917,
2019-03-16 00:00:00,-32.187504,115.72917,285.8
2019-04-16 00:00:00,-32.187504,115.72917,326.0
2019-05-16 00:00:00,-32.187504,115.72917,369.0
2019-06-16 00:00:00,-32.187504,115.72917,321.2
2019-07-16 00:00:00,-32.187504,115.72917,393.8
2019-08-16 00:00:00,-32.187504,115.72917,262.6
2019-09-16 00:00:00,-32.187504,115.72917,509.0
2019-10-16 00:00:00,-32.187504,115.72917,345.2
2019-11-16 00:00:00,-32.187504,115.72917,311.0
2019-12-16 00:00:00,-32.187504,115.72917,
2020-01-16 00:00:00,-32.187504,115.72917,284.6
2020-02-16 00:00:00,-32.187504,115.72917,
2020-03-16 00:00:00,-32.187504,115.72917,412.0
2020-04-16 00:00:00,-32.187504,115.72917,384.4
2020-05-16 00:00:00,-32.187504,115.72917,263.6
2020-06-16 00:00:00,-32.187504,115.72917,376.4
2020-07-16 00:00:00,-32.187504,115.72917,360.4
2020-08-16 00:00:00,-32.187504,115.72917,
2020-09-16 00:00:00,-32.187504,115.72917,256.2
2020-10-16 00:00:00,-32.187504,115.72917,288.0
2020-11-16 00:00:00,-32.187504,115.72917,300.4
2020-12-16 00:00:00,-32.187504,115.72917,301.8
2021-01-16 00:00:00,-32.187504,115.72917,228.2
2021-02-16 00:00:00,-32.187504,115.72917,311.4
