time,latitude,longitude,poc
2003-01-16 00:00:00,-32.35417,115.60417,93.44437
2003-02-16 00:00:00,-32.35417,115.60417,118.99169
2003-03-16 00:00:00,-32.35417,115.60417,124.06963
2003-04-16 00:00:00,-32.35417,115.60417,139.55121
2003-05-16 00:00:00,-32.35417,115.60417,150.63472
2003-06-16 00:00:00,-32.35417,115.60417,229.14775
2003-07-16 00:00:00,-32.35417,115.60417,167.50374
2003-08-16 00:00:00,-32.35417,115.60417,257.73254
2003-09-16 00:00:00,-32.35417,115.60417,727.3581
2003-10-16 00:00:00,-32.35417,115.60417,216.76718
2003-11-16 00:00:00,-32.35417,115.60417,125.156845
2003-12-16 00:00:00,-32.35417,115.60417,99.155075
2004-01-16 00:00:00,-32.35417,115.60417,95.17549
2004-02-16 00:00:00,-32.35417,115.60417,117.82321
2004-03-16 00:00:00,-32.35417,115.60417,173.57187
2004-04-16 00:00:00,-32.35417,115.60417,175.2493
2004-05-16 00:00:00,-32.35417,115.60417,196.27841
2004-06-16 00:00:00,-32.35417,115.60417,211.71542
2004-07-16 00:00:00,-32.35417,115.60417,219.51448
2004-08-16 00:00:00,-32.35417,115.60417,188.50757
2004-09-16 00:00:00,-32.35417,115.60417,530.7876
2004-10-16 00:00:00,-32.35417,115.60417,167.06973
2004-11-16 00:00:00,-32.35417,115.60417,113.09483
2004-12-16 00:00:00,-32.35417,115.60417,106.33049
2005-01-16 00:00:00,-32.35417,115.60417,107.13486
2005-02-16 00:00:00,-32.35417,115.60417,354.17746
2005-03-16 00:00:00,-32.35417,115.60417,150.29282
2005-04-16 00:00:00,-32.35417,115.60417,186.5913
2005-05-16 00:00:00,-32.35417,115.60417,431.499
2005-06-16 00:00:00,-32.35417,115.60417,301.20288
2005-07-16 00:00:00,-32.35417,115.60417,206.95897
2005-08-16 00:00:00,-32.35417,115.60417,156.2047
2005-09-16 00:00:00,-32.35417,115.60417,191.94514
2005-10-16 00:00:00,-32.35417,115.60417,157.58046
2005-11-16 00:00:00,-32.35417,115.60417,157.49892
2005-12-16 00:00:00,-32.35417,115.60417,108.18109
2006-01-16 00:00:00,-32.35417,115.60417,109.95464
2006-02-16 00:00:00,-32.35417,115.60417,99.47598
2006-03-16 00:00:00,-32.35417,115.60417,163.35522
2006-04-16 00:00:00,-32.35417,115.60417,136.45067
2006-05-16 00:00:00,-32.35417,115.60417,160.65779
2006-06-16 00:00:00,-32.35417,115.60417,211.57553
2006-07-16 00:00:00,-32.35417,115.60417,243.25089
2006-08-16 00:00:00,-32.35417,115.60417,190.59122
2006-09-16 00:00:00,-32.35417,115.60417,166.60297
2006-10-16 00:00:00,-32.35417,115.60417,147.0506
2006-11-16 00:00:00,-32.35417,115.60417,90.27743
2006-12-16 00:00:00,-32.35417,115.60417,88.02468
2007-01-16 00:00:00,-32.35417,115.60417,97.330864
2007-02-16 00:00:00,-32.35417,115.60417,140.10509
2007-03-16 00:00:00,-32.35417,115.60417,235.14285
2007-04-16 00:00:00,-32.35417,115.60417,152.52216
2007-05-16 00:00:00,-32.35417,115.60417,173.70384
2007-06-16 00:00:00,-32.35417,115.60417,179.97917
2007-07-16 00:00:00,-32.35417,115.60417,194.4253
2007-08-16 00:00:00,-32.35417,115.60417,196.72284
