time,latitude,longitude,poc
2003-01-16 00:00:00,-32.520836,115.60417,188.42017
2003-02-16 00:00:00,-32.520836,115.60417,232.11389
2003-03-16 00:00:00,-32.520836,115.60417,232.92664
2003-04-16 00:00:00,-32.520836,115.60417,239.80858
2003-05-16 00:00:00,-32.520836,115.60417,224.12402
2003-06-16 00:00:00,-32.520836,115.60417,286.63528
2003-07-16 00:00:00,-32.520836,115.60417,338.88913
2003-08-16 00:00:00,-32.520836,115.60417,963.5457
2003-09-16 00:00:00,-32.520836,115.60417,714.9799
2003-10-16 00:00:00,-32.520836,115.60417,424.71594
2003-11-16 00:00:00,-32.520836,115.60417,214.11702
2003-12-16 00:00:00,-32.520836,115.60417,173.49733
2004-01-16 00:00:00,-32.520836,115.60417,166.89395
2004-02-16 00:00:00,-32.520836,115.60417,224.91475
2004-03-16 00:00:00,-32.520836,115.60417,414.347
2004-04-16 00:00:00,-32.520836,115.60417,263.99722
2004-05-16 00:00:00,-32.520836,115.60417,254.53496
2004-06-16 00:00:00,-32.520836,115.60417,326.7512
2004-07-16 00:00:00,-32.520836,115.60417,457.39044
2004-08-16 00:00:00,-32.520836,115.60417,567.5958
2004-09-16 00:00:00,-32.520836,115.60417,604.572
2004-10-16 00:00:00,-32.520836,115.60417,410.10718
2004-11-16 00:00:00,-32.520836,115.60417,172.7728
2004-12-16 00:00:00,-32.520836,115.60417,181.3249
2005-01-16 00:00:00,-32.520836,115.60417,188.74156
2005-02-16 00:00:00,-32.520836,115.60417,422.89075
2005-03-16 00:00:00,-32.520836,115.60417,247.04182
2005-04-16 00:00:00,-32.520836,115.60417,285.40005
2005-05-16 00:00:00,-32.520836,115.60417,389.47806
2005-06-16 00:00:00,-32.520836,115.60417,500.3848
2005-07-16 00:00:00,-32.520836,115.60417,595.91943
2005-08-16 00:00:00,-32.520836,115.60417,310.19498
2005-09-16 00:00:00,-32.520836,115.60417,857.83716
2005-10-16 00:00:00,-32.520836,115.60417,318.26584
2005-11-16 00:00:00,-32.520836,115.60417,229.17772
2005-12-16 00:00:00,-32.520836,115.60417,152.55363
2006-01-16 00:00:00,-32.520836,115.60417,205.35274
2006-02-16 00:00:00,-32.520836,115.60417,219.19475
2006-03-16 00:00:00,-32.520836,115.60417,529.25305
2006-04-16 00:00:00,-32.520836,115.60417,191.80238
2006-05-16 00:00:00,-32.520836,115.60417,218.31734
2006-06-16 00:00:00,-32.520836,115.60417,223.40143
2006-07-16 00:00:00,-32.520836,115.60417,282.4048
2006-08-16 00:00:00,-32.520836,115.60417,339.5249
2006-09-16 00:00:00,-32.520836,115.60417,350.9437
2006-10-16 00:00:00,-32.520836,115.60417,316.0876
2006-11-16 00:00:00,-32.520836,115.60417,182.16124
2006-12-16 00:00:00,-32.520836,115.60417,168.74948
2007-01-16 00:00:00,-32.520836,115.60417,187.30296
2007-02-16 00:00:00,-32.520836,115.60417,235.83672
2007-03-16 00:00:00,-32.520836,115.60417,322.2808
2007-04-16 00:00:00,-32.520836,115.60417,228.40837
2007-05-16 00:00:00,-32.520836,115.60417,259.654
2007-06-16 00:00:00,-32.520836,115.60417,239.35176
2007-07-16 00:00:00,-32.520836,115.60417,275.3983
2007-08-16 00:00:00,-32.520836,115.60417,516.34766
2007-09-16 00:00:00,-32.520836,115.60417,668.068
2007-10-16 00:00:00,-32.520836,115.60417,410.55264
2007-11-16 00:00:00,-32.520836,115.60417,200.05128
2007-12-16 00:00:00,-32.520836,115.60417,164.98683
2008-01-16 00:00:00,-32.520836,115.60417,183.73776
2008-02-16 00:00:00,-32.520836,115.60417,240.5681
2008-03-16 00:00:00,-32.520836,115.60417,473.22873
2008-04-16 00:00:00,-32.520836,115.60417,202.04439
2008-05-16 00:00:00,-32.520836,115.60417,280.4861
2008-06-16 00:00:00,-32.520836,115.60417,339.80875
2008-07-16 00:00:00,-32.520836,115.60417,1415.7502
2008-08-16 00:00:00,-32.520836,115.60417,1556.3699
2008-09-16 00:00:00,-32.520836,115.60417,446.55548
2008-10-16 00:00:00,-32.520836,115.60417,211.78061
2008-11-16 00:00:00,-32.520836,115.60417,172.44836
2008-12-16 00:00:00,-32.520836,115.60417,168.6644
2009-01-16 00:00:00,-32.520836,115.60417,194.71095
2009-02-16 00:00:00,-32.520836,115.60417,386.55692
2009-03-16 00:00:00,-32.520836,115.60417,272.44095
2009-04-16 00:00:00,-32.520836,115.60417,494.95013
2009-05-16 00:00:00,-32.520836,115.60417,241.3611
2009-06-16 00:00:00,-32.520836,115.60417,251.8793
2009-07-16 00:00:00,-32.520836,115.60417,647.1625
2009-08-16 00:00:00,-32.520836,115.60417,1693.3041
2009-09-16 00:00:00,-32.520836,115.60417,500.38263
2009-10-16 00:00:00,-32.520836,115.60417,330.0245
2009-11-16 00:00:00,-32.520836,115.60417,200.77583
2009-12-16 00:00:00,-32.520836,115.60417,177.30704
2010-01-16 00:00:00,-32.520836,115.60417,179.55473
2010-02-16 00:00:00,-32.520836,115.60417,207.32005
2010-03-16 00:00:00,-32.520836,115.60417,515.839
2010-04-16 00:00:00,-32.520836,115.60417,252.43335
2010-05-16 00:00:00,-32.520836,115.60417,694.3745
2010-06-16 00:00:00,-32.520836,115.60417,313.30902
