time,latitude,longitude,RRS412,RRS443,RRS490,RRS555,RRS670
1997-11-09,-32.020836,115.35417,0.0045042643,0.0045193755,0.0041022203,0.0014289116,-1.9007748e-05
1997-11-10,-32.020836,115.35417,0.007040485,0.0066758334,0.0053219507,0.0019305903,0.00030594086
1997-11-11,-32.020836,115.35417,,,,,
1997-11-12,-32.020836,115.35417,,,,,
1997-11-13,-32.020836,115.35417,,,,,
1997-11-14,-32.020836,115.35417,0.0069687264,0.0063849315,0.0051635276,0.0018136981,0.00025969467
1997-11-15,-32.020836,115.35417,,,,,
1997-11-16,-32.020836,115.35417,0.0050709723,0.0048813242,0.004385259,0.0015558014,0.0001841166
1997-11-17,-32.020836,115.35417,0.004732831,0.0045646396,0.0040365406,0.001387653,9.6201344e-05
1997-11-18,-32.020836,115.35417,0.0053818123,0.005182064,0.0045679645,0.0016123357,0.00010213587
1997-11-19,-32.020836,115.35417,,,,,
1997-11-20,-32.020836,115.35417,,,,,
1997-11-21,-32.020836,115.35417,,,,,
1997-11-22,-32.020836,115.35417,,,,,
1997-11-23,-32.020836,115.35417,,,,,
1997-11-24,-32.020836,115.35417,,,,,
1997-11-25,-32.020836,115.35417,,,,,
1997-11-26,-32.020836,115.35417,,,,,
1997-11-27,-32.020836,115.35417,,,,,
1997-11-28,-32.020836,115.35417,0.007951861,0.006608957,0.005072569,0.0015812163,0.0003426832
1997-11-29,-32.020836,115.35417,,,,,
1997-11-30,-32.020836,115.35417,0.0070833834,0.0064099543,0.0049672103,0.0015344562,9.6091215e-05
1997-12-01,-32.020836,115.35417,0.0072610667,0.0064508375,0.0049972865,0.0014560388,-8.0025384e-05
1997-12-02,-32.020836,115.35417,0.0038269963,0.0043773754,0.0039649485,0.001429031,0.00023442062
1997-12-03,-32.020836,115.35417,,,,,
1997-12-04,-32.020836,115.35417,,,,,
1997-12-05,-32.020836,115.35417,,,,,
1997-12-06,-32.020836,115.35417,0.0067838235,0.006120709,0.005029771,0.0016276458,0.0002383579
1997-12-07,-32.020836,115.35417,,,,,
1997-12-08,-32.020836,115.35417,0.0062975986,0.0057680598,0.0046514943,0.0013125933,0.00013581429
1997-12-09,-32.020836,115.35417,0.006658382,0.0059602917,0.004654295,0.001293448,9.195534e-05
1997-12-10,-32.020836,115.35417,0.0018040008,0.0033480008,0.003480001,0.0011760009,-1.3999129e-05
1997-12-11,-32.020836,115.35417,0.008762983,0.007538931,0.005487655,0.0014479894,0.000114348535
1997-12-12,-32.020836,115.35417,0.0062875906,0.0059684464,0.004852188,0.0014346226,3.864349e-05
1997-12-13,-32.020836,115.35417,0.0062834783,0.0060015284,0.0048950436,0.0017749231,0.00027535108
1997-12-14,-32.020836,115.35417,,,,,
1997-12-15,-32.020836,115.35417,,,,,
1997-12-16,-32.020836,115.35417,,,,,
1997-12-17,-32.020836,115.35417,0.0076284464,0.0068523865,0.0052710786,0.0015563404,0.00015899721
1997-12-18,-32.020836,115.35417,,,,,
1997-12-19,-32.020836,115.35417,,,,,
1997-12-20,-32.020836,115.35417,,,,,
1997-12-21,-32.020836,115.35417,0.005946961,0.0056072706,0.004450565,0.0014302983,0.00013225469
1997-12-22,-32.020836,115.35417,0.0064202626,0.005980003,0.0046507088,0.0013840985,0.00015986923
1997-12-23,-32.020836,115.35417,0.002538001,0.0034040005,0.0039400007,0.0011820009,-0.00032399912
1997-12-24,-32.020836,115.35417,0.008492933,0.007527734,0.005827551,0.0021886942,0.00041791835
1997-12-25,-32.020836,115.35417,,,,,
1997-12-26,-32.020836,115.35417,0.0077480986,0.007029562,0.005379068,0.0016908663,0.00015544804
1997-12-27,-32.020836,115.35417,,,,,
1997-12-28,-32.020836,115.35417,0.0081189675,0.007280261,0.005577193,0.0018180507,0.0003183277
1997-12-29,-32.020836,115.35417,0.0072314413,0.006372842,0.0047077425,0.0012538,0.000104586274
1997-12-30,-32.020836,115.35417,0.0050068283,0.005104751,0.004203596,0.0012060186,0.0001426747
1997-12-31,-32.020836,115.35417,0.0074982336,0.0068382067,0.005294039,0.0015963804,0.00024116546
1998-01-01,-32.020836,115.35417,0.0070844973,0.0068108067,0.0052893255,0.0016551052,0.00023505632
1998-01-02,-32.020836,115.35417,0.0065951874,0.0060965666,0.0046610106,0.0013296048,0.00015850582
1998-01-03,-32.020836,115.35417,,,,,
1998-01-04,-32.020836,115.35417,0.007438259,0.00678572,0.005284146,0.0018878385,0.0003939521
1998-01-05,-32.020836,115.35417,,,,,
1998-01-06,-32.020836,115.35417,0.0071013006,0.0063185566,0.004782872,0.001173522,4.058176e-05
1998-01-07,-32.020836,115.35417,,,,,
1998-01-08,-32.020836,115.35417,0.0060904277,0.005726491,0.004751834,0.0015194917,0.00015881634
1998-01-09,-32.020836,115.35417,0.006249932,0.005666461,0.0045259744,0.0011874797,5.629572e-05
1998-01-10,-32.020836,115.35417,0.0046329945,0.004596633,0.0039483155,0.0010863488,3.0262087e-05
1998-01-11,-32.020836,115.35417,0.003052001,0.002960001,0.003484001,0.001954001,0.00027800087
1998-01-12,-32.020836,115.35417,0.0052817357,0.0050997348,0.0043565626,0.0013770491,0.00015570347
1998-01-13,-32.020836,115.35417,0.010334001,0.008158001,0.005916001,0.0017140008,0.00010000087
1998-01-14,-32.020836,115.35417,,,,,
1998-01-15,-32.020836,115.35417,,,,,
1998-01-16,-32.020836,115.35417,,,,,
1998-01-17,-32.020836,115.35417,0.0067256805,0.0060821683,0.004421986,0.0010307241,-5.212796e-05
1998-01-18,-32.020836,115.35417,,,,,
1998-01-19,-32.020836,115.35417,0.005920866,0.0055765403,0.0044844714,0.0013603655,0.00015590512
1998-01-20,-32.020836,115.35417,0.0057703243,0.0053293835,0.0040254802,0.0009951815,6.650935e-05
1998-01-21,-32.020836,115.35417,,,,,
1998-01-22,-32.020836,115.35417,0.00624347,0.0058139293,0.0045675877,0.0013076233,0.00012800623
1998-01-23,-32.020836,115.35417,0.005822689,0.0060420902,0.0050717085,0.0018206585,0.00041698362
1998-01-24,-32.020836,115.35417,0.00619954,0.0058086547,0.0045831217,0.0013451342,0.00013531027
1998-01-25,-32.020836,115.35417,,,,,
1998-01-26,-32.020836,115.35417,0.006780193,0.006348723,0.0048477617,0.0014256684,0.00017675293
1998-01-27,-32.020836,115.35417,,,,,
1998-01-28,-32.020836,115.35417,0.007361991,0.006360455,0.004799027,0.0012615772,4.5242527e-05
1998-01-29,-32.020836,115.35417,,,,,
1998-01-30,-32.020836,115.35417,0.006015444,0.0055601993,0.0044250786,0.001333677,0.00010508165
1998-01-31,-32.020836,115.35417,0.008161475,0.0069351946,0.0050954204,0.0013416973,9.456905e-05
1998-02-01,-32.020836,115.35417,0.008313906,0.0071608596,0.0054402296,0.001591127,0.00017804587
1998-02-02,-32.020836,115.35417,0.007573362,0.006577716,0.004894294,0.0013170864,0.00011408201
1998-02-03,-32.020836,115.35417,0.005920588,0.0055912416,0.0046129525,0.0013962877,0.000116708725
1998-02-04,-32.020836,115.35417,0.007191542,0.006613222,0.00499409,0.0015754802,0.00022886641
1998-02-05,-32.020836,115.35417,,,,,
1998-02-06,-32.020836,115.35417,,,,,
1998-02-07,-32.020836,115.35417,,,,,
1998-02-08,-32.020836,115.35417,0.006190148,0.0059797047,0.004956432,0.0015767978,0.00013725215
1998-02-09,-32.020836,115.35417,,,,,
1998-02-10,-32.020836,115.35417,0.0055241166,0.005568958,0.005038207,0.0018578941,0.00017432588
1998-02-11,-32.020836,115.35417,0.0060048727,0.005698771,0.004815882,0.0014949851,0.00010890053
1998-02-12,-32.020836,115.35417,0.0055520884,0.0056091417,0.004736873,0.0014216074,9.467333e-05
1998-02-13,-32.020836,115.35417,0.0054913284,0.0052957376,0.0043746578,0.0012781157,6.905448e-05
1998-02-14,-32.020836,115.35417,0.0052839294,0.0052084546,0.0042349505,0.0012278613,-9.4682415e-05
1998-02-15,-32.020836,115.35417,,,,,
1998-02-16,-32.020836,115.35417,,,,,
1998-02-17,-32.020836,115.35417,,,,,
1998-02-18,-32.020836,115.35417,,,,,
1998-02-19,-32.020836,115.35417,0.007248216,0.006238707,0.00489976,0.0013811769,8.896817e-05
1998-02-20,-32.020836,115.35417,,,,,
1998-02-21,-32.020836,115.35417,0.0065293633,0.0057222378,0.004515658,0.0012657944,4.4216406e-05
1998-02-22,-32.020836,115.35417,0.0073042186,0.0061431993,0.004761244,0.0013580298,9.139021e-05
1998-02-23,-32.020836,115.35417,0.0073670107,0.0064159147,0.0050656907,0.001623329,0.00021447657
1998-02-24,-32.020836,115.35417,,,,,
1998-02-25,-32.020836,115.35417,,,,,
1998-02-26,-32.020836,115.35417,0.006265593,0.005588257,0.0045875735,0.0015713094,0.0001654177
1998-02-27,-32.020836,115.35417,,,,,
1998-02-28,-32.020836,115.35417,0.0050601987,0.0045616133,0.0038555348,0.0012809514,0.000107547385
1998-03-01,-32.020836,115.35417,,,,,
1998-03-02,-32.020836,115.35417,,,,,
1998-03-03,-32.020836,115.35417,,,,,
1998-03-04,-32.020836,115.35417,0.007020878,0.0059395605,0.004668808,0.0011803168,3.4649252e-05
1998-03-05,-32.020836,115.35417,0.007305022,0.0062423004,0.0046388996,0.0011893517,9.965088e-05
1998-03-06,-32.020836,115.35417,0.005072001,0.0046200007,0.003742001,0.00091800094,-2.9999128e-05
1998-03-07,-32.020836,115.35417,0.0060456134,0.00534118,0.003983143,0.0009929576,-3.1028198e-05
1998-03-08,-32.020836,115.35417,,,,,
1998-03-09,-32.020836,115.35417,,,,,
1998-03-10,-32.020836,115.35417,,,,,
1998-03-11,-32.020836,115.35417,0.006912244,0.0060028397,0.00477915,0.0017892591,0.00019530361
1998-03-12,-32.020836,115.35417,,,,,
1998-03-13,-32.020836,115.35417,0.0062254085,0.0054610316,0.0044756928,0.001466817,0.00010147843
1998-03-14,-32.020836,115.35417,,,,,
1998-03-15,-32.020836,115.35417,0.004586368,0.0043984107,0.0039163837,0.0014039775,8.744431e-05
1998-03-16,-32.020836,115.35417,0.0047894698,0.00455457,0.004095762,0.0015446225,0.00017637572
1998-03-17,-32.020836,115.35417,0.0045312,0.0042574205,0.004086242,0.0013768198,2.7494145e-05
1998-03-18,-32.020836,115.35417,0.006391508,0.0057996823,0.0049214605,0.0016886011,0.0001635401
1998-03-19,-32.020836,115.35417,0.0057301777,0.0052380343,0.004449667,0.0014063991,9.2745235e-05
1998-03-20,-32.020836,115.35417,,,,,
1998-03-21,-32.020836,115.35417,,,,,
1998-03-22,-32.020836,115.35417,,,,,
1998-03-23,-32.020836,115.35417,,,,,
1998-03-24,-32.020836,115.35417,0.004539315,0.004145069,0.003621674,0.0010232115,-5.771099e-05
1998-03-25,-32.020836,115.35417,0.0054740007,0.005024001,0.004174001,0.0012940009,7.200087e-05
1998-03-26,-32.020836,115.35417,0.0048679486,0.0046267095,0.0040880474,0.0014203681,9.2191935e-05
1998-03-27,-32.020836,115.35417,0.004907185,0.0046307524,0.003957677,0.0013335773,9.872931e-05
1998-03-28,-32.020836,115.35417,0.0039670137,0.0038900347,0.003513251,0.001343742,0.00013482315
1998-03-29,-32.020836,115.35417,0.0043309745,0.004259487,0.0036830625,0.0014044695,0.00016506347
1998-03-30,-32.020836,115.35417,0.0018140009,0.0023480009,0.002688001,0.0010220009,-9.599913e-05
1998-03-31,-32.020836,115.35417,0.0060930373,0.005538247,0.004581687,0.0015550813,0.000114299684
1998-04-01,-32.020836,115.35417,,,,,
1998-04-02,-32.020836,115.35417,0.004940532,0.004392525,0.003862133,0.001413278,0.00013511801
1998-04-03,-32.020836,115.35417,,,,,
1998-04-04,-32.020836,115.35417,,,,,
1998-04-05,-32.020836,115.35417,0.0052633756,0.0048270524,0.004154002,0.0014959627,0.00019202702
1998-04-06,-32.020836,115.35417,,,,,
1998-04-07,-32.020836,115.35417,,,,,
1998-04-08,-32.020836,115.35417,,,,,
1998-04-09,-32.020836,115.35417,,,,,
1998-04-10,-32.020836,115.35417,,,,,
1998-04-11,-32.020836,115.35417,0.0040307366,0.0036913007,0.003269483,0.0014756708,0.00015713576
1998-04-12,-32.020836,115.35417,,,,,
1998-04-13,-32.020836,115.35417,0.004147399,0.00414276,0.003657989,0.0018616131,0.00044176943
1998-04-14,-32.020836,115.35417,,,,,
1998-04-15,-32.020836,115.35417,,,,,
1998-04-16,-32.020836,115.35417,,,,,
1998-04-17,-32.020836,115.35417,,,,,
1998-04-18,-32.020836,115.35417,,,,,
1998-04-19,-32.020836,115.35417,,,,,
1998-04-20,-32.020836,115.35417,0.009914,0.007932001,0.0061560003,0.0031740007,0.0011380009
1998-04-21,-32.020836,115.35417,,,,,
1998-04-22,-32.020836,115.35417,,,,,
1998-04-23,-32.020836,115.35417,,,,,
1998-04-24,-32.020836,115.35417,0.0037634987,0.0036758615,0.0033460774,0.0011552026,0.0001205592
1998-04-25,-32.020836,115.35417,,,,,
1998-04-26,-32.020836,115.35417,0.00381948,0.003468094,0.0032503975,0.0013100621,0.00010641064
1998-04-27,-32.020836,115.35417,0.0032766978,0.002947078,0.0027222706,0.0013200429,0.00011146014
1998-04-28,-32.020836,115.35417,0.007815495,0.0061462345,0.0051120864,0.00240484,0.0005674795
1998-04-29,-32.020836,115.35417,0.012952001,0.010724001,0.008480001,0.005272001,0.001958001
1998-04-30,-32.020836,115.35417,0.0028865521,0.0028739297,0.002862051,0.0013093546,0.00011740736
1998-05-01,-32.020836,115.35417,,,,,
1998-05-02,-32.020836,115.35417,,,,,
1998-05-03,-32.020836,115.35417,0.0035476193,0.0034941765,0.0032639117,0.0013999314,0.00015050465
1998-05-04,-32.020836,115.35417,,,,,
1998-05-05,-32.020836,115.35417,0.012302001,0.009854001,0.0074980007,0.0036380012,0.0009760009
1998-05-06,-32.020836,115.35417,,,,,
1998-05-07,-32.020836,115.35417,,,,,
1998-05-08,-32.020836,115.35417,,,,,
1998-05-09,-32.020836,115.35417,,,,,
1998-05-10,-32.020836,115.35417,,,,,
1998-05-11,-32.020836,115.35417,,,,,
1998-05-12,-32.020836,115.35417,0.0042136563,0.003887897,0.003536498,0.001585757,0.00018814064
1998-05-13,-32.020836,115.35417,,,,,
1998-05-14,-32.020836,115.35417,0.0038939044,0.00373828,0.003517228,0.0014679722,0.00015420343
1998-05-15,-32.020836,115.35417,,,,,
1998-05-16,-32.020836,115.35417,0.003820676,0.003665454,0.0033412452,0.0013698171,9.486415e-05
1998-05-17,-32.020836,115.35417,,,,,
1998-05-18,-32.020836,115.35417,,,,,
1998-05-19,-32.020836,115.35417,0.0038788666,0.0037561879,0.003427378,0.0014102197,9.694112e-05
1998-05-20,-32.020836,115.35417,,,,,
1998-05-21,-32.020836,115.35417,,,,,
1998-05-22,-32.020836,115.35417,0.0044807172,0.003646264,0.00433001,0.0020144894,8.018212e-05
1998-05-23,-32.020836,115.35417,0.0025955408,0.0030189576,0.0031790568,0.0013157633,6.087478e-05
1998-05-24,-32.020836,115.35417,,,,,
1998-05-25,-32.020836,115.35417,,,,,
1998-05-26,-32.020836,115.35417,,,,,
1998-05-27,-32.020836,115.35417,,,,,
1998-05-28,-32.020836,115.35417,,,,,
1998-05-29,-32.020836,115.35417,,,,,
1998-05-30,-32.020836,115.35417,,,,,
1998-05-31,-32.020836,115.35417,0.0040245103,0.0040355143,0.0038089107,0.0018183002,0.00019017325
1998-06-01,-32.020836,115.35417,0.00453164,0.004092626,0.0037656224,0.0018681728,0.0002732837
1998-06-02,-32.020836,115.35417,0.014277736,0.011231105,0.00814022,0.004425831,0.0012639759
1998-06-03,-32.020836,115.35417,,,,,
1998-06-04,-32.020836,115.35417,,,,,
1998-06-05,-32.020836,115.35417,,,,,
1998-06-06,-32.020836,115.35417,,,,,
1998-06-07,-32.020836,115.35417,,,,,
1998-06-08,-32.020836,115.35417,,,,,
1998-06-09,-32.020836,115.35417,,,,,
1998-06-10,-32.020836,115.35417,,,,,
1998-06-11,-32.020836,115.35417,,,,,
1998-06-12,-32.020836,115.35417,,,,,
1998-06-13,-32.020836,115.35417,0.0064511537,0.005330156,0.0044804886,0.0022254393,0.000119476215
1998-06-14,-32.020836,115.35417,,,,,
1998-06-15,-32.020836,115.35417,,,,,
1998-06-16,-32.020836,115.35417,,,,,
1998-06-17,-32.020836,115.35417,,,,,
1998-06-18,-32.020836,115.35417,,,,,
1998-06-19,-32.020836,115.35417,,,,,
1998-06-20,-32.020836,115.35417,0.0022928857,0.0025639096,0.0029731968,0.001233017,-7.0761576e-05
1998-06-21,-32.020836,115.35417,0.002431357,0.0033964633,0.004195704,0.0019387249,0.00021279148
1998-06-22,-32.020836,115.35417,0.003977167,0.00363846,0.0036919513,0.0020638227,0.00031721187
1998-06-23,-32.020836,115.35417,0.004045665,0.0039018728,0.0036059087,0.0016028835,0.00020493034
1998-06-24,-32.020836,115.35417,,,,,
1998-06-25,-32.020836,115.35417,,,,,
1998-06-26,-32.020836,115.35417,,,,,
1998-06-27,-32.020836,115.35417,,,,,
1998-06-28,-32.020836,115.35417,,,,,
1998-06-29,-32.020836,115.35417,,,,,
1998-06-30,-32.020836,115.35417,,,,,
1998-07-01,-32.020836,115.35417,,,,,
1998-07-02,-32.020836,115.35417,,,,,
1998-07-03,-32.020836,115.35417,,,,,
1998-07-04,-32.020836,115.35417,,,,,
1998-07-05,-32.020836,115.35417,,,,,
1998-07-06,-32.020836,115.35417,,,,,
1998-07-07,-32.020836,115.35417,,,,,
1998-07-08,-32.020836,115.35417,0.005670535,0.005579443,0.0050732787,0.0022815508,0.0003720348
1998-07-09,-32.020836,115.35417,,,,,
1998-07-10,-32.020836,115.35417,,,,,
1998-07-11,-32.020836,115.35417,,,,,
1998-07-12,-32.020836,115.35417,,,,,
1998-07-13,-32.020836,115.35417,0.005336001,0.0049500014,0.0044740005,0.0016020009,0.00015800085
1998-07-14,-32.020836,115.35417,,,,,
1998-07-15,-32.020836,115.35417,0.0043515954,0.0044203945,0.0038647037,0.0015807905,0.00017153026
1998-07-16,-32.020836,115.35417,,,,,
1998-07-17,-32.020836,115.35417,,,,,
1998-07-18,-32.020836,115.35417,,,,,
1998-07-19,-32.020836,115.35417,0.01020871,0.008862451,0.006935952,0.0032522418,0.0010670379
1998-07-20,-32.020836,115.35417,,,,,
1998-07-21,-32.020836,115.35417,,,,,
1998-07-22,-32.020836,115.35417,,,,,
1998-07-23,-32.020836,115.35417,,,,,
1998-07-24,-32.020836,115.35417,,,,,
1998-07-25,-32.020836,115.35417,,,,,
1998-07-26,-32.020836,115.35417,,,,,
1998-07-27,-32.020836,115.35417,,,,,
1998-07-28,-32.020836,115.35417,0.0036186816,0.0043465844,0.0042392574,0.0020349033,0.00035089915
1998-07-29,-32.020836,115.35417,,,,,
1998-07-30,-32.020836,115.35417,,,,,
1998-07-31,-32.020836,115.35417,,,,,
1998-08-01,-32.020836,115.35417,,,,,
1998-08-02,-32.020836,115.35417,,,,,
1998-08-03,-32.020836,115.35417,0.005874001,0.005382001,0.0056000007,0.0030220011,0.0009600009
1998-08-04,-32.020836,115.35417,0.0048148525,0.0046407427,0.0043752077,0.0019448214,0.00025069134
1998-08-05,-32.020836,115.35417,,,,,
1998-08-06,-32.020836,115.35417,,,,,
1998-08-07,-32.020836,115.35417,,,,,
1998-08-08,-32.020836,115.35417,0.0055277185,0.00523947,0.00485899,0.0021210178,6.216357e-05
1998-08-09,-32.020836,115.35417,,,,,
1998-08-10,-32.020836,115.35417,,,,,
1998-08-11,-32.020836,115.35417,,,,,
1998-08-12,-32.020836,115.35417,,,,,
1998-08-13,-32.020836,115.35417,0.007507862,0.0070775873,0.006589804,0.0042953594,0.0015232309
1998-08-14,-32.020836,115.35417,,,,,
1998-08-15,-32.020836,115.35417,0.0048741014,0.004778445,0.0045415447,0.0019457627,0.00018951205
1998-08-16,-32.020836,115.35417,,,,,
1998-08-17,-32.020836,115.35417,,,,,
1998-08-18,-32.020836,115.35417,,,,,
1998-08-19,-32.020836,115.35417,,,,,
1998-08-20,-32.020836,115.35417,,,,,
1998-08-21,-32.020836,115.35417,,,,,
1998-08-22,-32.020836,115.35417,0.004189348,0.0041766004,0.0039096493,0.0015224124,3.5773355e-05
1998-08-23,-32.020836,115.35417,,,,,
1998-08-24,-32.020836,115.35417,,,,,
1998-08-25,-32.020836,115.35417,0.0026350264,0.0032021715,0.0031184466,0.0013392778,7.240247e-05
1998-08-26,-32.020836,115.35417,0.0038423936,0.003971481,0.0037113582,0.0014906195,0.00019335788
1998-08-27,-32.020836,115.35417,,,,,
1998-08-28,-32.020836,115.35417,,,,,
1998-08-29,-32.020836,115.35417,,,,,
1998-08-30,-32.020836,115.35417,,,,,
1998-08-31,-32.020836,115.35417,,,,,
1998-09-01,-32.020836,115.35417,,,,,
1998-09-02,-32.020836,115.35417,0.014088,0.013910002,0.013642,0.008254001,0.001772001
1998-09-03,-32.020836,115.35417,,,,,
1998-09-04,-32.020836,115.35417,0.0053239465,0.005241833,0.00489601,0.0024070186,0.0003525571
1998-09-05,-32.020836,115.35417,0.0053289128,0.0057936152,0.006285193,0.0033742501,0.00029277263
1998-09-06,-32.020836,115.35417,0.004156757,0.004172422,0.004377479,0.0022417454,0.00023612776
1998-09-07,-32.020836,115.35417,,,,,
1998-09-08,-32.020836,115.35417,0.0042082565,0.0041582347,0.0044371537,0.0019171517,8.369998e-05
1998-09-09,-32.020836,115.35417,,,,,
1998-09-10,-32.020836,115.35417,,,,,
1998-09-11,-32.020836,115.35417,,,,,
1998-09-12,-32.020836,115.35417,,,,,
1998-09-13,-32.020836,115.35417,0.005624001,0.006208001,0.006248001,0.0026980008,0.00029600086
1998-09-14,-32.020836,115.35417,0.009748001,0.009322001,0.009518001,0.0049200007,0.0010260008
1998-09-15,-32.020836,115.35417,0.0033928985,0.004072844,0.0046727946,0.0024379208,0.00022522565
1998-09-16,-32.020836,115.35417,0.0025771325,0.0030094238,0.0033437174,0.0011954064,-9.513965e-05
1998-09-17,-32.020836,115.35417,0.008516617,0.008033479,0.007184968,0.0038414365,0.001060336
1998-09-18,-32.020836,115.35417,,,,,
1998-09-19,-32.020836,115.35417,0.005415528,0.005452573,0.0049385456,0.0019096745,0.00013482678
1998-09-20,-32.020836,115.35417,,,,,
1998-09-21,-32.020836,115.35417,0.014224,0.012356001,0.010264001,0.005186001,0.0013480008
1998-09-22,-32.020836,115.35417,,,,,
1998-09-23,-32.020836,115.35417,0.0048704,0.004891683,0.0046885796,0.0019172431,0.00016755714
1998-09-24,-32.020836,115.35417,,,,,
1998-09-25,-32.020836,115.35417,0.00429298,0.004389101,0.0042574396,0.001649906,1.2971326e-05
1998-09-26,-32.020836,115.35417,,,,,
1998-09-27,-32.020836,115.35417,,,,,
1998-09-28,-32.020836,115.35417,,,,,
1998-09-29,-32.020836,115.35417,,,,,
1998-09-30,-32.020836,115.35417,,,,,
1998-10-01,-32.020836,115.35417,,,,,
1998-10-02,-32.020836,115.35417,,,,,
1998-10-03,-32.020836,115.35417,0.0049934536,0.005432838,0.005737546,0.0023670013,5.5706518e-05
1998-10-04,-32.020836,115.35417,,,,,
1998-10-05,-32.020836,115.35417,,,,,
1998-10-06,-32.020836,115.35417,0.0044452487,0.0046390244,0.004359154,0.0016206579,6.53001e-05
1998-10-07,-32.020836,115.35417,0.005190637,0.005072305,0.0044707507,0.0016676353,0.0001857235
1998-10-08,-32.020836,115.35417,,,,,
1998-10-09,-32.020836,115.35417,,,,,
1998-10-10,-32.020836,115.35417,,,,,
