time,RRS412,RRS443,RRS490,RRS555,RRS670
1997-11-11,,,,,
1997-11-12,,,,,
1997-11-13,,,,,
1997-11-14,0.0071625817,0.006602345,0.0053166714,0.001876305,0.00025923297
1997-11-15,,,,,
1997-11-16,0.0052987067,0.0049920003,0.0043141902,0.0013934211,0.000115998475
1997-11-17,0.0050578234,0.0047526197,0.0040255594,0.0012650014,6.981845e-05
1997-11-18,0.0054277335,0.0050763893,0.004362406,0.0013524884,5.2169056e-05
1997-11-19,0.007274508,0.006622875,0.0051363762,0.0015014309,0.00013551315
1997-11-20,0.010364884,0.009292138,0.007315744,0.0030584878,0.00088156015
1997-11-21,,,,,
1997-11-22,,,,,
1997-11-23,,,,,
1997-11-24,,,,,
1997-11-25,,,,,
1997-11-26,,,,,
1997-11-27,,,,,
1997-11-28,0.00852005,0.0072462284,0.0053758677,0.0015642189,0.00020705543
1997-11-29,0.009623685,0.0079182405,0.005634554,0.0014762022,6.824414e-05
1997-11-30,0.007891964,0.006939974,0.0051807817,0.0014348581,9.603118e-05
1997-12-01,0.0075542745,0.006872169,0.005472415,0.0017871211,0.00013906398
1997-12-02,0.0040616505,0.0045667333,0.004210183,0.0015291957,0.00022440408
1997-12-03,,,,,
1997-12-04,,,,,
1997-12-05,,,,,
1997-12-06,0.006529251,0.0059425025,0.0048869145,0.0015700813,0.00019217236
1997-12-07,0.00676871,0.005921816,0.004622053,0.0012038832,7.94573e-05
1997-12-08,0.006562879,0.005995459,0.004784042,0.0012962205,8.705962e-05
1997-12-09,0.0074440604,0.006542363,0.0049671805,0.0013203141,8.093382e-05
1997-12-10,0.0046804296,0.0049958653,0.004711544,0.0016750838,0.0002138687
1997-12-11,0.00896366,0.0077886474,0.0057680276,0.0016639871,0.00016532789
1997-12-12,0.0068277246,0.006306996,0.0050344383,0.0015581107,0.00013271568
1997-12-13,0.0064952206,0.006079214,0.0049919053,0.0017679348,0.00027300636
1997-12-14,,,,,
1997-12-15,,,,,
1997-12-16,,,,,
1997-12-17,0.007663313,0.006744558,0.005248649,0.0015486847,0.00015273341
1997-12-18,0.007213354,0.006450031,0.0048726974,0.0012459919,7.259204e-05
1997-12-19,,,,,
1997-12-20,0.009603072,0.007983627,0.0058471616,0.0017566539,0.00022863042
1997-12-21,0.006218591,0.005723929,0.0046032122,0.001312369,8.7579174e-05
1997-12-22,0.0066871615,0.0060766344,0.0047233948,0.0013042713,0.00010779558
1997-12-23,0.0032820487,0.0036170126,0.0037709575,0.0010003517,-0.00011250307
1997-12-24,0.007990896,0.0071859946,0.0056442837,0.0020476638,0.00037834002
1997-12-25,,,,,
1997-12-26,0.00802353,0.007402582,0.0057337764,0.0018538598,0.00028779623
1997-12-27,,,,,
1997-12-28,0.0075358823,0.0069607454,0.0054997397,0.0018644636,0.00030483532
1997-12-29,0.006876298,0.0061419886,0.0046180515,0.0012156513,6.644184e-05
1997-12-30,0.005085719,0.005037675,0.0041193217,0.0011456984,0.000119167344
1997-12-31,0.0074707693,0.0066791093,0.005007873,0.0013775469,0.0001464713
1998-01-01,0.007053079,0.006612416,0.005088895,0.001488737,0.00017469349
1998-01-02,0.0063863867,0.005943214,0.004575816,0.0012603849,0.00012178616
1998-01-03,,,,,
1998-01-04,0.0074341935,0.0068907673,0.005389117,0.001943813,0.00038818276
1998-01-05,,,,,
1998-01-06,0.0070972517,0.006426875,0.004853999,0.0012477709,6.487099e-05
1998-01-07,,,,,
1998-01-08,0.0075150346,0.0068295803,0.0052607837,0.0016144835,0.00023756383
1998-01-09,0.007066879,0.006310318,0.0047853175,0.0013014427,9.296113e-05
1998-01-10,0.0054943543,0.0051933653,0.0041802027,0.0010480747,8.068334e-06
1998-01-11,0.007024053,0.0062127938,0.0049668583,0.0017532302,0.0003198462
1998-01-12,0.006044292,0.005624492,0.004494627,0.0012485688,9.03188e-05
1998-01-13,0.011561299,0.009451252,0.0066555846,0.0021896574,0.00040434595
1998-01-14,,,,,
1998-01-15,,,,,
1998-01-16,,,,,
1998-01-17,0.0073490995,0.006422137,0.0046564713,0.0010736304,-4.3403168e-05
1998-01-18,,,,,
1998-01-19,0.0060857856,0.0057809176,0.0046086675,0.0014039765,0.00017715814
1998-01-20,0.0058563594,0.005353043,0.0040530786,0.0009738482,4.9226594e-05
1998-01-21,0.010370297,0.008894496,0.006695288,0.002312931,0.0004516947
1998-01-22,0.0062654987,0.0057673627,0.0045357803,0.001260929,9.117358e-05
1998-01-23,0.007361435,0.007219149,0.00588179,0.0022389982,0.00045159677
1998-01-24,0.00622481,0.0058263326,0.004610676,0.0013252973,0.00011306742
1998-01-25,,,,,
1998-01-26,0.0066653774,0.0061615,0.004808069,0.001409483,0.00016634988
1998-01-27,,,,,
1998-01-28,0.0072084814,0.006424137,0.0047958908,0.0011874487,1.7382517e-06
1998-01-29,,,,,
1998-01-30,0.006534403,0.0059837126,0.0046956423,0.0013320189,0.000113478745
1998-01-31,0.007329148,0.006326226,0.0047751614,0.0012770625,8.120498e-05
1998-02-01,0.007463821,0.0064136824,0.005086249,0.0015194791,0.00017992967
1998-02-02,0.0076640015,0.006637311,0.004966926,0.001303406,9.6056814e-05
1998-02-03,0.0064264205,0.0057796612,0.004665791,0.0012152534,6.602272e-05
1998-02-04,0.0074360454,0.0067214244,0.005223481,0.0016622604,0.00025543617
1998-02-05,,,,,
1998-02-06,0.008680641,0.007860337,0.0062931045,0.0023101277,0.0002936571
1998-02-07,,,,,
1998-02-08,0.006286368,0.005968557,0.0049752975,0.001545973,0.0001318067
1998-02-09,,,,,
1998-02-10,0.005897122,0.005614832,0.0048072753,0.0015409536,0.00010509389
1998-02-11,0.006242054,0.0057990216,0.004826246,0.0014712054,0.00010216235
1998-02-12,0.0056142956,0.005499496,0.0046615414,0.0014053913,8.839715e-05
1998-02-13,0.005603566,0.0054603685,0.0044471747,0.0012705806,8.390416e-05
1998-02-14,0.005019623,0.005026046,0.0042773136,0.0012506597,4.3599153e-05
1998-02-15,0.004321634,0.0046839127,0.0039808135,0.0009642218,-0.00027416743
1998-02-16,,,,,
1998-02-17,,,,,
1998-02-18,,,,,
1998-02-19,0.007325723,0.0064015477,0.0049490123,0.0013841395,0.000105094245
1998-02-20,,,,,
1998-02-21,0.006862797,0.0061075366,0.004836159,0.0013904669,0.000103395636
1998-02-22,0.0071775774,0.0061230804,0.0047296314,0.0013202927,7.589366e-05
1998-02-23,0.0077854684,0.006611916,0.005178742,0.0015915221,0.00015096902
1998-02-24,,,,,
1998-02-25,,,,,
1998-02-26,0.0062503605,0.0056587877,0.0047059483,0.0016551844,0.00022536053
1998-02-27,,,,,
1998-02-28,0.0052365535,0.0048766937,0.0040491438,0.0012289179,9.9040946e-05
1998-03-01,,,,,
1998-03-02,,,,,
1998-03-03,,,,,
1998-03-04,0.0063893627,0.0056406073,0.0045397663,0.0012774941,6.7877765e-05
1998-03-05,0.007063512,0.0060784128,0.0046395715,0.0012212415,8.316052e-05
1998-03-06,0.005760826,0.005213432,0.004147926,0.0010326299,2.9999128e-05
1998-03-07,0.0063087842,0.005753866,0.004329843,0.0011096008,8.007109e-05
1998-03-08,,,,,
1998-03-09,,,,,
1998-03-10,,,,,
1998-03-11,0.0077474546,0.0066285506,0.0051820735,0.0018306603,0.00020277541
1998-03-12,,,,,
1998-03-13,0.0058282316,0.0051361667,0.004400295,0.0015757902,0.00015048092
1998-03-14,0.005501763,0.004917577,0.0042142915,0.001369958,8.692495e-05
1998-03-15,0.005092958,0.004693703,0.004210637,0.0015307433,0.00013081769
1998-03-16,0.005414531,0.004966732,0.0042873602,0.0014673085,0.00012579933
1998-03-17,0.004773899,0.0044508395,0.0041079684,0.0014222278,8.067928e-05
1998-03-18,0.006193886,0.005665675,0.0046407077,0.0015281384,0.00014901275
1998-03-19,0.0060958113,0.005536175,0.004612454,0.001483875,0.00016443511
1998-03-20,,,,,
1998-03-21,,,,,
1998-03-22,,,,,
1998-03-23,,,,,
1998-03-24,0.0047660563,0.004419976,0.003893816,0.0012732939,1.31198985e-05
1998-03-25,0.005454343,0.0049414732,0.0041147806,0.0012424173,6.248342e-05
1998-03-26,0.005220558,0.0047734897,0.00418555,0.0013867433,8.68199e-05
1998-03-27,0.0044365097,0.004258247,0.0037238933,0.0012429425,8.245674e-05
1998-03-28,0.003827749,0.0037587276,0.0035026392,0.0013488856,0.000118550575
1998-03-29,0.0046484224,0.004359411,0.0038073978,0.0014498048,0.00015267653
1998-03-30,0.0022507962,0.0024157588,0.002796455,0.0010574418,-8.135366e-05
1998-03-31,0.0054723644,0.0050464827,0.0043389946,0.0014717078,0.00012359243
1998-04-01,,,,,
1998-04-02,0.005163146,0.0047635445,0.0040692366,0.0014254501,0.00012686166
1998-04-03,,,,,
1998-04-04,,,,,
1998-04-05,0.0049077286,0.004531948,0.0039737676,0.0015697597,0.00021689266
1998-04-06,,,,,
1998-04-07,,,,,
1998-04-08,,,,,
1998-04-09,0.004132858,0.0039727893,0.0035136107,0.0014365137,1.1317401e-06
1998-04-10,,,,,
1998-04-11,0.004350052,0.003965114,0.0034801688,0.001552144,0.00021194978
1998-04-12,,,,,
1998-04-13,0.004369848,0.0041690776,0.0037817752,0.0017717129,0.00029143877
1998-04-14,,,,,
1998-04-15,,,,,
1998-04-16,,,,,
1998-04-17,0.010517737,0.008787113,0.0069073658,0.0031353522,0.00076393504
1998-04-18,0.007439949,0.0060894703,0.0051280013,0.0023356194,0.0005176644
1998-04-19,0.0021091972,0.002046792,0.0027348893,0.0012455407,0.00028459146
1998-04-20,0.007989375,0.0065385844,0.005121562,0.0021644155,0.00042193066
1998-04-21,,,,,
1998-04-22,,,,,
1998-04-23,,,,,
1998-04-24,0.0035971424,0.0035682386,0.0033197668,0.0012095134,0.00011529168
1998-04-25,,,,,
1998-04-26,0.003921909,0.0036283906,0.0033824744,0.0014386514,0.00016259689
1998-04-27,0.0032259463,0.00292292,0.0027415296,0.001122039,3.5512265e-05
1998-04-28,0.007285802,0.006084805,0.0050225323,0.0024102146,0.00056064705
1998-04-29,0.012234562,0.009966322,0.007998164,0.0048402157,0.0016939668
1998-04-30,0.0031238326,0.003042754,0.0030515273,0.0014067026,0.0001411692
1998-05-01,0.0021021345,0.0027532992,0.0029790578,0.0012327135,5.4959695e-05
1998-05-02,,,,,
1998-05-03,0.0034625072,0.0033404226,0.00321863,0.0014232701,0.00016543332
1998-05-04,,,,,
1998-05-05,0.0076870834,0.006637804,0.0052400827,0.0024764403,0.0005179613
1998-05-06,,,,,
1998-05-07,,,,,
1998-05-08,,,,,
1998-05-09,0.013868002,0.012014001,0.009070001,0.0036500008,0.0015380009
1998-05-10,0.0053590946,0.00478862,0.0042066416,0.0014289904,0.00010892122
1998-05-11,,,,,
1998-05-12,0.004443222,0.0041184626,0.0036687818,0.0015265864,0.00017820612
1998-05-13,,,,,
1998-05-14,0.0039644674,0.0037808307,0.0035188037,0.0015197351,0.00019072837
1998-05-15,,,,,
1998-05-16,0.00403964,0.003726318,0.0034759045,0.0015458605,0.00016814569
1998-05-17,,,,,
1998-05-18,,,,,
1998-05-19,0.004122951,0.0039611864,0.003605658,0.0014092559,0.00013702556
1998-05-20,,,,,
1998-05-21,,,,,
1998-05-22,0.003899355,0.0037952687,0.004137901,0.0020008278,0.00023145472
1998-05-23,0.003217402,0.0034119727,0.0034176873,0.0014119153,0.00012908729
1998-05-24,,,,,
1998-05-25,,,,,
1998-05-26,,,,,
1998-05-27,,,,,
1998-05-28,,,,,
1998-05-29,0.010447034,0.0085297385,0.0073263603,0.00394589,0.0010476646
1998-05-30,,,,,
1998-05-31,0.0034953405,0.0034437364,0.0034115387,0.0016952148,0.00016462141
1998-06-01,0.0041881725,0.0039911247,0.0037044121,0.0018195182,0.00023956943
1998-06-02,0.010415153,0.007827863,0.0057439385,0.0027680832,0.00051568745
1998-06-03,,,,,
1998-06-04,,,,,
1998-06-05,0.0048753144,0.0050565465,0.0061478345,0.0037857278,0.00015540232
1998-06-06,,,,,
1998-06-07,0.002335908,0.0028284322,0.0033022556,0.0016655702,0.00012309811
1998-06-08,,,,,
1998-06-09,0.010146148,0.008471561,0.0071200435,0.0037883448,0.0011404298
1998-06-10,,,,,
1998-06-11,0.014279017,0.012676095,0.011578044,0.007106282,0.0022704492
1998-06-12,,,,,
1998-06-13,0.007637601,0.006088718,0.005138053,0.0024770887,0.00025911944
1998-06-14,0.0046669696,0.0044582025,0.0040072612,0.0020190333,0.00031891227
1998-06-15,,,,,
1998-06-16,0.0039355536,0.004069869,0.004719257,0.003376632,0.0007375124
1998-06-17,,,,,
1998-06-18,,,,,
1998-06-19,,,,,
1998-06-20,0.002817901,0.0029949497,0.0033231035,0.0015096504,3.3604883e-05
1998-06-21,0.0036300796,0.00411048,0.004378789,0.0021673464,0.0004232466
1998-06-22,0.003323027,0.0032167968,0.0033766115,0.0017475239,0.00019427825
1998-06-23,0.0036384144,0.0035896786,0.0033366147,0.0015529164,0.0001822322
1998-06-24,,,,,
1998-06-25,,,,,
1998-06-26,,,,,
1998-06-27,0.008712001,0.008000001,0.0075840005,0.0046160007,0.0012020009
1998-06-28,,,,,
1998-06-29,0.004625938,0.004529965,0.0047612553,0.0027557828,0.00021370951
1998-06-30,,,,,
1998-07-01,,,,,
1998-07-02,,,,,
1998-07-03,0.013296001,0.009674001,0.0069780014,0.002812001,-9.999128e-06
1998-07-04,,,,,
1998-07-05,,,,,
1998-07-06,0.017602,0.014924002,0.011012001,0.005610001,0.002218001
1998-07-07,,,,,
1998-07-08,0.0055028135,0.005413645,0.004870769,0.0021551617,0.0003216318
1998-07-09,,,,,
1998-07-10,,,,,
1998-07-11,,,,,
1998-07-12,0.0040100007,0.003368001,0.0038220012,0.001542001,8.400087e-05
1998-07-13,0.0056505078,0.0053604348,0.0047084936,0.0019090273,0.0004191242
1998-07-14,0.005992897,0.005183995,0.0047803153,0.0025133519,0.0005203161
1998-07-15,0.004331546,0.0042862147,0.0037749659,0.0014884102,0.00014882212
1998-07-16,,,,,
1998-07-17,,,,,
1998-07-18,,,,,
1998-07-19,0.011765561,0.010122455,0.0077274633,0.0036220725,0.0011516858
1998-07-20,,,,,
1998-07-21,0.011122561,0.009025576,0.006822028,0.0035247155,0.00083036924
1998-07-22,,,,,
1998-07-23,,,,,
1998-07-24,,,,,
1998-07-25,,,,,
1998-07-26,,,,,
1998-07-27,,,,,
1998-07-28,0.003986421,0.0043354724,0.00424357,0.001928288,0.00023805964
1998-07-29,,,,,
1998-07-30,,,,,
1998-07-31,,,,,
1998-08-01,,,,,
1998-08-02,,,,,
1998-08-03,0.0057735657,0.005434996,0.005426491,0.0028643839,0.0006401332
1998-08-04,0.0051244595,0.004997353,0.004621876,0.0020728053,0.0002669557
1998-08-05,,,,,
1998-08-06,0.0041700643,0.00428784,0.004582855,0.0023233437,0.00029669504
1998-08-07,,,,,
1998-08-08,0.005707778,0.005678674,0.0055770255,0.002819426,0.0003874089
1998-08-09,,,,,
1998-08-10,,,,,
1998-08-11,0.010875444,0.00921789,0.0074762353,0.0034164223,0.0005535399
1998-08-12,0.0055259317,0.0060870782,0.006814851,0.0032407034,0.00015448422
1998-08-13,0.005362692,0.0055643753,0.0055054203,0.0029216497,0.00076947705
1998-08-14,,,,,
1998-08-15,0.0049930583,0.0050385175,0.0049268804,0.0023642774,0.0002585306
1998-08-16,,,,,
1998-08-17,,,,,
1998-08-18,,,,,
1998-08-19,,,,,
1998-08-20,,,,,
1998-08-21,0.0043373895,0.004841884,0.004345259,0.0016761936,0.0001969324
1998-08-22,0.00466298,0.004465457,0.0039240285,0.0014828923,8.2000144e-05
1998-08-23,,,,,
1998-08-24,0.005148705,0.0044640824,0.0040683793,0.0015693334,9.58561e-05
1998-08-25,0.0030414264,0.003453645,0.0034782966,0.0014899869,0.0001182596
1998-08-26,0.0036417383,0.003810839,0.0036607028,0.0014758123,0.00012968837
1998-08-27,,,,,
1998-08-28,,,,,
1998-08-29,,,,,
1998-08-30,,,,,
1998-08-31,,,,,
1998-09-01,,,,,
1998-09-02,0.009766303,0.0095340945,0.009846853,0.005835926,0.0013834315
1998-09-03,,,,,
1998-09-04,0.0054054596,0.0053963764,0.0051955306,0.0025275655,0.00034018134
1998-09-05,0.005034467,0.005111194,0.00518136,0.002706928,0.0003485967
1998-09-06,0.004019369,0.0040732357,0.0041820356,0.0020662015,0.00019496125
1998-09-07,,,,,
1998-09-08,0.0044218195,0.004578491,0.0045627854,0.0019022218,0.000119394106
1998-09-09,,,,,
1998-09-10,0.006843451,0.006535921,0.0058171162,0.0023547292,0.00034898007
1998-09-11,,,,,
1998-09-12,0.0072282385,0.0064484053,0.0052820393,0.0020138095,0.00021150436
1998-09-13,0.006084366,0.0064382385,0.0061122603,0.002678835,0.000623064
1998-09-14,0.008773478,0.008504823,0.008882531,0.0049595907,0.0010320916
1998-09-15,0.003277371,0.0038376711,0.004023859,0.001654204,7.608155e-05
1998-09-16,0.0027258568,0.0031642695,0.003674374,0.0014484483,-4.3843575e-05
1998-09-17,0.0070994967,0.00667499,0.0062924623,0.0033884945,0.0007665504
1998-09-18,,,,,
1998-09-19,0.0052164504,0.0052142153,0.0049077594,0.0020764815,0.00017687624
1998-09-20,,,,,
1998-09-21,0.012578153,0.01108399,0.009061362,0.0045670704,0.0011614418
1998-09-22,,,,,
1998-09-23,0.004943084,0.005091911,0.004941682,0.0020564431,0.00019879857
1998-09-24,,,,,
1998-09-25,0.004946728,0.004890932,0.004722058,0.0019310615,0.00013854794
1998-09-26,,,,,
1998-09-27,,,,,
1998-09-28,,,,,
1998-09-29,,,,,
1998-09-30,,,,,
1998-10-01,,,,,
1998-10-02,0.0173,0.01412,0.011166001,0.005562001,0.001648001
1998-10-03,0.004633114,0.005061866,0.005236467,0.0020741287,2.1315342e-05
1998-10-04,,,,,
1998-10-05,0.0092127165,0.007906764,0.0073014344,0.0029349916,0.000105399005
1998-10-06,0.0048788544,0.005012291,0.0048361206,0.0018595369,0.0001288164
1998-10-07,0.004983387,0.0049543283,0.004477196,0.0016056156,0.00011911216
1998-10-08,,,,,
1998-10-09,,,,,
1998-10-10,,,,,
1998-10-11,0.008433403,0.0075403517,0.0062537733,0.0025686,0.0005775165
1998-10-12,,,,,
1998-10-13,0.01326,0.012032001,0.010420001,0.004940001,0.001886001
1998-10-14,0.0061420067,0.005347152,0.004730235,0.0019263962,0.00021407125
1998-10-15,0.006206747,0.0060819006,0.005323797,0.001897502,0.00024767514
1998-10-16,,,,,
1998-10-17,0.010140342,0.009779909,0.008610536,0.0039054523,0.00084449345
1998-10-18,0.016014336,0.012741,0.010036334,0.004103334,0.00094400084
1998-10-19,,,,,
1998-10-20,0.005629665,0.005291011,0.0047659907,0.0018513668,0.00017476454
1998-10-21,,,,,
1998-10-22,0.0054388912,0.0052914447,0.004663494,0.0014085757,-9.181969e-06
1998-10-23,0.0054187654,0.0051097143,0.0045202584,0.001495094,5.6153287e-05
1998-10-24,0.0058954805,0.0056099053,0.00499822,0.0018956682,0.00020664728
1998-10-25,0.010659336,0.008925686,0.0071944376,0.0030978373,0.0007267607
1998-10-26,0.0013895096,0.0028506916,0.0039498033,0.0015117256,0.000103924925
1998-10-27,,,,,
1998-10-28,0.010256602,0.00802188,0.0066888337,0.0031358975,0.00027551941
1998-10-29,0.0071925065,0.006543325,0.0055740913,0.0019318064,0.00024330177
1998-10-30,,,,,
1998-10-31,0.0076369513,0.0069875536,0.0057888855,0.0018961198,0.00021999037
1998-11-01,,,,,
1998-11-02,0.0107149305,0.008931161,0.008063472,0.0035137872,0.00054988335
1998-11-03,0.0075702793,0.0060752044,0.005404511,0.0019550559,-3.0600175e-05
1998-11-04,0.005361952,0.005952124,0.0061167493,0.0023601758,0.0002652005
1998-11-05,,,,,
1998-11-06,0.021939002,0.016061978,0.011594098,0.005204724,0.0017078567
1998-11-07,0.0054471563,0.005191987,0.00451924,0.0014222069,9.439934e-05
1998-11-08,,,,,
1998-11-09,0.005806596,0.0053690206,0.0045947526,0.001529408,0.00014042383
1998-11-10,,,,,
1998-11-11,0.006836472,0.0063702064,0.005105181,0.0014789709,0.000113124355
1998-11-12,,,,,
1998-11-13,,,,,
1998-11-14,0.008186975,0.007091746,0.005848899,0.0022324228,0.0005190098
1998-11-15,0.00599513,0.0054274574,0.004674273,0.0014265217,8.0064325e-05
1998-11-16,,,,,
1998-11-17,,,,,
1998-11-18,,,,,
1998-11-19,,,,,
1998-11-20,,,,,
1998-11-21,,,,,
1998-11-22,,,,,
1998-11-23,,,,,
1998-11-24,0.007061834,0.0063306447,0.0052326154,0.0016729172,0.00019955331
1998-11-25,0.008517984,0.007343702,0.0059216344,0.0021636402,0.00034456773
1998-11-26,0.006287367,0.005473705,0.0053531625,0.0020450333,0.00032082197
1998-11-27,0.005459211,0.005135326,0.004316566,0.0013178574,9.7100776e-05
1998-11-28,0.0044690426,0.0043951687,0.00396987,0.0011320878,7.801896e-07
1998-11-29,0.005930848,0.0054159793,0.0046082097,0.0016556777,0.00019632485
1998-11-30,,,,,
1998-12-01,,,,,
1998-12-02,,,,,
1998-12-03,0.0066486024,0.006199565,0.005272589,0.0018735668,0.00019783214
1998-12-04,0.006214061,0.005651912,0.004695058,0.0013409388,6.295272e-05
1998-12-05,,,,,
1998-12-06,,,,,
1998-12-07,0.007191476,0.0063850824,0.005134739,0.0013572917,6.321732e-05
1998-12-08,0.009064086,0.007777065,0.0058561894,0.0016665097,0.00014340428
1998-12-09,,,,,
1998-12-10,,,,,
1998-12-11,,,,,
1998-12-12,0.0067415265,0.0059992895,0.0050913235,0.0016946282,0.00021289574
1998-12-13,,,,,
1998-12-14,0.0072390935,0.006428374,0.005200185,0.0015017746,0.000101308266
1998-12-15,0.008586786,0.007385273,0.005766582,0.0018219961,0.0002223812
1998-12-16,0.0069458103,0.006542603,0.005440736,0.0016205303,0.00028263673
1998-12-17,,,,,
1998-12-18,,,,,
1998-12-19,0.006354466,0.0058421986,0.004916168,0.0019123227,0.0003510177
1998-12-20,,,,,
1998-12-21,0.0064308564,0.005910094,0.0048387637,0.0016182498,0.00017677824
1998-12-22,,,,,
1998-12-23,0.008611313,0.0076203784,0.0060804626,0.0023360404,0.0004076005
1998-12-24,,,,,
1998-12-25,0.010818674,0.00981587,0.007431747,0.0024998453,0.0007275636
1998-12-26,0.0058819866,0.005337316,0.0043945345,0.0013287395,9.439807e-05
1998-12-27,0.005445244,0.0051197093,0.0044502676,0.0014757162,0.00014445592
1998-12-28,0.005188796,0.0048645143,0.004130903,0.0013291037,0.00012070035
1998-12-29,0.0050681885,0.0046990197,0.0040888432,0.001228936,1.7869736e-05
1998-12-30,0.0077541918,0.0069747632,0.005528391,0.0020872885,0.00028140628
1998-12-31,,,,,
1999-01-01,,,,,
1999-01-02,,,,,
1999-01-03,0.0065838825,0.006072881,0.0050881035,0.0018737002,0.00029290025
1999-01-04,0.0059954654,0.0053890706,0.004383531,0.0015994568,0.00018596178
1999-01-05,0.007146119,0.006175508,0.0049594752,0.0017782574,0.00022496766
1999-01-06,0.004817838,0.0044061407,0.0038229062,0.0013311087,0.00010501755
1999-01-07,0.0057767835,0.0053418865,0.0044489587,0.0014884812,0.00014792057
1999-01-08,0.006196663,0.005614889,0.0045783715,0.001438197,0.00010031293
1999-01-09,,,,,
1999-01-10,0.006088259,0.005712481,0.004758802,0.0018260231,0.0002964761
1999-01-11,,,,,
1999-01-12,0.006673549,0.0060898443,0.0049310774,0.0017140371,0.00014622441
1999-01-13,,,,,
1999-01-14,0.009379408,0.008302364,0.006849662,0.0030642136,0.00092933694
1999-01-15,0.0064600767,0.005898544,0.0048376266,0.001428564,8.334406e-05
1999-01-16,0.006016969,0.0056464635,0.004869423,0.0015042832,8.775217e-05
1999-01-17,0.0057578883,0.005512046,0.0047977953,0.0015995128,0.00018516026
1999-01-18,0.005579183,0.0053948998,0.0048160795,0.0017064483,0.00018535063
1999-01-19,0.005574664,0.005188166,0.004504889,0.0015214152,0.00014576303
1999-01-20,,,,,
1999-01-21,0.0083568385,0.0075266683,0.0061129928,0.0023148716,0.000364703
1999-01-22,,,,,
1999-01-23,0.01002616,0.008906949,0.0069403294,0.0028843437,0.00063276023
1999-01-24,,,,,
1999-01-25,,,,,
1999-01-26,,,,,
1999-01-27,0.0072617955,0.0065236967,0.0052074133,0.0014685035,0.000122044155
1999-01-28,0.008423903,0.00720611,0.005486199,0.0018518609,0.00026667578
1999-01-29,0.0062960912,0.005977706,0.0050442177,0.001634429,0.0003228657
