time,PP
2018-06-01,381.77457
2018-07-01,433.37283
2018-08-01,546.4752
2018-09-01,565.0281
2018-10-01,469.29105
2018-11-01,459.53027
2018-12-01,442.5325
2019-01-01,461.07404
2019-02-01,460.47354
2019-03-01,534.6886
2019-04-01,492.31683
2019-05-01,396.1817
2019-06-01,326.45917
2019-07-01,362.92215
2019-08-01,415.2337
2019-09-01,439.18405
2019-10-01,421.24698
2019-11-01,484.8201
2019-12-01,453.626
2020-01-01,496.7263
2020-02-01,490.49506
2020-03-01,538.7855
2020-04-01,544.2802
2020-05-01,539.2938
2020-06-01,482.91608
2020-07-01,457.81912
2020-08-01,450.76855
2020-09-01,435.89453
2020-10-01,459.14444
2020-11-01,457.49146
2020-12-01,505.6362
2021-01-01,529.12024
2021-02-01,565.7454
2021-03-01,742.6729
2021-04-01,691.3743
2021-05-01,462.6115
2021-06-01,367.36102
2021-07-01,355.64746
2021-08-01,489.2077
2021-09-01,507.53024
2021-10-01,468.87225
2021-11-01,457.29468
2021-12-01,467.14355
2022-01-01,514.3906
2022-02-01,510.48566
2022-03-01,482.2491
2022-04-01,470.23602
2022-05-01,398.34
2022-06-01,332.94217
2022-07-01,334.11258
2022-08-01,468.2647
2022-09-01,499.8539
2022-10-01,445.5217
2022-11-01,420.83554
2022-12-01,442.76495
2023-01-01,489.0353
2023-02-01,532.99646
2023-03-01,507.24487
2023-04-01,534.1175
2023-05-01,444.95795
2023-06-01,366.04388
2023-07-01,328.03494
2023-08-01,357.0744
2023-09-01,434.6629
2023-10-01,440.8354
2023-11-01,438.56204
2023-12-01,456.5161
2024-01-01,490.9993
2024-02-01,438.17114
2024-03-01,447.75146
2024-04-01,454.81778
2024-05-01,324.32663
2024-06-01,405.17328
2024-07-01,374.492
2024-08-01,487.20242
