time,PP
1997-09-01,383.73532
1997-10-01,444.68362
1997-11-01,433.68765
1997-12-01,431.06485
1998-01-01,401.47797
1998-02-01,394.01492
1998-03-01,417.617
1998-04-01,428.4932
1998-05-01,400.04443
1998-06-01,447.6177
1998-07-01,356.8895
1998-08-01,413.18375
1998-09-01,514.98663
1998-10-01,463.47144
1998-11-01,441.68427
1998-12-01,425.4873
1999-01-01,439.97098
1999-02-01,464.78177
1999-03-01,516.1681
1999-04-01,388.6332
1999-05-01,342.05487
1999-06-01,418.2754
1999-07-01,375.15723
1999-08-01,440.8549
1999-09-01,440.56522
1999-10-01,466.9374
1999-11-01,433.3272
1999-12-01,450.01224
2000-01-01,468.1335
2000-02-01,569.56433
2000-03-01,610.4907
2000-04-01,479.99478
2000-05-01,424.33405
2000-06-01,350.71808
2000-07-01,435.68356
2000-08-01,449.53534
2000-09-01,477.54663
2000-10-01,490.22372
2000-11-01,423.12555
2000-12-01,453.54013
2001-01-01,448.7265
2001-02-01,433.8867
2001-03-01,475.82565
2001-04-01,395.08627
2001-05-01,455.17963
2001-06-01,378.62143
2001-07-01,392.4526
2001-08-01,424.2645
2001-09-01,435.8633
2001-10-01,423.4422
2001-11-01,389.9719
2001-12-01,417.7732
2002-01-01,430.8989
2002-02-01,444.56705
2002-03-01,464.65018
2002-04-01,462.991
2002-05-01,504.45776
2002-06-01,386.19116
2002-07-01,396.39713
2002-08-01,438.0818
2002-09-01,412.0312
2002-10-01,371.28946
2002-11-01,419.6026
2002-12-01,439.4214
2003-01-01,469.4247
2003-02-01,489.29788
2003-03-01,490.9129
2003-04-01,475.01172
2003-05-01,476.53473
2003-06-01,424.75195
2003-07-01,392.86328
2003-08-01,473.57355
2003-09-01,510.2968
2003-10-01,446.60562
2003-11-01,438.7746
2003-12-01,527.4417
2004-01-01,423.02594
2004-02-01,452.80502
2004-03-01,495.46207
2004-04-01,452.41635
2004-05-01,531.42676
2004-06-01,398.68726
2004-07-01,453.42062
2004-08-01,486.33798
2004-09-01,510.6712
2004-10-01,462.0545
2004-11-01,438.6936
2004-12-01,460.83453
2005-01-01,492.4742
2005-02-01,479.33273
2005-03-01,419.84747
2005-04-01,567.50116
2005-05-01,454.3654
2005-06-01,351.70343
2005-07-01,458.1005
2005-08-01,481.07193
2005-09-01,505.44614
2005-10-01,486.74368
2005-11-01,453.5587
2005-12-01,444.4292
2006-01-01,463.0438
2006-02-01,463.0916
2006-03-01,511.6386
2006-04-01,476.11502
2006-05-01,474.92502
2006-06-01,469.11102
2006-07-01,467.76248
2006-08-01,503.60355
2006-09-01,530.6608
2006-10-01,491.31906
2006-11-01,468.09988
2006-12-01,481.2182
2007-01-01,513.4288
2007-02-01,483.4857
2007-03-01,556.6093
2007-04-01,535.5849
2007-05-01,465.00034
2007-06-01,390.55112
2007-07-01,438.20074
2007-08-01,481.22192
2007-09-01,552.0077
2007-10-01,494.76468
2007-11-01,463.1968
2007-12-01,473.76715
2008-01-01,496.66412
2008-02-01,545.5807
2008-03-01,590.4816
2008-04-01,542.41876
2008-05-01,427.67117
2008-06-01,452.29324
2008-07-01,396.5062
2008-08-01,486.17203
2008-09-01,481.33423
2008-10-01,446.87637
2008-11-01,470.7866
2008-12-01,488.8033
2009-01-01,483.82278
2009-02-01,528.1746
2009-03-01,609.0806
2009-04-01,610.5202
2009-05-01,590.1672
2009-06-01,446.21198
2009-07-01,468.802
2009-08-01,489.72104
2009-09-01,541.0569
2009-10-01,481.1852
2009-11-01,479.03473
2009-12-01,508.61374
2010-01-01,503.63943
2010-02-01,500.59586
2010-03-01,513.3626
2010-04-01,522.7293
2010-05-01,545.8532
2010-06-01,512.4759
2010-07-01,438.72543
2010-08-01,472.76318
2010-09-01,475.8432
2010-10-01,469.7007
2010-11-01,447.0954
2010-12-01,461.6257
2011-01-01,544.85315
2011-02-01,541.5582
2011-03-01,681.8324
2011-04-01,512.2042
2011-05-01,513.5032
2011-06-01,411.36343
2011-07-01,355.56516
2011-08-01,514.376
2011-09-01,505.65497
2011-10-01,452.2701
2011-11-01,421.0992
2011-12-01,387.77902
2012-01-01,439.43854
2012-02-01,515.4021
2012-03-01,634.6756
2012-04-01,451.07956
2012-05-01,492.8626
2012-06-01,382.55597
2012-07-01,412.36465
2012-08-01,396.68256
2012-09-01,464.32373
2012-10-01,414.72363
2012-11-01,413.65482
2012-12-01,462.08347
2013-01-01,511.87408
2013-02-01,485.8074
2013-03-01,533.55096
2013-04-01,377.65
2013-05-01,492.29572
2013-06-01,364.43015
2013-07-01,376.04248
2013-08-01,439.7053
2013-09-01,581.29663
2013-10-01,510.3533
2013-11-01,428.64804
2013-12-01,473.39102
2014-01-01,521.5907
2014-02-01,453.49945
2014-03-01,472.15805
2014-04-01,479.88803
2014-05-01,494.5156
2014-06-01,510.45645
2014-07-01,399.3828
2014-08-01,412.81558
2014-09-01,476.7199
2014-10-01,464.12177
2014-11-01,429.85477
2014-12-01,428.1312
2015-01-01,433.2933
2015-02-01,447.19897
2015-03-01,441.56076
2015-04-01,471.3392
2015-05-01,488.85202
2015-06-01,451.1398
2015-07-01,383.35965
2015-08-01,386.61026
2015-09-01,427.06406
2015-10-01,405.538
2015-11-01,450.8328
2015-12-01,460.66727
2016-01-01,428.38425
2016-02-01,450.16928
2016-03-01,416.92462
2016-04-01,414.9511
2016-05-01,479.55463
2016-06-01,389.5467
2016-07-01,379.53287
2016-08-01,445.25732
2016-09-01,445.5851
2016-10-01,439.4021
2016-11-01,449.5693
2016-12-01,479.445
2017-01-01,475.26828
2017-02-01,451.4463
2017-03-01,588.6747
2017-04-01,486.49585
2017-05-01,429.70798
2017-06-01,473.87234
2017-07-01,358.01822
2017-08-01,493.10153
2017-09-01,505.181
2017-10-01,485.96832
2017-11-01,520.8446
2017-12-01,488.21445
2018-01-01,501.71664
2018-02-01,500.42267
2018-03-01,639.62695
2018-04-01,674.3271
2018-05-01,644.706
