time,PP
1997-09-01,400.1537
1997-10-01,462.037
1997-11-01,487.8212
1997-12-01,495.87057
1998-01-01,493.91925
1998-02-01,462.11444
1998-03-01,451.46698
1998-04-01,495.20535
1998-05-01,459.35324
1998-06-01,476.61368
1998-07-01,364.0298
1998-08-01,475.15225
1998-09-01,484.5029
1998-10-01,444.2133
1998-11-01,444.31424
1998-12-01,480.692
1999-01-01,483.5158
1999-02-01,518.0737
1999-03-01,590.58826
1999-04-01,465.778
1999-05-01,377.17148
1999-06-01,511.9713
1999-07-01,435.84485
1999-08-01,480.29846
1999-09-01,459.328
1999-10-01,496.7286
1999-11-01,471.06757
1999-12-01,500.83932
2000-01-01,513.0342
2000-02-01,655.26044
2000-03-01,600.9102
2000-04-01,512.7714
2000-05-01,521.4301
2000-06-01,393.48273
2000-07-01,453.8467
2000-08-01,461.10577
2000-09-01,463.1571
2000-10-01,518.828
2000-11-01,445.76065
2000-12-01,522.49457
2001-01-01,514.3015
2001-02-01,519.7802
2001-03-01,555.5795
2001-04-01,478.7503
2001-05-01,513.76056
2001-06-01,461.87805
2001-07-01,423.94638
2001-08-01,480.82587
2001-09-01,450.02313
2001-10-01,453.3048
2001-11-01,451.81482
2001-12-01,478.2199
2002-01-01,479.86765
2002-02-01,497.6345
2002-03-01,504.84894
2002-04-01,538.4192
2002-05-01,580.28876
2002-06-01,468.96103
2002-07-01,453.52237
2002-08-01,470.86603
2002-09-01,410.81027
2002-10-01,397.47067
2002-11-01,434.40625
2002-12-01,491.43768
2003-01-01,535.56616
2003-02-01,555.96326
2003-03-01,569.09247
2003-04-01,575.5754
2003-05-01,606.86475
2003-06-01,498.9667
2003-07-01,442.29138
2003-08-01,497.08585
2003-09-01,517.25806
2003-10-01,477.3735
2003-11-01,477.6793
2003-12-01,520.1401
2004-01-01,505.13382
2004-02-01,507.71582
2004-03-01,539.12067
2004-04-01,522.6132
2004-05-01,626.7088
2004-06-01,474.92822
2004-07-01,551.55524
2004-08-01,504.76065
2004-09-01,540.8349
2004-10-01,479.1274
2004-11-01,490.9612
2004-12-01,522.72156
2005-01-01,534.30695
2005-02-01,511.90363
2005-03-01,486.90808
2005-04-01,620.5051
2005-05-01,590.73505
2005-06-01,466.98282
2005-07-01,478.0493
2005-08-01,506.653
2005-09-01,485.67435
2005-10-01,503.47873
2005-11-01,517.87036
2005-12-01,523.1804
2006-01-01,508.34033
2006-02-01,527.9007
2006-03-01,610.92017
2006-04-01,557.12067
2006-05-01,575.041
2006-06-01,597.6876
2006-07-01,523.46716
2006-08-01,543.3775
2006-09-01,545.469
2006-10-01,524.4428
2006-11-01,529.7164
2006-12-01,537.91705
2007-01-01,598.1739
2007-02-01,532.15924
2007-03-01,610.6427
2007-04-01,553.2847
2007-05-01,564.1347
2007-06-01,446.50476
2007-07-01,457.75998
2007-08-01,493.39697
2007-09-01,605.94666
2007-10-01,542.164
2007-11-01,490.4425
2007-12-01,516.95276
2008-01-01,574.6577
2008-02-01,626.48755
2008-03-01,713.7486
2008-04-01,734.5595
2008-05-01,566.4292
2008-06-01,558.5794
2008-07-01,458.51273
2008-08-01,507.2654
2008-09-01,486.18787
2008-10-01,507.50964
2008-11-01,534.7765
2008-12-01,542.1005
2009-01-01,586.95325
2009-02-01,642.4825
2009-03-01,768.181
2009-04-01,740.3151
2009-05-01,763.0224
2009-06-01,557.19495
2009-07-01,561.14777
2009-08-01,545.5183
2009-09-01,593.17554
2009-10-01,554.72455
2009-11-01,537.80804
2009-12-01,555.1559
2010-01-01,567.00867
2010-02-01,561.99365
2010-03-01,576.6711
2010-04-01,599.63184
2010-05-01,643.36127
2010-06-01,636.92426
2010-07-01,516.7654
2010-08-01,512.0458
2010-09-01,501.2043
2010-10-01,497.55243
2010-11-01,482.7708
2010-12-01,517.7735
2011-01-01,661.84753
2011-02-01,694.02466
2011-03-01,915.80414
2011-04-01,732.625
2011-05-01,658.8943
2011-06-01,489.39572
2011-07-01,438.36438
2011-08-01,586.577
2011-09-01,578.25885
2011-10-01,534.6992
2011-11-01,475.9248
2011-12-01,446.9443
2012-01-01,508.20987
2012-02-01,644.4785
2012-03-01,726.22833
2012-04-01,584.24884
2012-05-01,594.5095
2012-06-01,456.93692
2012-07-01,459.3679
2012-08-01,419.80273
2012-09-01,497.2951
2012-10-01,442.44235
2012-11-01,445.16562
2012-12-01,492.53268
2013-01-01,595.1995
2013-02-01,627.95667
2013-03-01,570.9511
2013-04-01,488.4635
2013-05-01,594.6352
2013-06-01,457.15573
2013-07-01,454.90378
2013-08-01,480.93515
2013-09-01,592.36237
2013-10-01,573.11597
2013-11-01,496.8945
2013-12-01,534.17883
2014-01-01,624.27
2014-02-01,542.7851
2014-03-01,556.97504
2014-04-01,603.4836
2014-05-01,573.24414
2014-06-01,573.24524
2014-07-01,430.31738
2014-08-01,445.48068
2014-09-01,512.1311
2014-10-01,549.0308
2014-11-01,495.3706
2014-12-01,472.46976
2015-01-01,498.13766
2015-02-01,513.70953
2015-03-01,509.5376
2015-04-01,606.9161
2015-05-01,569.7589
2015-06-01,515.4057
2015-07-01,437.75723
2015-08-01,413.10312
2015-09-01,445.00702
2015-10-01,418.49033
2015-11-01,508.90906
2015-12-01,505.47775
2016-01-01,502.96707
2016-02-01,546.2825
2016-03-01,478.4958
2016-04-01,525.92554
2016-05-01,579.5307
2016-06-01,535.0745
2016-07-01,456.54852
2016-08-01,513.55707
2016-09-01,475.76016
2016-10-01,467.53525
2016-11-01,470.59793
2016-12-01,508.562
2017-01-01,524.81995
2017-02-01,584.44476
2017-03-01,761.95825
2017-04-01,634.52234
2017-05-01,597.3235
2017-06-01,602.5112
2017-07-01,416.237
2017-08-01,529.3155
2017-09-01,471.3627
2017-10-01,461.01572
2017-11-01,551.94147
2017-12-01,544.09357
2018-01-01,537.976
2018-02-01,552.6827
2018-03-01,644.02875
2018-04-01,755.28186
2018-05-01,785.50824
2018-06-01,480.98505
2018-07-01,489.27292
2018-08-01,546.842
2018-09-01,587.78394
2018-10-01,500.24533
2018-11-01,523.7766
2018-12-01,501.27414
2019-01-01,512.5616
2019-02-01,501.8419
2019-03-01,592.1684
2019-04-01,606.1471
2019-05-01,486.03516
2019-06-01,383.76172
2019-07-01,459.95197
2019-08-01,475.97665
2019-09-01,455.44968
2019-10-01,459.66385
2019-11-01,530.3625
2019-12-01,509.53143
2020-01-01,548.8138
2020-02-01,549.2536
2020-03-01,635.87445
2020-04-01,649.5126
2020-05-01,602.10297
2020-06-01,645.47675
2020-07-01,486.5259
2020-08-01,486.87497
2020-09-01,453.82843
2020-10-01,498.91046
2020-11-01,502.8197
2020-12-01,544.44104
2021-01-01,599.66113
2021-02-01,609.15
2021-03-01,830.3164
2021-04-01,802.4215
2021-05-01,581.92334
2021-06-01,439.05157
2021-07-01,378.85028
2021-08-01,488.6534
2021-09-01,519.0274
2021-10-01,477.9283
2021-11-01,578.6514
2021-12-01,529.23145
2022-01-01,561.47894
2022-02-01,578.3195
2022-03-01,601.88684
2022-04-01,631.7396
2022-05-01,501.18045
2022-06-01,461.14587
2022-07-01,447.57538
2022-08-01,496.80664
2022-09-01,502.01755
2022-10-01,500.66037
2022-11-01,470.38876
2022-12-01,526.2576
2023-01-01,533.67426
2023-02-01,572.8695
2023-03-01,595.78424
2023-04-01,647.94403
2023-05-01,511.53662
2023-06-01,405.10144
2023-07-01,371.63065
2023-08-01,393.771
2023-09-01,429.70673
2023-10-01,511.32083
2023-11-01,463.77118
2023-12-01,520.7981
2024-01-01,538.4141
2024-02-01,528.6153
2024-03-01,549.66626
2024-04-01,528.2032
2024-05-01,408.4193
2024-06-01,576.04175
2024-07-01,470.1051
2024-08-01,495.63928
