time,latitude,longitude,spco2
2021-11-01,-32.0,115.25,34.45441
2021-11-02,-32.0,115.25,34.34816
2021-11-03,-32.0,115.25,34.69636
2021-11-04,-32.0,115.25,34.799995
2021-11-05,-32.0,115.25,34.655945
2021-11-06,-32.0,115.25,34.669476
2021-11-07,-32.0,115.25,34.591637
2021-11-08,-32.0,115.25,34.556873
2021-11-09,-32.0,115.25,34.50899
2021-11-10,-32.0,115.25,34.545544
2021-11-11,-32.0,115.25,34.59679
2021-11-12,-32.0,115.25,34.622383
2021-11-13,-32.0,115.25,34.75511
2021-11-14,-32.0,115.25,34.96029
2021-11-15,-32.0,115.25,35.57805
2021-11-16,-32.0,115.25,36.162834
2021-11-17,-32.0,115.25,36.495358
2021-11-18,-32.0,115.25,36.32155
2021-11-19,-32.0,115.25,35.936428
2021-11-20,-32.0,115.25,36.11039
2021-11-21,-32.0,115.25,36.385952
2021-11-22,-32.0,115.25,36.252525
2021-11-23,-32.0,115.25,36.06551
2021-11-24,-32.0,115.25,36.26383
2021-11-25,-32.0,115.25,36.47416
2021-11-26,-32.0,115.25,36.68228
2021-11-27,-32.0,115.25,37.301617
2021-11-28,-32.0,115.25,37.866695
2021-11-29,-32.0,115.25,37.533176
2021-11-30,-32.0,115.25,36.870293
2021-12-01,-32.0,115.25,36.624355
2021-12-02,-32.0,115.25,36.521454
2021-12-03,-32.0,115.25,36.44912
2021-12-04,-32.0,115.25,36.550846
2021-12-05,-32.0,115.25,36.696465
2021-12-06,-32.0,115.25,36.60495
2021-12-07,-32.0,115.25,36.640327
2021-12-08,-32.0,115.25,37.182804
2021-12-09,-32.0,115.25,37.550488
2021-12-10,-32.0,115.25,37.382446
2021-12-11,-32.0,115.25,37.23429
2021-12-12,-32.0,115.25,37.07014
2021-12-13,-32.0,115.25,36.84911
2021-12-14,-32.0,115.25,36.75383
2021-12-15,-32.0,115.25,36.634468
2021-12-16,-32.0,115.25,36.60645
2021-12-17,-32.0,115.25,36.700882
2021-12-18,-32.0,115.25,36.883076
2021-12-19,-32.0,115.25,37.32135
2021-12-20,-32.0,115.25,37.597553
2021-12-21,-32.0,115.25,37.57544
2021-12-22,-32.0,115.25,37.718365
2021-12-23,-32.0,115.25,38.09103
2021-12-24,-32.0,115.25,38.458733
2021-12-25,-32.0,115.25,38.738514
2021-12-26,-32.0,115.25,38.973892
2021-12-27,-32.0,115.25,39.31382
2021-12-28,-32.0,115.25,39.86184
2021-12-29,-32.0,115.25,40.299873
2021-12-30,-32.0,115.25,39.96669
2021-12-31,-32.0,115.25,39.176464
2022-01-01,-32.0,115.25,38.63034
2022-01-02,-32.0,115.25,38.42829
2022-01-03,-32.0,115.25,38.494087
2022-01-04,-32.0,115.25,38.553864
2022-01-05,-32.0,115.25,38.729256
2022-01-06,-32.0,115.25,39.017155
2022-01-07,-32.0,115.25,39.042484
2022-01-08,-32.0,115.25,38.769848
2022-01-09,-32.0,115.25,38.209606
2022-01-10,-32.0,115.25,37.881992
2022-01-11,-32.0,115.25,38.148094
2022-01-12,-32.0,115.25,38.565723
2022-01-13,-32.0,115.25,38.598618
2022-01-14,-32.0,115.25,38.456512
2022-01-15,-32.0,115.25,38.40537
2022-01-16,-32.0,115.25,38.248283
2022-01-17,-32.0,115.25,38.304268
2022-01-18,-32.0,115.25,39.11046
2022-01-19,-32.0,115.25,39.77707
2022-01-20,-32.0,115.25,40.116905
2022-01-21,-32.0,115.25,40.55871
2022-01-22,-32.0,115.25,40.96865
2022-01-23,-32.0,115.25,41.18714
2022-01-24,-32.0,115.25,40.325287
2022-01-25,-32.0,115.25,39.38272
2022-01-26,-32.0,115.25,39.209927
2022-01-27,-32.0,115.25,39.211094
2022-01-28,-32.0,115.25,39.161465
2022-01-29,-32.0,115.25,39.563168
2022-01-30,-32.0,115.25,39.778015
2022-01-31,-32.0,115.25,39.306053
2022-02-01,-32.0,115.25,38.88114
2022-02-02,-32.0,115.25,38.7238
2022-02-03,-32.0,115.25,39.05434
2022-02-04,-32.0,115.25,39.72907
2022-02-05,-32.0,115.25,40.43439
2022-02-06,-32.0,115.25,40.261097
2022-02-07,-32.0,115.25,39.39932
2022-02-08,-32.0,115.25,39.34423
2022-02-09,-32.0,115.25,39.380207
2022-02-10,-32.0,115.25,39.358246
2022-02-11,-32.0,115.25,39.947983
2022-02-12,-32.0,115.25,40.135387
2022-02-13,-32.0,115.25,39.957764
2022-02-14,-32.0,115.25,40.368187
2022-02-15,-32.0,115.25,40.833702
2022-02-16,-32.0,115.25,40.81358
2022-02-17,-32.0,115.25,40.498608
2022-02-18,-32.0,115.25,40.41823
2022-02-19,-32.0,115.25,40.656704
2022-02-20,-32.0,115.25,40.583874
2022-02-21,-32.0,115.25,40.418602
2022-02-22,-32.0,115.25,40.41121
2022-02-23,-32.0,115.25,40.199768
2022-02-24,-32.0,115.25,39.931435
2022-02-25,-32.0,115.25,39.980927
2022-02-26,-32.0,115.25,39.91226
2022-02-27,-32.0,115.25,39.642532
2022-02-28,-32.0,115.25,39.79662
2022-03-01,-32.0,115.25,39.896015
2022-03-02,-32.0,115.25,39.665302
2022-03-03,-32.0,115.25,39.415867
2022-03-04,-32.0,115.25,39.22113
2022-03-05,-32.0,115.25,39.238094
2022-03-06,-32.0,115.25,39.463844
2022-03-07,-32.0,115.25,39.555454
2022-03-08,-32.0,115.25,39.516365
2022-03-09,-32.0,115.25,39.664345
2022-03-10,-32.0,115.25,39.863518
2022-03-11,-32.0,115.25,40.003983
2022-03-12,-32.0,115.25,40.095215
2022-03-13,-32.0,115.25,40.306168
2022-03-14,-32.0,115.25,40.60376
2022-03-15,-32.0,115.25,40.403748
2022-03-16,-32.0,115.25,40.021378
2022-03-17,-32.0,115.25,39.99024
2022-03-18,-32.0,115.25,40.006535
2022-03-19,-32.0,115.25,39.68575
2022-03-20,-32.0,115.25,39.352737
2022-03-21,-32.0,115.25,39.16272
2022-03-22,-32.0,115.25,38.964607
2022-03-23,-32.0,115.25,38.85862
2022-03-24,-32.0,115.25,38.79134
2022-03-25,-32.0,115.25,38.966164
2022-03-26,-32.0,115.25,39.489597
2022-03-27,-32.0,115.25,39.615833
2022-03-28,-32.0,115.25,39.26287
2022-03-29,-32.0,115.25,39.029278
2022-03-30,-32.0,115.25,38.842937
2022-03-31,-32.0,115.25,38.813766
2022-04-01,-32.0,115.25,39.006306
2022-04-02,-32.0,115.25,39.535465
2022-04-03,-32.0,115.25,39.943855
2022-04-04,-32.0,115.25,39.704777
2022-04-05,-32.0,115.25,39.33394
2022-04-06,-32.0,115.25,39.21703
2022-04-07,-32.0,115.25,39.216896
2022-04-08,-32.0,115.25,39.208008
2022-04-09,-32.0,115.25,39.00282
2022-04-10,-32.0,115.25,38.815434
2022-04-11,-32.0,115.25,38.72124
2022-04-12,-32.0,115.25,38.616253
2022-04-13,-32.0,115.25,38.469616
2022-04-14,-32.0,115.25,38.332695
2022-04-15,-32.0,115.25,38.228046
2022-04-16,-32.0,115.25,38.135826
2022-04-17,-32.0,115.25,38.01594
2022-04-18,-32.0,115.25,37.90962
2022-04-19,-32.0,115.25,37.86391
2022-04-20,-32.0,115.25,37.795334
2022-04-21,-32.0,115.25,37.69287
2022-04-22,-32.0,115.25,37.671204
2022-04-23,-32.0,115.25,37.82588
2022-04-24,-32.0,115.25,37.976273
2022-04-25,-32.0,115.25,37.846703
2022-04-26,-32.0,115.25,37.65489
2022-04-27,-32.0,115.25,37.642616
2022-04-28,-32.0,115.25,37.599983
