time,latitude,longitude,spco2
2021-11-01,-32.5,115.5,33.6879
2021-11-02,-32.5,115.5,33.57932
2021-11-03,-32.5,115.5,33.837597
2021-11-04,-32.5,115.5,34.01287
2021-11-05,-32.5,115.5,33.996796
2021-11-06,-32.5,115.5,34.03734
2021-11-07,-32.5,115.5,33.97
2021-11-08,-32.5,115.5,33.992348
2021-11-09,-32.5,115.5,34.018684
2021-11-10,-32.5,115.5,34.104218
2021-11-11,-32.5,115.5,34.247528
2021-11-12,-32.5,115.5,34.460644
2021-11-13,-32.5,115.5,34.67982
2021-11-14,-32.5,115.5,34.851997
2021-11-15,-32.5,115.5,35.357586
2021-11-16,-32.5,115.5,36.033432
2021-11-17,-32.5,115.5,36.39804
2021-11-18,-32.5,115.5,36.078857
2021-11-19,-32.5,115.5,35.706467
2021-11-20,-32.5,115.5,35.992508
2021-11-21,-32.5,115.5,36.405357
2021-11-22,-32.5,115.5,36.29422
2021-11-23,-32.5,115.5,36.207756
2021-11-24,-32.5,115.5,36.502113
2021-11-25,-32.5,115.5,36.781796
2021-11-26,-32.5,115.5,37.110455
2021-11-27,-32.5,115.5,37.87912
2021-11-28,-32.5,115.5,38.603374
2021-11-29,-32.5,115.5,38.308323
2021-11-30,-32.5,115.5,37.607143
2021-12-01,-32.5,115.5,37.300632
2021-12-02,-32.5,115.5,37.12652
2021-12-03,-32.5,115.5,36.962734
2021-12-04,-32.5,115.5,36.993305
2021-12-05,-32.5,115.5,37.13118
2021-12-06,-32.5,115.5,37.11985
2021-12-07,-32.5,115.5,37.275757
2021-12-08,-32.5,115.5,38.039593
2021-12-09,-32.5,115.5,38.409122
2021-12-10,-32.5,115.5,38.229675
2021-12-11,-32.5,115.5,38.313175
2021-12-12,-32.5,115.5,38.168938
2021-12-13,-32.5,115.5,37.860195
2021-12-14,-32.5,115.5,37.61013
2021-12-15,-32.5,115.5,37.265335
2021-12-16,-32.5,115.5,37.079075
2021-12-17,-32.5,115.5,37.026737
2021-12-18,-32.5,115.5,37.00629
2021-12-19,-32.5,115.5,37.30201
2021-12-20,-32.5,115.5,37.44482
2021-12-21,-32.5,115.5,37.303318
2021-12-22,-32.5,115.5,37.34211
2021-12-23,-32.5,115.5,37.53927
2021-12-24,-32.5,115.5,37.697018
2021-12-25,-32.5,115.5,38.111633
2021-12-26,-32.5,115.5,38.91338
2021-12-27,-32.5,115.5,39.55829
2021-12-28,-32.5,115.5,40.161438
2021-12-29,-32.5,115.5,40.70423
2021-12-30,-32.5,115.5,40.416473
2021-12-31,-32.5,115.5,39.707542
2022-01-01,-32.5,115.5,39.17143
2022-01-02,-32.5,115.5,38.87871
2022-01-03,-32.5,115.5,38.86877
2022-01-04,-32.5,115.5,38.983505
2022-01-05,-32.5,115.5,39.27003
2022-01-06,-32.5,115.5,39.53695
2022-01-07,-32.5,115.5,39.625015
2022-01-08,-32.5,115.5,39.545605
2022-01-09,-32.5,115.5,39.178505
2022-01-10,-32.5,115.5,38.93096
2022-01-11,-32.5,115.5,39.10209
2022-01-12,-32.5,115.5,39.43724
2022-01-13,-32.5,115.5,39.474823
2022-01-14,-32.5,115.5,39.38483
2022-01-15,-32.5,115.5,39.40256
2022-01-16,-32.5,115.5,39.282112
2022-01-17,-32.5,115.5,39.27312
2022-01-18,-32.5,115.5,39.876106
2022-01-19,-32.5,115.5,40.529766
2022-01-20,-32.5,115.5,40.97888
2022-01-21,-32.5,115.5,41.500717
2022-01-22,-32.5,115.5,41.98619
2022-01-23,-32.5,115.5,42.193295
2022-01-24,-32.5,115.5,41.62318
2022-01-25,-32.5,115.5,40.948658
2022-01-26,-32.5,115.5,40.735775
2022-01-27,-32.5,115.5,40.57988
2022-01-28,-32.5,115.5,40.41935
2022-01-29,-32.5,115.5,40.71318
2022-01-30,-32.5,115.5,40.830124
2022-01-31,-32.5,115.5,40.481163
2022-02-01,-32.5,115.5,40.168247
2022-02-02,-32.5,115.5,40.018986
2022-02-03,-32.5,115.5,40.45203
2022-02-04,-32.5,115.5,40.924725
2022-02-05,-32.5,115.5,41.45324
2022-02-06,-32.5,115.5,41.37499
2022-02-07,-32.5,115.5,40.47171
2022-02-08,-32.5,115.5,40.38945
2022-02-09,-32.5,115.5,40.384594
2022-02-10,-32.5,115.5,40.32455
2022-02-11,-32.5,115.5,40.762165
2022-02-12,-32.5,115.5,40.730797
