time,latitude,longitude,spco2
2021-11-01,-31.75,115.5,33.805016
2021-11-02,-31.75,115.5,33.655605
2021-11-03,-31.75,115.5,33.942673
2021-11-04,-31.75,115.5,34.101845
2021-11-05,-31.75,115.5,34.01531
2021-11-06,-31.75,115.5,33.9955
2021-11-07,-31.75,115.5,33.90027
2021-11-08,-31.75,115.5,33.82952
2021-11-09,-31.75,115.5,33.725697
2021-11-10,-31.75,115.5,33.771748
2021-11-11,-31.75,115.5,33.960926
2021-11-12,-31.75,115.5,34.14413
2021-11-13,-31.75,115.5,34.297062
2021-11-14,-31.75,115.5,34.45407
2021-11-15,-31.75,115.5,34.920357
2021-11-16,-31.75,115.5,35.65445
2021-11-17,-31.75,115.5,36.279106
2021-11-18,-31.75,115.5,36.229527
2021-11-19,-31.75,115.5,35.792812
2021-11-20,-31.75,115.5,35.89598
2021-11-21,-31.75,115.5,36.183792
2021-11-22,-31.75,115.5,36.067554
2021-11-23,-31.75,115.5,36.007633
2021-11-24,-31.75,115.5,36.31736
2021-11-25,-31.75,115.5,36.61092
2021-11-26,-31.75,115.5,36.915134
2021-11-27,-31.75,115.5,37.50997
2021-11-28,-31.75,115.5,38.204395
2021-11-29,-31.75,115.5,38.101357
2021-11-30,-31.75,115.5,37.490627
2021-12-01,-31.75,115.5,37.283722
2021-12-02,-31.75,115.5,37.229847
2021-12-03,-31.75,115.5,37.07188
2021-12-04,-31.75,115.5,37.035374
2021-12-05,-31.75,115.5,37.16191
2021-12-06,-31.75,115.5,37.148773
2021-12-07,-31.75,115.5,37.22008
2021-12-08,-31.75,115.5,37.794266
2021-12-09,-31.75,115.5,38.27687
2021-12-10,-31.75,115.5,38.179073
2021-12-11,-31.75,115.5,38.151802
2021-12-12,-31.75,115.5,38.185085
2021-12-13,-31.75,115.5,38.099693
2021-12-14,-31.75,115.5,38.03367
2021-12-15,-31.75,115.5,37.81188
2021-12-16,-31.75,115.5,37.63816
2021-12-17,-31.75,115.5,37.56257
2021-12-18,-31.75,115.5,37.55424
2021-12-19,-31.75,115.5,37.88346
2021-12-20,-31.75,115.5,38.1733
2021-12-21,-31.75,115.5,38.194782
2021-12-22,-31.75,115.5,38.293446
2021-12-23,-31.75,115.5,38.38176
2021-12-24,-31.75,115.5,38.41806
2021-12-25,-31.75,115.5,38.646767
2021-12-26,-31.75,115.5,39.19714
2021-12-27,-31.75,115.5,39.794834
2021-12-28,-31.75,115.5,40.37405
2021-12-29,-31.75,115.5,40.93206
2021-12-30,-31.75,115.5,40.972557
2021-12-31,-31.75,115.5,40.3988
2022-01-01,-31.75,115.5,39.632744
2022-01-02,-31.75,115.5,39.179832
2022-01-03,-31.75,115.5,39.198624
2022-01-04,-31.75,115.5,39.339474
2022-01-05,-31.75,115.5,39.607647
2022-01-06,-31.75,115.5,40.175655
2022-01-07,-31.75,115.5,40.41305
2022-01-08,-31.75,115.5,40.05667
2022-01-09,-31.75,115.5,39.353428
2022-01-10,-31.75,115.5,38.820618
2022-01-11,-31.75,115.5,38.829437
2022-01-12,-31.75,115.5,39.28935
2022-01-13,-31.75,115.5,39.57367
2022-01-14,-31.75,115.5,39.57898
2022-01-15,-31.75,115.5,39.48041
2022-01-16,-31.75,115.5,39.07831
2022-01-17,-31.75,115.5,39.009678
2022-01-18,-31.75,115.5,39.67285
2022-01-19,-31.75,115.5,40.372894
2022-01-20,-31.75,115.5,40.884457
2022-01-21,-31.75,115.5,41.300835
2022-01-22,-31.75,115.5,41.495735
2022-01-23,-31.75,115.5,41.61683
2022-01-24,-31.75,115.5,41.1495
2022-01-25,-31.75,115.5,40.31638
2022-01-26,-31.75,115.5,39.83913
2022-01-27,-31.75,115.5,39.747025
2022-01-28,-31.75,115.5,39.85962
2022-01-29,-31.75,115.5,40.272938
2022-01-30,-31.75,115.5,40.64799
2022-01-31,-31.75,115.5,40.360104
2022-02-01,-31.75,115.5,39.80871
2022-02-02,-31.75,115.5,39.49528
2022-02-03,-31.75,115.5,39.71959
2022-02-04,-31.75,115.5,40.22684
2022-02-05,-31.75,115.5,40.755337
2022-02-06,-31.75,115.5,40.708324
2022-02-07,-31.75,115.5,39.957493
2022-02-08,-31.75,115.5,39.84631
2022-02-09,-31.75,115.5,40.018215
2022-02-10,-31.75,115.5,40.142635
2022-02-11,-31.75,115.5,40.774776
2022-02-12,-31.75,115.5,40.83989
2022-02-13,-31.75,115.5,40.557384
2022-02-14,-31.75,115.5,40.985405
2022-02-15,-31.75,115.5,41.55666
2022-02-16,-31.75,115.5,41.77309
2022-02-17,-31.75,115.5,41.7215
2022-02-18,-31.75,115.5,41.70406
