ocean_time,temp,salt,s_rho,lat,lon,spatial_ref
2023-01-01 12:00:00,21.057172038703087,35.70893998884783,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-02 12:00:00,21.071188196565963,35.696616212281725,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-03 12:00:00,20.976619924705886,35.74732817267004,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-04 12:00:00,21.077762470464833,35.79441179701092,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-05 12:00:00,21.493753108540282,35.772503290504645,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-06 12:00:00,21.139083702558626,35.76531669069092,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-07 12:00:00,20.93393977348905,35.77615069217137,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-08 12:00:00,20.862671737037356,35.74763194965672,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-09 12:00:00,20.953027360692385,35.78059726720046,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-10 12:00:00,21.063188115595867,35.75350400957829,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-11 12:00:00,21.046944155055137,35.765314993125855,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-12 12:00:00,21.08181687091293,35.80918660448838,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-13 12:00:00,21.140069411535826,35.82858511488651,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-14 12:00:00,21.032098926325133,35.78372289340727,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-15 12:00:00,20.987755044964594,35.775111117119884,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-16 12:00:00,20.64027705415549,35.771173677664365,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-17 12:00:00,20.47726246622208,35.78174017466056,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-18 12:00:00,20.591352811398437,35.784769034997424,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-19 12:00:00,20.700699793885818,35.78932990191548,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-20 12:00:00,21.409870586019682,35.7851549723583,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-21 12:00:00,21.537057867131473,35.80476072546182,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-22 12:00:00,21.670610862074142,35.81080075285968,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-23 12:00:00,21.71012923787211,35.81306350269115,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-24 12:00:00,21.199532005469063,35.81253502238063,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-25 12:00:00,21.125917314786406,35.787482664963754,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-26 12:00:00,21.08215065925405,35.789468863537785,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-27 12:00:00,20.87627951446865,35.84274971911796,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-28 12:00:00,20.98903203077909,35.80620740955236,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-29 12:00:00,21.163355097022606,35.78251336454846,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-30 12:00:00,21.318546253351805,35.80945040649243,-0.025,-31.683923602220656,115.25242441860465,0
2023-01-31 12:00:00,21.238484818457597,35.827885588255384,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-01 12:00:00,21.1766580181795,35.81403494426353,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-02 12:00:00,21.505953352394748,35.74841732020189,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-03 12:00:00,21.88981817330048,35.699968678597415,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-04 12:00:00,22.339882388902026,35.677678357490095,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-05 12:00:00,22.71151427747956,35.672610014682846,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-06 12:00:00,22.27882499848897,35.71276723058557,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-07 12:00:00,22.394114240937327,35.716855447793314,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-08 12:00:00,22.383812659194795,35.75482619780532,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-09 12:00:00,22.423370464965654,35.70825754830325,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-10 12:00:00,22.316174607564996,35.70607180253144,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-11 12:00:00,22.20167699967456,35.70926422846712,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-12 12:00:00,22.175157761782906,35.72049409145281,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-13 12:00:00,22.24510691937177,35.72528933281629,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-14 12:00:00,22.041658933273446,35.76108616319095,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-15 12:00:00,22.04226164150334,35.75561323839567,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-16 12:00:00,22.208138072401738,35.758002629098975,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-17 12:00:00,22.165431328205464,35.75447765226754,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-18 12:00:00,22.240183240936133,35.73910598011519,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-19 12:00:00,22.47266656029869,35.705391909759484,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-20 12:00:00,22.695685612360837,35.68878663548723,-0.025,-31.683923602220656,115.25242441860465,0
2023-02-21 12:00:00,22.636424303906438,35.697859915807385,-0.025,-31.683923602220656,115.25242441860465,0
