ocean_time,s_rho,temp,salt
2023-01-01 12:00:00,-0.025,20.943795873389593,35.74688294797243
2023-01-02 12:00:00,-0.025,20.924498547577812,35.75907099859539
2023-01-03 12:00:00,-0.025,21.061978129801876,35.72916027465385
2023-01-04 12:00:00,-0.025,21.16517885138636,35.73801244080504
2023-01-05 12:00:00,-0.025,21.47223220352904,35.750279347976225
2023-01-06 12:00:00,-0.025,21.07205806402797,35.742786113288524
2023-01-07 12:00:00,-0.025,20.897408847557806,35.767421152898514
2023-01-08 12:00:00,-0.025,20.91375051825443,35.78180028640853
2023-01-09 12:00:00,-0.025,21.020694831030692,35.77994037411888
2023-01-10 12:00:00,-0.025,21.131262882740437,35.77961936124984
2023-01-11 12:00:00,-0.025,21.104628508298717,35.787255618230176
2023-01-12 12:00:00,-0.025,21.210394205662443,35.77363763187708
2023-01-13 12:00:00,-0.025,21.20302442589767,35.78441027551604
2023-01-14 12:00:00,-0.025,21.04094372503145,35.79045809452026
2023-01-15 12:00:00,-0.025,20.967407313477015,35.784918828881985
2023-01-16 12:00:00,-0.025,20.72793016907178,35.78569672892246
2023-01-17 12:00:00,-0.025,20.638419985559906,35.7866735621763
2023-01-18 12:00:00,-0.025,20.59342647446849,35.79386840458878
2023-01-19 12:00:00,-0.025,20.757547275450705,35.796897450335706
2023-01-20 12:00:00,-0.025,21.618787084361134,35.78926225686915
2023-01-21 12:00:00,-0.025,21.793941693095544,35.81537596884325
2023-01-22 12:00:00,-0.025,21.667047099842822,35.812373409788506
2023-01-23 12:00:00,-0.025,21.448679530539096,35.81532073187719
2023-01-24 12:00:00,-0.025,21.039185804574934,35.82013038057202
2023-01-25 12:00:00,-0.025,21.01013644455174,35.8190127206851
2023-01-26 12:00:00,-0.025,21.206270202706857,35.81536419267578
2023-01-27 12:00:00,-0.025,21.234500086985662,35.80017855956761
2023-01-28 12:00:00,-0.025,21.18340415976256,35.79963640972686
2023-01-29 12:00:00,-0.025,21.162006841153698,35.80748012902208
2023-01-30 12:00:00,-0.025,21.41647591472824,35.80240871186764
2023-01-31 12:00:00,-0.025,21.240537620600687,35.80659841963287
2023-02-01 12:00:00,-0.025,21.31568137722393,35.80235581268732
2023-02-02 12:00:00,-0.025,21.483494250620566,35.81002481962395
2023-02-03 12:00:00,-0.025,21.75334284284074,35.77312960910062
2023-02-04 12:00:00,-0.025,22.477555994027004,35.72691367179605
2023-02-05 12:00:00,-0.025,22.813181436115247,35.70359837614571
2023-02-06 12:00:00,-0.025,22.240898466793777,35.73181205876602
2023-02-07 12:00:00,-0.025,22.336991959944637,35.73209051360604
2023-02-08 12:00:00,-0.025,22.342275417869264,35.73006227256991
2023-02-09 12:00:00,-0.025,22.343731174936472,35.74217345782699
2023-02-10 12:00:00,-0.025,22.27556639847803,35.72899922214156
2023-02-11 12:00:00,-0.025,22.12806151276985,35.75182089773431
2023-02-12 12:00:00,-0.025,22.061430215889214,35.77188694724346
2023-02-13 12:00:00,-0.025,22.146648399281393,35.79576308275452
2023-02-14 12:00:00,-0.025,21.970415182106887,35.811571220881646
2023-02-15 12:00:00,-0.025,22.008708482153448,35.82201359289392
2023-02-16 12:00:00,-0.025,22.140563677906936,35.807257406607434
2023-02-17 12:00:00,-0.025,22.080955124039566,35.769872118397174
2023-02-18 12:00:00,-0.025,22.06780547737447,35.75546604093656
2023-02-19 12:00:00,-0.025,22.04896104005336,35.758122333875356
2023-02-20 12:00:00,-0.025,22.316741014020025,35.758866510392224
2023-02-21 12:00:00,-0.025,22.670293943935015,35.72504172189183
2023-02-22 12:00:00,-0.025,22.414151830969658,35.746841764399726
