ocean_time,temp,salt,s_rho,lat,lon,spatial_ref
2023-01-01 12:00:00,21.064870465913003,35.74070953370507,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-02 12:00:00,20.97017350295132,35.718999605321606,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-03 12:00:00,20.941655448159125,35.75519443668026,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-04 12:00:00,21.10663811519981,35.803071427487346,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-05 12:00:00,21.546552776291858,35.80560644472792,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-06 12:00:00,21.23163713587491,35.83297250746597,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-07 12:00:00,21.037553216028872,35.823623592102095,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-08 12:00:00,20.836368406196723,35.78162415282188,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-09 12:00:00,20.89740347050096,35.81377649933154,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-10 12:00:00,21.065486795354595,35.83119085941327,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-11 12:00:00,20.98462772951112,35.82990602718146,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-12 12:00:00,21.04124184713821,35.83699573439898,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-13 12:00:00,21.079383089531674,35.85909243028598,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-14 12:00:00,20.967909818475462,35.837198857658905,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-15 12:00:00,20.751115997741273,35.82009453031631,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-16 12:00:00,20.539716472946623,35.836372069295635,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-17 12:00:00,20.05847189326173,35.793626632182,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-18 12:00:00,19.990544266815487,35.782149476117254,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-19 12:00:00,19.861912404635074,35.79287523477644,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-20 12:00:00,21.539697337349892,35.78234395179831,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-21 12:00:00,21.58250313648752,35.81512052764404,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-22 12:00:00,21.869661535170657,35.829799482722166,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-23 12:00:00,21.46777429041534,35.836717619683185,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-24 12:00:00,20.951171308174935,35.84320486085312,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-25 12:00:00,20.759945236881812,35.83189846290867,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-26 12:00:00,20.847514706968386,35.84553571257315,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-27 12:00:00,20.99024375152433,35.869988692864766,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-28 12:00:00,20.950549638392076,35.85703963445447,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-29 12:00:00,21.100617470382925,35.849857260820286,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-30 12:00:00,21.377172969604615,35.85341916112703,-0.025,-31.616747921174866,115.3639476744186,0
2023-01-31 12:00:00,21.29307183602693,35.85655467727944,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-01 12:00:00,21.416421202765108,35.87759013593735,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-02 12:00:00,21.518260556999483,35.88749000484337,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-03 12:00:00,21.795252314088394,35.90311119671236,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-04 12:00:00,22.196173847345406,35.83364899658828,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-05 12:00:00,22.453343827801845,35.732545413070945,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-06 12:00:00,22.24278887699783,35.7688316450275,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-07 12:00:00,22.39421330985842,35.7649000967003,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-08 12:00:00,22.37928752394955,35.802442178113154,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-09 12:00:00,22.316398221928935,35.77866101030717,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-10 12:00:00,22.218510312319,35.82006303805986,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-11 12:00:00,22.186026628398032,35.818858120747834,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-12 12:00:00,22.02474600738096,35.72434555506964,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-13 12:00:00,22.180599263544064,35.73015789882746,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-14 12:00:00,21.977761640412766,35.78480110772874,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-15 12:00:00,21.998605854155382,35.804576717534374,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-16 12:00:00,22.159874786307636,35.82025130641008,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-17 12:00:00,22.078123903558673,35.78407642142093,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-18 12:00:00,22.115737224665843,35.80438468647885,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-19 12:00:00,22.18400289290825,35.85807967892501,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-20 12:00:00,22.286600263688076,35.782658044411335,-0.025,-31.616747921174866,115.3639476744186,0
2023-02-21 12:00:00,22.332395886737334,35.78237052005272,-0.025,-31.616747921174866,115.3639476744186,0
