time,latitude,longitude,pic
2003-01-16 00:00:00,-32.520836,115.60417,0.000722
2003-02-16 00:00:00,-32.520836,115.60417,0.000971
2003-03-16 00:00:00,-32.520836,115.60417,0.000439
2003-04-16 00:00:00,-32.520836,115.60417,0.001151
2003-05-16 00:00:00,-32.520836,115.60417,0.000887
2003-06-16 00:00:00,-32.520836,115.60417,0.00157
2003-07-16 00:00:00,-32.520836,115.60417,0.001964
2003-08-16 00:00:00,-32.520836,115.60417,0.002681
2003-09-16 00:00:00,-32.520836,115.60417,0.002529
2003-10-16 00:00:00,-32.520836,115.60417,0.001359
2003-11-16 00:00:00,-32.520836,115.60417,0.000911
2003-12-16 00:00:00,-32.520836,115.60417,0.00114
2004-01-16 00:00:00,-32.520836,115.60417,0.000554
2004-02-16 00:00:00,-32.520836,115.60417,0.000443
2004-03-16 00:00:00,-32.520836,115.60417,0.000629
2004-04-16 00:00:00,-32.520836,115.60417,0.00123
2004-05-16 00:00:00,-32.520836,115.60417,0.001233
2004-06-16 00:00:00,-32.520836,115.60417,0.00402
2004-07-16 00:00:00,-32.520836,115.60417,0.002826
2004-08-16 00:00:00,-32.520836,115.60417,0.002774
2004-09-16 00:00:00,-32.520836,115.60417,0.00203
2004-10-16 00:00:00,-32.520836,115.60417,0.001892
2004-11-16 00:00:00,-32.520836,115.60417,0.000773
2004-12-16 00:00:00,-32.520836,115.60417,0.000894
2005-01-16 00:00:00,-32.520836,115.60417,0.000848
2005-02-16 00:00:00,-32.520836,115.60417,0.000522
2005-03-16 00:00:00,-32.520836,115.60417,0.000531
2005-04-16 00:00:00,-32.520836,115.60417,0.000808
2005-05-16 00:00:00,-32.520836,115.60417,0.001049
2005-06-16 00:00:00,-32.520836,115.60417,0.002024
2005-07-16 00:00:00,-32.520836,115.60417,0.001922
2005-08-16 00:00:00,-32.520836,115.60417,0.001113
2005-09-16 00:00:00,-32.520836,115.60417,0.003635
2005-10-16 00:00:00,-32.520836,115.60417,0.002426
2005-11-16 00:00:00,-32.520836,115.60417,0.001469
2005-12-16 00:00:00,-32.520836,115.60417,0.000711
2006-01-16 00:00:00,-32.520836,115.60417,0.000816
2006-02-16 00:00:00,-32.520836,115.60417,0.000468
2006-03-16 00:00:00,-32.520836,115.60417,0.000741
2006-04-16 00:00:00,-32.520836,115.60417,0.000464
2006-05-16 00:00:00,-32.520836,115.60417,0.000847
2006-06-16 00:00:00,-32.520836,115.60417,0.000299
2006-07-16 00:00:00,-32.520836,115.60417,0.001889
2006-08-16 00:00:00,-32.520836,115.60417,0.00506
2006-09-16 00:00:00,-32.520836,115.60417,0.003211
2006-10-16 00:00:00,-32.520836,115.60417,0.002485
2006-11-16 00:00:00,-32.520836,115.60417,0.000841
2006-12-16 00:00:00,-32.520836,115.60417,0.00065
2007-01-16 00:00:00,-32.520836,115.60417,0.00034
2007-02-16 00:00:00,-32.520836,115.60417,0.00075
2007-03-16 00:00:00,-32.520836,115.60417,0.000662
2007-04-16 00:00:00,-32.520836,115.60417,0.001146
2007-05-16 00:00:00,-32.520836,115.60417,0.001379
2007-06-16 00:00:00,-32.520836,115.60417,0.001054
2007-07-16 00:00:00,-32.520836,115.60417,0.003153
2007-08-16 00:00:00,-32.520836,115.60417,0.001338
2007-09-16 00:00:00,-32.520836,115.60417,0.005031
2007-10-16 00:00:00,-32.520836,115.60417,0.001684
2007-11-16 00:00:00,-32.520836,115.60417,0.000994
2007-12-16 00:00:00,-32.520836,115.60417,0.000612
2008-01-16 00:00:00,-32.520836,115.60417,0.000508
2008-02-16 00:00:00,-32.520836,115.60417,0.000494
2008-03-16 00:00:00,-32.520836,115.60417,0.000387
2008-04-16 00:00:00,-32.520836,115.60417,0.000784
2008-05-16 00:00:00,-32.520836,115.60417,0.002058
2008-06-16 00:00:00,-32.520836,115.60417,0.001548
2008-07-16 00:00:00,-32.520836,115.60417,0.002632
2008-08-16 00:00:00,-32.520836,115.60417,0.000607
2008-09-16 00:00:00,-32.520836,115.60417,0.00096
2008-10-16 00:00:00,-32.520836,115.60417,0.001255
2008-11-16 00:00:00,-32.520836,115.60417,0.000748
2008-12-16 00:00:00,-32.520836,115.60417,0.000664
2009-01-16 00:00:00,-32.520836,115.60417,0.000623
2009-02-16 00:00:00,-32.520836,115.60417,0.000302
2009-03-16 00:00:00,-32.520836,115.60417,0.000913
2009-04-16 00:00:00,-32.520836,115.60417,0.000311
2009-05-16 00:00:00,-32.520836,115.60417,0.000492
2009-06-16 00:00:00,-32.520836,115.60417,0.002495
2009-07-16 00:00:00,-32.520836,115.60417,0.004164
2009-08-16 00:00:00,-32.520836,115.60417,0.001223
2009-09-16 00:00:00,-32.520836,115.60417,0.00386
2009-10-16 00:00:00,-32.520836,115.60417,0.001548
2009-11-16 00:00:00,-32.520836,115.60417,0.001179
2009-12-16 00:00:00,-32.520836,115.60417,0.000985
2010-01-16 00:00:00,-32.520836,115.60417,0.000561
2010-02-16 00:00:00,-32.520836,115.60417,0.000569
2010-03-16 00:00:00,-32.520836,115.60417,0.000383
2010-04-16 00:00:00,-32.520836,115.60417,0.000599
2010-05-16 00:00:00,-32.520836,115.60417,0.001718
2010-06-16 00:00:00,-32.520836,115.60417,0.001235
2010-07-16 00:00:00,-32.520836,115.60417,0.001472
2010-08-16 00:00:00,-32.520836,115.60417,0.001367
2010-09-16 00:00:00,-32.520836,115.60417,0.001329
2010-10-16 00:00:00,-32.520836,115.60417,0.001085
2010-11-16 00:00:00,-32.520836,115.60417,0.000856
2010-12-16 00:00:00,-32.520836,115.60417,0.000574
2011-01-16 00:00:00,-32.520836,115.60417,0.000746
2011-02-16 00:00:00,-32.520836,115.60417,0.000387
2011-03-16 00:00:00,-32.520836,115.60417,0.000479
2011-04-16 00:00:00,-32.520836,115.60417,0.001205
2011-05-16 00:00:00,-32.520836,115.60417,0.001827
2011-06-16 00:00:00,-32.520836,115.60417,0.000987
2011-07-16 00:00:00,-32.520836,115.60417,0.001399
2011-08-16 00:00:00,-32.520836,115.60417,0.003494
2011-09-16 00:00:00,-32.520836,115.60417,0.002613
2011-10-16 00:00:00,-32.520836,115.60417,0.001109
2011-11-16 00:00:00,-32.520836,115.60417,0.001443
2011-12-16 00:00:00,-32.520836,115.60417,0.000559
2012-01-16 00:00:00,-32.520836,115.60417,0.000777
2012-02-16 00:00:00,-32.520836,115.60417,0.000793
2012-03-16 00:00:00,-32.520836,115.60417,0.000534
2012-04-16 00:00:00,-32.520836,115.60417,0.001412
2012-05-16 00:00:00,-32.520836,115.60417,0.001363
2012-06-16 00:00:00,-32.520836,115.60417,0.002634
2012-07-16 00:00:00,-32.520836,115.60417,0.001286
2012-08-16 00:00:00,-32.520836,115.60417,0.003038
2012-09-16 00:00:00,-32.520836,115.60417,0.003529
2012-10-16 00:00:00,-32.520836,115.60417,0.001791
