time,latitude,longitude,BBP,CDM
1997-09-04,-32.187504,115.52084,,
1997-09-05,-32.187504,115.52084,,
1997-09-06,-32.187504,115.52084,,
1997-09-07,-32.187504,115.52084,,
1997-09-08,-32.187504,115.52084,,
1997-09-09,-32.187504,115.52084,,
1997-09-10,-32.187504,115.52084,,
1997-09-11,-32.187504,115.52084,,
1997-09-12,-32.187504,115.52084,,
1997-09-13,-32.187504,115.52084,,
1997-09-14,-32.187504,115.52084,,
1997-09-15,-32.187504,115.52084,,
1997-09-16,-32.187504,115.52084,0.0010436557,0.015710073
1997-09-17,-32.187504,115.52084,,
1997-09-18,-32.187504,115.52084,,
1997-09-19,-32.187504,115.52084,,
1997-09-20,-32.187504,115.52084,0.0037006082,0.012533965
1997-09-21,-32.187504,115.52084,,
1997-09-22,-32.187504,115.52084,0.0025237447,0.013760665
1997-09-23,-32.187504,115.52084,0.001827011,0.015674131
1997-09-24,-32.187504,115.52084,0.010004682,0.023855163
1997-09-25,-32.187504,115.52084,,
1997-09-26,-32.187504,115.52084,,
1997-09-27,-32.187504,115.52084,,
1997-09-28,-32.187504,115.52084,,
1997-09-29,-32.187504,115.52084,,
1997-09-30,-32.187504,115.52084,,
1997-10-01,-32.187504,115.52084,,
1997-10-02,-32.187504,115.52084,,
1997-10-03,-32.187504,115.52084,0.003520911,0.019345049
1997-10-04,-32.187504,115.52084,0.0030810118,0.025712043
1997-10-05,-32.187504,115.52084,0.0046500536,0.033337306
1997-10-06,-32.187504,115.52084,,
1997-10-07,-32.187504,115.52084,0.010557518,0.04723298
1997-10-08,-32.187504,115.52084,0.004393537,0.010259297
1997-10-09,-32.187504,115.52084,,
1997-10-10,-32.187504,115.52084,,
1997-10-11,-32.187504,115.52084,,
1997-10-12,-32.187504,115.52084,,
1997-10-13,-32.187504,115.52084,,
1997-10-14,-32.187504,115.52084,,
1997-10-15,-32.187504,115.52084,,
1997-10-16,-32.187504,115.52084,,
1997-10-17,-32.187504,115.52084,,
1997-10-18,-32.187504,115.52084,,
1997-10-19,-32.187504,115.52084,,
1997-10-20,-32.187504,115.52084,,
1997-10-21,-32.187504,115.52084,0.0020516955,0.017890098
1997-10-22,-32.187504,115.52084,,
1997-10-23,-32.187504,115.52084,,
1997-10-24,-32.187504,115.52084,,
1997-10-25,-32.187504,115.52084,0.0019008273,0.024605347
1997-10-26,-32.187504,115.52084,0.00209445,0.02712799
1997-10-27,-32.187504,115.52084,0.003380257,0.012733423
1997-10-28,-32.187504,115.52084,0.0013032344,0.019794602
1997-10-29,-32.187504,115.52084,,
1997-10-30,-32.187504,115.52084,0.003841073,0.023188833
1997-10-31,-32.187504,115.52084,,
1997-11-01,-32.187504,115.52084,0.002976141,0.020333314
1997-11-02,-32.187504,115.52084,,
1997-11-03,-32.187504,115.52084,0.002341026,0.020173572
1997-11-04,-32.187504,115.52084,,
1997-11-05,-32.187504,115.52084,,
1997-11-06,-32.187504,115.52084,0.0017383517,0.025404716
1997-11-07,-32.187504,115.52084,0.0028782545,0.027403714
1997-11-08,-32.187504,115.52084,0.0014351845,0.019677706
1997-11-09,-32.187504,115.52084,0.0033799254,0.03961183
1997-11-10,-32.187504,115.52084,0.0018974806,0.013350181
1997-11-11,-32.187504,115.52084,,
1997-11-12,-32.187504,115.52084,,
1997-11-13,-32.187504,115.52084,,
1997-11-14,-32.187504,115.52084,0.002913394,0.013462531
1997-11-15,-32.187504,115.52084,,
1997-11-16,-32.187504,115.52084,0.0017060604,0.015831146
1997-11-17,-32.187504,115.52084,0.0012622756,0.017528104
1997-11-18,-32.187504,115.52084,0.002113932,0.018668318
1997-11-19,-32.187504,115.52084,0.0015075894,0.011402475
1997-11-20,-32.187504,115.52084,,
1997-11-21,-32.187504,115.52084,,
1997-11-22,-32.187504,115.52084,,
1997-11-23,-32.187504,115.52084,0.004670872,0.015808925
1997-11-24,-32.187504,115.52084,,
1997-11-25,-32.187504,115.52084,,
1997-11-26,-32.187504,115.52084,,
1997-11-27,-32.187504,115.52084,,
1997-11-28,-32.187504,115.52084,0.003936821,0.013223909
1997-11-29,-32.187504,115.52084,,
1997-11-30,-32.187504,115.52084,0.008324919,0.018539172
1997-12-01,-32.187504,115.52084,0.0031705776,0.019897347
1997-12-02,-32.187504,115.52084,0.0024152594,0.03523423
1997-12-03,-32.187504,115.52084,,
1997-12-04,-32.187504,115.52084,,
1997-12-05,-32.187504,115.52084,,
1997-12-06,-32.187504,115.52084,0.0023532046,0.015288246
1997-12-07,-32.187504,115.52084,,
1997-12-08,-32.187504,115.52084,0.001307071,0.013288966
1997-12-09,-32.187504,115.52084,0.0006115608,0.011628977
1997-12-10,-32.187504,115.52084,0.004029038,0.021331765
1997-12-11,-32.187504,115.52084,0.0016508766,0.012201357
1997-12-12,-32.187504,115.52084,0.0027747254,0.022902802
1997-12-13,-32.187504,115.52084,0.0020820529,0.014893186
1997-12-14,-32.187504,115.52084,,
1997-12-15,-32.187504,115.52084,,
1997-12-16,-32.187504,115.52084,,
1997-12-17,-32.187504,115.52084,0.0022648682,0.012986402
1997-12-18,-32.187504,115.52084,,
1997-12-19,-32.187504,115.52084,,
1997-12-20,-32.187504,115.52084,,
1997-12-21,-32.187504,115.52084,0.0011745053,0.016557798
1997-12-22,-32.187504,115.52084,0.0012244313,0.011751114
1997-12-23,-32.187504,115.52084,0.0014773262,0.02514656
1997-12-24,-32.187504,115.52084,0.0025919522,0.015785737
1997-12-25,-32.187504,115.52084,,
