time,latitude,longitude,BBP,CDM
1997-09-04,-32.520836,115.60417,,
1997-09-05,-32.520836,115.60417,,
1997-09-06,-32.520836,115.60417,,
1997-09-07,-32.520836,115.60417,,
1997-09-08,-32.520836,115.60417,,
1997-09-09,-32.520836,115.60417,,
1997-09-10,-32.520836,115.60417,,
1997-09-11,-32.520836,115.60417,,
1997-09-12,-32.520836,115.60417,,
1997-09-13,-32.520836,115.60417,,
1997-09-14,-32.520836,115.60417,,
1997-09-15,-32.520836,115.60417,,
1997-09-16,-32.520836,115.60417,0.004424731,0.06818609
1997-09-17,-32.520836,115.60417,,
1997-09-18,-32.520836,115.60417,,
1997-09-19,-32.520836,115.60417,,
1997-09-20,-32.520836,115.60417,,
1997-09-21,-32.520836,115.60417,,
1997-09-22,-32.520836,115.60417,0.008149093,0.09436167
1997-09-23,-32.520836,115.60417,0.0058047366,0.031199923
1997-09-24,-32.520836,115.60417,0.024770552,0.046804026
1997-09-25,-32.520836,115.60417,,
1997-09-26,-32.520836,115.60417,0.024039704,0.02142007
1997-09-27,-32.520836,115.60417,,
1997-09-28,-32.520836,115.60417,,
1997-09-29,-32.520836,115.60417,,
1997-09-30,-32.520836,115.60417,,
1997-10-01,-32.520836,115.60417,,
1997-10-02,-32.520836,115.60417,,
1997-10-03,-32.520836,115.60417,0.008822327,0.08448302
1997-10-04,-32.520836,115.60417,0.0068388525,0.04909656
1997-10-05,-32.520836,115.60417,0.009150831,0.18465938
1997-10-06,-32.520836,115.60417,,
1997-10-07,-32.520836,115.60417,0.010761861,0.05151812
1997-10-08,-32.520836,115.60417,,
1997-10-09,-32.520836,115.60417,,
1997-10-10,-32.520836,115.60417,,
1997-10-11,-32.520836,115.60417,,
1997-10-12,-32.520836,115.60417,0.018521633,0.07057564
1997-10-13,-32.520836,115.60417,,
1997-10-14,-32.520836,115.60417,,
1997-10-15,-32.520836,115.60417,,
1997-10-16,-32.520836,115.60417,,
1997-10-17,-32.520836,115.60417,,
1997-10-18,-32.520836,115.60417,,
1997-10-19,-32.520836,115.60417,,
1997-10-20,-32.520836,115.60417,,
1997-10-21,-32.520836,115.60417,0.0052775173,0.046505947
1997-10-22,-32.520836,115.60417,,
1997-10-23,-32.520836,115.60417,,
1997-10-24,-32.520836,115.60417,,
1997-10-25,-32.520836,115.60417,0.005760108,0.040004782
1997-10-26,-32.520836,115.60417,0.0056453887,0.036428157
1997-10-27,-32.520836,115.60417,0.007048847,0.035274826
1997-10-28,-32.520836,115.60417,0.006287489,0.045080587
1997-10-29,-32.520836,115.60417,,
1997-10-30,-32.520836,115.60417,0.0124721825,0.04636014
1997-10-31,-32.520836,115.60417,,
1997-11-01,-32.520836,115.60417,0.01031319,0.041782532
1997-11-02,-32.520836,115.60417,,
1997-11-03,-32.520836,115.60417,0.007862148,0.044912837
1997-11-04,-32.520836,115.60417,,
1997-11-05,-32.520836,115.60417,0.00996738,0.03124002
1997-11-06,-32.520836,115.60417,0.0061453916,0.036863428
1997-11-07,-32.520836,115.60417,0.0076223086,0.08943138
1997-11-08,-32.520836,115.60417,0.009378901,0.04513841
1997-11-09,-32.520836,115.60417,0.009216906,0.06026676
1997-11-10,-32.520836,115.60417,,
1997-11-11,-32.520836,115.60417,,
1997-11-12,-32.520836,115.60417,,
1997-11-13,-32.520836,115.60417,,
1997-11-14,-32.520836,115.60417,,
1997-11-15,-32.520836,115.60417,,
1997-11-16,-32.520836,115.60417,0.0054422556,0.0511819
1997-11-17,-32.520836,115.60417,0.0040063765,0.0406876
1997-11-18,-32.520836,115.60417,0.0056104534,0.042809304
1997-11-19,-32.520836,115.60417,0.0048740185,0.03062756
1997-11-20,-32.520836,115.60417,,
1997-11-21,-32.520836,115.60417,,
1997-11-22,-32.520836,115.60417,,
1997-11-23,-32.520836,115.60417,0.0139333485,0.034240797
1997-11-24,-32.520836,115.60417,,
1997-11-25,-32.520836,115.60417,,
1997-11-26,-32.520836,115.60417,,
1997-11-27,-32.520836,115.60417,,
1997-11-28,-32.520836,115.60417,,
1997-11-29,-32.520836,115.60417,0.007467427,0.0361539
1997-11-30,-32.520836,115.60417,0.0044052103,0.02897783
1997-12-01,-32.520836,115.60417,0.015516747,0.039824605
1997-12-02,-32.520836,115.60417,0.0046817367,0.029838918
1997-12-03,-32.520836,115.60417,,
1997-12-04,-32.520836,115.60417,0.010622363,0.023431418
1997-12-05,-32.520836,115.60417,,
1997-12-06,-32.520836,115.60417,0.005731988,0.032305416
1997-12-07,-32.520836,115.60417,,
1997-12-08,-32.520836,115.60417,0.0045201094,0.03032998
1997-12-09,-32.520836,115.60417,0.0025764846,0.025405243
1997-12-10,-32.520836,115.60417,0.005037396,0.028666044
1997-12-11,-32.520836,115.60417,0.0037895853,0.017637879
1997-12-12,-32.520836,115.60417,0.004478553,0.035231836
1997-12-13,-32.520836,115.60417,0.00485551,0.03305924
1997-12-14,-32.520836,115.60417,,
1997-12-15,-32.520836,115.60417,,
1997-12-16,-32.520836,115.60417,,
1997-12-17,-32.520836,115.60417,0.00539654,0.030182838
1997-12-18,-32.520836,115.60417,,
1997-12-19,-32.520836,115.60417,,
1997-12-20,-32.520836,115.60417,,
1997-12-21,-32.520836,115.60417,0.006274798,0.042021777
1997-12-22,-32.520836,115.60417,0.0082829,0.037231825
1997-12-23,-32.520836,115.60417,0.007850897,0.05366329
1997-12-24,-32.520836,115.60417,0.00881524,0.035529904
1997-12-25,-32.520836,115.60417,,
1997-12-26,-32.520836,115.60417,0.008452299,0.02909463
1997-12-27,-32.520836,115.60417,,
1997-12-28,-32.520836,115.60417,0.007997302,0.028578784
1997-12-29,-32.520836,115.60417,0.0040223757,0.01982999
1997-12-30,-32.520836,115.60417,0.0078091854,0.038712732
1997-12-31,-32.520836,115.60417,0.0076040784,0.031832106
1998-01-01,-32.520836,115.60417,0.010351076,0.031892717
1998-01-02,-32.520836,115.60417,0.0063637225,0.03325795
1998-01-03,-32.520836,115.60417,0.0071052294,0.049939424
1998-01-04,-32.520836,115.60417,0.0052129677,0.029277666
1998-01-05,-32.520836,115.60417,,
1998-01-06,-32.520836,115.60417,0.0031067322,0.025792696
1998-01-07,-32.520836,115.60417,,
1998-01-08,-32.520836,115.60417,0.004046667,0.02429497
1998-01-09,-32.520836,115.60417,0.0026773366,0.0232289
1998-01-10,-32.520836,115.60417,0.0037005963,0.033958293
