time,latitude,longitude,BBP,CDM
1997-09-04,-32.35417,115.60417,,
1997-09-05,-32.35417,115.60417,,
1997-09-06,-32.35417,115.60417,,
1997-09-07,-32.35417,115.60417,,
1997-09-08,-32.35417,115.60417,,
1997-09-09,-32.35417,115.60417,,
1997-09-10,-32.35417,115.60417,,
1997-09-11,-32.35417,115.60417,,
1997-09-12,-32.35417,115.60417,,
1997-09-13,-32.35417,115.60417,,
1997-09-14,-32.35417,115.60417,,
1997-09-15,-32.35417,115.60417,,
1997-09-16,-32.35417,115.60417,0.0041744336,0.06936516
1997-09-17,-32.35417,115.60417,,
1997-09-18,-32.35417,115.60417,,
1997-09-19,-32.35417,115.60417,,
1997-09-20,-32.35417,115.60417,0.0038556645,0.017789876
1997-09-21,-32.35417,115.60417,,
1997-09-22,-32.35417,115.60417,0.0035142477,0.028002972
1997-09-23,-32.35417,115.60417,0.0024904609,0.022967426
1997-09-24,-32.35417,115.60417,0.011172303,0.020788038
1997-09-25,-32.35417,115.60417,,
1997-09-26,-32.35417,115.60417,0.02552305,0.03373999
1997-09-27,-32.35417,115.60417,,
1997-09-28,-32.35417,115.60417,,
1997-09-29,-32.35417,115.60417,,
1997-09-30,-32.35417,115.60417,,
1997-10-01,-32.35417,115.60417,,
1997-10-02,-32.35417,115.60417,,
1997-10-03,-32.35417,115.60417,0.007818539,0.046083666
1997-10-04,-32.35417,115.60417,0.007178687,0.07608468
1997-10-05,-32.35417,115.60417,0.0072385734,0.07767858
1997-10-06,-32.35417,115.60417,,
1997-10-07,-32.35417,115.60417,0.0092044715,0.045208123
1997-10-08,-32.35417,115.60417,,
1997-10-09,-32.35417,115.60417,,
1997-10-10,-32.35417,115.60417,,
1997-10-11,-32.35417,115.60417,,
1997-10-12,-32.35417,115.60417,0.018210065,0.040590152
1997-10-13,-32.35417,115.60417,,
1997-10-14,-32.35417,115.60417,,
1997-10-15,-32.35417,115.60417,,
1997-10-16,-32.35417,115.60417,,
1997-10-17,-32.35417,115.60417,,
1997-10-18,-32.35417,115.60417,,
1997-10-19,-32.35417,115.60417,,
1997-10-20,-32.35417,115.60417,,
1997-10-21,-32.35417,115.60417,0.0031672795,0.040357657
1997-10-22,-32.35417,115.60417,,
1997-10-23,-32.35417,115.60417,,
1997-10-24,-32.35417,115.60417,,
1997-10-25,-32.35417,115.60417,0.004112437,0.043683793
1997-10-26,-32.35417,115.60417,0.0050253547,0.032857392
1997-10-27,-32.35417,115.60417,0.0047921594,0.026026782
1997-10-28,-32.35417,115.60417,0.0028883794,0.044227686
1997-10-29,-32.35417,115.60417,,
1997-10-30,-32.35417,115.60417,0.008486626,0.041480877
1997-10-31,-32.35417,115.60417,,
1997-11-01,-32.35417,115.60417,0.007169858,0.02900149
1997-11-02,-32.35417,115.60417,,
1997-11-03,-32.35417,115.60417,0.004352678,0.031755745
1997-11-04,-32.35417,115.60417,,
1997-11-05,-32.35417,115.60417,0.004027226,0.01726824
1997-11-06,-32.35417,115.60417,0.004759318,0.035595175
1997-11-07,-32.35417,115.60417,0.0031522338,0.047297206
1997-11-08,-32.35417,115.60417,0.0035885805,0.03629398
1997-11-09,-32.35417,115.60417,0.009997027,0.054228555
1997-11-10,-32.35417,115.60417,0.007549463,0.017881922
1997-11-11,-32.35417,115.60417,,
1997-11-12,-32.35417,115.60417,,
1997-11-13,-32.35417,115.60417,,
1997-11-14,-32.35417,115.60417,,
1997-11-15,-32.35417,115.60417,,
1997-11-16,-32.35417,115.60417,0.004212244,0.03352429
1997-11-17,-32.35417,115.60417,0.004105107,0.032728072
1997-11-18,-32.35417,115.60417,0.003230288,0.030000493
1997-11-19,-32.35417,115.60417,0.0029522085,0.020961184
1997-11-20,-32.35417,115.60417,,
1997-11-21,-32.35417,115.60417,,
1997-11-22,-32.35417,115.60417,,
1997-11-23,-32.35417,115.60417,0.009213861,0.029695397
1997-11-24,-32.35417,115.60417,,
1997-11-25,-32.35417,115.60417,,
1997-11-26,-32.35417,115.60417,,
1997-11-27,-32.35417,115.60417,,
1997-11-28,-32.35417,115.60417,0.006095453,0.02240317
1997-11-29,-32.35417,115.60417,,
1997-11-30,-32.35417,115.60417,0.0024583247,0.02636227
1997-12-01,-32.35417,115.60417,0.0076914066,0.02276664
1997-12-02,-32.35417,115.60417,0.0049224235,0.03298103
1997-12-03,-32.35417,115.60417,,
1997-12-04,-32.35417,115.60417,0.007428026,0.017086059
1997-12-05,-32.35417,115.60417,,
1997-12-06,-32.35417,115.60417,0.0040313564,0.021485232
1997-12-07,-32.35417,115.60417,,
1997-12-08,-32.35417,115.60417,0.0021128384,0.018579893
1997-12-09,-32.35417,115.60417,0.0014105737,0.016060784
1997-12-10,-32.35417,115.60417,0.0050422093,0.027284548
1997-12-11,-32.35417,115.60417,0.0024984777,0.011686392
1997-12-12,-32.35417,115.60417,0.004528625,0.048775937
1997-12-13,-32.35417,115.60417,0.0030201846,0.025362136
1997-12-14,-32.35417,115.60417,,
1997-12-15,-32.35417,115.60417,,
1997-12-16,-32.35417,115.60417,,
1997-12-17,-32.35417,115.60417,0.0029390056,0.016026994
1997-12-18,-32.35417,115.60417,,
1997-12-19,-32.35417,115.60417,,
1997-12-20,-32.35417,115.60417,,
1997-12-21,-32.35417,115.60417,0.0045925654,0.031268947
1997-12-22,-32.35417,115.60417,0.0040822853,0.022129323
1997-12-23,-32.35417,115.60417,0.00447835,0.03374188
1997-12-24,-32.35417,115.60417,0.005346647,0.02503294
1997-12-25,-32.35417,115.60417,,
1997-12-26,-32.35417,115.60417,,
1997-12-27,-32.35417,115.60417,,
1997-12-28,-32.35417,115.60417,0.0073616076,0.023502897
1997-12-29,-32.35417,115.60417,0.0015657775,0.013273008
1997-12-30,-32.35417,115.60417,0.0036785954,0.029922443
1997-12-31,-32.35417,115.60417,0.002549515,0.01919885
1998-01-01,-32.35417,115.60417,0.0052175727,0.027205132
1998-01-02,-32.35417,115.60417,0.0041481094,0.027190896
1998-01-03,-32.35417,115.60417,0.0060666697,0.052828234
1998-01-04,-32.35417,115.60417,0.004256055,0.024039466
1998-01-05,-32.35417,115.60417,,
1998-01-06,-32.35417,115.60417,0.002664399,0.019645616
1998-01-07,-32.35417,115.60417,,
1998-01-08,-32.35417,115.60417,0.0024305708,0.01722162
1998-01-09,-32.35417,115.60417,0.0005992393,0.012730927
1998-01-10,-32.35417,115.60417,0.0018652811,0.02848534
1998-01-11,-32.35417,115.60417,,
1998-01-12,-32.35417,115.60417,0.0072695264,0.037056454
1998-01-13,-32.35417,115.60417,0.007302857,0.018741025
1998-01-14,-32.35417,115.60417,,
1998-01-15,-32.35417,115.60417,0.0064604157,0.047515046
1998-01-16,-32.35417,115.60417,,
1998-01-17,-32.35417,115.60417,0.0039003203,0.02188641
1998-01-18,-32.35417,115.60417,,
1998-01-19,-32.35417,115.60417,0.0049544154,0.032450322
1998-01-20,-32.35417,115.60417,0.0013352929,0.023205947
1998-01-21,-32.35417,115.60417,0.014350559,0.03461331
1998-01-22,-32.35417,115.60417,0.0027614934,0.018496064
1998-01-23,-32.35417,115.60417,0.0042191027,0.014764099
1998-01-24,-32.35417,115.60417,0.0027349733,0.01874569
1998-01-25,-32.35417,115.60417,,
1998-01-26,-32.35417,115.60417,0.0018760887,0.022742098
1998-01-27,-32.35417,115.60417,,
1998-01-28,-32.35417,115.60417,0.0012186544,0.015431486
1998-01-29,-32.35417,115.60417,,
1998-01-30,-32.35417,115.60417,0.001813582,0.018584717
1998-01-31,-32.35417,115.60417,0.001264703,0.014023807
1998-02-01,-32.35417,115.60417,0.0043313066,0.029778099
1998-02-02,-32.35417,115.60417,0.0016522745,0.022475248
1998-02-03,-32.35417,115.60417,0.0041869218,0.034768153
1998-02-04,-32.35417,115.60417,0.0049061337,0.031158952
1998-02-05,-32.35417,115.60417,,
1998-02-06,-32.35417,115.60417,0.00955055,0.029347943
1998-02-07,-32.35417,115.60417,,
1998-02-08,-32.35417,115.60417,0.00309193,0.022296915
1998-02-09,-32.35417,115.60417,,
1998-02-10,-32.35417,115.60417,0.0023035153,0.026801767
1998-02-11,-32.35417,115.60417,0.0019989677,0.030916313
1998-02-12,-32.35417,115.60417,0.0027700735,0.032788463
1998-02-13,-32.35417,115.60417,0.0009755009,0.017282143
1998-02-14,-32.35417,115.60417,0.007842659,0.04205148
1998-02-15,-32.35417,115.60417,,
1998-02-16,-32.35417,115.60417,,
1998-02-17,-32.35417,115.60417,0.008951141,0.031202277
1998-02-18,-32.35417,115.60417,,
1998-02-19,-32.35417,115.60417,0.004842476,0.025058864
1998-02-20,-32.35417,115.60417,,
1998-02-21,-32.35417,115.60417,0.0045040967,0.034255728
1998-02-22,-32.35417,115.60417,0.004307722,0.024415199
1998-02-23,-32.35417,115.60417,0.005278649,0.034506172
1998-02-24,-32.35417,115.60417,0.0006746082,0.014697989
1998-02-25,-32.35417,115.60417,,
1998-02-26,-32.35417,115.60417,0.0044435705,0.031261805
1998-02-27,-32.35417,115.60417,,
1998-02-28,-32.35417,115.60417,0.0031281628,0.02802332
1998-03-01,-32.35417,115.60417,,
1998-03-02,-32.35417,115.60417,,
1998-03-03,-32.35417,115.60417,,
1998-03-04,-32.35417,115.60417,0.0025926668,0.034968685
1998-03-05,-32.35417,115.60417,0.0012084778,0.019723367
1998-03-06,-32.35417,115.60417,0.0028632192,0.039599013
1998-03-07,-32.35417,115.60417,0.0008953362,0.018651607
1998-03-08,-32.35417,115.60417,,
1998-03-09,-32.35417,115.60417,,
1998-03-10,-32.35417,115.60417,,
1998-03-11,-32.35417,115.60417,,
1998-03-12,-32.35417,115.60417,,
1998-03-13,-32.35417,115.60417,0.005845946,0.033778448
1998-03-14,-32.35417,115.60417,,
1998-03-15,-32.35417,115.60417,0.0025718054,0.03333215
1998-03-16,-32.35417,115.60417,0.0017298304,0.026074113
1998-03-17,-32.35417,115.60417,0.0031262448,0.039173152
1998-03-18,-32.35417,115.60417,0.0024343834,0.027908323
1998-03-19,-32.35417,115.60417,0.0036830315,0.041292146
1998-03-20,-32.35417,115.60417,,
1998-03-21,-32.35417,115.60417,,
1998-03-22,-32.35417,115.60417,,
1998-03-23,-32.35417,115.60417,,
1998-03-24,-32.35417,115.60417,0.0047858465,0.030652933
1998-03-25,-32.35417,115.60417,,
1998-03-26,-32.35417,115.60417,0.0031848992,0.03575585
1998-03-27,-32.35417,115.60417,0.001719658,0.028041236
1998-03-28,-32.35417,115.60417,0.0028683953,0.04119171
1998-03-29,-32.35417,115.60417,0.0022962615,0.029386517
1998-03-30,-32.35417,115.60417,0.0026597695,0.03997948
1998-03-31,-32.35417,115.60417,0.0018871429,0.025496326
1998-04-01,-32.35417,115.60417,,
1998-04-02,-32.35417,115.60417,0.0018543402,0.027938863
1998-04-03,-32.35417,115.60417,,
1998-04-04,-32.35417,115.60417,,
1998-04-05,-32.35417,115.60417,0.006545851,0.04288842
1998-04-06,-32.35417,115.60417,0.0044379607,0.08860502
1998-04-07,-32.35417,115.60417,,
1998-04-08,-32.35417,115.60417,0.011685046,0.015954986
1998-04-09,-32.35417,115.60417,0.0027415322,0.034016345
1998-04-10,-32.35417,115.60417,0.01180958,0.01937095
1998-04-11,-32.35417,115.60417,0.0022060175,0.023685766
1998-04-12,-32.35417,115.60417,,
1998-04-13,-32.35417,115.60417,0.0039945426,0.020986117
1998-04-14,-32.35417,115.60417,,
1998-04-15,-32.35417,115.60417,,
1998-04-16,-32.35417,115.60417,,
1998-04-17,-32.35417,115.60417,,
1998-04-18,-32.35417,115.60417,0.0032897731,0.018196052
1998-04-19,-32.35417,115.60417,0.004001164,0.014043199
1998-04-20,-32.35417,115.60417,0.0017004951,0.01358497
1998-04-21,-32.35417,115.60417,,
1998-04-22,-32.35417,115.60417,,
1998-04-23,-32.35417,115.60417,,
1998-04-24,-32.35417,115.60417,0.0038818736,0.05468977
1998-04-25,-32.35417,115.60417,,
1998-04-26,-32.35417,115.60417,0.0021034651,0.0323427
1998-04-27,-32.35417,115.60417,0.0017512896,0.032614253
1998-04-28,-32.35417,115.60417,0.020916488,0.028698836
1998-04-29,-32.35417,115.60417,0.0054051597,0.016714834
1998-04-30,-32.35417,115.60417,0.004006728,0.04957497
1998-05-01,-32.35417,115.60417,0.004169831,0.0585728
1998-05-02,-32.35417,115.60417,,
1998-05-03,-32.35417,115.60417,0.0030777908,0.04009047
1998-05-04,-32.35417,115.60417,,
1998-05-05,-32.35417,115.60417,0.0020542147,0.028933428
1998-05-06,-32.35417,115.60417,,
1998-05-07,-32.35417,115.60417,,
1998-05-08,-32.35417,115.60417,,
1998-05-09,-32.35417,115.60417,,
1998-05-10,-32.35417,115.60417,0.001776904,0.028014382
1998-05-11,-32.35417,115.60417,,
1998-05-12,-32.35417,115.60417,0.0023756607,0.03203406
1998-05-13,-32.35417,115.60417,,
1998-05-14,-32.35417,115.60417,0.0017073469,0.029586354
1998-05-15,-32.35417,115.60417,,
1998-05-16,-32.35417,115.60417,0.0030155457,0.034520037
1998-05-17,-32.35417,115.60417,,
1998-05-18,-32.35417,115.60417,,
1998-05-19,-32.35417,115.60417,0.003256196,0.031339437
1998-05-20,-32.35417,115.60417,,
1998-05-21,-32.35417,115.60417,,
1998-05-22,-32.35417,115.60417,0.0052535096,0.054781336
1998-05-23,-32.35417,115.60417,0.0028791104,0.048171084
1998-05-24,-32.35417,115.60417,,
1998-05-25,-32.35417,115.60417,,
1998-05-26,-32.35417,115.60417,,
1998-05-27,-32.35417,115.60417,,
1998-05-28,-32.35417,115.60417,,
1998-05-29,-32.35417,115.60417,0.008023391,0.03817159
1998-05-30,-32.35417,115.60417,,
1998-05-31,-32.35417,115.60417,0.004688551,0.07180841
1998-06-01,-32.35417,115.60417,0.005862819,0.025521867
1998-06-02,-32.35417,115.60417,0.0045234375,0.03846528
1998-06-03,-32.35417,115.60417,,
1998-06-04,-32.35417,115.60417,,
1998-06-05,-32.35417,115.60417,0.02018043,0.04670704
1998-06-06,-32.35417,115.60417,,
1998-06-07,-32.35417,115.60417,,
1998-06-08,-32.35417,115.60417,,
1998-06-09,-32.35417,115.60417,,
1998-06-10,-32.35417,115.60417,,
1998-06-11,-32.35417,115.60417,,
1998-06-12,-32.35417,115.60417,,
1998-06-13,-32.35417,115.60417,0.013623754,0.032535803
1998-06-14,-32.35417,115.60417,0.014528811,0.034852464
1998-06-15,-32.35417,115.60417,,
1998-06-16,-32.35417,115.60417,,
1998-06-17,-32.35417,115.60417,,
1998-06-18,-32.35417,115.60417,,
1998-06-19,-32.35417,115.60417,,
1998-06-20,-32.35417,115.60417,0.0056451797,0.048087347
1998-06-21,-32.35417,115.60417,0.001537068,0.091495305
1998-06-22,-32.35417,115.60417,0.0037824644,0.06258638
