time,latitude,longitude,npp,zooc
1998-01-01,-31.916668,115.66667,1653.0444,2.9881363
1998-01-02,-31.916668,115.66667,1494.9395,3.9100037
1998-01-03,-31.916668,115.66667,1972.959,4.5313263
1998-01-04,-31.916668,115.66667,1346.0938,4.265457
1998-01-05,-31.916668,115.66667,1338.9175,3.3840485
1998-01-06,-31.916668,115.66667,1110.9033,2.5459824
1998-01-07,-31.916668,115.66667,1112.061,1.7772751
1998-01-08,-31.916668,115.66667,1160.9043,2.8841019
1998-01-09,-31.916668,115.66667,773.8594,3.181755
1998-01-10,-31.916668,115.66667,1225.9521,2.311905
1998-01-11,-31.916668,115.66667,953.0298,1.9737854
1998-01-12,-31.916668,115.66667,1341.001,2.2945633
1998-01-13,-31.916668,115.66667,1002.7993,2.7049255
1998-01-14,-31.916668,115.66667,667.14404,2.1674118
1998-01-15,-31.916668,115.66667,794.9243,1.8639755
1998-01-16,-31.916668,115.66667,793.99854,2.441948
1998-01-17,-31.916668,115.66667,1378.0386,2.12117
1998-01-18,-31.916668,115.66667,1397.0205,2.7424927
1998-01-19,-31.916668,115.66667,1836.1504,3.4273987
1998-01-20,-31.916668,115.66667,1391.002,3.6701431
1998-01-21,-31.916668,115.66667,1399.104,3.5863419
1998-01-22,-31.916668,115.66667,1407.9004,3.618126
1998-01-23,-31.916668,115.66667,1628.9702,3.9475708
1998-01-24,-31.916668,115.66667,1313.917,3.8001862
1998-01-25,-31.916668,115.66667,1918.791,2.8176346
1998-01-26,-31.916668,115.66667,1179.8862,2.358139
1998-01-27,-31.916668,115.66667,1165.0713,2.8320847
1998-01-28,-31.916668,115.66667,986.82666,2.1471786
1998-01-29,-31.916668,115.66667,1000.94727,1.9709015
1998-01-30,-31.916668,115.66667,1019.0034,2.5546494
1998-01-31,-31.916668,115.66667,837.98096,3.4765244
1998-02-01,-31.916668,115.66667,1406.9746,3.158638
1998-02-02,-31.916668,115.66667,1277.1108,3.1239548
1998-02-03,-31.916668,115.66667,1750.0376,3.7337189
1998-02-04,-31.916668,115.66667,1404.8911,4.181656
1998-02-05,-31.916668,115.66667,2171.1113,4.7105026
1998-02-06,-31.916668,115.66667,1747.0283,4.9561386
1998-02-07,-31.916668,115.66667,1417.1602,5.5687943
1998-02-08,-31.916668,115.66667,1408.8267,4.479309
1998-02-09,-31.916668,115.66667,1281.7402,2.4679565
1998-02-10,-31.916668,115.66667,1255.1196,2.7107086
1998-02-11,-31.916668,115.66667,1017.8457,3.488083
1998-02-12,-31.916668,115.66667,1059.9766,3.0806122
1998-02-13,-31.916668,115.66667,947.937,3.022812
1998-02-14,-31.916668,115.66667,1164.1455,2.8523102
1998-02-15,-31.916668,115.66667,1023.1699,2.7309341
1998-02-16,-31.916668,115.66667,1437.0679,1.9159927
1998-02-17,-31.916668,115.66667,1050.0225,3.2048721
1998-02-18,-31.916668,115.66667,1017.15137,3.3349228
1998-02-19,-31.916668,115.66667,1601.8862,3.0690536
1998-02-20,-31.916668,115.66667,1150.9507,2.930336
1998-02-21,-31.916668,115.66667,1181.9697,2.5430908
1998-02-22,-31.916668,115.66667,792.1465,2.0286942
1998-02-23,-31.916668,115.66667,1009.74365,2.6384583
1998-02-24,-31.916668,115.66667,987.28955,3.7973022
1998-02-25,-31.916668,115.66667,1326.8804,3.7250519
1998-02-26,-31.916668,115.66667,1538.9219,3.7279434
1998-02-27,-31.916668,115.66667,1678.9712,4.0313797
1998-02-28,-31.916668,115.66667,1382.8999,1.8235168
1998-03-01,-31.916668,115.66667,1364.8442,1.7165909
1998-03-02,-31.916668,115.66667,797.0078,2.5979996
1998-03-03,-31.916668,115.66667,800.9429,2.8985443
1998-03-04,-31.916668,115.66667,884.97266,2.1616287
1998-03-05,-31.916668,115.66667,778.95166,1.6009979
1998-03-06,-31.916668,115.66667,1106.9683,1.2368698
1998-03-07,-31.916668,115.66667,798.16504,2.1645203
1998-03-08,-31.916668,115.66667,779.8779,2.3812637
1998-03-09,-31.916668,115.66667,674.0884,1.5952148
1998-03-10,-31.916668,115.66667,1233.1284,1.7801666
1998-03-11,-31.916668,115.66667,1375.0293,2.4188309
1998-03-12,-31.916668,115.66667,1388.9185,2.9939117
1998-03-13,-31.916668,115.66667,1757.9082,3.3146896
1998-03-14,-31.916668,115.66667,1809.0664,4.2163315
1998-03-15,-31.916668,115.66667,1926.8931,5.129532
1998-03-16,-31.916668,115.66667,1317.1577,4.06028
1998-03-17,-31.916668,115.66667,1406.0488,2.3061218
1998-03-18,-31.916668,115.66667,947.937,1.6414566
1998-03-19,-31.916668,115.66667,1083.8193,2.1789703
1998-03-20,-31.916668,115.66667,982.1968,1.5894318
1998-03-21,-31.916668,115.66667,1251.1841,2.456398
1998-03-22,-31.916668,115.66667,1259.9805,2.9101105
1998-03-23,-31.916668,115.66667,1272.0181,3.0546036
1998-03-24,-31.916668,115.66667,2044.9512,2.5748825
1998-03-25,-31.916668,115.66667,1710.2217,1.6125565
1998-03-26,-31.916668,115.66667,1219.9336,1.2253113
1998-03-27,-31.916668,115.66667,804.8784,2.4824066
1998-03-28,-31.916668,115.66667,1133.126,2.0084686
1998-03-29,-31.916668,115.66667,1171.0898,1.6934738
1998-03-30,-31.916668,115.66667,1213.915,1.3495789
1998-03-31,-31.916668,115.66667,1133.126,1.1761856
1998-04-01,-31.916668,115.66667,1137.0615,1.181961
1998-04-02,-31.916668,115.66667,1215.998,1.395813
1998-04-03,-31.916668,115.66667,1194.0068,1.5056305
1998-04-04,-31.916668,115.66667,1031.9668,1.8813095
1998-04-05,-31.916668,115.66667,1103.959,2.4621735
1998-04-06,-31.916668,115.66667,1261.1382,2.8956604
1998-04-07,-31.916668,115.66667,1187.9883,2.930336
1998-04-08,-31.916668,115.66667,1481.0503,2.213646
1998-04-09,-31.916668,115.66667,1324.1025,1.288887
1998-04-10,-31.916668,115.66667,1098.8662,1.6847992
1998-04-11,-31.916668,115.66667,1214.1465,2.7540512
1998-04-12,-31.916668,115.66667,1209.9795,2.3147964
1998-04-13,-31.916668,115.66667,1338.9175,1.4593887
1998-04-14,-31.916668,115.66667,1331.0469,1.1646271
1998-04-15,-31.916668,115.66667,1248.1748,1.2195282
1998-04-16,-31.916668,115.66667,944.00195,1.1212769
1998-04-17,-31.916668,115.66667,981.03955,1.4680634
1998-04-18,-31.916668,115.66667,1027.1055,1.3813629
1998-04-19,-31.916668,115.66667,1379.8906,1.6819077
1998-04-20,-31.916668,115.66667,1208.1279,2.144287
1998-04-21,-31.916668,115.66667,1450.957,2.0778275
1998-04-22,-31.916668,115.66667,1412.0674,2.0200272
1998-04-23,-31.916668,115.66667,1620.8682,2.6326828
1998-04-24,-31.916668,115.66667,1681.0547,3.4447327
1998-04-25,-31.916668,115.66667,1633.1367,2.8667603
1998-04-26,-31.916668,115.66667,1521.792,2.5228653
1998-04-27,-31.916668,115.66667,1348.8716,2.800293
1998-04-28,-31.916668,115.66667,1437.0679,3.3175812
1998-04-29,-31.916668,115.66667,1443.0864,3.5834503
1998-04-30,-31.916668,115.66667,1975.0425,3.0257034
1998-05-01,-31.916668,115.66667,1824.1133,2.2483292
1998-05-02,-31.916668,115.66667,1863.0029,1.1617355
1998-05-03,-31.916668,115.66667,1514.8472,1.2050781
1998-05-04,-31.916668,115.66667,1515.773,2.1153946
